id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,fade
event_beautyfullshot1_02_s_14,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_14,True,,150,150,1.0,,,viper,viper,,9,idle,,7,delight,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_beautyfullshot1_02_s_15,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_15,True,,S_50,S_500,0.5,,,neon,neon,,9,idle,,7,delight,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_beautyfullshot1_02_s_16,40051,event_beautyfullshot1_02_s,Monologue,Locale_MainScenario:event_beautyfullshot1_02_s_16,False,,black,black,1.0,,,neon,,,9,idle,sakura,1,delight,rosanna,13,no,,9,idle,,3,idle,,7,idle,,5,idle,,17,idle,rapi,anis,neon,maiden_s,guilty,jackal,viper,mary,
event_beautyfullshot1_02_s_17,40051,event_beautyfullshot1_02_s,Monologue,Locale_MainScenario:event_beautyfullshot1_02_s_17,False,,113,113,1.0,,,neon,,,,,,,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_18,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_18,False,,113,113,1.0,,,rosanna,rosanna,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_19,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_19,False,,113,113,1.0,,,sakura,sakura,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_20,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_20,False,,113,130,1.0,,,sakura,,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_21,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_21,True,,130,130,1.0,,,rosanna,rosanna,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_22,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_22,False,,130,130,1.0,,,rosanna,rosanna,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_23,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_23,False,,130,130,1.0,,,rosanna,,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_24,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_24,False,,130,10,1.0,,,sakura,,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_25,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_25,True,,10,10,1.0,,,sakura,sakura,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_26,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_26,False,,10,10,1.0,,,sakura,sakura,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_27,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_27,False,,10,10,1.0,,,sakura,,,,,,1,angry,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_28,40051,event_beautyfullshot1_02_s,Narration,Locale_MainScenario:event_beautyfullshot1_02_s_28,False,CommanderRoom,black,black,1.0,,none,moran,,moran,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,black
event_beautyfullshot1_02_s_29,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_29,False,,30,30,1.0,,,moran,,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_30,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_30,False,,30,30,1.0,,,moran,,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_31,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_31,True,,30,3,1.0,,bgm_story_breakaway,moran,moran,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_32,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_32,False,,3,113,2.0,,,rosanna,rosanna,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_33,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_33,False,,113,113,1.0,,,sakura,sakura,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_34,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_34,True,,30,30,1.0,,,moran,moran,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_35,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_35,False,,30,30,1.0,,,moran,,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_36,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_36,True,,30,30,1.0,,,moran,moran,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_37,40051,event_beautyfullshot1_02_s,Monologue,Locale_MainScenario:event_beautyfullshot1_02_s_37,False,,30,300,1.0,sfx_scn_toolgrab,,moran,,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_38,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_38,True,,300,300,1.0,,,moran,moran,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_39,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_39,True,,300,300,1.0,,,moran,moran,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_40,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_40,True,,300,30,1.0,,,moran,moran,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_41,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_41,True,,30,30,1.0,,,moran,moran,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_42,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_42,True,,30,3,1.0,,,moran,moran,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_43,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_43,False,,3,113,1.5,,,rosanna,rosanna,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_44,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_44,False,,113,113,1.0,,,sakura,sakura,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_45,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_45,True,,113,3,1.5,,,moran,moran,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_46,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_46,True,,3,30,1.0,,,moran,moran,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_47,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_47,True,,30,30,1.0,,,moran,moran,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_48,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_48,True,,30,30,1.0,,,moran,moran,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_49,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_49,True,,30,30,1.0,,,moran,moran,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_50,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_50,True,,30,30,1.0,,,moran,moran,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_51,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_51,False,,30,30,1.0,,,moran,,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_52,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_52,False,,30,113,1.0,,none,moran,,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_53,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_53,False,,113,113,1.0,,,rosanna,rosanna,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_54,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_54,False,,113,113,1.0,,,sakura,sakura,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_55,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_55,False,,113,113,1.0,,,sakura,,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_56,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_56,False,,113,3,1.0,,bgm_story_breakaway,moran,,,3,pain,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_57,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_57,False,,3,3,1.0,,,moran,moran,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_58,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_58,True,,3,30,1.0,,,moran,moran,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_59,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_59,True,,30,30,1.0,,,moran,moran,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_60,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_60,False,,30,30,1.0,,,moran,,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_61,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_61,True,,30,30,1.0,,,moran,moran,,3,idle,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_62,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_62,True,,30,300,1.0,,,moran,moran,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_63,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_63,True,,300,300,1.0,,,moran,moran,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_64,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_64,True,,300,300,1.0,,,moran,moran,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_65,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_65,True,,100,100,1.0,,,sakura,sakura,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_66,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_66,True,,1300,1300,1.0,,,rosanna,rosanna,,3,delight,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_67,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_67,False,,300,300,1.0,,,moran,moran,,3,worry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_68,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_68,True,,300,30,1.0,,,moran,moran,,3,no,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_69,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_69,True,,30,30,1.0,,,moran,moran,,3,no,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_70,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_70,True,,100,100,1.0,,,sakura,sakura,,3,no,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_71,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_71,True,,1300,1300,1.0,,,rosanna,rosanna,,3,no,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_72,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_72,False,,300,300,1.0,,,moran,moran,,3,no,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_73,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_73,True,,300,30,0.7,,,moran,moran,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_74,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_74,False,,113,113,1.0,,,sakura,sakura,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_75,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_75,False,,113,113,1.0,,,rosanna,rosanna,,3,angry,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_76,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_76,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_77,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_77,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_78,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_78,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_79,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_79,False,,30,30,1.0,,,moran,,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_80,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_80,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_81,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_81,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_82,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_82,True,,30,30,1.0,,,moran,moran,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_83,40051,event_beautyfullshot1_02_s,Narration,Locale_MainScenario:event_beautyfullshot1_02_s_83,False,,30,3,1.0,,,sakura,,,3,special,,1,idle,,13,angry,,,,,,,,,,,,,,,,moran,,,,,,,,
event_beautyfullshot1_02_s_84,40051,event_beautyfullshot1_02_s,Monologue,Locale_MainScenario:event_beautyfullshot1_02_s_84,False,,3,113,2.0,,,sakura,,,,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_85,40051,event_beautyfullshot1_02_s,Narration,Locale_MainScenario:event_beautyfullshot1_02_s_85,False,,113,113,1.0,sfx_scn_autodooropen,,sakura,,,,,,1,idle,,13,angry,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_86,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_86,True,,113,75,2.0,,,viper,viper,,,,,1,idle,,13,angry,viper,5,idle,jackal,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_87,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_87,True,,75,75,1.0,,,jackal,jackal,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_88,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_88,False,,75,75,1.0,,,jackal,,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_89,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_89,True,,75,75,1.0,,,viper,viper,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_90,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_90,True,,75,75,1.0,,,jackal,jackal,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_91,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_91,True,,75,50,1.0,,,viper,viper,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_92,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_92,True,,50,50,1.0,,,viper,viper,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_93,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_93,True,,50,50,1.0,,,viper,viper,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_94,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_94,True,,50,50,1.0,,,viper,viper,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_95,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_95,True,,50,75,1.0,,,jackal,jackal,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_96,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_96,True,,75,75,1.0,,,jackal,jackal,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_97,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_97,True,,75,75,1.0,,,viper,viper,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_98,40051,event_beautyfullshot1_02_s,Self,Locale_MainScenario:event_beautyfullshot1_02_s_98,False,,75,75,1.0,,,viper,,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_99,40051,event_beautyfullshot1_02_s,Speech,Locale_MainScenario:event_beautyfullshot1_02_s_99,True,,75,75,1.0,,,viper,viper,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,,,,,,,,
event_beautyfullshot1_02_s_100,40051,event_beautyfullshot1_02_s,Narration,Locale_MainScenario:event_beautyfullshot1_02_s_100,False,,75,75,1.0,sfx_scn_autodooropen,,viper,,,,,,1,idle,,13,angry,,5,idle,,7,idle,,,,,,,,,,,sakura,rosanna,,,,,,
