id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,jump_target
event_lionheart_03_s_82,40037,event_lionheart_03_s,Self,Locale_SubScenario:event_lionheart_03_s_82,False,,Leo_10,Leo_10,1.0,,,leona_no,,,,,,1,sad,,,,,,,,,,event_lionheart_03_s_86
event_lionheart_03_s_83,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_83,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_84,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_84,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_85,40037,event_lionheart_03_s,Self,Locale_SubScenario:event_lionheart_03_s_85,False,,Leo_10,Leo_10,1.0,,,leona_no,,,,,,1,sad,,,,,,,,,,event_lionheart_03_s_86
event_lionheart_03_s_86,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_86,True,,Leo_10,Leo_100,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_87,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_87,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,,,,1,sad,,,,,,,,,,
event_lionheart_03_s_88,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_88,True,,Leo_100,Leo_10,1.0,,,leona_no,leona_no,,,,,1,idle,,,,,,,,,,
event_lionheart_03_s_89,40037,event_lionheart_03_s,Speech,Locale_SubScenario:event_lionheart_03_s_89,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,,,,1,idle,,,,,,,,,,
event_lionheart_03_s_90,40037,event_lionheart_03_s,Self,Locale_SubScenario:event_lionheart_03_s_90,False,,Leo_10,Leo_10,1.0,,,leona_no,,,,,,1,idle,,,,,,,,,,
event_lionheart_03_s_91,40037,event_lionheart_03_s,Monologue,Locale_SubScenario:event_lionheart_03_s_91,False,,Leo_10,Leo_1,1.0,,,leona_no,,,,,,1,idle,,,,,,,,,,
event_lionheart_03_s_92,40037,event_lionheart_03_s,Monologue,Locale_SubScenario:event_lionheart_03_s_92,False,,black,black,1.0,,,leona_no,,,,,,1,idle,,,,,,,,,,
