id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_ambient,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
snowfall_episode_mica_05_15,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_18,True,,L_30,L_30,1.0,,,,blanc_c,blanc_c,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_16,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_19,True,,L_30,L_50,1.0,,,,noir_c,noir_c,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_17,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_20,True,,S_10,S_10,1.0,,,,mica_w,mica_w,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_18,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_21,False,,S_10,S_10,1.0,,,,,,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_19,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_22,True,,S_10,53,1.0,,,,blanc_c,blanc_c,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_20,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_23,True,,53,53,1.0,,,,noir_c,noir_c,,,1,idle,,13,idle,,3,idle,,5,delight
snowfall_episode_mica_05_21,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_24,True,,53,113,1.0,,,,mica_w,mica_w,,,1,idle,,13,idle,,3,idle,,5,delight
snowfall_episode_mica_05_22,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_25,True,,113,113,1.0,,,,belorta,belorta,,,1,idle,,13,delight,,3,idle,,5,delight
snowfall_episode_mica_05_23,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_26,False,,113,113,1.0,,,,,,,,1,idle,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_24,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_27,True,,L_30,L_30,1.0,,,,blanc_c,blanc_c,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_25,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_28,True,,L_30,L_50,1.0,,,,noir_c,noir_c,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_26,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_29,True,,L_50,L_50,1.0,,,,noir_c,noir_c,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_27,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_30,True,,L_50,L_50,1.0,,,,noir_c,noir_c,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_28,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_31,False,,L_50,L_50,1.0,,,,,,,,1,idle,,13,idle,,3,delight,,5,idle
snowfall_episode_mica_05_29,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_32,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_30,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_33,False,,XS_130,XS_130,1.0,,,,,,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_31,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_34,True,,L_30,L_30,1.0,,,,blanc_c,blanc_c,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_32,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_35,True,,L_30,L_30,1.0,,,,blanc_c,blanc_c,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_33,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_36,True,,XS_130,XS_1300,1.0,,,,belorta,belorta,,,1,idle,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_34,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_37,True,,XS_1300,XS_1300,1.0,,,,belorta,belorta,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_35,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_38,True,,XS_1300,S_100,1.0,,,,mica_w,mica_w,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_36,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_39,True,,S_100,S_100,1.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_37,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_40,True,,S_100,S_100,1.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_38,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_41,True,,S_100,113,2.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_39,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_42,True,,113,113,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_40,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_43,True,,113,113,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_41,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_44,False,,113,113,1.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_42,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_45,False,,113,S_10,1.0,,,,,,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_43,80903,snowfall_episode_mica_05,Choice,Locale_SubScenario:snowfall_episode_mica_05_46,False,,S_10,S_10,1.0,,,,,,snowfall_episode_mica_05_45,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_44,80903,snowfall_episode_mica_05,Choice,Locale_SubScenario:snowfall_episode_mica_05_47,False,,S_10,S_10,1.0,,,,,,snowfall_episode_mica_05_50,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_45,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_48,True,,S_10,S_10,1.0,,,,mica_w,mica_w,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_46,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_49,True,,S_10,XS_130,1.0,,,,belorta,belorta,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_47,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_50,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_48,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_51,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_49,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_52,True,,XS_130,113,1.0,,,,mica_w,mica_w,snowfall_episode_mica_05_52,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_50,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_53,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_51,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_54,True,,S_10,S_10,1.0,,,,mica_w,mica_w,snowfall_episode_mica_05_52,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_52,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_55,True,,S_10,113,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_53,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_56,True,,113,113,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_54,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_57,False,,113,XS_130,1.0,,,,,,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_55,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_58,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_56,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_59,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_57,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_60,False,,XS_130,XS_170,1.0,sfx_scn_toolpasslight,,,,,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_58,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_61,False,,XS_170,XS_170,1.0,sfx_scn_3skippingstones,,,,,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_59,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_62,False,,XS_170,XS_170,1.0,,,,mica_w,mica_w,,,1,special,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_60,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_63,False,,XS_170,17,1.0,sfx_scn_3skippingstones,,,,,,,1,special,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_61,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_64,False,,17,17,1.0,,,,,,,,1,special,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_62,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_65,False,,17,S_170,1.0,sfx_scn_2skippingstones,,,,,,,1,special,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_63,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_66,False,,S_170,S_170,1.0,,,,mica_w,mica_w,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_64,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_67,False,,S_170,S_170,1.0,,,,,,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_65,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_68,False,,S_170,S_10,2.0,,,,,,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_66,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_69,True,,S_10,S_10,1.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_67,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_70,True,,L_30,L_30,1.0,,,,blanc_c,blanc_c,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_68,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_71,True,,L_50,L_50,1.0,,,,noir_c,noir_c,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_69,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_72,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_70,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_73,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_71,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_74,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_72,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_75,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_73,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_76,True,,XS_130,13,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_74,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_77,True,,13,113,1.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_75,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_78,True,,113,113,1.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_76,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_79,True,,113,113,1.0,,,,belorta,belorta,,,1,cry,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_77,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_80,True,,113,113,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_78,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_81,True,,113,113,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_79,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_82,True,,113,113,1.0,,,,belorta,belorta,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_80,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_83,True,,113,113,1.0,,,,mica_w,mica_w,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_81,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_84,True,,113,113,1.0,,,,belorta,belorta,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_82,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_85,True,,113,113,1.0,,,,belorta,belorta,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_83,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_86,True,,113,3,1.0,,,,blanc_c,blanc_c,,,1,surprise,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_84,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_87,True,,3,3,1.0,,,,blanc_c,blanc_c,,,1,surprise,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_85,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_88,True,,3,3,1.0,,,,blanc_c,blanc_c,,,1,surprise,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_86,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_89,True,,3,113,1.0,,,,belorta,belorta,,,1,surprise,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_87,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_90,True,,113,113,1.0,,,,mica_w,mica_w,,,1,surprise,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_88,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_91,False,,113,113,1.0,,,,belorta,belorta,,,1,surprise,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_89,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_92,False,,113,113,1.0,,,,,,,,1,surprise,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_90,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_93,True,,113,XS_130,1.0,,,,belorta,belorta,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_91,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_94,True,,XS_130,XS_130,1.0,,,,belorta,belorta,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_92,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_95,True,,XS_130,XS_130,1.0,,,,mica_w,mica_w,,,1,idle,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_93,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_96,True,,XS_130,113,1.0,,,,belorta,belorta,,,1,idle,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_94,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_97,False,,113,113,1.0,,,,mica_w,mica_w,,,1,surprise,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_95,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_98,False,,113,113,1.0,sfx_scn_clap,,,,,,,1,surprise,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_96,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_99,False,,113,113,1.0,,,,,,,,1,surprise,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_97,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_100,True,,113,113,1.0,,,,belorta,belorta,,,1,surprise,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_98,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_101,True,,113,113,1.0,,,,mica_w,mica_w,,,1,surprise,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_99,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_102,True,,113,113,1.0,,,,belorta,belorta,,,1,surprise,,13,delight,,3,idle,,5,idle
snowfall_episode_mica_05_100,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_103,True,,113,113,1.0,,,,belorta,belorta,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_101,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_104,True,,L_30,L_30,1.0,,,,blanc_c,blanc_c,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_102,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_105,True,,L_30,L_30,1.0,,,,blanc_c,blanc_c,,,1,surprise,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_103,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_106,True,,L_30,S_10,1.0,,,,mica_w,mica_w,,,1,cry,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_104,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_107,True,,S_10,S_10,1.0,,,,mica_w,mica_w,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_105,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_108,False,,S_10,S_10,1.0,,,,,,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_106,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_109,True,,S_10,1,1.0,,,,mica_w,mica_w,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_107,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_110,False,,1,1,1.0,,,,,,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_108,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_111,False,,1,S_10,1.0,,,,mica_w,mica_w,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_109,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_112,False,,S_10,S_150,1.0,sfx_scn_toolpasslight,,,,,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_110,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_113,False,,S_150,S_150,1.0,,,,,,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_111,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_114,False,,S_150,S_150,1.0,sfx_scn_1skippingstones,,,,,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_112,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_115,False,,S_150,S_1500,1.0,sfx_scn_3skippingstones,,,,,,,1,no,,13,idle,,3,idle,,5,idle
snowfall_episode_mica_05_113,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_116,False,,S_100,S_100,1.0,,,,mica_w,mica_w,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_114,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_117,False,,XS_1300,XS_1300,1.0,,,,belorta,belorta,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_115,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_118,False,,L_300,L_300,1.0,,,,blanc_c,blanc_c,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_116,80903,snowfall_episode_mica_05,Speech,Locale_SubScenario:snowfall_episode_mica_05_119,False,,L_500,L_500,1.0,,,,noir_c,noir_c,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_117,80903,snowfall_episode_mica_05,Self,Locale_SubScenario:snowfall_episode_mica_05_120,False,,L_500,S_100,2.0,,,,,,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_118,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_121,False,,S_100,S_100,1.0,,,,,,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_119,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_122,False,,black,black,1.0,sfx_scn_2skippingstones,,,,,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_120,80903,snowfall_episode_mica_05,Narration,Locale_SubScenario:snowfall_episode_mica_05_123,False,,black,black,1.0,sfx_scn_waterstonefall,,,,,,,1,no,,13,idle,,3,think,,5,idle
snowfall_episode_mica_05_121,80903,snowfall_episode_mica_05,Monologue,Locale_SubScenario:snowfall_episode_mica_05_124,False,,black,black,1.0,,,,,,,,1,no,,13,idle,,3,think,,5,idle
