id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_juveniledays_04_s_45,40053,event_juveniledays_04_s,Self,ein,Locale_SubScenario:event_juveniledays_04_s_45,False,,,,,,,,100,100,1.0,,,,,,,,1,idle,,,,
event_juveniledays_04_s_46,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_46,True,,,,,,,,100,100,1.0,,,,ein,,,,1,idle,,,,
event_juveniledays_04_s_47,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_47,True,,,,,,,Park_n,10,10,1.0,,bgm_inark,,ein,,,,1,no,black,,,
event_juveniledays_04_s_48,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_48,True,,,,,,,,10,10,1.0,,,,ein,,,,1,no,,,,
event_juveniledays_04_s_49,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_49,True,,,,,,,,10,10,1.0,,,,ein,,,,1,no,,,,
event_juveniledays_04_s_50,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_50,True,,,,,,,,10,10,1.0,,,,ein,,,,1,no,,,,
event_juveniledays_04_s_51,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_51,True,,,,,,,,10,10,1.0,,,,ein,,,,1,no,,,,
event_juveniledays_04_s_52,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_52,True,,,,,,,,10,130,1.0,,,,tia,,,,1,no,,tia,13,idle
event_juveniledays_04_s_53,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_53,True,,,,,,,,130,130,1.0,,,,tia,,,,1,no,,,13,idle
event_juveniledays_04_s_54,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_54,True,,,,,,,,130,130,1.0,,,,tia,,,,1,no,,,13,idle
event_juveniledays_04_s_55,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_55,True,,,,,,,,130,12,1.0,,,,ein,,,,1,idle,,,13,idle
event_juveniledays_04_s_56,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_56,True,,,,,,,,12,12,1.0,,,,ein,,,,1,idle,,,13,idle
event_juveniledays_04_s_57,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_57,True,,,,,,,,12,12,1.0,,,,ein,,,,1,idle,,,13,idle
event_juveniledays_04_s_58,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_58,True,,,,,,,,12,12,1.0,,,,tia,,,,1,idle,,,13,idle
event_juveniledays_04_s_59,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_59,True,,,,,,,,12,12,1.0,,,,ein,,,,1,idle,,,13,idle
event_juveniledays_04_s_60,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_60,True,,,,,,,,12,12,1.0,,,,tia,,,,1,idle,,,13,idle
event_juveniledays_04_s_61,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_61,True,,,,,,,,12,12,1.0,,,,ein,,,,1,idle,,,13,idle
event_juveniledays_04_s_62,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_62,True,,,,,,,,12,12,1.0,,,,ein,,,,1,idle,,,13,idle
event_juveniledays_04_s_63,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_63,True,,,,,,,,12,12,1.0,,,,tia,,,,1,idle,,,13,idle
event_juveniledays_04_s_64,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_64,True,,,,,,,,12,12,1.0,,,,tia,,,,1,idle,,,13,delight
event_juveniledays_04_s_65,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_65,True,,,,,,,,12,12,1.0,,,,tia,,,,1,idle,,,13,delight
event_juveniledays_04_s_66,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_66,True,,,,,,,,12,12,1.0,,,,ein,,,,1,idle,,,13,delight
event_juveniledays_04_s_67,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_67,True,,,,,,,,12,130,1.0,,,,tia,,,,1,idle,,,13,delight
event_juveniledays_04_s_68,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_68,True,,,,,,,,130,130,1.0,,,,tia,,,,1,idle,,,13,worry
event_juveniledays_04_s_69,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_69,True,,,,,,,,130,130,1.0,,,,tia,,,,1,idle,,,13,worry
event_juveniledays_04_s_70,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_70,True,,,,,,,,130,10,1.0,,,,ein,,,,1,idle,,,13,worry
event_juveniledays_04_s_71,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_71,False,,,,,,,,10,10,1.0,,,,ein,,,,1,idle,,,13,worry
event_juveniledays_04_s_72,40053,event_juveniledays_04_s,Speech,ein,Locale_SubScenario:event_juveniledays_04_s_72,True,,,,,,,,10,10,1.0,,,,ein,,,,1,delight,,,13,worry
event_juveniledays_04_s_73,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_73,True,,,,,,,,10,12,1.0,,,,tia,,,,1,delight,,,13,delight
event_juveniledays_04_s_74,40053,event_juveniledays_04_s,Speech,tia,Locale_SubScenario:event_juveniledays_04_s_74,True,,,,,,,,12,12,1.0,,,,tia,,,,1,delight,,,13,delight
