id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_ce004_3_05_e_11,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_11,True,,10,10,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_12,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_12,True,,10,30,1.0,,,diesel,diesel,,1,idle,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_13,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_13,True,,30,30,1.0,,,diesel,diesel,,1,idle,,,3,idle,,,5,surprise,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_14,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_14,True,,100,100,1.0,,,ce004_01,ce004_01,,1,think,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_15,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_15,True,,500,500,1.0,,,ein,ein,,1,think,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_16,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_16,True,,500,50,1.0,,,marciana_op,marciana_op,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,marciana_op,OP_leftup,idle,,,,,
event_ce004_3_05_e_17,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_17,False,,50,50,1.0,,,marciana_op,,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_18,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_18,True,,50,50,1.0,,,marciana_op,marciana_op,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_19,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_19,True,,50,50,1.0,,,marciana_op,marciana_op,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_20,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_20,True,,50,50,1.0,,,marciana_op,marciana_op,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_21,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_21,True,,50,50,1.0,,,marciana_op,marciana_op,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_22,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_22,True,,10,10,1.0,,,ce004_01,ce004_01,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_23,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_23,True,,10,10,1.0,,,marciana_op,marciana_op,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_24,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_24,True,,10,10,1.0,,,marciana_op,marciana_op,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_25,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_25,False,,10,10,1.0,,,marciana_op,,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,,,,,
event_ce004_3_05_e_26,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_26,True,,50,50,1.0,,,ein,ein,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,OP_leftup,idle,marciana_op,,,,
event_ce004_3_05_e_27,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_27,True,,50,50,1.0,,,ein,ein,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_28,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_28,True,,70,70,1.0,,,zwei,zwei,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_29,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_29,False,,113,113,1.0,,,ce004_02,ce004_02,,1,think,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_30,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_30,True,,113,113,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_31,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_31,True,,113,113,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_32,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_32,False,,113,113,1.0,,,ce004_01,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,,,,,,,
event_ce004_3_05_e_33,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_33,True,,113,1517,1.0,,none,brid,brid,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,soline,15,angry,,brid,17,idle,
event_ce004_3_05_e_34,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_34,True,,1517,S_150,1.0,,event_bgm_ce004_nereculepas,soline,soline,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,15,angry,,,17,idle,
event_ce004_3_05_e_35,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_35,True,,S_150,S_150,1.0,,,soline,soline,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,15,angry,,,17,idle,
event_ce004_3_05_e_36,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_36,True,,S_150,S_1500,0.7,,,soline,soline,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,15,angry,,,17,idle,
event_ce004_3_05_e_37,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_37,False,,black,black,1.0,sfx_scn_trainhit,,soline,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,,,15,angry,,,17,idle,
event_ce004_3_05_e_38,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_38,False,,black,black,1.0,,,soline,,,1,idle,,,3,worry,,,5,idle,ein,,7,idle,zwei,,13,idle,ce004_02,,5,angry,,,7,idle,
event_ce004_3_05_e_39,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_39,True,,S_50,S_500,0.7,,,soline,soline,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_40,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_40,False,,black,black,1.0,sfx_scn_azxattacked,,soline,,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_41,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_41,False,,black,black,1.0,,,soline,,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_42,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_42,True,,L_700,L_700,1.0,,,brid,brid,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_43,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_43,True,,L_700,L_700,1.0,,,brid,brid,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_44,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_44,False,,L_700,L_700,1.0,,,brid,,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_45,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_45,True,,300,300,1.0,,,diesel,diesel,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_46,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_46,True,,300,300,1.0,,,diesel,diesel,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_47,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_47,True,,300,30,1.0,,,diesel,diesel,,1,idle,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_48,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_48,True,,30,10,1.0,,,ce004_01,ce004_01,,1,angry,,,3,worry,,,,,,,,,,,,,,,5,angry,,,7,idle,
event_ce004_3_05_e_49,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_49,True,,black,black,1.0,,,sugar,sugar,,1,angry,ce004_01,,3,worry,diesel,sugar,13,idle,,frima,15,idle,,milk,17,idle,,,5,angry,,,7,idle,
event_ce004_3_05_e_50,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_50,False,,13,XS_130,1.0,sfx_scn_bikerpm,,sugar,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,,,5,angry,soline,,9,idle,brid
event_ce004_3_05_e_51,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_51,True,,XS_130,XS_130,1.0,,,sugar,sugar,,,,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,
event_ce004_3_05_e_52,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_52,True,,XS_130,XS_130,1.0,,,sugar,sugar,,,,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,
event_ce004_3_05_e_53,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_53,False,,XS_130,XS_130,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,
event_ce004_3_05_e_54,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_54,True,,XS_130,XS_130,1.0,,,sugar,sugar,,,,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,
event_ce004_3_05_e_55,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_55,True,,XS_130,150,1.0,,,frima,frima,,,,,,,,,,13,idle,,,15,no,,,17,idle,,,,,,,,,
event_ce004_3_05_e_56,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_56,True,,150,1517,1.0,,,milk,milk,,,,,,,,,,13,idle,,,15,no,,,17,idle,,,,,,,,,
event_ce004_3_05_e_57,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_57,True,,1517,1517,1.0,,,milk,milk,,,,,,,,,,13,idle,,,15,no,,,17,idle,,,,,,,,,
event_ce004_3_05_e_58,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_58,True,,1517,1517,1.0,,,frima,frima,,,,,,,,,,13,idle,,,15,no,,,17,idle,,,,,,,,,
event_ce004_3_05_e_59,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_59,True,,1517,1517,1.0,,,milk,milk,,,,,,,,,,13,idle,,,15,no,,,17,angry,,,,,,,,,
event_ce004_3_05_e_60,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_60,True,,1517,1517,1.0,,,frima,frima,,,,,,,,,,13,idle,,,15,idle,,,17,angry,,,,,,,,,
event_ce004_3_05_e_61,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_61,False,,1517,1517,1.0,,,frima,,,,,,,,,,,13,idle,,,15,idle,,,17,angry,,,,,,,,,
event_ce004_3_05_e_62,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_62,False,,black,black,1.0,sfx_scn_bikerpm,,,,,,,,,,,,,13,idle,,,15,idle,,,17,angry,,,,,,,,,
event_ce004_3_05_e_63,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_63,False,,black,black,1.0,,,,,,,,,,,,,,13,idle,sugar,,15,idle,frima,,17,angry,milk,,,,,,,,
event_ce004_3_05_e_64,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_64,False,,1,10,1.0,sfx_scn_aim,,eunhwa,,eunhwa,1,idle,,vesti,13,idle,,emma,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_65,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_65,True,,10,10,1.0,,,eunhwa,eunhwa,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_66,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_66,True,,150,150,1.0,,,emma,emma,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_67,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_67,True,,150,XS_130,1.0,,,vesti,vesti,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_68,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_68,True,,XS_130,XS_130,1.0,,,vesti,vesti,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_69,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_69,False,,XS_130,XS_130,1.0,,,vesti,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_70,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_70,True,,XS_130,13,1.0,,,vesti,vesti,,1,idle,,,13,delight,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_71,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_71,True,,13,113,1.0,,,eunhwa,eunhwa,,1,angry,,,13,delight,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_72,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_72,True,,113,113,1.0,,,vesti,vesti,,1,angry,,,13,idle,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_73,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_73,True,,113,15,1.0,,,emma,emma,,1,angry,,,13,idle,,,15,idle,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_74,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_74,False,,black,black,1.0,,,emma,,,1,angry,eunhwa,,13,idle,vesti,,15,idle,emma,laplace,3,angry,,drake,5,angry,,maxwell,7,angry,,,,,
event_ce004_3_05_e_75,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_75,True,,3,S_30,0.7,,,laplace,laplace,,,,,,,,,,,,,,3,angry,,,5,angry,,,7,angry,,,,,
event_ce004_3_05_e_76,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_76,True,,S_30,50,1.0,,,drake,drake,,,,,,,,,,,,,,3,angry,,,5,angry,,,7,angry,,,,,
event_ce004_3_05_e_77,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_77,True,,50,75,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,3,angry,,,5,angry,,,7,angry,,,,,
event_ce004_3_05_e_78,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_78,True,,75,75,1.0,,,drake,drake,,,,,,,,,,,,,,3,angry,,,5,no,,,7,angry,,,,,
event_ce004_3_05_e_79,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_79,True,,75,75,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,3,angry,,,5,no,,,7,idle,,,,,
event_ce004_3_05_e_80,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_80,True,,75,75,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,3,angry,,,5,no,,,7,idle,,,,,
event_ce004_3_05_e_81,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_81,True,,S_30,S_30,1.0,,,laplace,laplace,,,,,,,,,,,,,,3,idle,,,5,no,,,7,idle,,,,,
event_ce004_3_05_e_82,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_82,True,,S_30,S_300,0.7,,,laplace,laplace,,,,,,,,,,,,,,3,idle,,,5,idle,,,7,idle,,,,,
event_ce004_3_05_e_83,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_83,True,,S_300,S_300,1.0,,,laplace,laplace,,,,,,,,,,,,,,3,idle,,,5,idle,,,7,idle,,,,,
event_ce004_3_05_e_84,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_84,True,,S_300,S_300,1.0,,,laplace,laplace,,,,,,,,,,,,,,3,idle,,,5,idle,,,7,idle,,,,,
event_ce004_3_05_e_85,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_85,True,,5,50,0.7,,,drake,drake,,,,,,,,,,,,,,3,idle,,,5,delight,,,7,idle,,,,,
event_ce004_3_05_e_86,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_86,True,,50,S_30,1.0,,,laplace,laplace,,,,,,,,,,,,,,3,delight,,,5,delight,,,7,idle,,,,,
event_ce004_3_05_e_87,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_87,False,,S_30,S_30,1.0,,,laplace,,,,,,,,,,,,,,,3,delight,,,5,delight,,,7,idle,,,,,
event_ce004_3_05_e_88,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_88,True,,S_30,S_30,1.0,,,laplace,laplace,,,,,,,,,,,,,,3,delight,,,5,delight,,,7,idle,,,,,
event_ce004_3_05_e_89,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_89,True,,S_30,53,1.0,,,drake,drake,,,,,,,,,,,,,,3,delight,,,5,idle,,,7,idle,,,,,
event_ce004_3_05_e_90,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_90,False,,53,53,1.0,,,drake,,,,,,,,,,,,,,,3,delight,laplace,,5,idle,drake,,7,idle,,,,,
event_ce004_3_05_e_91,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_91,True,,53,7,1.0,,,maxwell,maxwell,,,,,,,,,,,,,,,,,,,,,,7,sad,,,,,
event_ce004_3_05_e_92,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_92,False,,black,black,1.0,,,maxwell,,,,,,,,,,,,,,,,,,,,,,,7,sad,maxwell,,,,
event_ce004_3_05_e_93,40057,event_ce004_3_05_e,Narration,Locale_SubScenario:event_ce004_3_05_e_93,False,,black,black,1.0,sfx_scn_explosions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_94,40057,event_ce004_3_05_e,Monologue,Locale_SubScenario:event_ce004_3_05_e_94,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_e_95,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_95,True,,1315,1315,1.0,,,anis,anis,rapi,1,idle,,anis,13,void,,neon,15,idle,,ein,5,delight,,zwei,7,idle,,,,,,,,,
event_ce004_3_05_e_96,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_96,True,,1315,1315,1.0,,,neon,neon,,1,idle,,,13,void,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_97,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_97,True,,1315,1315,1.0,,,anis,anis,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_98,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_98,True,,1315,1315,1.0,,,neon,neon,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_99,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_99,True,,75,75,1.0,,,zwei,zwei,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_100,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_100,True,,75,75,1.0,,,zwei,zwei,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_101,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_101,True,,75,75,1.0,,,ein,ein,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_102,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_102,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_103,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_103,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_104,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_104,False,,10,10,1.0,,,rapi,,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_105,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_105,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_106,40057,event_ce004_3_05_e,Self,Locale_SubScenario:event_ce004_3_05_e_106,False,,10,10,1.0,,,rapi,,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_107,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_107,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
event_ce004_3_05_e_108,40057,event_ce004_3_05_e,Speech,Locale_SubScenario:event_ce004_3_05_e_108,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,13,idle,,,15,idle,,,5,delight,,,7,idle,,,,,,,,,
