id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,set_filter_01,set_camera_shake,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_killthelord_06_s_11,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_11,False,,black,black,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_12,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_12,False,,black,black,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_13,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_13,False,,black,black,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_14,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_14,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_15,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_15,True,,10,10,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_16,40043,event_killthelord_06_s,Narration,d_w,Locale_SubScenario:event_killthelord_06_s_16,False,,10,10,1.0,,,,sfx_scn_doorshake,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_17,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_17,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_18,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_18,True,,10,10,1.0,,d_w,,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_19,40043,event_killthelord_06_s,Narration,d_w,Locale_SubScenario:event_killthelord_06_s_19,False,,black,black,1.0,,,,sfx_scn_lockbreak,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_20,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_20,False,,black,black,1.0,,,,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_21,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_21,False,,10,10,1.0,,,,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_22,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_22,True,,10,10,1.0,,d_w,,,,,,,1,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_23,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_23,False,,10,10,1.0,,,,,,,,,1,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_24,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_24,True,,10,1,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_25,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_25,False,,black,black,1.0,,,,sfx_scn_dooropenfast,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_26,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_26,False,Hotel,black,black,1.0,none,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_27,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_27,False,,black,black,1.0,,,,,,,,,1,special,d_w,,,,,,,,,,,,,,,,
event_killthelord_06_s_28,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_28,False,FlowerGarden,13,13,1.0,bgm_frostpillar,,white,sfx_scn_wind,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_29,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_29,False,,13,13,1.0,,,,sfx_scn_bird,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_30,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_30,False,,13,130,1.0,,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_31,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_31,False,,130,130,1.0,,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_32,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_32,False,,130,130,1.0,,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_33,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_33,False,,130,130,1.0,,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_34,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_34,False,,130,130,1.0,,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_35,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_35,False,,130,130,1.0,,,,sfx_scn_cookknife,Blur_High,,,,,,,marian_p,13,idle,,rapi,15,idle,,anis,17,idle,,neon,19,idle,
event_killthelord_06_s_36,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_36,False,,130,130,1.0,,,,sfx_scn_overflowingwater,Blur_High,,,,,,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_killthelord_06_s_37,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_37,False,,180,180,1.0,,,,,Blur_High,,,,,,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_killthelord_06_s_38,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_38,False,,180,150,1.0,,,,,Blur_High,,,,,,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_killthelord_06_s_39,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_39,False,,150,150,1.0,,,,,Blur_High,,,,,,,,13,idle,marian_p,,15,idle,rapi,,17,idle,anis,,19,idle,neon
event_killthelord_06_s_40,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_40,False,,150,150,1.0,,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_41,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_41,False,,black,black,1.0,,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_42,40043,event_killthelord_06_s,Narration,d_w,Locale_SubScenario:event_killthelord_06_s_42,False,,1,100,0.6,none,,,sfx_scn_slap,Red,Low_2,Blur_High,d_w,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_43,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_43,False,,100,100,1.0,,,,,Red,,Blur_High,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_44,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_44,True,,100,100,1.0,bgm_belowzero,d_w,,,Red,,Blur_High,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_45,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_45,True,,100,100,1.0,,d_w,,,Red,,Blur_High,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_46,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_46,False,Corridor,100,10,0.6,,,white,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_47,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_47,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_48,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_48,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_49,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_49,True,,10,10,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_50,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_50,True,,10,10,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_51,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_51,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_52,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_52,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_53,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_53,True,,10,1,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_54,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_54,False,,1,1,1.0,,,,sfx_scn_dooropenfast,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_55,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_55,False,black,1,1,1.0,,,,,Blur_Low,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_56,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_56,False,,1,10,1.0,,,,,Blur_Low,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_57,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_57,True,,10,10,1.0,,d_w,,,Blur_Low,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_58,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_58,True,,10,10,1.0,,d_w,,,Blur_Low,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_59,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_59,False,,10,10,1.0,,,,,Blur_Low,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_60,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_60,False,,10,10,1.0,,,,,Blur_Low,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_61,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_61,True,,10,10,1.0,,d_w,,,Blur_Low,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_62,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_62,True,,10,10,1.0,,d_w,,,Blur_Middle,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_63,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_63,False,,10,10,1.0,,,,,Blur_Middle,,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_64,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_64,False,,10,100,1.0,,,,sfx_scn_rustlemany,Blur_Middle,Low_2,,,1,shy,,,,,,,,,,,,,,,,,
event_killthelord_06_s_65,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_65,True,Corridor,100,100,1.0,,d_w,,,Blur_Low,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_66,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_66,True,,100,1,0.6,,d_w,,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_67,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_67,True,,1,1,1.0,,d_w,,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_68,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_68,True,,1,1,1.0,,d_w,,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_69,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_69,False,,black,black,1.0,,,,sfx_scn_dooropenfast,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_70,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_70,False,,12,1,1.0,,,black,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_71,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_71,False,,1,1,1.0,,,,,,,,,1,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_72,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_72,True,,1,1,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_73,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_73,True,,1,1,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_74,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_74,True,,1,1,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_75,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_75,False,,1,10,1.0,,,,sfx_scn_rustle_2,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_76,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_76,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_77,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_77,True,,10,10,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_78,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_78,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_79,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_79,True,,10,10,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_80,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_80,True,,10,10,1.0,,d_w,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_81,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_81,False,,10,10,1.0,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_82,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_82,False,Hotel,15,15,1.0,,,black,sfx_scn_rustyfloor,,,,,15,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_83,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_83,False,,15,15,1.0,,,,,,,,,15,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_84,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_84,False,,15,120,1.0,,,,,,,,,15,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_85,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_85,True,,120,120,1.0,,d_w,,,,,,,15,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_86,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_86,True,,120,120,1.0,,d_w,,,,,,,15,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_87,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_87,False,,120,120,1.0,,,,,,,,,15,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_88,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_88,True,,120,120,1.0,,d_w,,,,,,,15,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_89,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_89,False,,120,130,1.0,,,,sfx_scn_heelfootstep,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_90,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_90,False,,130,130,1.0,none,,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_91,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_91,False,,black,black,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_92,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_92,False,,black,black,1.0,bgm_floraltribute,,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_93,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_93,False,,13,13,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_94,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_94,False,,13,13,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_95,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_95,False,,13,13,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_96,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_96,False,,13,13,1.0,,,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_97,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_97,False,,13,13,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_98,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_98,False,,13,13,1.0,,,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_99,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_99,False,,13,13,1.0,,,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_100,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_100,False,,13,13,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_101,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_101,False,,13,13,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_102,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_102,False,,13,13,1.0,,kamila,,,,,,,13,special,,,,,,,,,,,,,,,,,
event_killthelord_06_s_103,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_103,True,,13,130,0.6,,d_w,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_104,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_104,False,,130,130,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_105,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_105,True,,130,130,1.0,,d_w,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_106,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_106,True,,130,130,1.0,,d_w,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_107,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_107,True,,130,130,1.0,,d_w,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_108,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_108,False,,130,130,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_109,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_109,False,,130,130,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_110,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_110,False,,130,130,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_111,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_111,False,,130,130,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_112,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_112,False,,130,130,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_113,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_113,False,,130,13,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_114,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_114,False,,13,13,1.0,,,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_115,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_115,False,,13,13,1.0,,kamila,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_116,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_116,False,,13,13,1.0,,,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_117,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_117,True,,13,13,1.0,,d_w,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_118,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_118,True,,13,13,1.0,,d_w,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_119,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_119,True,,13,13,1.0,,d_w,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_120,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_120,True,,13,13,1.0,,d_w,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_121,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_121,False,,13,13,1.0,,kamila,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_122,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_122,False,,13,13,1.0,,kamila,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_123,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_123,False,,13,13,1.0,,kamila,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_124,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_124,False,,13,13,1.0,,kamila,,sfx_scn_solidtablehit,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_125,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_125,False,,13,13,1.0,,,,,,,,,13,think,,,,,,,,,,,,,,,,,
event_killthelord_06_s_126,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_126,False,,13,13,1.0,,,,sfx_scn_swing,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_127,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_127,False,,13,130,0.6,,,,,,,,,13,void,,,,,,,,,,,,,,,,,
event_killthelord_06_s_128,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_128,False,,130,130,1.0,,,,,,,,,13,void,,,,,,,,,,,,,,,,,
