id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_killthelord_02_s_11,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_11,True,,5,idle,,3,surprise,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_12,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_12,True,,5,idle,,3,good,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_13,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_13,True,,5,idle,,3,good,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_14,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_14,True,,5,idle,,3,idle,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_15,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_15,True,,5,idle,,3,idle,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_16,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_16,True,,5,idle,,3,idle,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_17,40043,event_killthelord_02_s,Speech,d,Locale_SubScenario:event_killthelord_02_s_17,True,,5,idle,,3,idle,,4,4,1.0,,d,,,,,,,,,,,,
event_killthelord_02_s_18,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_18,True,,5,idle,,3,idle,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_19,40043,event_killthelord_02_s,Speech,k,Locale_SubScenario:event_killthelord_02_s_19,True,,5,idle,,3,delight,,4,4,1.0,,k,,,,,,,,,,,,
event_killthelord_02_s_20,40043,event_killthelord_02_s,Speech,d,Locale_SubScenario:event_killthelord_02_s_20,True,,5,idle,,3,delight,,50,50,1.0,,d,,,,,,,,,,,,
event_killthelord_02_s_21,40043,event_killthelord_02_s,Speech,d,Locale_SubScenario:event_killthelord_02_s_21,True,,5,idle,,3,delight,,50,50,1.0,,d,,,,,,,,,,,,
event_killthelord_02_s_22,40043,event_killthelord_02_s,Narration,,Locale_SubScenario:event_killthelord_02_s_22,False,,5,angry,,3,delight,,1,1,1.0,,,d,k,black,,,,,,,,,
event_killthelord_02_s_23,40043,event_killthelord_02_s,Monologue,,Locale_SubScenario:event_killthelord_02_s_23,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_killthelord_02_s_24,40043,event_killthelord_02_s,Monologue,,Locale_SubScenario:event_killthelord_02_s_24,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_killthelord_02_s_25,40043,event_killthelord_02_s,Monologue,,Locale_SubScenario:event_killthelord_02_s_25,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_killthelord_02_s_26,40043,event_killthelord_02_s,Self,,Locale_SubScenario:event_killthelord_02_s_26,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_killthelord_02_s_27,40043,event_killthelord_02_s,Monologue,,Locale_SubScenario:event_killthelord_02_s_27,False,,,,,,,,1,1,1.0,none,,,,,,,,,,,,,
event_killthelord_02_s_28,40043,event_killthelord_02_s,Narration,d_w,Locale_SubScenario:event_killthelord_02_s_28,False,,,,,,,,1,1,1.0,,,,,,d_w,1,idle,sfx_scn_autodooropen,,,,,
event_killthelord_02_s_29,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_29,False,,,,,,,,1,10,1.0,bgm_story_backtonormal,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_30,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_30,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_31,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_31,False,,,,,,,,10,100,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_32,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_32,False,,,,,,,,100,100,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_33,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_33,True,,,,,,,,100,100,1.0,,d_w,,,,,1,think,,,,,,
event_killthelord_02_s_34,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_34,False,,,,,,,,100,100,1.0,,,,,,,1,think,,,,,,
event_killthelord_02_s_35,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_35,True,,,,,,,,100,100,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_36,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_36,True,,,,,,,,100,100,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_37,40043,event_killthelord_02_s,Choice,d_w,Locale_SubScenario:event_killthelord_02_s_37,False,,,,,,,,100,100,1.0,,,,,,,1,void,,event_killthelord_02_s_39,,,,
event_killthelord_02_s_38,40043,event_killthelord_02_s,Choice,d_w,Locale_SubScenario:event_killthelord_02_s_38,False,,,,,,,,100,100,1.0,,,,,,,1,void,,event_killthelord_02_s_41,,,,
event_killthelord_02_s_39,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_39,True,,,,,,,,100,100,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_40,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_40,True,,,,,,,,100,10,1.0,,d_w,,,,,1,special,,event_killthelord_02_s_42,,,,
event_killthelord_02_s_41,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_41,True,,,,,,,,100,10,1.0,,d_w,,,,,1,special,,event_killthelord_02_s_42,,,,
event_killthelord_02_s_42,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_42,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_43,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_43,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_44,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_44,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_45,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_45,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_46,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_46,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_47,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_47,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_48,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_48,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_49,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_49,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_50,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_50,False,,,,,,,,10,10,1.0,,,,,,,1,special,sfx_scn_hairtouch,,,,,
event_killthelord_02_s_51,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_51,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_52,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_52,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_53,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_53,True,,,,,,,,10,10,1.0,none,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_54,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_54,True,,,,,,,Hotel,10,10,1.0,,d_w,,,black,,1,special,,,,,,
event_killthelord_02_s_55,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_55,False,,,,,,,,17,17,1.0,bgm_story_fairytalesend_if,,,,,,1,special,,,,,,
event_killthelord_02_s_56,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_56,False,,,,,,,,17,170,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_57,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_57,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_58,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_58,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_59,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_59,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_60,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_60,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_61,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_61,True,,,,,,,,10,10,1.0,,d_w,,,,,1,think,,,,,,
event_killthelord_02_s_62,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_62,True,,,,,,,,10,10,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_63,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_63,True,,,,,,,,10,10,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_64,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_64,True,,,,,,,,10,10,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_65,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_65,True,,,,,,,,10,10,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_66,40043,event_killthelord_02_s,Narration,d_w,Locale_SubScenario:event_killthelord_02_s_66,False,,,,,,,,10,100,1.0,,,,,,,1,void,sfx_scn_clothrustle,,,,,
event_killthelord_02_s_67,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_67,False,,,,,,,,100,100,1.0,,,,,,,1,void,,,,,,
event_killthelord_02_s_68,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_68,False,,,,,,,,100,100,1.0,,,,,,,1,void,,,,,,
event_killthelord_02_s_69,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_69,True,,,,,,,,100,10,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_70,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_70,False,,,,,,,,10,10,1.0,,,,,,,1,void,,,,,,
event_killthelord_02_s_71,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_71,False,,,,,,,,10,10,1.0,,,,,,,1,void,,,,,,
event_killthelord_02_s_72,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_72,True,,,,,,,,10,10,1.0,,d_w,,,,,1,void,,,,,,
event_killthelord_02_s_73,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_73,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_74,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_74,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_75,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_75,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_76,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_76,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_77,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_77,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_78,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_78,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_79,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_79,True,,,,,,,,10,10,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_80,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_80,False,,,,,,,,10,10,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_81,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_81,True,,,,,,,,10,10,1.0,,d_w,,,,,1,think,,,,,,
event_killthelord_02_s_82,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_82,False,,,,,,,,10,10,1.0,,,,,,,1,think,,,,,,
event_killthelord_02_s_83,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_83,False,,,,,,,,10,10,1.0,,d_w,,,,,1,think,,,,,,
event_killthelord_02_s_84,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_84,True,,,,,,,,10,100,1.0,,d_w,,,,,1,angry,,,,,,
event_killthelord_02_s_85,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_85,False,,,,,,,,100,100,1.0,,,,,,,1,angry,,,,,,
event_killthelord_02_s_86,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_86,False,,,,,,,,100,100,1.0,,,,,,,1,angry,,,,,,
event_killthelord_02_s_88,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_88,False,,,,,,,Corridor,100,1,1.0,,,,,black,,1,special,,,,,,
event_killthelord_02_s_89,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_89,False,,,,,,,,1,1,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_90,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_90,True,,,,,,,,1,1,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_91,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_91,True,,,,,,,,1,1,1.0,,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_92,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_92,False,,,,,,,,1,1,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_93,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_93,False,,,,,,,,5,9,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_94,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_94,False,,,,,,,,9,9,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_95,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_95,False,,,,,,,,9,9,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_96,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_96,True,,,,,,,,1,1,1.0,none,d_w,,,,,1,special,,,,,,
event_killthelord_02_s_97,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_97,False,,,,,,,,1,1,1.0,,,,,,,1,special,,,,,,
event_killthelord_02_s_98,40043,event_killthelord_02_s,Monologue,d_w,Locale_SubScenario:event_killthelord_02_s_98,False,,,,,,,,1,10,1.0,bgm_story_epicjazzymoods,,,,,,1,idle,sfx_scn_handtouchsmooth,,,,,
event_killthelord_02_s_99,40043,event_killthelord_02_s,Self,d_w,Locale_SubScenario:event_killthelord_02_s_99,False,,,,,,,,10,10,1.0,,,,,,,1,idle,,,,,,
event_killthelord_02_s_100,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_100,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,,,
event_killthelord_02_s_101,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_101,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,,,
event_killthelord_02_s_102,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_102,True,,,,,,,,10,10,1.0,,d_w,,,,,1,idle,,,fancyfemale,15,idle,
event_killthelord_02_s_103,40043,event_killthelord_02_s,Monologue,fancyfemale,Locale_SubScenario:event_killthelord_02_s_103,False,,,,,,,,10,12,1.0,,,,,,,1,idle,sfx_scn_heelfootstep,,,13,idle,
event_killthelord_02_s_104,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_104,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_105,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_105,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_106,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_106,True,,,,,,,,12,12,1.0,,d_w,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_107,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_107,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_108,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_108,True,,,,,,,,12,12,1.0,,d_w,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_109,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_109,True,,,,,,,,12,12,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_110,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_110,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_111,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_111,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_112,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_112,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_113,40043,event_killthelord_02_s,Monologue,fancyfemale,Locale_SubScenario:event_killthelord_02_s_113,False,,,,,,,,black,black,1.0,,,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_114,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_114,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_115,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_115,True,,,,,,,,10,10,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_116,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_116,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_117,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_117,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_118,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_118,True,,,,,,,,10,10,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_119,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_119,True,,,,,,,,10,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_120,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_120,False,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_121,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_121,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_122,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_122,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_123,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_123,True,,,,,,,,12,12,1.0,,d_w,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_124,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_124,True,,,,,,,,12,12,1.0,,d_w,,,,,1,idle,sfx_scn_plasticbagrustle,,,13,idle,
event_killthelord_02_s_125,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_125,True,,,,,,,,12,12,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_126,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_126,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_127,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_127,True,,,,,,,,12,12,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_128,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_128,True,,,,,,,,12,12,1.0,,d_w,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_129,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_129,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,idle,,,,13,idle,
event_killthelord_02_s_130,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_130,True,,,,,,,,12,12,1.0,,d_w,,,,,1,good,,,,13,idle,
event_killthelord_02_s_131,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_131,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_132,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_132,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_133,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_133,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_134,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_134,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,good,,,,13,idle,
event_killthelord_02_s_135,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_135,True,,,,,,,,12,12,1.0,,d_w,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_136,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_136,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_137,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_137,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_138,40043,event_killthelord_02_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_02_s_138,True,,,,,,,,12,12,1.0,,fancyfemale,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_139,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_139,True,,,,,,,,12,12,1.0,,d_w,,,,,1,surprise,,,,13,idle,
event_killthelord_02_s_140,40043,event_killthelord_02_s,Speech,d_w,Locale_SubScenario:event_killthelord_02_s_140,True,,,,,,,,12,12,1.0,,d_w,,,,,1,idle,,,,13,idle,
