id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/4/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/1/hide_char_id,characters/5/hide_char_id,fade,jump_target,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/2/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,set_filter_01,set_camera_shake
event_romanticvalentine_02_s_32,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_32,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_33,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_33,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_34,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_34,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_35,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_35,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_36,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_36,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_37,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_37,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_38,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_38,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_39,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_39,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_40,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_40,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_41,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_41,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,event_romanticvalentine_02_s_44,,,,,,,,,,,
event_romanticvalentine_02_s_42,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_42,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,event_romanticvalentine_02_s_43,,,,,,,,,,,
event_romanticvalentine_02_s_43,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_43,False,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_44,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_44,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,mast_m,13,idle,,,,,3,delight,,,,1,think,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_45,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_45,True,,XS_10,12,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,think,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_46,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_46,True,,12,12,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,think,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_47,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_47,False,,12,12,1.0,,mast_m,,,13,idle,,,,,3,delight,,,,1,think,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_48,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_48,True,,12,12,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,think,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_49,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_49,True,,12,12,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,think,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_50,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_50,True,,12,12,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,think,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_51,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_51,True,,12,12,1.0,,anchor_m,anchor_m,,13,idle,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_52,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_52,True,,12,12,1.0,,mast_m,mast_m,,13,angry,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_53,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_53,False,,12,12,1.0,,mast_m,,,13,angry,,,,,3,delight,,,,1,idle,,,,,,,,,,,event_romanticvalentine_02_s_55,,,,,,,,,,,
event_romanticvalentine_02_s_54,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_54,False,,12,12,1.0,,mast_m,,,13,angry,,,,,3,delight,,,,1,idle,,,,,,,,,,,event_romanticvalentine_02_s_55,,,,,,,,,,,
event_romanticvalentine_02_s_55,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_55,True,,12,12,1.0,,mast_m,mast_m,,13,idle2,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_56,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_56,True,,12,12,1.0,,mast_m,mast_m,,13,idle2,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_57,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_57,True,,12,S_130,1.0,,mast_m,mast_m,,13,idle,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_58,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_58,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,delight2,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_59,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_59,False,,S_130,S_130,1.0,,mast_m,,,13,delight2,,,,,3,delight,,,,1,idle,,,,,,,,,,,event_romanticvalentine_02_s_61,,,,,,,,,,,
event_romanticvalentine_02_s_60,40069,event_romanticvalentine_02_s,Choice,Locale_SubScenario:event_romanticvalentine_02_s_60,False,,S_130,S_130,1.0,,mast_m,,,13,delight2,,,,,3,delight,,,,1,idle,,,,,,,,,,,event_romanticvalentine_02_s_61,,,,,,,,,,,
event_romanticvalentine_02_s_61,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_61,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,delight,,,,,3,delight,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_62,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_62,True,,S_130,S_130,1.0,,mast_m,mast_m,,13,idle2,,,,,3,delight,,,,1,idle,,trony_m,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_63,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_63,True,,S_130,14,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_64,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_64,False,,14,14,1.0,,trony_m,,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_65,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_65,True,,14,14,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_66,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_66,True,,30,30,1.0,,sin_m,sin_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_67,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_67,False,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_68,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_68,True,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_69,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_69,False,,150,150,1.0,,trony_m,,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_70,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_70,False,,150,150,1.0,,trony_m,,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_71,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_71,False,,150,1500,1.5,,trony_m,,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_72,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_72,False,,1500,1500,1.0,,trony_m,,,13,idle2,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_73,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_73,True,,1500,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,shy,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_74,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_74,True,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,no,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_75,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_75,True,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,no,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_76,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_76,True,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_77,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_77,True,,150,150,1.0,,trony_m,trony_m,,13,idle2,,,,,3,delight,,,,1,idle,,,15,smile,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_78,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_78,False,,150,150,1.0,,trony_m,,,13,idle2,,,,,3,delight,,,,1,idle,,,15,smile,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_79,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_79,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,surprise2,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_80,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_80,False,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,sad,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_81,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_81,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,sad,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_82,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_82,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,sad,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_83,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_83,False,,150,150,1.0,,trony_m,,,13,surprise,,,,,3,delight,,,,1,idle,,,15,sad,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_84,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_84,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_85,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_85,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_86,40069,event_romanticvalentine_02_s,Self,Locale_SubScenario:event_romanticvalentine_02_s_86,False,,150,14,1.0,,trony_m,,,13,surprise,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_87,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_87,True,,14,14,1.0,,mast_m,mast_m,,13,surprise,,,,,3,delight,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_88,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_88,True,,30,30,1.0,,sin_m,sin_m,,13,surprise,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_89,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_89,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_90,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_90,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_91,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_91,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,smile,,,,1,idle,,,15,surprise,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_92,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_92,True,,150,150,1.0,,trony_m,trony_m,,13,surprise,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_93,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_93,True,,150,14,0.5,,mast_m,mast_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_94,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_94,True,,14,14,1.0,,trony_m,trony_m,,13,delight,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_95,40069,event_romanticvalentine_02_s,Monologue,Locale_SubScenario:event_romanticvalentine_02_s_95,False,,14,14,1.0,bgm_story_tepidappleade,mast_m,,,13,delight,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_96,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_96,True,,14,14,1.0,,mast_m,mast_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_97,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_97,True,,14,14,1.0,,mast_m,mast_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_s_98,40069,event_romanticvalentine_02_s,Speech,Locale_SubScenario:event_romanticvalentine_02_s_98,True,,14,14,1.0,,trony_m,trony_m,,13,delight2,,,,,3,smile,,,,1,idle,,,15,special,,,,,,,,,,,,,,,,,,
