id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_romanticvalentine_05_s_11,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_11,True,,L_1700,L_1700,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_12,40069,event_romanticvalentine_05_s,Self,Locale_SubScenario:event_romanticvalentine_05_s_12,False,,L_1700,L_1700,1.0,,mustang,,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_13,40069,event_romanticvalentine_05_s,Self,Locale_SubScenario:event_romanticvalentine_05_s_13,False,,L_1700,L_1700,1.0,,mustang,,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_14,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_14,True,,L_1700,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_15,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_15,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_16,40069,event_romanticvalentine_05_s,Self,Locale_SubScenario:event_romanticvalentine_05_s_16,False,,L_170,L_170,1.0,,mustang,,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_17,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_17,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_18,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_18,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_19,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_19,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_20,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_20,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_21,40069,event_romanticvalentine_05_s,Self,Locale_SubScenario:event_romanticvalentine_05_s_21,False,,L_170,L_170,1.0,,mustang,,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_22,40069,event_romanticvalentine_05_s,Self,Locale_SubScenario:event_romanticvalentine_05_s_22,False,,L_170,L_170,1.0,,mustang,,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_23,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_23,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_24,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_24,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_25,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_25,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_26,40069,event_romanticvalentine_05_s,Self,Locale_SubScenario:event_romanticvalentine_05_s_26,False,,L_170,L_10,2.0,,mustang,,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_27,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_27,True,,L_10,L_170,0.5,none,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_28,40069,event_romanticvalentine_05_s,Monologue,Locale_SubScenario:event_romanticvalentine_05_s_28,False,,L_170,L_170,1.0,,mustang,,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_29,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_29,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_30,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_30,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_31,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_31,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_32,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_32,True,,L_170,L_170,1.0,,mustang,mustang,,,17,idle,,,,,,,,,,,,,
event_romanticvalentine_05_s_33,40069,event_romanticvalentine_05_s,Narration,Locale_SubScenario:event_romanticvalentine_05_s_33,False,Restaurant,black,black,1.0,,,,black,,17,idle,mustang,sin_m,5,delight,anchor_m,13,idle,trony_m,3,delight,,,
event_romanticvalentine_05_s_34,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_34,True,,50,50,1.0,bgm_story_girlstalk,sin_m,sin_m,,mast_m,1,delight,,,5,smile,,13,idle,,3,delight,,,
event_romanticvalentine_05_s_35,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_35,True,,XS_130,XS_130,1.0,,anchor_m,anchor_m,,,1,delight,,,5,smile,,13,idle,,3,delight,,,
event_romanticvalentine_05_s_36,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_36,True,,2,2,1.0,,trony_m,trony_m,,,1,delight,,,5,smile,,13,idle,,3,delight,,,
event_romanticvalentine_05_s_37,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_37,True,,2,2,1.0,,mast_m,mast_m,,,1,delight,,,5,smile,,13,idle,,3,delight,,,
event_romanticvalentine_05_s_38,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_38,True,,2,2,1.0,,trony_m,trony_m,,,1,delight,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_39,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_39,True,,50,50,1.0,,sin_m,sin_m,,,1,delight,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_40,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_40,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,surprise2,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_41,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_41,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,angry,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_42,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_42,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,angry,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_43,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_43,True,,50,50,1.0,,sin_m,sin_m,,,1,angry,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_44,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_44,True,,12,12,1.0,,anchor_m,anchor_m,,,1,angry,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_45,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_45,True,,12,12,1.0,,mast_m,mast_m,,,1,surprise2,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_46,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_46,True,,12,12,1.0,,mast_m,mast_m,,,1,delight,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_47,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_47,True,,12,12,1.0,,mast_m,mast_m,,,1,idle,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_48,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_48,True,,XS_130,XS_130,1.0,,anchor_m,anchor_m,,,1,idle,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_49,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_49,True,,50,50,1.0,,sin_m,sin_m,,,1,idle,,,5,delight,,13,idle,,3,no,,,
event_romanticvalentine_05_s_50,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_50,True,,50,50,1.0,,sin_m,sin_m,,,1,idle,,,5,smile,,13,idle,,3,no,,,
event_romanticvalentine_05_s_51,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_51,True,,50,30,1.0,,trony_m,trony_m,,,1,idle,,,5,smile,,13,idle,,3,shy,,,
event_romanticvalentine_05_s_52,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_52,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,delight,,,5,smile,,13,idle,,3,shy,,,
event_romanticvalentine_05_s_53,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_53,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,idle,,,5,smile,,13,idle,,3,shy,,,
event_romanticvalentine_05_s_54,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_54,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,idle,,,5,smile,,13,idle,,3,shy,,,
event_romanticvalentine_05_s_55,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_55,True,,50,50,1.0,,sin_m,sin_m,,,1,idle,,,5,delight,,13,idle,,3,shy,,,
event_romanticvalentine_05_s_56,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_56,True,,XS_130,XS_130,1.0,,anchor_m,anchor_m,,,1,idle,,,5,delight,,13,delight,,3,shy,,,
event_romanticvalentine_05_s_57,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_57,True,,30,30,1.0,,trony_m,trony_m,,,1,idle,,,5,delight,,13,delight,,3,surprise2,,,
event_romanticvalentine_05_s_58,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_58,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,delight,,,5,delight,,13,delight,,3,surprise2,,,
event_romanticvalentine_05_s_59,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_59,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,delight,,,5,delight,,13,delight,,3,surprise2,,,
event_romanticvalentine_05_s_60,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_60,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,delight,,,5,delight,,13,delight,,3,surprise2,,,
event_romanticvalentine_05_s_61,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_61,True,,30,30,1.0,,trony_m,trony_m,,,1,delight,,,5,delight,,13,delight,,3,shy,sweetjohnny214,17,idel
event_romanticvalentine_05_s_62,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_62,True,,170,170,1.0,,sweetjohnny214,sweetjohnny214,,,1,delight,,,5,delight,,13,delight,,3,shy,,17,idel
event_romanticvalentine_05_s_63,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_63,True,,170,170,1.0,,sweetjohnny214,sweetjohnny214,,,1,delight,,,5,delight,,13,delight,,3,shy,,17,idel
event_romanticvalentine_05_s_64,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_64,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,delight,,,5,delight,,13,delight,,3,shy,,17,idel
event_romanticvalentine_05_s_65,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_65,True,,50,50,1.0,,sin_m,sin_m,,,1,delight,,,5,delight,,13,delight,,3,shy,,17,idel
event_romanticvalentine_05_s_66,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_66,True,,S_10,S_10,1.0,,mast_m,mast_m,,,1,delight2,,,5,delight,,13,delight,,3,shy,,17,idel
event_romanticvalentine_05_s_67,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_67,True,,S_10,12,1.0,,anchor_m,anchor_m,,,1,delight2,,,5,delight,,13,surprise,,3,shy,,17,idel
event_romanticvalentine_05_s_68,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_68,False,,30,30,1.0,,trony_m,trony_m,,,1,delight2,,,5,delight,,13,surprise,,3,think,,17,idel
event_romanticvalentine_05_s_69,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_69,True,,30,300,2.0,,trony_m,trony_m,,,1,delight2,,,5,delight,,13,surprise,,3,idle,,17,idel
event_romanticvalentine_05_s_70,40069,event_romanticvalentine_05_s,Speech,Locale_SubScenario:event_romanticvalentine_05_s_70,True,,300,300,1.0,,trony_m,trony_m,,,1,delight2,,,5,delight,,13,surprise,,3,angry,,17,idel
