id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/2/hide_char_id,characters/3/hide_char_id
event_goldencoinrush2_b03_e_22,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_22,True,,1,serious,,13,no,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_23,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_23,True,,1,serious,,13,no,,S_10,L_130,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_24,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_24,True,,1,think,,13,no,,L_130,12,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_25,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_25,True,,1,void,,13,no,,12,12,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_26,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_26,True,,1,void,,13,no,,12,12,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_27,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_27,True,,1,void,,13,think,,12,12,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_28,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_28,True,,1,void,,13,think,,12,12,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_29,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_29,True,,1,void,,13,think,,12,L_130,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_30,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_30,True,,1,void,,13,think,,L_130,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_31,40049,event_goldencoinrush2_b03_e,Narration,soda_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_31,False,,1,void,,13,think,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_32,40049,event_goldencoinrush2_b03_e,Narration,soda_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_32,False,,1,void,,13,think,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_33,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_33,True,,1,serious,,13,no,,S_10,S_100,0.6,bgm_story_armageddon,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_34,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_34,True,,1,serious,,13,no,,L_130,L_1300,0.6,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_35,40049,event_goldencoinrush2_b03_e,Narration,blanc,,Locale_MainScenario:event_goldencoinrush2_b03_e_35,False,,1,serious,,13,no,,L_1300,17,1.0,,sfx_scn_forkdrop,Low_2,,,,,,,,,,,
event_goldencoinrush2_b03_e_36,40049,event_goldencoinrush2_b03_e,Narration,blanc,,Locale_MainScenario:event_goldencoinrush2_b03_e_36,False,,1,serious,,13,no,,17,17,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_37,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_37,True,,1,serious,,13,think,,17,17,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_38,40049,event_goldencoinrush2_b03_e,Narration,blanc,,Locale_MainScenario:event_goldencoinrush2_b03_e_38,False,,1,serious,,13,think,,17,1700,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_39,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_39,True,,1,serious,,13,think,,1700,13,1.0,,,,soda_b,,,,,,,,,,
event_goldencoinrush2_b03_e_40,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_40,True,,,,,13,think,,13,13,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_41,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_41,True,,,,,13,think,,13,13,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_42,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_42,True,,,,,13,think,,13,L_1300,0.7,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_43,40049,event_goldencoinrush2_b03_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_43,False,,,,,13,think,CoinRushMainHall,6,3,1.0,,,,,blanc,alice_b,3,worry,noir,15,surprise,black,,
event_goldencoinrush2_b03_e_44,40049,event_goldencoinrush2_b03_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_44,False,,,,,,,,3,3,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_45,40049,event_goldencoinrush2_b03_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b03_e_45,True,,,,,,,,3,3,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_46,40049,event_goldencoinrush2_b03_e,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_46,False,,,,,,,,3,3,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_47,40049,event_goldencoinrush2_b03_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_47,False,,,,,,,,3,3,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_48,40049,event_goldencoinrush2_b03_e,Narration,alice_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_48,False,,,,,,,,3,12,1.0,,sfx_scn_coin,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_49,40049,event_goldencoinrush2_b03_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_49,False,,,,,,,,12,12,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_50,40049,event_goldencoinrush2_b03_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_50,False,,,,,,,,12,12,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_51,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_51,True,,,,,,,,12,1200,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_52,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_52,True,,,,,,,,1200,1200,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_53,40049,event_goldencoinrush2_b03_e,Monologue,blanc,,Locale_MainScenario:event_goldencoinrush2_b03_e_53,False,,,,,,,,1200,1200,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_54,40049,event_goldencoinrush2_b03_e,Monologue,blanc,,Locale_MainScenario:event_goldencoinrush2_b03_e_54,False,,,,,,,,1200,1200,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_55,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_55,True,,,,,,,,1200,1200,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_56,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_56,True,,,,,,,,1200,1200,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_57,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_57,True,,,,,,,,1200,1200,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_58,40049,event_goldencoinrush2_b03_e,Speech,noir,noir,Locale_MainScenario:event_goldencoinrush2_b03_e_58,True,,,,,,,,1200,L_150,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_59,40049,event_goldencoinrush2_b03_e,Speech,noir,noir,Locale_MainScenario:event_goldencoinrush2_b03_e_59,True,,,,,,,,L_150,L_150,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_60,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_60,True,,,,,,,,L_150,L_150,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_61,40049,event_goldencoinrush2_b03_e,Speech,noir,noir,Locale_MainScenario:event_goldencoinrush2_b03_e_61,True,,,,,,,,L_150,L_1500,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_62,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_62,True,,,,,,,,L_1500,L_1500,1.0,,,,,,,3,worry,,15,surprise,,,
event_goldencoinrush2_b03_e_63,40049,event_goldencoinrush2_b03_e,Narration,blanc,,Locale_MainScenario:event_goldencoinrush2_b03_e_63,False,,,,,,,EventScene_GoldenCoinRush_05_1,black,black,1.0,none,,,,,,3,worry,,15,surprise,,alice_b,noir
event_goldencoinrush2_b03_e_64,40049,event_goldencoinrush2_b03_e,Narration,blanc,,Locale_MainScenario:event_goldencoinrush2_b03_e_64,False,,,,,,,,kilocockpitpain_02,kilocockpitpain_02,1.0,,sfx_scn_bodyfall_down,Low_2,,,,,,,,,,,
event_goldencoinrush2_b03_e_65,40049,event_goldencoinrush2_b03_e,Speech,noir,noir,Locale_MainScenario:event_goldencoinrush2_b03_e_65,True,,,,,,,,kilocockpitpain_02,kilocockpitpain_02,1.0,bgm_story_sunshinesorrow,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_66,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_66,True,,,,,,,,kilocockpitpain_02,kilocockpitpain_02,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_67,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_67,True,,,,,,,,kilocockpitpain_02,kilocockpitpain_02,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_68,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_68,True,,,,,,,,kilocockpitpain_02,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_69,40049,event_goldencoinrush2_b03_e,Speech,noir,noir,Locale_MainScenario:event_goldencoinrush2_b03_e_69,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_70,40049,event_goldencoinrush2_b03_e,Speech,noir,noir,Locale_MainScenario:event_goldencoinrush2_b03_e_70,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_71,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_71,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_72,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_72,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_73,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_73,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_74,40049,event_goldencoinrush2_b03_e,Speech,noir,noir,Locale_MainScenario:event_goldencoinrush2_b03_e_74,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_75,40049,event_goldencoinrush2_b03_e,Monologue,noir,,Locale_MainScenario:event_goldencoinrush2_b03_e_75,False,,,,,,,EventScene_GoldenCoinRush_05_2,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_76,40049,event_goldencoinrush2_b03_e,Monologue,noir,,Locale_MainScenario:event_goldencoinrush2_b03_e_76,False,,,,,,,,1,goldencoinrush2_b03_e_01,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_77,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_77,True,,,,,,,,goldencoinrush2_b03_e_01,goldencoinrush2_b03_e_01,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_78,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_78,True,,,,,,,,goldencoinrush2_b03_e_01,goldencoinrush2_b03_e_01,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_79,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_79,True,,,,,,,,goldencoinrush2_b03_e_01,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_80,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_80,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_81,40049,event_goldencoinrush2_b03_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b03_e_81,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_82,40049,event_goldencoinrush2_b03_e,Speech,rouge,rouge,Locale_MainScenario:event_goldencoinrush2_b03_e_82,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_b03_e_83,40049,event_goldencoinrush2_b03_e,Monologue,rouge,,Locale_MainScenario:event_goldencoinrush2_b03_e_83,False,soda_b,1,worry,blanc,13,idle,,black,black,1.0,,,,,,mustang,7,idle,,,,,,
event_goldencoinrush2_b03_e_84,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_84,True,,1,worry,,13,idle,CoinRushMainHall,12,12,1.0,,,,,,,7,idle,,,,black,,
event_goldencoinrush2_b03_e_85,40049,event_goldencoinrush2_b03_e,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_b03_e_85,True,,1,worry,,13,idle,,12,12,1.0,,,,,,,7,idle,,,,,,
event_goldencoinrush2_b03_e_86,40049,event_goldencoinrush2_b03_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b03_e_86,True,,1,worry,,13,idle,,12,12,1.0,,,,,,,7,idle,,,,,,
event_goldencoinrush2_b03_e_87,40049,event_goldencoinrush2_b03_e,Narration,soda_b,,Locale_MainScenario:event_goldencoinrush2_b03_e_87,False,,1,worry,,13,idle,,7,7,1.0,,sfx_scn_gameover,,,,,7,idle,,,,,,
event_goldencoinrush2_b03_e_88,40049,event_goldencoinrush2_b03_e,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b03_e_88,True,,1,worry,,13,idle,,7,L_70,1.0,,,,,,,7,idle,,,,,,
event_goldencoinrush2_b03_e_89,40049,event_goldencoinrush2_b03_e,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b03_e_89,True,,1,worry,,13,idle,,L_70,L_70,1.0,,,,,,,7,idle,,,,,,
event_goldencoinrush2_b03_e_90,40049,event_goldencoinrush2_b03_e,Monologue,mustang,,Locale_MainScenario:event_goldencoinrush2_b03_e_90,False,,1,worry,,13,idle,,black,black,1.0,,,,,,,7,idle,,,,,,
event_goldencoinrush2_b03_e_91,40049,event_goldencoinrush2_b03_e,Monologue,mustang,,Locale_MainScenario:event_goldencoinrush2_b03_e_91,False,,1,worry,,13,idle,,black,black,1.0,,,,,,,7,idle,,,,,,
