id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_goldencoinrush2_05_s_53,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_53,True,,2,2,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_54,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_54,True,,2,2,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_55,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_55,True,,2,2,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_56,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_56,True,,2,2,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_57,40049,event_goldencoinrush2_05_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_57,False,,2,2,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_58,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_58,True,,2,S_10,1.0,,,,,1,void,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_59,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_59,True,,S_10,S_10,1.0,,,,,1,void,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_60,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_60,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_61,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_61,True,,S_10,S_10,1.0,,,,,1,delight,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_62,40049,event_goldencoinrush2_05_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_62,False,,S_10,S_10,1.0,,,,,1,delight,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_63,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_63,True,,S_10,S_10,1.0,,,,,1,delight,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_64,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_64,True,,S_10,2,1.0,,,,,1,sad,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_65,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_65,True,,2,2,1.0,,,,,1,sad,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_66,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_66,True,,2,2,1.0,,,,,1,sad,,3,worry,,,,,,,,,,,
event_goldencoinrush2_05_s_67,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_67,True,,2,2,1.0,,,,,1,sad,,3,worry,,,,,,,,,,,
event_goldencoinrush2_05_s_68,40049,event_goldencoinrush2_05_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_05_s_68,False,,2,2,1.0,,,,,1,sad,,3,worry,,,,,,,,,,,
event_goldencoinrush2_05_s_69,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_69,True,,2,2,1.0,,,,,1,idle,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_70,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_70,True,,2,2,1.0,,,,,1,idle,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_71,40049,event_goldencoinrush2_05_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_71,False,,2,2,1.0,,,,,1,idle,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_72,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_72,False,,2,2,1.0,none,,,,1,idle,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_73,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_73,True,CoinRushDrinkZone,XS_30,XS_30,1.0,bgm_story_tuffguys,black,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_74,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_74,True,,XS_30,XS_30,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_75,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_75,True,,XS_30,XS_30,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_76,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_76,True,,XS_30,XS_30,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_77,40049,event_goldencoinrush2_05_s,Self,femaleemployee,,Locale_MainScenario:event_goldencoinrush2_05_s_77,False,,XS_30,XS_30,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_78,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_78,True,,XS_30,XS_30,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_79,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_79,True,,XS_30,S_10,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_80,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_80,True,,S_10,S_10,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_81,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_81,True,,S_10,S_10,1.0,,,,,1,think,,3,idle,,,,,,,,,,,
event_goldencoinrush2_05_s_82,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_82,True,,S_10,S_150,1.0,,,,,1,think,,3,idle,,milk,15,idle,,,,,,,
event_goldencoinrush2_05_s_83,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_83,True,,S_150,S_150,1.0,,,,,1,think,,3,idle,,,15,idle,,,,,,,
event_goldencoinrush2_05_s_84,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_84,True,,S_150,S_150,1.0,,,,,1,think,,3,idle,,,15,idle,,,,,,,
event_goldencoinrush2_05_s_85,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_85,True,,S_150,S_150,1.0,,,,,1,think,,3,idle,,,15,idle,,,,,,,
event_goldencoinrush2_05_s_86,40049,event_goldencoinrush2_05_s,Narration,milk,,Locale_MainScenario:event_goldencoinrush2_05_s_86,False,,S_150,12,1.0,,,sfx_scn_dragchair,,1,think,,3,idle,alice_b,,13,idle,,,,,,,
event_goldencoinrush2_05_s_87,40049,event_goldencoinrush2_05_s,Monologue,milk,,Locale_MainScenario:event_goldencoinrush2_05_s_87,False,,12,12,1.0,,,,,1,think,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_88,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_88,True,,12,12,1.0,,,,,1,surprise,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_89,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_89,True,,12,12,1.0,,,,,1,surprise,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_90,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_90,True,,12,12,1.0,,,,,1,surprise,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_91,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_91,True,,12,12,1.0,,,,,1,surprise,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_92,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_92,True,,12,12,1.0,,,,,1,surprise,,,,,,13,no,,,,,,,
event_goldencoinrush2_05_s_93,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_93,True,,12,12,1.0,,,,,1,sad,,,,,,13,no,,,,,,,
event_goldencoinrush2_05_s_94,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_94,True,,12,12,1.0,,,,,1,sad,,,,,,13,no,,,,,,,
event_goldencoinrush2_05_s_95,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_95,True,,12,12,1.0,,,,,1,sad,,,,,,13,no,,,,,,,
event_goldencoinrush2_05_s_96,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_96,True,,12,S_130,1.0,,,,,1,sad,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_97,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_97,True,,S_130,S_130,1.0,,,,,1,sad,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_98,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_98,True,,S_130,12,1.0,,,,,1,sad,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_99,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_99,True,,12,12,1.0,,,,,1,sad,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_100,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_100,True,,12,12,1.0,,,,,1,surprise,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_101,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_101,True,,12,12,1.0,,,,,1,sad,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_102,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_102,True,,12,12,1.0,,,,,1,sad,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_103,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_103,True,,12,12,1.0,,,,,1,sad,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_104,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_104,True,,12,S_10,1.0,,,,,1,void,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_105,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_105,True,,S_10,S_10,1.0,,,,,1,void,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_106,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_106,True,,S_10,S_10,1.0,,,,,1,void,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_107,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_107,True,,S_10,S_130,1.0,,,,,1,void,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_108,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_108,True,,S_130,12,1.0,,,,,1,void,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_109,40049,event_goldencoinrush2_05_s,Speech,femaleemployee,femaleemployee,Locale_MainScenario:event_goldencoinrush2_05_s_109,True,,12,12,1.0,,,,,1,void,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_110,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_110,True,,12,12,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_111,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_111,True,,12,12,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_112,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_112,True,,12,12,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_113,40049,event_goldencoinrush2_05_s,Narration,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_113,False,,12,12,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_114,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_114,True,,12,12,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_115,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_115,True,,12,S_10,1.0,,,,,1,delight,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_116,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_116,True,,S_10,S_10,1.0,,,,,1,delight,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_117,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_117,True,,S_10,S_10,1.0,,,,,1,delight,,,,,,13,idle,,,,,,,
event_goldencoinrush2_05_s_118,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_118,True,,S_10,S_130,1.0,,,,,1,delight,,,,,,13,delight,,,,,,,
