id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_bluewaterisland2_06_e_60,40021,event_bluewaterisland2_06_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_e_60,True,,12,12,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,angry,,,13,sorrow,,,17,idle,,,19,idle,
event_bluewaterisland2_06_e_61,40021,event_bluewaterisland2_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_e_61,True,,12,17,2.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,sorrow,,,17,idle,,,19,idle,
event_bluewaterisland2_06_e_62,40021,event_bluewaterisland2_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_e_62,True,,17,17,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,17,idle,,,19,idle,
event_bluewaterisland2_06_e_63,40021,event_bluewaterisland2_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_e_63,True,,17,17,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,17,idle,,,19,idle,
event_bluewaterisland2_06_e_64,40021,event_bluewaterisland2_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_e_64,True,,17,17,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,17,shy,,,19,idle,
event_bluewaterisland2_06_e_65,40021,event_bluewaterisland2_06_e,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_06_e_65,True,,17,18,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,17,shy,,,19,delight,
event_bluewaterisland2_06_e_66,40021,event_bluewaterisland2_06_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_e_66,True,,18,12,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,17,idle,,,19,idle,
event_bluewaterisland2_06_e_67,40021,event_bluewaterisland2_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_e_67,True,,12,12,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,shy,,,13,idle,,,17,idle,,,19,idle,
event_bluewaterisland2_06_e_68,40021,event_bluewaterisland2_06_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland2_06_e_68,True,,70,70,1.0,,,,,,9,idle,,,7,angry,,,5,idle,,,3,idle,,,1,shy,,,13,idle,,,17,idle,,,19,idle,
event_bluewaterisland2_06_e_69,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_69,False,,black,black,1.0,,,,,,9,idle,sugar,,7,angry,anis,,5,idle,rapi_s,,3,idle,pepper_s,,1,shy,neon_s,,13,idle,liter_s,,17,idle,mary_s,,19,idle,frima_s
event_bluewaterisland2_06_e_70,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_70,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_71,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_71,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_72,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_72,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_73,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_73,False,OutpostOut,XS_10,XS_10,1.0,,,,,liter,1,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_74,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_74,False,Cafe,XS_10,130,1.0,,,,,,1,delight,liter,frima,13,no,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_75,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_75,False,CommanderRoom,130,S_150,1.0,,,,,,,,,,13,no,frima,neon,15,delight,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_76,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_76,False,,black,black,1.0,none,,,,,,,,,,,,,15,delight,neon,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_77,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_77,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_78,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_78,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_79,40021,event_bluewaterisland2_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_e_79,False,Park,5,1,2.0,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_80,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_80,False,,1,1,1.0,bgm_story_weare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_81,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_81,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_82,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_82,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_83,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_83,True,,1,1,1.0,,,,,pepper,2,delight,,mary,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_84,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_84,True,,1,1,1.0,,,,,,2,delight,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_85,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_85,True,,1,1,1.0,,,,,,2,angry,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_86,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_86,True,,1,1,1.0,,,,,,2,angry,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_87,40021,event_bluewaterisland2_06_e,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland2_06_e_87,True,,1,1,1.0,,,,,,2,angry,,,12,void,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_88,40021,event_bluewaterisland2_06_e,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland2_06_e_88,True,,1,1,1.0,,,,,,2,angry,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_89,40021,event_bluewaterisland2_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_e_89,False,Corridor,1,1,1.0,,sfx_scn_autodooropen,,,,2,idle,pepper,,12,idle,mary,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_90,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_90,False,,1,1,1.0,,,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_91,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_91,False,,1,1,1.0,,,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_92,40021,event_bluewaterisland2_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_e_92,False,Elevator,1,1,1.0,,sfx_scn_elevatorstop,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_93,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_93,False,,1,1,1.0,,,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_94,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_94,False,Corridor,1,1,1.0,,,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_e_95,40021,event_bluewaterisland2_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_e_95,False,,1,1,1.0,,,,,,2,idle,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,,
