id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_absolute2_03_e_49,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_49,True,,100,300,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_50,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_50,True,,300,300,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_51,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_51,True,,300,300,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_52,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_52,True,,300,300,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_53,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_53,True,,300,30,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_54,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_54,True,,30,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_55,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_55,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_56,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_56,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_57,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_57,False,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_58,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_58,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_59,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_59,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_60,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_60,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_61,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_61,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_62,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_62,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_63,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_63,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_64,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_64,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_65,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_65,False,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_66,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_66,True,,31,3,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_67,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_67,True,,3,30,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_68,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_68,True,,30,30,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_69,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_69,True,,30,300,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_70,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_70,True,,100,100,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_71,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_71,True,,100,10,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_72,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_72,True,,10,10,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_73,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_73,True,,10,10,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_74,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_74,True,,10,10,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_75,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_75,True,,10,30,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_76,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_76,True,,30,30,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_77,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_77,True,,30,31,1.0,,eunhwa_t,eunhwa_t,,,,1,rage,,3,angry
event_absolute2_03_e_78,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_78,True,,31,31,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_79,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_79,True,,31,31,1.0,,emma_t,emma_t,,,,1,rage,,3,angry
event_absolute2_03_e_80,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_80,True,,31,31,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_81,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_81,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_82,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_82,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_83,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_83,True,,31,31,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
event_absolute2_03_e_84,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_84,True,,31,31,1.0,none,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_85,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_85,False,,black,black,1.0,,eunhwa_t,,sfx_scn_explosions,,,1,angry,,3,angry
event_absolute2_03_e_86,40086,event_absolute2_03_e,Narration,Locale_MainScenario:event_absolute2_03_e_86,False,,black,black,1.0,,eunhwa_t,,,,,1,angry,,3,angry
event_absolute2_03_e_87,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_87,False,,10,10,1.0,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_88,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_88,True,,10,100,0.5,,eunhwa_t,eunhwa_t,,,,1,angry,,3,angry
event_absolute2_03_e_89,40086,event_absolute2_03_e,Speech,Locale_MainScenario:event_absolute2_03_e_89,True,,300,300,1.0,,emma_t,emma_t,,,,1,angry,,3,angry
