id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_ludmilla_30_11,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_11,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_12,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_12,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_13,80903,snowfall_speech_ludmilla_30,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_13,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_ludmilla_30_14,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_14,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_15,80903,snowfall_speech_ludmilla_30,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_15,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_ludmilla_30_16,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_16,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_17,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_17,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_18,80903,snowfall_speech_ludmilla_30,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_18,False,,1,idle,,10,10,1.0,,,snowfall_speech_ludmilla_30_20,,
snowfall_speech_ludmilla_30_19,80903,snowfall_speech_ludmilla_30,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_19,False,,1,idle,,10,10,1.0,,,snowfall_speech_ludmilla_30_23,,
snowfall_speech_ludmilla_30_20,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_20,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_21,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_21,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_22,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_22,True,,1,smile,,10,10,1.0,,,snowfall_speech_ludmilla_30_26,,ludmilla_w
snowfall_speech_ludmilla_30_23,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_23,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_24,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_24,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_30_25,80903,snowfall_speech_ludmilla_30,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_25,True,,1,smile,,10,10,1.0,,,snowfall_speech_ludmilla_30_26,,ludmilla_w
snowfall_speech_ludmilla_30_26,80903,snowfall_speech_ludmilla_30,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_26,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_ludmilla_30_27,80903,snowfall_speech_ludmilla_30,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_27,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_ludmilla_30_28,80903,snowfall_speech_ludmilla_30,Narration,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_30_28,False,,1,idle,,black,black,1.0,,,,,
