id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_ce006_1_05_s_18,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_18,True,,4,idle,,2,idle,,12,no,,14,delight,,13,13,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_19,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_19,True,,4,idle,,2,idle,,12,no,,14,delight,,13,1,1.3,,rapi,,,,,,,,,,
event_ce006_1_05_s_20,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_20,True,,4,idle,,2,idle,,12,void,,14,delight,,1,1,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_21,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_21,True,,4,idle,,2,idle,,12,void,,14,idle,,40,40,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_22,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_22,True,,4,idle,,2,idle,,12,void,,14,idle,,40,40,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_23,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_23,True,,4,idle,,2,idle,,12,void,,14,idle,,1,1,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_24,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_24,False,,4,idle,,2,idle,,12,void,,14,idle,,1,1,1.0,collab_bgm_sb_field_floodedcs_inst,anis,,,,,,,,,,
event_ce006_1_05_s_25,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_25,True,,4,idle,,2,idle,,12,void,,14,idle,,1,1,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_26,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_26,True,,4,idle,,2,think,,12,void,,14,idle,,1,1,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_27,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_27,True,,4,idle,,2,think,,12,void,,14,idle,,1,3,1.3,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_28,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_28,True,,4,idle,,2,idle,,12,void,,14,idle,,3,3,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_29,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_29,True,,4,no,,2,idle,,12,void,,14,idle,,3,3,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_30,40079,event_ce006_1_05_s,Self,ce006_01,Locale_MainScenario:event_ce006_1_05_s_30,False,,4,no,,2,idle,,12,void,,14,idle,,3,3,1.0,,,,,,,,,,,,
event_ce006_1_05_s_31,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_31,True,,4,no,,2,idle,,12,void,,14,idle,,3,3,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_32,40079,event_ce006_1_05_s,Self,ce006_01,Locale_MainScenario:event_ce006_1_05_s_32,False,,4,no,,2,idle,,12,void,,14,idle,,3,3,1.0,,,,,,,,,,,,
event_ce006_1_05_s_33,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_33,False,,4,no,,2,worry,,12,worry,,14,no,,3,3,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_34,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_34,False,,4,no,,2,worry,,12,worry,,14,no,,3,13,1.5,,anis,,,,,,,,,,
event_ce006_1_05_s_35,40079,event_ce006_1_05_s,Speech,neon,Locale_MainScenario:event_ce006_1_05_s_35,False,,4,no,,2,worry,,12,worry,,14,no,,13,13,1.0,,neon,,,,,,,,,,
event_ce006_1_05_s_36,40079,event_ce006_1_05_s,Self,neon,Locale_MainScenario:event_ce006_1_05_s_36,False,,4,no,,2,worry,,12,worry,,14,no,,13,13,1.0,,,,,,,,,,,,
event_ce006_1_05_s_37,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_37,True,,4,idle,,2,idle,,12,worry,,14,no,,13,3,1.5,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_38,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_38,True,,4,idle,,2,idle,,12,void,,14,no,,3,3,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_39,40079,event_ce006_1_05_s,Speech,neon,Locale_MainScenario:event_ce006_1_05_s_39,True,,2,idle,,4,idle,,12,void,,14,idle,,S_140,S_140,1.0,,neon,,,,,,,,,,
event_ce006_1_05_s_40,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_40,True,,2,idle,,4,idle,,12,void,,14,idle,,3,3,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_41,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_41,True,,2,idle,,4,idle,,12,void,,14,idle,,3,3,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_42,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_42,True,,2,idle,,4,idle,,12,void,,14,idle,,3,3,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_43,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_43,True,,2,idle,,4,idle,,12,void,,14,idle,,3,1,1.3,,anis,,,,,,,,,,
event_ce006_1_05_s_44,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_44,True,,2,idle,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_45,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_45,True,,2,idle,,4,idle,,12,angry,,14,idle,,1,1,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_46,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_46,True,,2,idle,,4,idle,,12,angry,,14,idle,,1,20,1.3,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_47,40079,event_ce006_1_05_s,Self,ce006_01,Locale_MainScenario:event_ce006_1_05_s_47,False,,2,idle,,4,idle,,12,angry,,14,idle,,20,20,1.0,,,,,,,,,,,,
event_ce006_1_05_s_48,40079,event_ce006_1_05_s,Narration,ce006_01,Locale_MainScenario:event_ce006_1_05_s_48,False,,2,idle,,4,idle,,12,angry,,14,idle,,black,black,1.0,,,sfx_scn_waterdive,,ce006_01,,,,,,,
event_ce006_1_05_s_49,40079,event_ce006_1_05_s,Monologue,ce006_01,Locale_MainScenario:event_ce006_1_05_s_49,False,,,,,3,idle,,1,void,,13,idle,,black,black,1.0,,,,,,,,,,,,
event_ce006_1_05_s_50,40079,event_ce006_1_05_s,Speech,neon,Locale_MainScenario:event_ce006_1_05_s_50,True,,,,,3,idle,,1,void,,13,idle,,12,12,1.0,,neon,,,,,,,,,,
event_ce006_1_05_s_51,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_51,True,,,,,3,idle,,1,worry,,13,idle,,12,12,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_52,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_52,True,,,,,3,idle,,1,worry,,13,idle,,12,2,1.3,,rapi,,,,,,,,,,
event_ce006_1_05_s_53,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_53,True,,,,,3,think,,1,worry,,13,idle,,2,2,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_54,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_54,True,,,,,3,think,,1,worry,,13,idle,,2,2,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_55,40079,event_ce006_1_05_s,Self,anis,Locale_MainScenario:event_ce006_1_05_s_55,False,,,,,3,think,,1,worry,,13,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_05_s_56,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_56,True,,,,,3,idle,,1,worry,,13,idle,,2,30,1.3,,rapi,,,,,,,,,,
event_ce006_1_05_s_57,40079,event_ce006_1_05_s,Narration,rapi,Locale_MainScenario:event_ce006_1_05_s_57,False,,,,,3,idle,,1,worry,,13,idle,,black,black,1.0,none,,,,,black,,,,,,
event_ce006_1_05_s_58,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_58,True,,,,,3,idle,,1,worry,,13,idle,,2,2,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_59,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_59,True,,,,,3,idle,,1,worry,,13,idle,,2,2,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_60,40079,event_ce006_1_05_s,Speech,neon,Locale_MainScenario:event_ce006_1_05_s_60,True,,,,,3,idle,,1,worry,,13,worry,,2,12,1.3,,neon,,,,,,,,,,
event_ce006_1_05_s_61,40079,event_ce006_1_05_s,Self,neon,Locale_MainScenario:event_ce006_1_05_s_61,False,,,,,3,idle,,1,worry,,13,worry,,12,12,1.0,,,,,,,,,,,,
event_ce006_1_05_s_62,40079,event_ce006_1_05_s,Monologue,neon,Locale_MainScenario:event_ce006_1_05_s_62,False,,,,,3,idle,,1,worry,,13,worry,,12,12,1.0,,,,,,,,,,,,
event_ce006_1_05_s_63,40079,event_ce006_1_05_s,Self,neon,Locale_MainScenario:event_ce006_1_05_s_63,False,,,,,3,idle,,1,worry,,13,worry,,12,12,1.0,,,,,,,,,,,,
event_ce006_1_05_s_64,40079,event_ce006_1_05_s,Narration,ce006_01,Locale_MainScenario:event_ce006_1_05_s_64,False,,,,,4,idle,,12,worry,,14,worry,,black,black,1.0,bgm_groundfall,,,,,,,,,,,
event_ce006_1_05_s_65,40079,event_ce006_1_05_s,Monologue,ce006_01,Locale_MainScenario:event_ce006_1_05_s_65,False,ce006_01,2,idle,,4,idle,,12,void,,14,idle,,2,20,1.0,,,,,,,,,,,,
event_ce006_1_05_s_66,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_66,True,,2,no,,4,idle,,12,void,,14,idle,,20,20,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_67,40079,event_ce006_1_05_s,Monologue,ce006_01,Locale_MainScenario:event_ce006_1_05_s_67,False,,2,no,,4,idle,,12,void,,14,idle,,20,20,1.0,,,,,,,,,,,,
event_ce006_1_05_s_68,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_68,True,,2,no,,4,idle,,12,void,,14,idle,,20,20,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_69,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_69,True,,2,no,,4,think,,12,void,,14,idle,,20,3,1.3,,rapi,,,,,,,,,,
event_ce006_1_05_s_70,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_70,True,,2,idle,,4,think,,12,void,,14,idle,,3,3,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_71,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_71,True,,2,idle,,4,idle,,12,void,,14,idle,,3,3,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_72,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_72,True,,2,idle,,4,idle,,12,void,,14,idle,,3,3,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_73,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_73,True,,2,idle,,4,idle,,12,void,,14,idle,,3,3,1.0,,rapi,,,,,,,,,,
event_ce006_1_05_s_74,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_74,True,,2,idle,,4,idle,,12,void,,14,idle,,3,1,1.3,,anis,,,,,,,,,,
event_ce006_1_05_s_75,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_75,False,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_76,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_76,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_77,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_77,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_78,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_78,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_79,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_79,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_80,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_80,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_81,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_81,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,anis,,,,,,,,,,
event_ce006_1_05_s_82,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_82,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_83,40079,event_ce006_1_05_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_05_s_83,True,,2,no,,4,idle,,12,void,,14,idle,,1,1,1.0,,ce006_01,,,,,,,,,,
event_ce006_1_05_s_84,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_84,True,,2,no,,4,idle,,12,void,,14,idle,,1,3,1.3,,rapi,,,,,,,,,,
event_ce006_1_05_s_85,40079,event_ce006_1_05_s,Self,rapi,Locale_MainScenario:event_ce006_1_05_s_85,False,,2,no,,4,idle,,12,void,,14,idle,,3,3,1.0,,,,,,,,,,,,
event_ce006_1_05_s_86,40079,event_ce006_1_05_s,Self,rapi,Locale_MainScenario:event_ce006_1_05_s_86,False,com,4,idle,,2,idle,,14,void,,16,idle,,black,black,1.0,,,,,ce006_01,,roam,6,idle,privaty,12,idle
event_ce006_1_05_s_87,40079,event_ce006_1_05_s,Self,com,Locale_MainScenario:event_ce006_1_05_s_87,False,,4,idle,,2,idle,,14,void,,16,idle,,40,40,1.0,,,,,,black,,6,idle,,12,idle
event_ce006_1_05_s_88,40079,event_ce006_1_05_s,Self,com,Locale_MainScenario:event_ce006_1_05_s_88,False,,4,idle,,2,idle,,14,void,,16,idle,,40,40,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_89,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_89,True,,4,idle,,2,idle,,14,void,,16,idle,,40,40,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_90,40079,event_ce006_1_05_s,Self,com,Locale_MainScenario:event_ce006_1_05_s_90,False,,4,idle,,2,idle,,14,void,,16,idle,,40,40,1.0,,,,,,,,6,idle,,12,idle
event_ce006_1_05_s_91,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_91,True,,4,idle,,2,idle,,14,void,,16,idle,,40,40,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_92,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_92,True,,4,idle,,2,idle,,14,void,,16,idle,,40,5,1.3,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_93,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_93,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_94,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_94,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_95,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_95,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_96,40079,event_ce006_1_05_s,Speech,neon,Locale_MainScenario:event_ce006_1_05_s_96,True,,4,idle,,2,idle,,14,void,,16,surprise,,15,15,1.0,,neon,,,,,,6,idle,,12,idle
event_ce006_1_05_s_97,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_97,True,,4,idle,,2,idle,,14,void,,16,surprise,,15,15,1.0,,anis,,,,,,6,idle,,12,idle
event_ce006_1_05_s_98,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_98,True,,4,idle,,2,idle,,14,void,,16,idle,,15,13,1.3,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_99,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_99,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,anis,,,,,,6,idle,,12,idle
event_ce006_1_05_s_100,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_100,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_101,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_101,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,anis,,,,,,6,idle,,12,idle
event_ce006_1_05_s_102,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_102,True,,4,idle,,2,idle,,14,angry,,16,idle,,13,13,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_103,40079,event_ce006_1_05_s,Speech,anis,Locale_MainScenario:event_ce006_1_05_s_103,True,,4,idle,,2,idle,,14,void,,16,idle,,13,13,1.0,,anis,,,,,,6,idle,,12,idle
event_ce006_1_05_s_104,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_104,True,,4,idle,,2,idle,,14,void,,16,idle,,13,S_120,1.3,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_105,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_105,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_106,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_106,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_107,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_107,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_108,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_108,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,S_120,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_109,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_109,True,,4,idle,,2,idle,,14,void,,16,idle,,S_120,1,1.3,,rapi,,,,,,6,idle,,12,idle
event_ce006_1_05_s_110,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_110,True,,4,idle,,2,idle,,14,void,,16,idle,,1,1,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_111,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_111,True,,4,idle,,2,idle,,14,void,,16,idle,,1,1,1.0,,rapi,,,,,,6,idle,,12,idle
event_ce006_1_05_s_112,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_112,True,,4,idle,,2,idle,,14,void,,16,idle,,1,1,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_113,40079,event_ce006_1_05_s,Speech,rapi,Locale_MainScenario:event_ce006_1_05_s_113,True,,4,idle,,2,idle,,14,void,,16,idle,,1,1,1.0,,rapi,,,,,,6,idle,,12,idle
event_ce006_1_05_s_114,40079,event_ce006_1_05_s,Speech,privaty,Locale_MainScenario:event_ce006_1_05_s_114,True,,4,idle,,2,idle,,14,void,,16,idle,,1,1,1.0,,privaty,,,,,,6,idle,,12,idle
event_ce006_1_05_s_115,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_115,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_116,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_116,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
event_ce006_1_05_s_117,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_117,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_118,40079,event_ce006_1_05_s,Speech,com,Locale_MainScenario:event_ce006_1_05_s_118,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,com,,,,,,6,idle,,12,idle
event_ce006_1_05_s_119,40079,event_ce006_1_05_s,Speech,roam,Locale_MainScenario:event_ce006_1_05_s_119,True,,4,idle,,2,idle,,14,void,,16,idle,,5,5,1.0,,roam,,,,,,6,idle,,12,idle
