id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id
re_event_ce02_2_01_e_41,40083,re_event_ce02_2_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_01_e_41,True,,7,idle,,5,idle,,3,idle,,1,idle,,S_90,S_90,1.0,,,9,no,,,,,,,,,,,,,
re_event_ce02_2_01_e_42,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_42,True,,7,no,,5,idle,,3,idle,,1,idle,,S_90,8,0.7,,,9,no,,,,,,,,,,,,,
re_event_ce02_2_01_e_43,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_43,True,,7,no,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,no,,,,,,,,,,,,,
re_event_ce02_2_01_e_44,40083,re_event_ce02_2_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_01_e_44,True,,7,no,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_45,40083,re_event_ce02_2_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_01_e_45,True,,7,no,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_46,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_46,True,,7,worry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,c1002_02,15,idle,b0006_02,17,idle,6000d_02,19,idle,,,
re_event_ce02_2_01_e_47,40083,re_event_ce02_2_01_e,Monologue,,Monologue,Locale_SubScenario:event_ce02_2_01_e_47,False,,7,worry,,5,idle,,3,idle,,1,idle,,8,16,0.7,,,9,worry,,,15,idle,,17,idle,,19,idle,,,
re_event_ce02_2_01_e_48,40083,re_event_ce02_2_01_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_01_e_48,False,,7,void,,5,idle,,3,idle,,1,idle,,16,16,1.0,,,9,worry,Vignetting,,15,idle,,17,idle,,19,idle,,,
re_event_ce02_2_01_e_49,40083,re_event_ce02_2_01_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_01_e_49,False,,7,void,,5,idle,,3,idle,,1,idle,,16,16,1.0,,,9,worry,Vignetting,,15,idle,,17,idle,,19,idle,,,
re_event_ce02_2_01_e_50,40083,re_event_ce02_2_01_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_01_e_50,False,,7,void,,5,idle,,3,idle,,1,idle,,16,18,0.7,,,9,worry,Vignetting,,15,idle,,17,idle,,19,idle,,,
re_event_ce02_2_01_e_51,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_51,True,,7,worry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,15,idle,,17,idle,,19,idle,,,
re_event_ce02_2_01_e_52,40083,re_event_ce02_2_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_01_e_52,True,,7,worry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,15,idle,,17,idle,,19,idle,c1002_02,b0006_02,6000d_02
re_event_ce02_2_01_e_53,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_53,True,,7,void,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_54,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_54,True,,7,void,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_55,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_55,True,,7,worry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_56,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_56,True,,7,worry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_57,40083,re_event_ce02_2_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_01_e_57,True,,7,worry,,5,idle,,3,idle,,1,idle,,8,8,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_58,40083,re_event_ce02_2_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_e_58,False,,7,worry,,5,think,,3,idle,,1,idle,,5,50,0.5,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_59,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_59,True,,7,void,,5,think,,3,idle,,1,idle,,50,70,0.7,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_60,40083,re_event_ce02_2_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_e_60,True,,7,void,,5,think,,3,idle,,1,idle,,70,70,1.0,,,9,worry,,,,,,,,,,,,,
re_event_ce02_2_01_e_61,40083,re_event_ce02_2_01_e,Self,,Self,Locale_SubScenario:event_ce02_2_01_e_61,False,,7,void,,5,think,,3,idle,,1,idle,,70,70,1.0,,,9,worry,,,,,,,,,,,,,
