id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_filter_02,fade
event_oldtales1_intermission_01_21,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_21,False,,ce_003_03_01,ce_003_03_01,1.0,,,sfx_scn_wallhit,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_22,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_22,False,,ce_003_03_01,ce_003_03_01,1.0,,,sfx_scn_wallhit2,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_23,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_23,True,,ce_003_03_01,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_24,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_24,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_25,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_25,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_26,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_26,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_27,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_27,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_28,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_28,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_29,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_29,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_30,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_30,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_31,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_31,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_32,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_32,False,,1,100,1.0,,,sfx_scn_wallhit,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_33,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_33,False,,100,100,1.0,,,sfx_scn_wallhit2,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_34,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_34,False,,100,100,1.0,,,sfx_scn_wallhit,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_35,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_35,False,,100,100,1.0,,,sfx_scn_wallhit2,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_36,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_36,False,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_37,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_37,False,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_38,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_38,False,,100,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_39,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_39,False,SpaceElevator,black,black,1.0,none,,sfx_scn_mirrorscene,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_40,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_40,False,,6,6,1.0,,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_41,40061,event_oldtales1_intermission_01,Narration,redhood,,Locale_MainScenario:event_oldtales1_intermission_01_41,False,,6,16,2.0,,,,,Vignetting,commander,7,no,liliweiss,5,idle,snowwhite_o,3,angry,redhood,1,go,dorothy,13,think,rapunzel_o,15,angry,hongryeon_o,17,angry,,,,,,,,,
event_oldtales1_intermission_01_42,40061,event_oldtales1_intermission_01,Narration,redhood,,Locale_MainScenario:event_oldtales1_intermission_01_42,False,,16,16,1.0,,,,,Vignetting,,7,no,,5,idle,,3,angry,,1,go,,13,think,,15,angry,,17,angry,,,,,,,,,
event_oldtales1_intermission_01_43,40061,event_oldtales1_intermission_01,Speech,redhood,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_43,False,,16,16,1.0,,,,,Vignetting,,7,no,,5,idle,,3,angry,,1,go,,13,think,,15,angry,,17,angry,,,,,,,,,
event_oldtales1_intermission_01_44,40061,event_oldtales1_intermission_01,Speech,redhood,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_44,False,,16,16,1.0,,,,,Vignetting,,7,no,,5,idle,,3,angry,,1,go,,13,think,,15,angry,,17,angry,,,,,,,,,
event_oldtales1_intermission_01_45,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_45,False,EventScene_redash_09_2,black,black,1.0,,,sfx_scn_mirrorscene,,Vignetting,,7,no,,5,idle,,3,angry,,1,go,,13,think,,15,angry,,17,angry,commander,liliweiss,snowwhite_o,redhood,dorothy,rapunzel_o,hongryeon_o,,
event_oldtales1_intermission_01_46,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_46,False,,ce_003_03_01,ce_003_03_01,1.0,,,sfx_scn_lazerfire1,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_47,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_47,True,,ce_003_03_01,ce_003_03_01,1.0,,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_48,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_48,False,,ce_003_03_01,ce_003_03_01,1.0,,,sfx_scn_lazerfire1,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blur_Low,
event_oldtales1_intermission_01_49,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_49,False,,ce_003_03_01,ce_003_03_01,1.0,,,sfx_scn_lazerfire2,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blur_Middle,
event_oldtales1_intermission_01_50,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_50,False,,ce_003_03_01,ce_003_03_01,1.0,,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blur_High,
event_oldtales1_intermission_01_51,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_51,False,,ce_003_03_01,ce_003_03_01,1.0,,,,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blur_High,
event_oldtales1_intermission_01_52,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_52,False,BriefingRoom,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_53,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_53,True,,3,3,1.0,,,,,,cinderella,5,surprise_blue,abe,3,idle,redshoes,1,idle,hansel,13,idle,gretel,15,idle,littlemermaid,17,idle,,,,,,,,,,,Grey,black
event_oldtales1_intermission_01_54,40061,event_oldtales1_intermission_01,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_intermission_01_54,True,,3,2,1.0,,,,,,,5,surprise_blue,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_55,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_55,True,,2,2,1.0,,,,,,,5,surprise_blue,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_56,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_56,True,,2,2,1.0,,,,,,,5,surprise_blue,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_57,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_57,True,,2,2,1.0,,,,,,,5,surprise_blue,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_58,40061,event_oldtales1_intermission_01,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_intermission_01_58,True,,2,2,1.0,,,,,,,5,surprise_blue,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_59,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_59,True,,2,2,1.0,,,,,,,5,surprise_blue,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_60,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_60,True,,2,4,1.0,,,,,,,5,surprise_blue,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_61,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_61,True,,4,4,1.0,,,,,,,5,surprise_blue,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_62,40061,event_oldtales1_intermission_01,Speech,abe,abe,Locale_MainScenario:event_oldtales1_intermission_01_62,True,,4,4,1.0,,,,,,,5,surprise_blue,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,Grey,
event_oldtales1_intermission_01_63,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_63,False,black,S_50,S_50,1.0,ambient_scn_mirrorwall,,,,,,5,pain_blue,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle,,,,,abe,redshoes,hansel,gretel,littlemermaid,,,black
event_oldtales1_intermission_01_64,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_64,True,,S_50,S_50,1.0,,,,,,,5,pain_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_65,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_65,True,,S_50,S_50,1.0,,,,,,,5,pain_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_66,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_66,True,,S_50,S_50,1.0,,,,,,,5,pain_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_67,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_67,True,,S_50,S_50,1.0,,,,,,,5,pain_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_68,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_68,False,,S_50,5,1.0,,,,,,,5,pain_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_69,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_69,True,,5,5,1.0,,,,,,,5,sad_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_70,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_70,True,,5,5,1.0,,,,,,,5,sad_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_71,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_71,True,,5,5,1.0,,,,,,,5,sad_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_72,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_72,True,,5,5,1.0,,,,,,,5,sad_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_73,40061,event_oldtales1_intermission_01,Narration,cinderella,,Locale_MainScenario:event_oldtales1_intermission_01_73,False,,5,5,1.0,,,,,,,5,sad_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_74,40061,event_oldtales1_intermission_01,Narration,cinderella,,Locale_MainScenario:event_oldtales1_intermission_01_74,False,,5,5,1.0,,,,,,,5,sad_blue,,,,,,,,,,,,,,,,,,,cinderella,,,,,,,,
event_oldtales1_intermission_01_75,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_75,False,SpaceElevator,7,6,1.0,none,,,,Red,commander,7,angry,liliweiss,5,angry,snowwhite_o,3,sad_02,redhood,1,angry,dorothy,13,angry,rapunzel_o,15,angry,hongryeon_o,17,angry,,,,,,,,,
event_oldtales1_intermission_01_76,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_76,False,,6,2,1.0,,,,,Red,,7,angry,,5,angry,,3,sad_02,,1,angry,,13,angry,,15,angry,,17,angry,,,,,,,,,
event_oldtales1_intermission_01_77,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_77,False,,2,14,1.0,,,,,Red,,7,angry,,5,angry,,3,sad_02,,1,angry,,13,angry,,15,angry,,17,angry,,,,,,,,,
event_oldtales1_intermission_01_78,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_78,False,,14,16,1.0,,,,,Red,,7,angry,,5,angry,,3,sad_02,,1,angry,,13,angry,,15,angry,,17,angry,,,,,,,,,
event_oldtales1_intermission_01_79,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_79,False,EventScene_oldtales_08_1,black,black,1.0,,,,,,,7,angry,,5,angry,,3,sad_02,,1,angry,,13,angry,,15,angry,,17,angry,commander,liliweiss,snowwhite_o,redhood,dorothy,rapunzel_o,hongryeon_o,,
event_oldtales1_intermission_01_80,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_80,False,,1,1,1.0,ambient_scn_mirrorwall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_81,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_81,False,,1,EventScene_oldtales_08_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_82,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_82,False,,EventScene_oldtales_08_1,EventScene_oldtales_08_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_83,40061,event_oldtales1_intermission_01,Narration,,,Locale_MainScenario:event_oldtales1_intermission_01_83,False,,EventScene_oldtales_08_1,EventScene_oldtales_08_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_84,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_84,True,,EventScene_oldtales_08_1,EventScene_oldtales_08_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_85,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_85,True,,EventScene_oldtales_08_1,EventScene_oldtales_08_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_86,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_86,True,,EventScene_oldtales_08_1,EventScene_oldtales_08_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_87,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_87,True,,EventScene_oldtales_08_1,EventScene_oldtales_08_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_88,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_88,False,,EventScene_oldtales_08_1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_89,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_89,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_90,40061,event_oldtales1_intermission_01,Narration,cinderella,,Locale_MainScenario:event_oldtales1_intermission_01_90,False,CinderellaSky_1,1,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_91,40061,event_oldtales1_intermission_01,Narration,cinderella,,Locale_MainScenario:event_oldtales1_intermission_01_91,False,,5,5,1.0,,,sfx_scn_mirrorspawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_92,40061,event_oldtales1_intermission_01,Narration,cinderella,,Locale_MainScenario:event_oldtales1_intermission_01_92,False,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_93,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_93,False,,5,S_50,1.0,,,,,,cinderella,5,void_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_94,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_94,True,,S_50,S_50,1.0,,,,,,,5,void_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_95,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_95,True,,S_50,S_50,1.0,,,,,,,5,void_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_96,40061,event_oldtales1_intermission_01,Narration,cinderella,,Locale_MainScenario:event_oldtales1_intermission_01_96,False,,S_50,S_50,1.0,,,,,,,5,void_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_intermission_01_97,40061,event_oldtales1_intermission_01,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_intermission_01_97,True,,S_50,S_50,1.0,,,,,,,5,void_blue,,,,,,,,,,,,,,,,,,,,,,,,,,,
