id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target
event_secretgarden_01_s_15,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_15,False,,10,10,1.0,,,flora,,,1,delight,
event_secretgarden_01_s_16,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_16,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_17,40063,event_secretgarden_01_s,Monologue,Locale_SubScenario:event_secretgarden_01_s_17,False,,black,black,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_18,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_18,False,,100,10,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_19,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_19,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_20,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_20,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_21,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_21,False,,10,10,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_22,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_22,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_23,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_23,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_24,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_24,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_25,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_25,False,,10,10,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_26,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_26,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_27,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_27,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_28,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_28,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_29,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_29,False,,10,10,1.0,,,flora,,,1,sad,
event_secretgarden_01_s_30,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_30,True,,10,100,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_31,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_31,True,,100,100,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_32,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_32,True,,100,100,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_33,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_33,True,,100,100,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_34,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_34,True,,100,100,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_35,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_35,False,,100,100,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_36,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_36,True,,100,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_37,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_37,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_38,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_38,False,,10,10,1.0,,,flora,,,1,sad,
event_secretgarden_01_s_39,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_39,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_40,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_40,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_41,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_41,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_42,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_42,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_43,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_43,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_44,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_44,True,,10,100,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_45,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_45,True,,100,100,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_46,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_46,True,,100,100,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_47,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_47,True,,100,100,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_48,40063,event_secretgarden_01_s,Monologue,Locale_SubScenario:event_secretgarden_01_s_48,False,,100,100,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_49,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_49,True,,100,100,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_50,40063,event_secretgarden_01_s,Monologue,Locale_SubScenario:event_secretgarden_01_s_50,False,,100,100,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_51,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_51,False,,100,100,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_52,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_52,True,,100,100,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_53,40063,event_secretgarden_01_s,Choice,Locale_SubScenario:event_secretgarden_01_s_53,False,,100,100,1.0,,,flora,,,1,delight,event_secretgarden_01_s_55
event_secretgarden_01_s_54,40063,event_secretgarden_01_s,Choice,Locale_SubScenario:event_secretgarden_01_s_54,False,,100,100,1.0,,,flora,,,1,delight,event_secretgarden_01_s_57
event_secretgarden_01_s_55,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_55,True,,100,100,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_56,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_56,True,,100,100,1.0,,,flora,flora,,1,delight,event_secretgarden_01_s_57
event_secretgarden_01_s_57,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_57,True,,100,100,1.0,,,flora,flora,,1,surprise,
event_secretgarden_01_s_58,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_58,False,,100,100,1.0,,,flora,,,1,surprise,
event_secretgarden_01_s_59,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_59,True,,100,10,1.0,,,flora,flora,,1,shy,
event_secretgarden_01_s_60,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_60,True,,10,10,1.0,,,flora,flora,,1,shy,
event_secretgarden_01_s_61,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_61,True,,10,10,1.0,,,flora,flora,,1,shy,
event_secretgarden_01_s_62,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_62,False,,10,10,1.0,,,flora,,,1,shy,
event_secretgarden_01_s_63,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_63,True,,10,10,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_64,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_64,False,,10,10,1.0,,,flora,,,1,delight,
event_secretgarden_01_s_65,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_65,True,,10,10,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_66,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_66,True,,10,10,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_67,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_67,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_68,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_68,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_69,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_69,True,,10,10,1.0,,,flora,flora,,1,idle,
event_secretgarden_01_s_70,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_70,False,,10,10,1.0,,,flora,,,1,idle,
event_secretgarden_01_s_71,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_71,True,,10,10,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_72,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_72,False,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_73,40063,event_secretgarden_01_s,Monologue,Locale_SubScenario:event_secretgarden_01_s_73,False,,10,10,1.0,,,flora,,,1,sad,
event_secretgarden_01_s_74,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_74,False,,10,10,1.0,,,flora,,,1,sad,
event_secretgarden_01_s_75,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_75,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_76,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_76,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_77,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_77,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_78,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_78,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_79,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_79,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_80,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_80,True,,10,10,1.0,,,flora,flora,,1,sad,
event_secretgarden_01_s_81,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_81,False,,10,10,1.0,,,flora,,,1,sad,
event_secretgarden_01_s_82,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_82,True,,10,100,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_83,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_83,True,,100,100,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_84,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_84,False,,100,100,1.0,,,flora,,,1,delight,
event_secretgarden_01_s_85,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_85,True,,100,100,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_86,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_86,False,,100,100,1.0,,,flora,,,1,delight,
event_secretgarden_01_s_87,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_87,True,,100,100,1.0,,,flora,flora,,1,delight,
event_secretgarden_01_s_88,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_88,False,,100,100,1.0,,,flora,,,1,delight,
event_secretgarden_01_s_89,40063,event_secretgarden_01_s,Narration,Locale_SubScenario:event_secretgarden_01_s_89,False,,100,100,1.0,,sfx_scn_knock,flora,,,1,delight,
event_secretgarden_01_s_90,40063,event_secretgarden_01_s,Self,Locale_SubScenario:event_secretgarden_01_s_90,False,,100,100,1.0,,,flora,,,1,delight,
event_secretgarden_01_s_91,40063,event_secretgarden_01_s,Speech,Locale_SubScenario:event_secretgarden_01_s_91,True,,100,100,1.0,,,flora,flora,,1,delight,
