id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,fade,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_absolute1_prologue_17,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_17,False,,,,,black,black,1.0,,Grey,,,,2,surprise,,12,surprise,,,,,,,,,,,,,
event_absolute1_prologue_18,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_18,True,,,,,20,20,1.0,,Grey,,,,2,angry,,12,surprise,,,,,,,,,,,,,
event_absolute1_prologue_19,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_19,True,,,,,20,20,1.0,,Grey,,,,2,angry,,12,surprise,,,,,,,,,,,,,
event_absolute1_prologue_20,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_20,True,,,,,20,20,1.0,,Grey,,,,2,angry,,12,surprise,,,,,,,,,,,,,
event_absolute1_prologue_21,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_21,True,,,,,20,1,1.3,,Grey,,,,2,angry,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_22,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_22,True,,,,,1,1,1.0,,Grey,,,,2,angry,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_23,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_23,True,,,,,1,1,1.0,,Grey,,,,2,angry,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_24,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_24,True,,,,,1,1,1.0,,Grey,,,,2,angry,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_25,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_25,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_26,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_26,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_27,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_27,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_28,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_28,False,laplace,7,angry,,7,S_70,1.3,,Grey,Vignetting,,,2,idle,,12,worry,sfx_scn_aim,,eunhwa,emma,,,,,,,,,
event_absolute1_prologue_29,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_29,False,,7,angry,,S_70,S_70,1.3,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_30,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_30,False,,7,angry,,S_70,S_70,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_31,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_31,False,,7,angry,,S_70,S_70,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_32,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_32,True,,7,angry,Desert_02,black,black,1.0,,Grey,,laplace,eunhwa,2,idle,emma,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_33,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_33,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_34,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_34,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_35,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_35,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_36,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_36,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_37,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_37,True,,,,,1,1,1.0,,Grey,,,,2,surprise,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_38,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_38,True,,,,,1,1,1.0,,Grey,,,,2,surprise,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_39,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_39,True,,,,,1,1,1.0,,Grey,,,,2,surprise,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_40,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_40,True,,,,,1,1,1.0,,Grey,,,,2,surprise,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_41,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_41,False,,,,,black,black,1.0,,Grey,,,,2,surprise,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_42,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_42,True,,,,,1,1,1.0,,Grey,,,,2,angry,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_43,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_43,True,,,,,1,1,1.0,,Grey,,,,2,angry,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_44,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_44,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_45,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_45,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_46,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_46,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_47,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_47,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_48,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_48,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_49,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_49,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_50,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_50,False,,,,,1,1,1.3,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_51,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_51,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_52,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_52,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_53,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_53,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_54,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_54,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_55,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_55,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_56,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_56,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,worry,,,,,,,,,,,,,
event_absolute1_prologue_57,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_57,True,,,,,1,1,1.0,,Grey,,,,2,idle,,12,rage,,,,,,,,,,,,,
event_absolute1_prologue_58,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_58,True,,,,,1,20,1.3,,Grey,,,,2,idle,,12,rage,,,,,,,,,,,,,
event_absolute1_prologue_59,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_59,False,,,,Desert_06,black,black,1.0,,Grey,,,,2,idle,,13,rage,,,eunhwa,emma,,,,,,,,,
event_absolute1_prologue_60,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_60,False,,,,,13,130,1.3,,Grey,,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_61,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_61,True,,,,,130,130,1.0,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_62,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_62,False,,,,,130,130,1.0,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_63,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_63,False,,,,,130,130,1.0,,Grey,Blur_Low,,,,,emma,13,rage,,,,,,,,,,,,,
event_absolute1_prologue_64,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_64,False,,,,,130,130,1.0,,Grey,Blur_Low,,,,,,13,rage,,,,,,,,,,,,,
event_absolute1_prologue_65,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_65,False,,,,,black,black,1.0,,Grey,Blur_Low,,,,,,13,rage,,,,,,,,,,,,,
event_absolute1_prologue_66,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_66,False,,,,,black,black,1.0,,Grey,Blur_Low,,,,,,13,rage,sfx_scn_evlaparticle,,,,,,,,,,,,
event_absolute1_prologue_67,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_67,False,,,,,black,black,1.0,,Grey,Blur_Low,,laplace,5,sad,,13,rage,,,,,,,,,,,,,
event_absolute1_prologue_68,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_68,False,,,,,5,S_50,1.3,,Grey,Blur_Low,,,5,sad,,13,rage,,,,,,,,,,,,,
event_absolute1_prologue_69,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_69,False,,,,,S_50,S_50,1.0,,Grey,Blur_Low,,,5,sad,,13,rage,,,laplace,,,,,,,,,,
event_absolute1_prologue_70,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_70,False,,,,,S_50,130,1.5,,Grey,Blur_Low,,,,,,13,rage,,,,,,,,,,,,,
event_absolute1_prologue_71,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_71,True,,,,,130,130,1.0,,Grey,Blur_Low,,,,,,13,rage,,,,,,,,,,,,,
event_absolute1_prologue_72,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_72,False,,,,,130,130,1.0,,Grey,Blur_Low,,,,,,13,rage,sfx_scn_down,,,emma,,,,,,,,,
event_absolute1_prologue_73,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_73,False,,,,,130,130,1.0,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_74,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_74,True,,,,,130,13,1.3,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_75,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_75,False,,,,,13,13,1.0,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_76,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_76,True,,,,,13,13,1.0,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_77,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_77,False,,,,,13,13,1.0,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_78,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_78,False,,,,,13,13,1.0,,Grey,Blur_Low,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_79,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_79,False,,,,White,13,13,1.0,,Grey,,,,,,,,,sfx_scn_thunder,,,,Low_2,,,,,,,,
event_absolute1_prologue_80,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_80,False,,,,,13,13,1.0,,Grey,,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_81,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_81,False,,,,FlowerRoad,black,black,1.0,none,Grey,,,,,,,,,sfx_scn_thunder_2,,,,,,,,,,,,
event_absolute1_prologue_82,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_82,False,,,,,black,black,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_83,40086,event_absolute1_prologue,Narration,eunhwa,,Locale_MainScenario:event_absolute1_prologue_83,False,,,,,10,1,1.3,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_84,40086,event_absolute1_prologue,Speech,vesti,vesti,Locale_MainScenario:event_absolute1_prologue_84,True,,,,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_85,40086,event_absolute1_prologue,Speech,vesti,vesti,Locale_MainScenario:event_absolute1_prologue_85,True,,,,EventScene_Chap_32_03,black,black,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_86,40086,event_absolute1_prologue,Speech,emma,emma,Locale_MainScenario:event_absolute1_prologue_86,True,,,,,absolute_01,absolute_02,1.3,bgm_story_ambush,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_87,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_87,True,,,,,absolute_02,absolute_03,1.3,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_88,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_88,False,,,,,absolute_03,absolute_03,1.0,,Grey,Vignetting,,,,,,,,sfx_scn_c092_fire_many,,,,Low_2,,,,,,,,
event_absolute1_prologue_89,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_89,False,,,,,black,black,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_90,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_90,False,,,,,black,black,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,,,
event_absolute1_prologue_91,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_91,False,,,,,absolute_03,absolute_03,1.0,,Grey,Vignetting,,,,,,,,sfx_scn_c092_fire_many,,,,Low_2,,,,,,,,
event_absolute1_prologue_92,40086,event_absolute1_prologue,Narration,emma,,Locale_MainScenario:event_absolute1_prologue_92,False,,,,CrystalCity,black,black,1.0,,Grey,Vignetting,,eunhwa,2,idle,,,,,,,,,vesti,12,idle,,,,,
event_absolute1_prologue_93,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_93,True,,,,,1,1,1.0,,Grey,Vignetting,,,2,idle,,,,,black,,,,,12,idle,,,,,
event_absolute1_prologue_94,40086,event_absolute1_prologue,Speech,vesti,vesti,Locale_MainScenario:event_absolute1_prologue_94,True,,,,,1,1,1.0,,Grey,Vignetting,,,2,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_95,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_95,True,,,,,1,1,1.0,,Grey,Vignetting,,,2,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_96,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_96,True,,,,,1,1,1.0,,Grey,Vignetting,,,2,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_97,40086,event_absolute1_prologue,Speech,vesti,vesti,Locale_MainScenario:event_absolute1_prologue_97,True,,,,,1,XS_120,1.3,,Grey,Vignetting,,,2,idle,,,,,,,,,,12,angry,,,,,
event_absolute1_prologue_98,40086,event_absolute1_prologue,Narration,vesti,,Locale_MainScenario:event_absolute1_prologue_98,False,,,,,black,black,1.0,,Grey,Vignetting,,,2,idle,,,,sfx_scn_c092_fire_many,black,eunhwa,,,,12,angry,,,,,
event_absolute1_prologue_99,40086,event_absolute1_prologue,Narration,vesti,,Locale_MainScenario:event_absolute1_prologue_99,False,,,,,XS_120,XS_120,1.0,,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_100,40086,event_absolute1_prologue,Narration,vesti,,Locale_MainScenario:event_absolute1_prologue_100,False,,,,,XS_120,XS_120,1.0,,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_101,40086,event_absolute1_prologue,Narration,vesti,,Locale_MainScenario:event_absolute1_prologue_101,False,,,,,XS_120,XS_120,1.0,,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_102,40086,event_absolute1_prologue,Speech,vesti,vesti,Locale_MainScenario:event_absolute1_prologue_102,True,,,,,XS_120,XS_120,1.0,,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_103,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_103,False,,,,,XS_120,XS_120,1.0,,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_104,40086,event_absolute1_prologue,Speech,vesti,vesti,Locale_MainScenario:event_absolute1_prologue_104,True,,,,,XS_120,XS_1200,1.5,,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_105,40086,event_absolute1_prologue,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute1_prologue_105,False,,,,,XS_1200,XS_1200,1.0,,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,,,,,
event_absolute1_prologue_106,40086,event_absolute1_prologue,Speech,vesti,vesti,Locale_MainScenario:event_absolute1_prologue_106,False,,,,Elevator,black,black,1.0,none,Grey,Vignetting,,,,idle,,,,,,,,,,12,idle,vesti,,,,
event_absolute1_prologue_107,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_107,False,eunhwa_t,3,surprise,,black,black,1.0,,,,,vesti_t,1,idle,emma_t,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_108,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_108,True,,3,surprise,,300,30,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_109,40086,event_absolute1_prologue,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_prologue_109,True,,3,surprise,,12,12,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_110,40086,event_absolute1_prologue,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_prologue_110,True,,3,surprise,,12,12,1.0,bgm_story_devastat,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_111,40086,event_absolute1_prologue,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_prologue_111,True,,3,surprise,,12,12,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_112,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_112,True,,3,surprise,,30,30,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_113,40086,event_absolute1_prologue,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_prologue_113,False,,3,idle,,30,30,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_114,40086,event_absolute1_prologue,Narration,eunhwa_t,,Locale_MainScenario:event_absolute1_prologue_114,False,,3,idle,,30,30,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_115,40086,event_absolute1_prologue,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_prologue_115,True,,3,idle,,30,30,1.0,,,,,,1,idle,,13,surprise,,,,,,,,,,,,,
event_absolute1_prologue_116,40086,event_absolute1_prologue,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_prologue_116,True,,3,idle,,130,130,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
event_absolute1_prologue_117,40086,event_absolute1_prologue,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_prologue_117,True,,3,idle,,130,130,1.0,,,,,,1,idle,,13,angry,,,,,,,,,,,,,
