id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_coinsinrush1_01_e_28,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_28,True,,L_10,L_100,1.5,,,,1,think
event_coinsinrush1_01_e_29,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_29,True,,L_100,L_100,1.0,,,,1,think
event_coinsinrush1_01_e_30,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_30,True,,L_100,L_100,1.0,,,,1,think
event_coinsinrush1_01_e_31,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_31,False,,L_100,L_100,1.0,,,,1,think
event_coinsinrush1_01_e_32,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_32,True,,L_100,L_100,1.0,,,,1,think
event_coinsinrush1_01_e_33,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_33,True,,L_100,L_100,1.0,,,,1,think
event_coinsinrush1_01_e_34,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_34,True,,L_100,L_10,0.5,,,,1,angry
event_coinsinrush1_01_e_35,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_35,False,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_36,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_36,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_37,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_37,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_38,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_38,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_39,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_39,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_40,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_40,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_41,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_41,True,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_42,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_42,False,,L_10,L_10,1.0,,,,1,angry
event_coinsinrush1_01_e_43,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_43,True,,L_10,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_44,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_44,False,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_45,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_45,True,,L_100,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_46,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_46,True,,L_10,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_47,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_47,True,,L_10,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_48,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_48,True,,L_10,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_49,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_49,False,,L_10,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_50,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_50,True,,L_10,L_100,0.5,,,,1,delight
event_coinsinrush1_01_e_51,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_51,True,,L_100,L_100,1.0,,,,1,delight
event_coinsinrush1_01_e_52,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_52,False,,L_100,L_100,1.0,,,,1,delight
event_coinsinrush1_01_e_53,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_53,True,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_54,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_54,True,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_55,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_55,True,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_56,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_56,False,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_57,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_57,True,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_58,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_58,False,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_59,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_59,True,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_60,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_60,True,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_61,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_61,False,,L_100,L_100,1.0,,,,1,good
event_coinsinrush1_01_e_62,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_62,True,,L_100,L_100,1.0,,,,1,think
event_coinsinrush1_01_e_63,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_63,True,,L_100,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_64,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_64,True,,L_10,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_65,40088,event_coinsinrush1_01_e,Self,mustang,,Locale_MainScenario:event_coinsinrush1_01_e_65,False,,L_10,L_10,1.0,,,,1,good
event_coinsinrush1_01_e_66,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_66,True,,L_10,L_10,1.0,,,,1,idle
event_coinsinrush1_01_e_67,40088,event_coinsinrush1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush1_01_e_67,True,,L_10,L_10,1.0,,,,1,idle
