id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_goldenship_01_s_14,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_14,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_15,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_15,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_16,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_16,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_17,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_17,False,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_18,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_18,True,,S_10,S_100,2.0,,,,1,surprise,
event_goldenship_01_s_19,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_19,True,,S_100,S_100,1.0,,,,1,surprise,
event_goldenship_01_s_20,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_20,False,,S_100,S_100,1.0,,,,1,surprise,
event_goldenship_01_s_21,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_21,True,,S_100,S_100,1.0,,,,1,surprise,
event_goldenship_01_s_22,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_22,False,,S_100,S_100,1.0,,,,1,surprise,
event_goldenship_01_s_23,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_23,True,,S_100,S_10,1.0,,,,1,surprise,
event_goldenship_01_s_24,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_24,True,,S_10,S_10,1.0,,,,1,surprise,
event_goldenship_01_s_25,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_25,False,,S_10,S_10,1.0,,,,1,surprise,
event_goldenship_01_s_26,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_26,True,,S_10,1,1.0,,,,1,delight,
event_goldenship_01_s_27,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_27,True,,1,1,1.0,,,,1,delight,
event_goldenship_01_s_28,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_28,True,,1,1,1.0,,,,1,surprise,
event_goldenship_01_s_29,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_29,False,,1,1,1.0,,,,1,surprise,
event_goldenship_01_s_30,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_30,False,,1,S_10,2.0,,,,1,surprise,
event_goldenship_01_s_31,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_31,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_32,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_32,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_33,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_33,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_34,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_34,False,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_35,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_35,True,,S_10,S_100,1.0,,,,1,angry,
event_goldenship_01_s_36,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_36,True,,S_100,S_100,1.0,,,,1,angry,
event_goldenship_01_s_37,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_37,True,,S_100,S_100,1.0,,,,1,angry,
event_goldenship_01_s_38,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_38,False,,S_100,S_100,1.0,,,,1,angry,
event_goldenship_01_s_39,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_39,True,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_40,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_40,False,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_41,40023,event_goldenship_01_s,Speech,morgan,morgan,Locale_SubScenario:event_goldenship_01_s_41,True,,S_100,S_10,0.5,,,,1,delight,
event_goldenship_01_s_42,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_42,True,,S_10,S_10,1.0,,,,1,angry,
event_goldenship_01_s_43,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_43,True,,S_10,S_10,1.0,,,,1,angry,
event_goldenship_01_s_44,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_44,False,,S_10,S_10,1.0,,,,1,angry,
event_goldenship_01_s_45,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_45,False,,S_10,S_10,1.0,,,,1,angry,
event_goldenship_01_s_46,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_46,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_47,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_47,True,,S_10,S_100,1.0,,,,1,delight,
event_goldenship_01_s_48,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_48,True,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_49,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_49,True,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_50,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_50,False,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_51,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_51,True,,S_100,S_10,1.0,,,,1,delight,
event_goldenship_01_s_52,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_52,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_53,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_53,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_54,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_54,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_55,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_55,False,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_56,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_56,True,,S_10,S_10,1.0,none,,,1,delight,
event_goldenship_01_s_57,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_57,True,,S_10,S_100,2.0,,,,1,delight,
event_goldenship_01_s_58,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_58,False,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_59,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_59,True,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_60,40023,event_goldenship_01_s,Monologue,,,Locale_SubScenario:event_goldenship_01_s_60,False,,S_100,S_1500,2.0,bgm_story_breakaway,,,1,delight,mast
event_goldenship_01_s_61,40023,event_goldenship_01_s,Monologue,,,Locale_SubScenario:event_goldenship_01_s_61,False,,S_1500,S_1500,1.0,,,,,,
event_goldenship_01_s_62,40023,event_goldenship_01_s,Monologue,,,Locale_SubScenario:event_goldenship_01_s_62,False,,S_1500,S_1500,1.0,,,,,,
event_goldenship_01_s_63,40023,event_goldenship_01_s,Narration,,,Locale_SubScenario:event_goldenship_01_s_63,False,,S_1500,S_150,2.0,,,,,,
event_goldenship_01_s_64,40023,event_goldenship_01_s,Narration,,,Locale_SubScenario:event_goldenship_01_s_64,False,,S_150,S_150,1.0,,,,,,
event_goldenship_01_s_65,40023,event_goldenship_01_s,Narration,,,Locale_SubScenario:event_goldenship_01_s_65,False,,S_150,S_150,1.0,,,,,,
event_goldenship_01_s_66,40023,event_goldenship_01_s,Narration,,,Locale_SubScenario:event_goldenship_01_s_66,False,,S_150,S_1500,1.0,,,,,,
event_goldenship_01_s_67,40023,event_goldenship_01_s,Narration,,,Locale_SubScenario:event_goldenship_01_s_67,False,,S_1500,S_1500,1.0,,,,,,
event_goldenship_01_s_68,40023,event_goldenship_01_s,Narration,,,Locale_SubScenario:event_goldenship_01_s_68,False,,S_1500,S_1500,1.0,,,,,,
event_goldenship_01_s_69,40023,event_goldenship_01_s,Narration,,,Locale_SubScenario:event_goldenship_01_s_69,False,,S_1500,S_1500,1.0,,,mast,1,idle,
event_goldenship_01_s_70,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_70,False,,S_1500,S_100,1.0,,,,1,idle,
event_goldenship_01_s_71,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_71,True,,S_100,S_100,1.0,,,,1,idle,
event_goldenship_01_s_72,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_72,True,,S_100,S_100,1.0,,,,1,idle,
event_goldenship_01_s_73,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_73,False,,S_100,S_100,1.0,,,,1,idle,
event_goldenship_01_s_74,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_74,True,,S_100,S_10,1.0,,,,1,delight,
event_goldenship_01_s_75,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_75,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_76,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_76,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_77,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_77,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_78,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_78,True,,S_10,S_100,0.5,,,,1,delight,
event_goldenship_01_s_79,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_79,False,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_80,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_80,True,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_81,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_81,True,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_82,40023,event_goldenship_01_s,Choice,,,Locale_SubScenario:event_goldenship_01_s_82,False,,S_100,S_100,1.0,,event_goldenship_01_s_84,,1,delight,
event_goldenship_01_s_83,40023,event_goldenship_01_s,Choice,,,Locale_SubScenario:event_goldenship_01_s_83,False,,S_100,S_100,1.0,,event_goldenship_01_s_89,,1,delight,
event_goldenship_01_s_84,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_84,True,,S_100,S_100,1.0,,,,1,delight,
event_goldenship_01_s_85,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_85,True,,S_100,S_10,1.0,,,,1,delight,
event_goldenship_01_s_86,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_86,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_87,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_87,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_88,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_88,True,,S_10,S_10,1.0,,event_goldenship_01_s_95,,1,delight,
event_goldenship_01_s_89,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_89,True,,S_100,S_100,1.0,,,,1,sad,
event_goldenship_01_s_90,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_90,True,,S_100,S_100,1.0,,,,1,sad,
event_goldenship_01_s_91,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_91,True,,S_100,S_100,1.0,,,,1,sad,
event_goldenship_01_s_92,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_92,True,,S_100,S_10,1.0,,,,1,sad,
event_goldenship_01_s_93,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_93,False,,S_10,S_10,1.0,,,,1,sad,
event_goldenship_01_s_94,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_94,True,,S_10,S_10,1.0,,event_goldenship_01_s_95,,1,delight,
event_goldenship_01_s_95,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_95,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_96,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_96,True,,S_10,S_10,1.0,,,,1,delight,
event_goldenship_01_s_97,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_97,True,,S_10,1,1.0,,,,1,delight,
event_goldenship_01_s_98,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_98,False,,1,1,1.0,,,,1,delight,
event_goldenship_01_s_99,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_99,True,,1,1,1.0,,,,1,idle2,
event_goldenship_01_s_100,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_100,True,,1,1,1.0,,,,1,idle2,
event_goldenship_01_s_101,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_101,False,,1,1,1.0,,,,1,idle2,
event_goldenship_01_s_102,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_102,True,,1,S_10,2.0,,,,1,idle2,
event_goldenship_01_s_103,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_103,False,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_104,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_104,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_105,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_105,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_106,40023,event_goldenship_01_s,Self,,,Locale_SubScenario:event_goldenship_01_s_106,False,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_107,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_107,True,,S_10,S_10,1.0,,,,1,idle2,
event_goldenship_01_s_108,40023,event_goldenship_01_s,Speech,mast,mast,Locale_SubScenario:event_goldenship_01_s_108,True,,S_10,S_100,2.0,,,,1,idle2,
