id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_ce_01_08_e_11,40009,event_ce_01_08_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_08_e_11,False,,13,13,1.0,,,,,,4,idle,,,2,void,,,6,idle,neon,,12,idle,c_3,,14,idle,c_npc_2,,16,idle,c_npc_1,,18,idle,c_2
event_ce_01_08_e_12,40009,event_ce_01_08_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_08_e_12,False,,13,13,1.0,,,,,,4,idle,,,2,void,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_13,40009,event_ce_01_08_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_08_e_13,True,,13,3,1.0,,,,,,4,idle,,,2,idle,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_14,40009,event_ce_01_08_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_08_e_14,True,,3,3,1.0,,,,,,4,idle,,,2,worry,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_15,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_15,True,,3,3,1.0,,,,,,4,idle,,,2,worry,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_16,40009,event_ce_01_08_e,Self,,Self,Locale_SubScenario:event_ce_01_08_e_16,False,,3,3,1.0,,,,,,4,idle,,,2,void,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_17,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_17,True,,3,3,1.0,,,,,,4,idle,,,2,void,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_18,40009,event_ce_01_08_e,Self,,Self,Locale_SubScenario:event_ce_01_08_e_18,False,,3,3,1.0,,,,,,4,idle,,,2,void,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_19,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_19,True,,3,3,1.0,,,,,,4,idle,,,2,void,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_20,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_20,False,,3,3,1.0,,,,,,4,idle,rapi,,2,void,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_21,40009,event_ce_01_08_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_08_e_21,True,,3,20,1.0,,,,,,,,,,2,idle,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_22,40009,event_ce_01_08_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_08_e_22,True,,20,20,1.0,,,,,,,,,,2,idle,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_23,40009,event_ce_01_08_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_08_e_23,True,,20,20,1.0,,,,,,,,,,2,idle,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_24,40009,event_ce_01_08_e,Self,,Self,Locale_SubScenario:event_ce_01_08_e_24,False,,20,20,1.0,,,,,,,,,,2,idle,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_25,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_25,True,RuinIndoor,black,black,1.0,none,black,,,rapi,1,idle,,,2,void,anis,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_26,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_26,True,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_27,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_27,True,,1,10,2.0,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_28,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_28,True,,10,10,1.0,,,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_29,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_29,False,,10,10,1.0,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_30,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_30,True,,10,10,1.0,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_31,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_31,True,,10,10,1.0,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_32,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_32,False,GateKeeper,black,black,1.0,,,sfx_scn_successsignal,,,1,think,rapi,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_33,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_33,False,,1,1,1.0,bgm_story_prism,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_34,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_34,False,,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_35,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_35,False,,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_36,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_36,False,,1,17,2.0,,,,Grey,,,,,c_npc_1,16,idle,,c_2,18,sad,,,,,,,,,,,,,,,,,
event_ce_01_08_e_37,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_37,False,,17,17,1.0,,,,Grey,,,,,,16,idle,,,18,sad,,,,,,,,,,,,,,,,,
event_ce_01_08_e_38,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_38,False,RuinIndoor,10,10,1.0,,,,,rapi,1,think,,,16,idle,c_npc_1,,18,sad,c_2,,,,,,,,,,,,,,,,
event_ce_01_08_e_39,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_39,True,,10,10,1.0,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_40,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_40,True,,10,10,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_41,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_41,False,GateKeeper,1,1,1.0,,black,,Grey,,1,idle,rapi,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_42,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_42,False,,1,1,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_43,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_43,False,,1,6001,2.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_44,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_44,False,,6001,6001,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_45,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_45,False,,6001,6001,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_46,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_46,False,,6001,6001,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_47,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_47,False,,6001,6001,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_48,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_48,False,,6001,6001,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_49,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_49,False,,6001,6001,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_50,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_50,False,RuinIndoor,10,10,1.0,,,,,rapi,1,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_51,40009,event_ce_01_08_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_08_e_51,True,,10,10,1.0,,,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_52,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_52,False,Laboratory,1,1,1.0,,black,,Grey,,1,idle,rapi,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_53,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_53,False,,1,1,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_54,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_54,False,,1,1,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_55,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_55,False,,1,1,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_56,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_56,False,,1,13,2.0,,,,Grey,,1,idle,,c_3,12,idle,,c_npc_2,14,idle,,,,,,,,,,,,,,,,,
event_ce_01_08_e_57,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_57,False,,13,13,2.0,,,,Grey,,1,idle,,,12,idle,,,14,idle,,,,,,,,,,,,,,,,,
event_ce_01_08_e_58,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_58,False,,black,black,1.0,,,,Grey,,1,idle,,,12,idle,c_3,,14,idle,c_npc_2,,,,,,,,,,,,,,,,
event_ce_01_08_e_59,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_59,False,,black,black,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_08_e_60,40009,event_ce_01_08_e,Narration,,Narration,Locale_SubScenario:event_ce_01_08_e_60,False,,black,black,1.0,,,,Grey,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
