id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_coinsinrush2_06_e_61,40089,event_coinsinrush2_06_e,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush2_06_e_61,True,,14,14,1.0,,,,3,idle,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_62,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_62,True,,14,2,1.0,,,,3,idle,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_63,40089,event_coinsinrush2_06_e,Monologue,mustang,,Locale_MainScenario:event_coinsinrush2_06_e_63,False,,2,2,1.0,,,,3,idle,,,13,surprise3,,1,surprise,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_64,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_64,True,,2,2,1.0,,,,3,idle,,,13,surprise3,,1,shy2,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_65,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_65,True,,2,2,1.0,,,,3,idle,,,13,surprise3,,1,shy2,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_66,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_66,True,,2,2,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_67,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_67,True,,2,2,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_68,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_68,True,,2,2,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,worry,,,17,surprise,,,OP_rightup,delight,
event_coinsinrush2_06_e_69,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_69,True,,170,170,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,worry,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_70,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_70,True,,170,170,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,worry,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_71,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_71,True,,170,170,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,worry,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_72,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_72,True,,L_300,L_300,1.0,,,,3,shy,,,13,surprise3,,1,shy2,,15,worry,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_73,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_73,True,,L_300,L_30,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,worry,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_74,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_74,True,,L_30,2,1.0,,,,3,good,,,13,surprise3,,1,shy2,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_75,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_75,True,,2,2,1.0,,,,3,good,,,13,surprise3,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_76,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_76,True,,2,14,1.0,,,,3,good,,,13,delight,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_77,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_77,True,,14,14,1.0,,,,3,good,,,13,delight2,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_78,40089,event_coinsinrush2_06_e,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush2_06_e_78,True,,14,14,1.0,,,,3,good,mustang,,13,delight2,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_79,40089,event_coinsinrush2_06_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush2_06_e_79,True,,14,14,1.0,,,,,,,,13,delight2,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_80,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_80,True,,14,170,1.0,,,,,,,,13,delight2,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_81,40089,event_coinsinrush2_06_e,Self,rouge_b,,Locale_MainScenario:event_coinsinrush2_06_e_81,False,,170,170,1.0,,,,,,,,13,delight2,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_82,40089,event_coinsinrush2_06_e,Self,rouge_b,,Locale_MainScenario:event_coinsinrush2_06_e_82,False,,170,170,1.0,,,,,,,,13,delight2,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_83,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_83,False,,black,black,1.0,,,,,,,,13,delight2,,1,delight,,15,special,,,17,delight2,,,OP_rightup,delight,exia_b_op_r
event_coinsinrush2_06_e_84,40089,event_coinsinrush2_06_e,Monologue,,,Locale_MainScenario:event_coinsinrush2_06_e_84,False,,black,black,1.0,,,mustang,7,delight,,,13,delight2,,1,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_85,40089,event_coinsinrush2_06_e,Self,,,Locale_MainScenario:event_coinsinrush2_06_e_85,False,,14,14,1.0,,,,7,delight,,,13,delight2,,1,surprise,,17,special,,,15,delight2,,exia_b_op_r,OP_rightup,delight,
event_coinsinrush2_06_e_86,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_86,True,,14,14,1.0,,,,7,delight,,,13,idle,,1,surprise,,17,special,,,15,think,,,OP_rightup,delight,
event_coinsinrush2_06_e_87,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_87,True,,14,14,1.0,,,,7,delight,,,13,idle,,1,surprise,,17,special,,,15,think,,,OP_rightup,delight,
event_coinsinrush2_06_e_88,40089,event_coinsinrush2_06_e,Self,milk_b,,Locale_MainScenario:event_coinsinrush2_06_e_88,False,,14,14,1.0,,,,7,delight,,,13,idle,,1,surprise,,17,special,,,15,think,,,OP_rightup,delight,
event_coinsinrush2_06_e_89,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_89,True,,14,14,1.0,,,,7,delight,,,13,idle,,1,surprise,,17,special,,,15,think,,,OP_rightup,delight,
event_coinsinrush2_06_e_90,40089,event_coinsinrush2_06_e,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush2_06_e_90,True,,14,14,1.0,,,,7,delight,,,13,idle,,1,surprise,,17,special,,,15,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_91,40089,event_coinsinrush2_06_e,Self,rouge_b,,Locale_MainScenario:event_coinsinrush2_06_e_91,False,,14,14,1.0,,,,7,delight,,,13,idle,,1,surprise,,17,special,,,15,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_92,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_92,True,,14,14,1.0,,,,7,delight,,,13,shy,,1,surprise,,17,special,,,15,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_93,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_93,True,,14,14,1.0,,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_94,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_94,True,,14,130,1.0,,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,OP_rightup,delight,
event_coinsinrush2_06_e_95,40089,event_coinsinrush2_06_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush2_06_e_95,True,,130,130,1.0,,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,OP_rightup,good,
event_coinsinrush2_06_e_96,40089,event_coinsinrush2_06_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush2_06_e_96,True,,130,130,1.0,,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,OP_rightup,good,
event_coinsinrush2_06_e_97,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_97,True,,130,130,1.0,,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,OP_rightup,good,
event_coinsinrush2_06_e_98,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_98,True,,130,130,1.0,,,,7,delight,,,13,shy,,1,delight,,17,special,,,15,delight2,,,OP_rightup,good,
event_coinsinrush2_06_e_99,40089,event_coinsinrush2_06_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush2_06_e_99,True,,130,10,1.0,,,,7,delight,,,13,shy,,1,delight,,17,special,,,15,delight2,,,OP_rightup,good,
event_coinsinrush2_06_e_100,40089,event_coinsinrush2_06_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush2_06_e_100,False,,10,10,1.0,,,,7,delight,,,13,shy,,1,delight,,17,special,,,15,delight2,,,OP_rightup,good,
event_coinsinrush2_06_e_101,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_101,True,,10,L_70,1.0,,,,7,delight,,,13,shy,,1,delight,,17,special,,,15,delight2,,,OP_rightup,good,exia_b_op_r
event_coinsinrush2_06_e_102,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_102,True,,L_70,L_70,1.0,,,,7,delight,,,13,shy,,1,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_103,40089,event_coinsinrush2_06_e,Speech,mustang,mustang,Locale_MainScenario:event_coinsinrush2_06_e_103,True,,L_70,L_70,1.0,,,,7,delight,,,13,shy,,1,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_104,40089,event_coinsinrush2_06_e,Speech,,coinrushguests,Locale_MainScenario:event_coinsinrush2_06_e_104,False,,L_70,L_70,1.0,,,,7,delight,,,13,shy,,1,delight,,17,special,,,15,delight2,,,,,
event_coinsinrush2_06_e_105,40089,event_coinsinrush2_06_e,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush2_06_e_105,True,,130,130,1.0,,,,7,delight,,,13,good,,1,delight,,17,special,,,15,delight2,,,,,
