id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_fullfoolday_09_14,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_14,True,,1,S_10,2.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_15,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_15,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_16,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_16,False,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_17,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_17,True,,50,50,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_18,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_18,False,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_19,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_19,True,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_20,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_20,True,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_21,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_21,False,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_22,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_22,True,,500,500,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_23,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_23,True,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_24,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_24,True,,S_300,S_300,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_25,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_25,False,,S_300,S_300,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_26,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_26,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_27,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_27,False,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_28,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_28,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_29,130001,event_fullfoolday_09,Choice,Choice,,Locale_SubScenario:event_fullfoolday_09_29,False,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,event_fullfoolday_09_31,,,,,,
event_fullfoolday_09_30,130001,event_fullfoolday_09,Choice,Choice,,Locale_SubScenario:event_fullfoolday_09_30,False,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,event_fullfoolday_09_31,,,,,,
event_fullfoolday_09_31,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_31,True,,S_10,S_100,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_32,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_32,True,,500,500,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_33,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_33,True,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_34,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_34,True,,S_100,3,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_35,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_35,True,,3,3,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_36,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_36,False,,3,3,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_37,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_37,False,,3,3,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_38,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_38,True,,3,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_39,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_39,True,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_40,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_40,False,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_41,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_41,True,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_42,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_42,True,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_43,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_43,False,,S_30,S_30,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_44,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_44,True,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_45,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_45,True,,500,500,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_46,130001,event_fullfoolday_09,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_09_46,False,,500,500,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_47,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_47,False,,500,500,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_48,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_48,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_49,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_49,False,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_50,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_50,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_51,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_51,True,,50,500,0.5,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_52,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_52,False,,500,500,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_53,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_53,False,,500,500,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_54,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_54,False,,500,500,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_55,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_55,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_56,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_56,True,,S_10,S_10,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_57,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_57,True,,50,50,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_58,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_58,False,,50,50,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_59,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_59,True,,53,53,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_60,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_60,True,,53,53,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_61,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_61,False,,53,53,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_62,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_62,True,,53,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_63,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_63,False,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_64,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_64,False,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_65,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_65,False,,31,31,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_66,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_66,False,,31,53,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_67,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_67,True,,53,53,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_68,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_68,False,,53,53,1.0,,,,5,idle,,3,idle,,1,no,,,,,,,
event_fullfoolday_09_69,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_69,True,,53,S_300,0.5,,,,5,idle,,3,angry,,1,no,,,,,,,
event_fullfoolday_09_70,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_70,False,,S_300,S_300,1.0,,,,5,idle,,3,angry,,1,no,,,,,,,
event_fullfoolday_09_71,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_71,False,,S_300,S_300,1.0,,,,5,idle,,3,angry,,1,no,,,,,,,
event_fullfoolday_09_72,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_72,True,,S_300,S_300,1.0,,,,5,idle,,3,angry,,1,no,,,,,,,
event_fullfoolday_09_73,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_73,False,,S_300,S_300,1.0,,,,5,idle,,3,angry,,1,no,,,,,,,
event_fullfoolday_09_74,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_74,True,,S_10,S_100,0.5,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_75,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_75,True,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_76,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_76,True,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_77,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_77,True,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_78,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_78,False,,S_100,S_100,1.0,,,,5,idle,,3,idle,,1,angry,,,,,,,
event_fullfoolday_09_79,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_79,True,,S_100,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_80,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_80,False,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_81,130001,event_fullfoolday_09,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_09_81,False,,31,15,1.0,,sfx_scn_toyshopbell,,5,idle,,3,idle,,1,idle,,,,,,,
event_fullfoolday_09_82,130001,event_fullfoolday_09,Speech,soda,soda,Locale_SubScenario:event_fullfoolday_09_82,True,,15,15,1.0,,,,5,idle,,3,idle,,1,idle,,soda,15,think,,,
event_fullfoolday_09_83,130001,event_fullfoolday_09,Speech,soda,soda,Locale_SubScenario:event_fullfoolday_09_83,True,,15,S_150,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_84,130001,event_fullfoolday_09,Speech,soda,soda,Locale_SubScenario:event_fullfoolday_09_84,True,,S_150,S_150,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_85,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_85,True,,S_150,3,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_86,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_86,False,,3,3,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_87,130001,event_fullfoolday_09,Speech,soda,soda,Locale_SubScenario:event_fullfoolday_09_87,True,,3,S_150,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_88,130001,event_fullfoolday_09,Speech,soda,soda,Locale_SubScenario:event_fullfoolday_09_88,True,,S_150,31,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_89,130001,event_fullfoolday_09,Speech,sugar,sugar,Locale_SubScenario:event_fullfoolday_09_89,True,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_90,130001,event_fullfoolday_09,Speech,milk,milk,Locale_SubScenario:event_fullfoolday_09_90,True,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_91,130001,event_fullfoolday_09,Speech,frima,frima,Locale_SubScenario:event_fullfoolday_09_91,True,,31,53,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,,,
event_fullfoolday_09_92,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_92,False,,53,53,1.0,,,,5,idle,,3,idle,,1,idle,,,15,idle,frima,sugar,milk
event_fullfoolday_09_93,130001,event_fullfoolday_09,Speech,soda,soda,Locale_SubScenario:event_fullfoolday_09_93,True,,53,15,1.0,,,,,,,,,,,,,,15,idle,,,
event_fullfoolday_09_94,130001,event_fullfoolday_09,Self,Self,Self,Locale_SubScenario:event_fullfoolday_09_94,False,,15,15,1.0,,,,,,,,,,,,,,15,idle,,,
