id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_ce003_1_06_s_11,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_11,True,,50,50,1.0,,,,,,7,idle,,5,idle,,3,think,,,,,,,,
event_ce003_1_06_s_12,40041,event_ce003_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_06_s_12,True,,50,S_70,1.0,,,,,,7,delight,,5,idle,,3,think,,,,,,,,
event_ce003_1_06_s_13,40041,event_ce003_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_06_s_13,True,,30,30,1.0,,,,,,7,delight,,5,idle,,3,think,,,,,,,,
event_ce003_1_06_s_14,40041,event_ce003_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_06_s_14,True,,30,30,1.0,,,,,,7,idle,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_15,40041,event_ce003_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_06_s_15,True,,30,30,1.0,,,,,,7,idle,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_16,40041,event_ce003_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_06_s_16,True,,30,30,1.0,,,,,,7,idle,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_17,40041,event_ce003_1_06_s,Self,rapi,,Locale_SubScenario:event_ce003_1_06_s_17,False,,30,30,1.0,,,,,,7,idle,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_18,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_18,True,,30,4,1.0,,,,,,7,idle,,5,delight,,3,idle,,,,,,,,
event_ce003_1_06_s_19,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_19,True,,4,4,1.0,,,,,,7,idle,,5,delight,,3,idle,,,,,,,,
event_ce003_1_06_s_20,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_20,True,,4,4,1.0,,,,,,7,idle,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_21,40041,event_ce003_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_06_s_21,True,,4,6,1.0,,,,,,7,no,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_22,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_22,True,,6,6,1.0,,,,,,7,no,,5,delight,,3,idle,,,,,,,,
event_ce003_1_06_s_23,40041,event_ce003_1_06_s,Speech,soda,soda,Locale_SubScenario:event_ce003_1_06_s_23,True,,6,6,1.0,,,,,,7,no,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_24,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_24,True,,6,50,1.0,,,,,,7,no,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_25,40041,event_ce003_1_06_s,Monologue,ce_003_01,,Locale_SubScenario:event_ce003_1_06_s_25,False,,14,12,2.0,,,,,,7,idle,,5,idle,,3,idle,ce_003_01,1,angry,,soda,13,idle,
event_ce003_1_06_s_26,40041,event_ce003_1_06_s,Narration,ce_003_01,,Locale_SubScenario:event_ce003_1_06_s_26,False,,12,S_130,1.0,sfx_scn_heavytrip,,Low_2,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,shy,
event_ce003_1_06_s_27,40041,event_ce003_1_06_s,Monologue,ce_003_01,,Locale_SubScenario:event_ce003_1_06_s_27,False,,S_130,S_130,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,shy,
event_ce003_1_06_s_28,40041,event_ce003_1_06_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_06_s_28,True,,S_130,S_10,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,shy,
event_ce003_1_06_s_29,40041,event_ce003_1_06_s,Narration,ce_003_01,,Locale_SubScenario:event_ce003_1_06_s_29,False,,black,black,1.0,sfx_scn_catchdebris,,,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,shy,
event_ce003_1_06_s_30,40041,event_ce003_1_06_s,Monologue,ce_003_01,,Locale_SubScenario:event_ce003_1_06_s_30,False,,S_10,12,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,shy,
event_ce003_1_06_s_31,40041,event_ce003_1_06_s,Narration,ce_003_01,,Locale_SubScenario:event_ce003_1_06_s_31,False,,12,12,1.0,sfx_scn_crowdclap,,,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,think,
event_ce003_1_06_s_32,40041,event_ce003_1_06_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_06_s_32,True,,12,12,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_33,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_33,True,,50,50,1.0,,,,,,7,idle,,5,angry,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_34,40041,event_ce003_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_06_s_34,True,,50,30,1.0,,,,,,7,idle,,5,angry,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_35,40041,event_ce003_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_06_s_35,True,,S_70,S_70,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_36,40041,event_ce003_1_06_s,Monologue,neon,,Locale_SubScenario:event_ce003_1_06_s_36,False,,S_70,6,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_37,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_37,True,,6,6,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_38,40041,event_ce003_1_06_s,Monologue,anis,,Locale_SubScenario:event_ce003_1_06_s_38,False,,6,6,1.0,sfx_scn_putdown,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_39,40041,event_ce003_1_06_s,Monologue,anis,,Locale_SubScenario:event_ce003_1_06_s_39,False,,black,black,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_40,40041,event_ce003_1_06_s,Self,anis,,Locale_SubScenario:event_ce003_1_06_s_40,False,,6,6,1.0,,,,,,7,delight,,5,delight,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_41,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_41,True,,6,6,1.0,,,,,,7,delight,,5,delight,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_42,40041,event_ce003_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_06_s_42,True,,6,6,1.0,,,,,,7,delight,,5,delight,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_43,40041,event_ce003_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_06_s_43,True,,6,4,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_44,40041,event_ce003_1_06_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_06_s_44,False,,black,black,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,idle,
event_ce003_1_06_s_45,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_45,True,,50,6,1.0,,,,black,,7,idle,,5,idle,,3,idle,,1,idle,ce_003_01,,13,idle,soda
event_ce003_1_06_s_46,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_46,True,,6,6,1.0,,,,,,7,idle,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_47,40041,event_ce003_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_06_s_47,True,,6,6,1.0,,,,,,7,no,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_48,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_48,True,,6,6,1.0,,,,,,7,no,,5,delight,,3,idle,,,,,,,,
event_ce003_1_06_s_49,40041,event_ce003_1_06_s,Monologue,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_49,False,,14,12,2.0,sfx_scn_walk,,,,,7,idle,,5,idle,,3,idle,ce_003_03,1,idle,,cocoa,13,serious,
event_ce003_1_06_s_50,40041,event_ce003_1_06_s,Monologue,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_50,False,,12,12,1.0,,,,,,7,idle,,5,worry,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_51,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_51,True,,50,50,1.0,,,,,,7,idle,,5,worry,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_52,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_52,True,,50,50,1.0,,,,,,7,idle,,5,delight,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_53,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_53,True,,50,50,1.0,,,,,,7,idle,,5,delight,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_54,40041,event_ce003_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_06_s_54,True,,50,S_70,1.0,,,,,,7,delight,,5,delight,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_55,40041,event_ce003_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_06_s_55,True,,30,30,1.0,,,,,,7,idle,,5,delight,,3,think,,1,idle,,,13,serious,
event_ce003_1_06_s_56,40041,event_ce003_1_06_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_06_s_56,False,,30,300,1.0,,,,,,7,idle,,5,worry,,3,think,,1,idle,,,13,serious,
event_ce003_1_06_s_57,40041,event_ce003_1_06_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_06_s_57,False,,300,300,1.0,,,,,,7,idle,,5,worry,,3,think,,1,idle,,,13,serious,
event_ce003_1_06_s_58,40041,event_ce003_1_06_s,Self,rapi,,Locale_SubScenario:event_ce003_1_06_s_58,False,,300,300,1.0,,,,,,7,idle,,5,worry,,3,think,,1,idle,,,13,serious,
event_ce003_1_06_s_59,40041,event_ce003_1_06_s,Self,rapi,,Locale_SubScenario:event_ce003_1_06_s_59,False,,300,300,1.0,,,,,,7,idle,,5,worry,,3,think,,1,idle,,,13,serious,
event_ce003_1_06_s_60,40041,event_ce003_1_06_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_06_s_60,True,,XS_130,XS_130,1.0,,,,,,7,idle,,5,worry,,3,think,,1,idle,,,13,delight,
event_ce003_1_06_s_61,40041,event_ce003_1_06_s,Monologue,cocoa,,Locale_SubScenario:event_ce003_1_06_s_61,False,,XS_130,XS_1300,1.0,sfx_scn_ketchup,,,,,7,idle,,5,worry,,3,idle,,1,idle,,,13,delight,
event_ce003_1_06_s_62,40041,event_ce003_1_06_s,Monologue,cocoa,,Locale_SubScenario:event_ce003_1_06_s_62,False,,black,black,1.0,,,,,,7,idle,,5,worry,,3,idle,,1,idle,,,13,delight,
event_ce003_1_06_s_63,40041,event_ce003_1_06_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_06_s_63,True,,XS_1300,XS_130,1.0,,,,,,7,idle,,5,worry,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_64,40041,event_ce003_1_06_s,Narration,cocoa,,Locale_SubScenario:event_ce003_1_06_s_64,False,,XS_130,XS_130,1.0,,,,,,7,idle,,5,worry,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_65,40041,event_ce003_1_06_s,Monologue,cocoa,,Locale_SubScenario:event_ce003_1_06_s_65,False,,black,black,1.0,,,,,,7,idle,,5,worry,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_66,40041,event_ce003_1_06_s,Self,cocoa,,Locale_SubScenario:event_ce003_1_06_s_66,False,,XS_130,XS_130,1.0,,,,,,7,idle,,5,void,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_67,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_67,True,,50,50,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_68,40041,event_ce003_1_06_s,Self,anis,,Locale_SubScenario:event_ce003_1_06_s_68,False,,50,50,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_69,40041,event_ce003_1_06_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_s_69,True,,10,10,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_70,40041,event_ce003_1_06_s,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_70,False,,10,10,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_71,40041,event_ce003_1_06_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_s_71,True,,10,10,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_72,40041,event_ce003_1_06_s,Monologue,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_72,False,,10,100,0.5,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_73,40041,event_ce003_1_06_s,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_73,False,,black,black,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_74,40041,event_ce003_1_06_s,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_74,False,,100,100,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_75,40041,event_ce003_1_06_s,Monologue,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_75,False,,100,100,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,serious,
event_ce003_1_06_s_76,40041,event_ce003_1_06_s,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_06_s_76,False,,100,100,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,delight,
event_ce003_1_06_s_77,40041,event_ce003_1_06_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_s_77,True,,100,12,1.0,sfx_scn_poke,,,,,7,idle,,5,idle,,3,idle,,1,delight,,,13,delight,
event_ce003_1_06_s_78,40041,event_ce003_1_06_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_06_s_78,True,,12,12,1.0,sfx_scn_handheldcute,,,,,7,idle,,5,idle,,3,idle,,1,delight,,,13,delight,
event_ce003_1_06_s_79,40041,event_ce003_1_06_s,Monologue,cocoa,,Locale_SubScenario:event_ce003_1_06_s_79,False,,black,black,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,13,delight,
event_ce003_1_06_s_80,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_80,True,,6,6,1.0,,,,black,,7,idle,,5,idle,,3,idle,,1,idle,ce_003_03,,13,idle,cocoa
event_ce003_1_06_s_81,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_81,False,,6,6,1.0,,,,,,7,idle,,5,no,,3,idle,,,,,,,,
event_ce003_1_06_s_82,40041,event_ce003_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_06_s_82,True,,6,6,1.0,,,,,,7,delight,,5,no,,3,idle,,,,,,,,
event_ce003_1_06_s_83,40041,event_ce003_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_06_s_83,True,,6,50,1.0,,,,,,7,idle,,5,idle,,3,idle,,,,,,,,
event_ce003_1_06_s_84,40041,event_ce003_1_06_s,Monologue,ce_003_02,,Locale_SubScenario:event_ce003_1_06_s_84,False,,14,12,2.0,sfx_scn_servingcart,none,,,,7,idle,,5,idle,,3,idle,ce_003_02,1,angry,,ade,13,idle,
event_ce003_1_06_s_85,40041,event_ce003_1_06_s,Monologue,ce_003_02,,Locale_SubScenario:event_ce003_1_06_s_85,False,,12,12,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,idle,
event_ce003_1_06_s_86,40041,event_ce003_1_06_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_s_86,True,,12,10,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,worry,,,13,idle,
event_ce003_1_06_s_87,40041,event_ce003_1_06_s,Monologue,ce_003_02,,Locale_SubScenario:event_ce003_1_06_s_87,False,,10,10,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,worry,,,13,idle,
event_ce003_1_06_s_88,40041,event_ce003_1_06_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_s_88,True,,10,10,1.0,,,,,,7,idle,,5,idle,,3,idle,,1,angry,,,13,idle,
