id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_redash1_05_s_22,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_22,True,,170,1517,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_23,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_23,True,,1517,1517,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_24,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_24,True,,1517,1517,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,smile,
event_redash1_05_s_25,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_25,True,,1517,1517,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,smile,
event_redash1_05_s_26,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_26,True,,1517,1517,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,smile,
event_redash1_05_s_27,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_27,True,,1517,1517,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,smile,
event_redash1_05_s_28,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_28,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,smile,
event_redash1_05_s_29,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_29,True,,1517,1517,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,smile,
event_redash1_05_s_30,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_30,True,,1517,1517,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,smile,
event_redash1_05_s_31,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_31,True,,1517,1517,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_32,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_32,True,,1517,1517,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_33,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_33,False,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_34,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_34,True,,S_10,S_10,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_35,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_35,True,,S_10,S_10,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_36,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_36,True,,50,50,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_37,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_37,True,,S_10,S_10,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_38,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_38,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_39,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_39,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_40,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_40,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_41,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_41,True,,50,50,1.0,,,,1,sad,,,3,idle,,5,delight,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_42,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_42,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,delight,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_43,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_43,True,,50,50,1.0,,,,1,sad,,,3,idle,,5,think,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_44,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_44,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,think,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_45,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_45,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_46,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_46,True,,130,130,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,no,,15,idle,,17,idle,
event_redash1_05_s_47,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_47,True,,S_10,S_10,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,no,,15,idle,,17,idle,
event_redash1_05_s_48,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_48,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,no,,15,idle,,17,idle,
event_redash1_05_s_49,40031,event_redash1_05_s,Speech,commander,commander,Locale_MainScenario:event_redash1_05_s_49,True,,L_70,L_70,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_50,40031,event_redash1_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_s_50,True,,S_10,S_10,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_51,40031,event_redash1_05_s,Speech,commander,commander,Locale_MainScenario:event_redash1_05_s_51,True,,L_70,L_700,1.0,,,,1,sad,,,3,idle,,5,idle,,,7,no,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_52,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_52,True,,L_700,500,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,no,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_53,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_53,True,,500,500,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,no,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_54,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_54,True,,500,50,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_55,40031,event_redash1_05_s,Narration,,,Locale_MainScenario:event_redash1_05_s_55,False,,50,50,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_56,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_56,True,,50,500,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_57,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_57,True,,130,130,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_58,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_58,True,,130,1315,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_59,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_59,True,,1315,1315,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_60,40031,event_redash1_05_s,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_05_s_60,True,,L_30,L_30,1.0,,,,1,idle,,,3,special,,5,idle,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_61,40031,event_redash1_05_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_s_61,True,,L_30,53,1.0,,,,1,idle,,,3,special,,5,surprise,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_62,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_62,True,,130,130,1.0,,,,1,idle,,,3,special,,5,surprise,,,7,idle,,,13,no,,15,angry,,17,idle,
event_redash1_05_s_63,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_63,True,,130,130,1.0,,,,1,idle,,,3,special,,5,surprise,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_64,40031,event_redash1_05_s,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_05_s_64,True,,L_30,L_300,1.0,,,,1,idle,,,3,pain_02,,5,surprise,,,7,idle,,,13,idle,,15,angry,,17,idle,
event_redash1_05_s_65,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_65,True,,1300,1300,1.0,,,,1,idle,,,3,pain_02,,5,surprise,,,7,idle,,,13,think,,15,idle,,17,idle,
event_redash1_05_s_66,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_66,True,TechIndoor,130,130,1.0,,black,,1,idle,snowwhite_o,,3,pain_02,,5,surprise,liliweiss,,7,idle,commander,,13,think,,15,idle,,17,idle,
event_redash1_05_s_67,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_67,True,,130,130,1.0,,,,,,,,,,,,,,,,,,,13,think,,15,idle,,17,idle,
event_redash1_05_s_68,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_68,True,,130,130,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_69,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_69,True,,130,130,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_70,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_70,True,,130,130,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,idle,
event_redash1_05_s_71,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_71,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,think,
event_redash1_05_s_72,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_72,False,,130,130,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,think,
event_redash1_05_s_73,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_73,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,think,,17,think,
event_redash1_05_s_74,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_74,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,think,,17,think,
event_redash1_05_s_75,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_75,True,,130,130,1.0,,,,,,,,,,,,,,,,,,,13,no,,15,idle,,17,think,
event_redash1_05_s_76,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_76,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,13,no,,15,idle,,17,think,
event_redash1_05_s_77,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_77,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,13,no,,15,idle,,17,think,
event_redash1_05_s_78,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_78,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,13,no,,15,idle,,17,think,
event_redash1_05_s_79,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_79,True,,170,17,1.0,,,,,,,,,,,,,,,,,,,13,no,,15,idle,,17,think,
event_redash1_05_s_80,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_80,True,,17,1517,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,think,
event_redash1_05_s_81,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_81,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,think,
event_redash1_05_s_82,40031,event_redash1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_s_82,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,think,
event_redash1_05_s_83,40031,event_redash1_05_s,Narration,,,Locale_MainScenario:event_redash1_05_s_83,False,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,17,think,dorothy
event_redash1_05_s_84,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_84,True,,1517,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_85,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_85,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_86,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_86,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_87,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_87,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_88,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_88,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_89,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_89,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,think,,15,idle,,,,
event_redash1_05_s_90,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_90,False,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,think,,15,idle,,,,
event_redash1_05_s_91,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_91,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,think,,15,idle,,,,
event_redash1_05_s_92,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_92,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_93,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_93,False,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_94,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_94,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_95,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_95,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_96,40031,event_redash1_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_s_96,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
event_redash1_05_s_97,40031,event_redash1_05_s,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_s_97,True,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,13,idle,,15,idle,,,,
