id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id
event_beautyfullshot1_05_s_14,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_14,True,,1,sad,,10,XS_130,1.0,,neon_s,neon_s,13,angry,,
event_beautyfullshot1_05_s_15,40051,event_beautyfullshot1_05_s,Monologue,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_15,False,,1,sad,,XS_130,XS_130,1.0,,,,13,angry,,
event_beautyfullshot1_05_s_16,40051,event_beautyfullshot1_05_s,Self,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_16,False,,1,sad,,XS_130,XS_130,1.0,,,,13,angry,,
event_beautyfullshot1_05_s_17,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_17,True,,1,sad,,XS_130,XS_130,1.0,,neon_s,,13,angry,,
event_beautyfullshot1_05_s_18,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_18,False,,1,surprise,,XS_130,113,1.0,,sakura_s,,13,angry,,
event_beautyfullshot1_05_s_19,40051,event_beautyfullshot1_05_s,Monologue,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_19,False,,1,surprise,PinkBeachIsland_d,black,black,1.0,none,,,13,angry,black,
event_beautyfullshot1_05_s_20,40051,event_beautyfullshot1_05_s,Monologue,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_20,False,,1,surprise,,XS_170,XS_170,1.0,,,,13,angry,,
event_beautyfullshot1_05_s_21,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_21,True,,1,surprise,,XS_170,XS_130,1.5,bgm_story_summermood,neon_s,,13,angry,,
event_beautyfullshot1_05_s_22,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_22,True,,1,surprise,,XS_130,XS_130,1.0,,neon_s,,13,idle,,
event_beautyfullshot1_05_s_23,40051,event_beautyfullshot1_05_s,Self,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_23,False,,1,surprise,,XS_130,XS_130,1.0,,,,13,idle,,
event_beautyfullshot1_05_s_24,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_24,False,,1,surprise,,10,10,1.0,,sakura_s,,13,idle,,
event_beautyfullshot1_05_s_25,40051,event_beautyfullshot1_05_s,Self,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_25,False,,1,surprise,,10,113,1.0,,,,13,idle,,
event_beautyfullshot1_05_s_26,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_26,True,,1,surprise,,113,113,1.0,,neon_s,,13,surprise,,
event_beautyfullshot1_05_s_27,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_27,True,,1,idle,,113,113,1.0,,sakura_s,,13,surprise,,
event_beautyfullshot1_05_s_28,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_28,True,,1,idle,,113,113,1.0,,neon_s,,13,no,,
event_beautyfullshot1_05_s_29,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_29,False,,1,idle,,113,113,1.0,,sakura_s,,13,no,,
event_beautyfullshot1_05_s_30,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_30,True,,1,idle,,113,113,1.0,,sakura_s,,13,no,,
event_beautyfullshot1_05_s_31,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_31,True,,1,idle,,113,XS_1300,1.0,,neon_s,,13,no,,
event_beautyfullshot1_05_s_32,40051,event_beautyfullshot1_05_s,Monologue,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_32,False,,1,idle,,XS_1300,XS_1300,1.0,,,,13,no,,
event_beautyfullshot1_05_s_33,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_33,True,,1,idle,,XS_1300,XS_1300,1.0,,neon_s,,13,worry,,
event_beautyfullshot1_05_s_34,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_34,True,,1,idle,,XS_1300,XS_130,1.0,,neon_s,,13,surprise,,
event_beautyfullshot1_05_s_35,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_35,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,,13,surprise,,
event_beautyfullshot1_05_s_36,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_36,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,,13,surprise,,
event_beautyfullshot1_05_s_37,40051,event_beautyfullshot1_05_s,Narration,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_37,False,,1,idle,,black,black,1.0,,,,13,surprise,,
event_beautyfullshot1_05_s_38,40051,event_beautyfullshot1_05_s,Monologue,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_38,False,,1,idle,,black,black,1.0,,,,13,surprise,,
event_beautyfullshot1_05_s_39,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_39,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,,13,no,,
event_beautyfullshot1_05_s_40,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_40,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,,13,worry,,
event_beautyfullshot1_05_s_41,40051,event_beautyfullshot1_05_s,Self,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_41,False,,1,idle,,XS_130,XS_130,1.0,,,,13,worry,,
event_beautyfullshot1_05_s_42,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_42,True,,1,idle,,XS_130,XS_1300,1.0,,neon_s,,13,worry,,
event_beautyfullshot1_05_s_43,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_43,True,,1,idle,,XS_1300,XS_1300,1.0,,neon_s,,13,no,,
event_beautyfullshot1_05_s_44,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_44,True,,1,idle,,XS_1300,XS_1300,1.0,,neon_s,,13,idle,,
event_beautyfullshot1_05_s_45,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_45,True,,1,idle,,100,100,1.0,,sakura_s,,13,idle,,
event_beautyfullshot1_05_s_46,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_46,True,,1,idle,,XS_1300,XS_1300,1.0,,neon_s,,13,idle,,
event_beautyfullshot1_05_s_47,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_47,True,,1,idle,,XS_1300,XS_1300,1.0,,neon_s,,13,idle,,
event_beautyfullshot1_05_s_48,40051,event_beautyfullshot1_05_s,Self,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_48,False,,1,idle,,XS_1300,XS_1300,1.0,,,,13,idle,,
event_beautyfullshot1_05_s_49,40051,event_beautyfullshot1_05_s,Self,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_49,False,,1,idle,,XS_1300,XS_1300,1.0,,,,13,idle,,
event_beautyfullshot1_05_s_50,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_50,True,,1,idle,,XS_1300,XS_130,1.0,,neon_s,,13,idle,,
event_beautyfullshot1_05_s_51,40051,event_beautyfullshot1_05_s,Self,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_51,False,,1,idle,,XS_130,XS_130,1.0,,,,13,idle,,
event_beautyfullshot1_05_s_52,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_52,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,,13,idle,,
event_beautyfullshot1_05_s_53,40051,event_beautyfullshot1_05_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_05_s_53,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,,13,idle,,
event_beautyfullshot1_05_s_54,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_54,True,,1,idle,,XS_130,113,1.0,,sakura_s,,13,idle,,
event_beautyfullshot1_05_s_55,40051,event_beautyfullshot1_05_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_55,False,,1,idle,,black,black,1.0,,,,13,idle,,neon_s
event_beautyfullshot1_05_s_56,40051,event_beautyfullshot1_05_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_56,False,,1,idle,,1,1,1.0,,,,,,,
event_beautyfullshot1_05_s_57,40051,event_beautyfullshot1_05_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_05_s_57,True,,1,idle,,1,10,1.0,,sakura_s,,,,,
