id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
re_event_ce02_2_04_e_13,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_13,False,,4,4,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_14,40083,re_event_ce02_2_04_e,Narration,,,Locale_SubScenario:event_ce02_2_04_e_14,False,,4,50,1.0,,sfx_scn_aim,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_15,40083,re_event_ce02_2_04_e,Narration,,,Locale_SubScenario:event_ce02_2_04_e_15,False,,black,black,1.0,,sfx_scn_finishshot,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_16,40083,re_event_ce02_2_04_e,Monologue,,,Locale_SubScenario:event_ce02_2_04_e_16,False,,50,50,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_17,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_17,False,,50,5,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_18,40083,re_event_ce02_2_04_e,Monologue,,,Locale_SubScenario:event_ce02_2_04_e_18,False,,5,5,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_19,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_19,True,,5,5,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_20,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_20,True,,5,5,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_21,40083,re_event_ce02_2_04_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_04_e_21,False,,9,9,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_22,40083,re_event_ce02_2_04_e,Narration,,,Locale_SubScenario:event_ce02_2_04_e_22,False,,9,90,0.6,,sfx_scn_drawingsword,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_23,40083,re_event_ce02_2_04_e,Monologue,,,Locale_SubScenario:event_ce02_2_04_e_23,False,,90,90,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_24,40083,re_event_ce02_2_04_e,Narration,,,Locale_SubScenario:event_ce02_2_04_e_24,False,,90,9,0.6,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_25,40083,re_event_ce02_2_04_e,Monologue,,,Locale_SubScenario:event_ce02_2_04_e_25,False,,9,9,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_26,40083,re_event_ce02_2_04_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_04_e_26,True,,9,9,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_27,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_27,True,,4,4,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_28,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_28,True,,4,4,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_29,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_29,True,,4,4,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_30,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_30,True,,4,2,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_31,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_31,True,,2,2,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_32,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_32,True,,2,2,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_33,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_33,True,,2,2,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_34,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_34,False,,30,30,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_35,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_35,False,,S_10,S_10,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_36,40083,re_event_ce02_2_04_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_e_36,True,,70,70,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_37,40083,re_event_ce02_2_04_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_e_37,True,,70,70,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_38,40083,re_event_ce02_2_04_e,Self,,,Locale_SubScenario:event_ce02_2_04_e_38,False,,70,70,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_39,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_39,True,,4,4,1.0,,,,,9,idle,,7,think,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_40,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_40,True,,4,4,1.0,,,,,9,idle,,7,think,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_41,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_41,True,,4,2,1.0,,,,,9,idle,,7,think,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_42,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_42,False,,130,130,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_43,40083,re_event_ce02_2_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_e_43,False,,150,150,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_44,40083,re_event_ce02_2_04_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_04_e_44,False,,170,170,1.0,,,,,9,idle,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_45,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_45,False,,1,S_10,0.7,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,surprise,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_46,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_46,True,,S_10,S_10,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_47,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_47,True,,130,130,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_48,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_48,True,,130,130,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_49,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_49,True,,130,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_50,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_50,True,,30,30,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_51,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_51,True,,30,30,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_52,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_52,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_53,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_53,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_54,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_54,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_55,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_55,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_56,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_56,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_57,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_57,False,,2,2,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_58,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_58,False,,2,2,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_59,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_59,True,,2,4,1.0,,,,,9,idle,,7,think,,5,worry,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_60,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_60,True,,4,4,1.0,,,,,9,idle,,7,think,,5,worry,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_61,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_61,True,,4,4,1.0,,,,,9,idle,,7,think,,5,worry,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_62,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_62,False,,13,130,1.4,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_63,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_63,True,,30,30,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_64,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_64,True,,30,30,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_65,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_65,True,,130,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_66,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_66,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_67,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_67,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_68,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_68,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_69,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_69,True,,13,13,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_70,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_70,True,,13,14,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_71,40083,re_event_ce02_2_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_e_71,False,,14,14,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_72,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_72,True,,14,14,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_73,40083,re_event_ce02_2_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_e_73,True,,14,14,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_74,40083,re_event_ce02_2_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_e_74,True,,14,14,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_75,40083,re_event_ce02_2_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_e_75,True,,14,14,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_76,40083,re_event_ce02_2_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_e_76,True,,14,14,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_77,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_77,True,,14,130,1.0,,,,,9,idle,,7,think,,5,idle,,3,worry,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_78,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_78,True,,30,30,1.0,,,,,9,idle,,7,think,,5,idle,,3,sad,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_79,40083,re_event_ce02_2_04_e,Narration,,,Locale_SubScenario:event_ce02_2_04_e_79,False,,30,3,1.0,,sfx_scn_earthquake,Low_2,,9,idle,,7,think,,5,idle,,3,sad,,1,worry,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_80,40083,re_event_ce02_2_04_e,Self,,,Locale_SubScenario:event_ce02_2_04_e_80,False,,3,3,1.0,,,,,9,surprise,,7,surprise,,5,angry,,3,angry,,1,surprise,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_81,40083,re_event_ce02_2_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_e_81,True,,3,2,1.0,,,,,9,surprise,,7,surprise,,5,angry,,3,angry,,1,surprise,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_82,40083,re_event_ce02_2_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_e_82,True,,2,2,1.0,,,,,9,surprise,,7,surprise,,5,angry,,3,angry,,1,surprise,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_83,40083,re_event_ce02_2_04_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_e_83,True,,6,6,1.0,,,,,9,surprise,,7,surprise,,5,angry,,3,angry,,1,surprise,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_84,40083,re_event_ce02_2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_e_84,True,,6,6,1.0,,,,,9,surprise,,7,surprise,,5,angry,,3,angry,,1,surprise,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_85,40083,re_event_ce02_2_04_e,Narration,,,Locale_SubScenario:event_ce02_2_04_e_85,False,,black,black,1.0,,sfx_scn_earthquake,,,9,surprise,,7,surprise,,5,angry,,3,angry,,1,surprise,,13,idle,,15,idle,,17,idle
re_event_ce02_2_04_e_86,40083,re_event_ce02_2_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_e_86,True,,black,black,1.0,,,,,9,surprise,,7,surprise,,5,angry,,3,angry,,1,surprise,,13,idle,,15,idle,,17,idle
