id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_lastkingdom2_b02_s_11,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_11,True,,150,15,1.0,,,,1,smile,,13,void,,5,idle,,15,idle,,,,,,,,,
event_lastkingdom2_b02_s_12,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_12,True,,15,15,1.0,,,,1,smile,,13,void,,5,idle,,15,idle,,,,,,,,,
event_lastkingdom2_b02_s_13,40046,event_lastkingdom2_b02_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b02_s_13,True,,15,1315,1.0,,,,1,smile,,13,special,,5,idle,,15,idle,,,,,,,,,
event_lastkingdom2_b02_s_14,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_14,True,,1315,1315,1.0,,,,1,smile,,13,special,,5,idle,,15,think,,,,,,,,,
event_lastkingdom2_b02_s_15,40046,event_lastkingdom2_b02_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b02_s_15,True,,1315,1315,1.0,,,,1,smile,,13,special,,5,idle,,15,think,,,,,,,,,
event_lastkingdom2_b02_s_16,40046,event_lastkingdom2_b02_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_b02_s_16,True,,S_10,S_10,2.0,,,,1,think,,13,special,,5,idle,,15,think,,,,,,,,,
event_lastkingdom2_b02_s_17,40046,event_lastkingdom2_b02_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_b02_s_17,True,,50,50,1.0,,,,1,think,,13,idle,,5,idle,,15,idle,,,,,,,,,
event_lastkingdom2_b02_s_18,40046,event_lastkingdom2_b02_s,Narration,talos,,Locale_MainScenario:event_lastkingdom2_b02_s_18,False,,black,black,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_lastkingdom2_b02_s_19,40046,event_lastkingdom2_b02_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_b02_s_19,True,,1517,1517,1.0,,,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_lastkingdom2_b02_s_20,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_20,False,,1517,1517,1.0,,,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_lastkingdom2_b02_s_21,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_21,True,,1517,1517,0.5,,,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_lastkingdom2_b02_s_22,40046,event_lastkingdom2_b02_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b02_s_22,True,,130,XXS_1300,0.5,,,,1,idle,,13,angry_03,,15,idle,,17,idle,,,,,,,,,
event_lastkingdom2_b02_s_23,40046,event_lastkingdom2_b02_s,Narration,chime,,Locale_MainScenario:event_lastkingdom2_b02_s_23,False,,black,black,1.0,,sfx_scn_explosionhuge,,1,idle,,13,angry_03,,15,idle,,17,idle,,,,,,,,,
event_lastkingdom2_b02_s_24,40046,event_lastkingdom2_b02_s,Narration,chime,,Locale_MainScenario:event_lastkingdom2_b02_s_24,False,,black,black,1.0,,,,1,idle,,13,angry_03,,15,idle,,17,idle,,,,,,,,,
event_lastkingdom2_b02_s_25,40046,event_lastkingdom2_b02_s,Narration,chime,,Locale_MainScenario:event_lastkingdom2_b02_s_25,False,,black,black,1.0,,sfx_scn_earthquake,,1,idle,,13,idle,,15,idle,,17,idle,snowwhite,5,idle,hongryeon,7,no,rapunzel,9,no
event_lastkingdom2_b02_s_26,40046,event_lastkingdom2_b02_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b02_s_26,True,,XXS_130,XXS_130,1.0,,,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_27,40046,event_lastkingdom2_b02_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_b02_s_27,True,,150,150,1.0,,,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_28,40046,event_lastkingdom2_b02_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_b02_s_28,True,,150,150,1.0,,,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_29,40046,event_lastkingdom2_b02_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_b02_s_29,True,,S_10,S_10,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_30,40046,event_lastkingdom2_b02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_b02_s_30,True,,50,50,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_31,40046,event_lastkingdom2_b02_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_b02_s_31,True,,50,70,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_32,40046,event_lastkingdom2_b02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_b02_s_32,True,,70,90,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_33,40046,event_lastkingdom2_b02_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_b02_s_33,True,,S_10,S_100,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_34,40046,event_lastkingdom2_b02_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_b02_s_34,True,,150,150,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_35,40046,event_lastkingdom2_b02_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_b02_s_35,True,,S_100,S_100,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_36,40046,event_lastkingdom2_b02_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_b02_s_36,True,,S_100,S_10,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_37,40046,event_lastkingdom2_b02_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_b02_s_37,True,,150,150,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_38,40046,event_lastkingdom2_b02_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b02_s_38,True,,XXS_130,XXS_130,1.0,,,,1,think,,13,angry_03,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_39,40046,event_lastkingdom2_b02_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_b02_s_39,True,,XXS_130,XXS_130,1.0,,,,1,think,,13,angry_03,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_40,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_40,True,,170,170,1.0,,,,1,think,,13,angry_03,,15,idle,,17,shy,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_41,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_41,False,,170,170,1.0,,,,1,think,,13,angry_03,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_42,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_42,True,,170,170,1.0,,,,1,think,,13,angry_03,,15,idle,,17,idle,,5,idle,,7,no,,9,no
event_lastkingdom2_b02_s_43,40046,event_lastkingdom2_b02_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_b02_s_43,True,,170,1700,0.5,,,,1,think,,13,angry_03,,15,idle,,17,idle,,5,idle,,7,no,,9,no
