id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,play_sound,set_camera_shake
event_goldencoinrush1_05_e_12,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_12,True,,4,4,1.0,,soda_b,soda_b,,5,surprise,,3,delight,,15,think,,,,,,,,,,,,,,
event_goldencoinrush1_05_e_13,40048,event_goldencoinrush1_05_e,Monologue,Locale_MainScenario:event_goldencoinrush1_05_e_13,False,,black,black,1.0,,milk,,,5,surprise,,3,idle,,15,think,,,,,,,,,,,,,,
event_goldencoinrush1_05_e_14,40048,event_goldencoinrush1_05_e,Monologue,Locale_MainScenario:event_goldencoinrush1_05_e_14,False,,12,12,1.0,,milk,,,5,surprise,,3,idle,,15,think,milk,1,idle,sugar,13,idle,,,,,,,,
event_goldencoinrush1_05_e_15,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_15,True,,12,12,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_16,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_16,True,,12,14,1.0,,rouge,rouge,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_17,40048,event_goldencoinrush1_05_e,Self,Locale_MainScenario:event_goldencoinrush1_05_e_17,False,,14,14,1.0,,rouge,,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_18,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_18,True,,S_10,S_10,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_19,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_19,True,,S_10,S_10,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_20,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_20,True,,S_10,S_10,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_21,40048,event_goldencoinrush1_05_e,Self,Locale_MainScenario:event_goldencoinrush1_05_e_21,False,,S_10,S_10,1.0,,milk,,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_22,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_22,True,,S_10,1,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_23,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_23,True,,1,1,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_24,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_24,True,,1,1,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_25,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_25,True,,1,1,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,angry,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_26,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_26,True,,1,12,1.0,,sugar,sugar,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_27,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_27,True,,12,12,1.0,,sugar,sugar,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_28,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_28,True,,12,12,1.0,,sugar,sugar,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_29,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_29,True,,12,15,1.0,,rouge,rouge,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_30,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_30,True,,15,15,1.0,,rouge,rouge,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_31,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_31,True,,15,15,1.0,,rouge,rouge,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_32,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_32,True,,S_10,S_10,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_33,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_33,True,,S_10,S_10,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_34,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_34,True,,S_10,S_10,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_35,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_35,True,,S_10,2,1.0,,alice_b,alice_b,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_36,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_36,True,,2,2,1.0,,alice_b,alice_b,,5,void,,3,idle,,15,think,,1,no,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_37,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_37,True,,2,2,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_38,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_38,True,,2,2,1.0,,milk,milk,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_39,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_39,True,,2,2,1.0,,alice_b,alice_b,,5,void,,3,delight,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_40,40048,event_goldencoinrush1_05_e,Self,Locale_MainScenario:event_goldencoinrush1_05_e_40,False,,2,2,1.0,,alice_b,,,5,void,,3,delight,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_41,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_41,True,,2,2,1.0,,milk,milk,,5,void,,3,delight,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_42,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_42,True,,150,150,1.0,,rouge,rouge,,5,void,,3,idle,,15,surprise,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_43,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_43,True,,150,150,1.0,,rouge,rouge,,5,void,,3,idle,,15,think,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_44,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_44,True,,150,150,1.0,,rouge,rouge,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_45,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_45,True,,150,150,1.0,,rouge,rouge,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_46,40048,event_goldencoinrush1_05_e,Monologue,Locale_MainScenario:event_goldencoinrush1_05_e_46,False,,150,17,1.0,,rouge,,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,,,,,,,
event_goldencoinrush1_05_e_47,40048,event_goldencoinrush1_05_e,Monologue,Locale_MainScenario:event_goldencoinrush1_05_e_47,False,,17,XS_170,1.0,,rouge,,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,mary_b,17,idle,,,,,
event_goldencoinrush1_05_e_48,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_48,True,,XS_170,XS_170,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,17,idle,,,,,
event_goldencoinrush1_05_e_49,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_49,True,,XS_170,16,1.0,,rouge,rouge,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,17,idle,,,,,
event_goldencoinrush1_05_e_50,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_50,True,,16,16,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,17,idle,,,,,
event_goldencoinrush1_05_e_51,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_51,True,,16,16,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,17,idle,,,,,
event_goldencoinrush1_05_e_52,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_52,True,,16,16,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,17,idle,,,,,
event_goldencoinrush1_05_e_53,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_53,True,,16,16,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,idle,,13,idle,,17,idle,,,,,
event_goldencoinrush1_05_e_54,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_54,True,,12,12,1.0,,sugar,sugar,,5,void,,3,idle,,15,idle,,1,idle,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_55,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_55,True,,12,12,1.0,,sugar,sugar,,5,void,,3,idle,,15,idle,,1,idle,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_56,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_56,True,,12,12,1.0,,milk,milk,,5,void,,3,idle,,15,idle,,1,good,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_57,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_57,True,,XS_170,XS_170,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,good,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_58,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_58,True,,XS_170,XS_170,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,good,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_59,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_59,True,,12,12,1.0,,milk,milk,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_60,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_60,True,,12,12,1.0,,milk,milk,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_61,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_61,True,,12,12,1.0,,milk,milk,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_62,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_62,True,,12,12,1.0,,sugar,sugar,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_63,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_63,True,,XS_170,XS_170,1.0,,mary_b,mary_b,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_64,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_64,True,,XS_170,16,1.0,,rouge,rouge,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,,,,
event_goldencoinrush1_05_e_65,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_65,True,,16,7,1.0,event_bgm_goldcoinrush_inst,mustang,mustang,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,mustang,7,delight,,
event_goldencoinrush1_05_e_66,40048,event_goldencoinrush1_05_e,Self,Locale_MainScenario:event_goldencoinrush1_05_e_66,False,,7,7,1.0,,mustang,,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,delight,,
event_goldencoinrush1_05_e_67,40048,event_goldencoinrush1_05_e,Monologue,Locale_MainScenario:event_goldencoinrush1_05_e_67,False,,7,7,1.0,,mustang,,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,delight,,
event_goldencoinrush1_05_e_68,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_68,True,,7,L_70,1.0,,mustang,mustang,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,idle,,
event_goldencoinrush1_05_e_69,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_69,True,,L_70,L_70,1.0,,mustang,mustang,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,idle,,
event_goldencoinrush1_05_e_70,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_70,True,,L_70,L_70,1.0,,mustang,mustang,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,idle,,
event_goldencoinrush1_05_e_71,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_71,True,,L_70,L_70,1.0,,mustang,mustang,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,delight,,
event_goldencoinrush1_05_e_72,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_72,True,,L_70,L_700,1.0,,mustang,mustang,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,delight,,
event_goldencoinrush1_05_e_73,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_73,True,,L_700,L_700,1.0,,mustang,mustang,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,delight,,
event_goldencoinrush1_05_e_74,40048,event_goldencoinrush1_05_e,Speech,Locale_MainScenario:event_goldencoinrush1_05_e_74,True,,L_700,L_700,1.0,,audience01,audience01,,5,void,,3,idle,,15,idle,,1,delight,,13,delight,,17,idle,,7,delight,sfx_scn_crowdcheer,Low_2
