id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_camera_shake,play_sound,characters/4/hide_char_id,characters/6/hide_char_id
d_ex_redash_03_5_11,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_11,True,,1,idle,,3,idle,,8,8,1.0,,liliweiss,,5,think,,7,idle,,9,sad,,,,,,,,,,,
d_ex_redash_03_5_12,80800,d_ex_redash_03_5,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_5_12,True,,1,idle,,3,idle,,8,8,1.0,,snowwhite_o,,5,think,,7,idle,,9,sad,commander,13,idle,,,,,,,,
d_ex_redash_03_5_13,80800,d_ex_redash_03_5,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_5_13,True,,1,idle,,3,idle,,5,5,1.0,,dorothy,,5,think,,7,idle,,9,sad,,13,idle,,,,,,,,
d_ex_redash_03_5_14,80800,d_ex_redash_03_5,Speech,commander,Locale_SuddenStory:d_ex_redash_03_5_14,True,,1,idle,,3,idle,,13,13,1.0,,commander,,5,think,,7,idle,,9,idle,,13,no,,,,,,,,
d_ex_redash_03_5_15,80800,d_ex_redash_03_5,Speech,commander,Locale_SuddenStory:d_ex_redash_03_5_15,True,,1,idle,,3,idle,,13,13,1.0,,commander,,5,think,,7,idle,,9,idle,,13,no,,,,,,,,
d_ex_redash_03_5_16,80800,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_16,True,,1,idle,,3,idle,,4,4,1.0,,rapunzel_o,,5,think,,7,idle,,9,idle,,13,idle,,,,,,,,
d_ex_redash_03_5_17,80800,d_ex_redash_03_5,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_5_17,True,,1,idle,,3,idle,,4,4,1.0,,dorothy,,5,think,,7,idle,,9,idle,,13,idle,,,,,,,,
d_ex_redash_03_5_18,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_18,True,,1,idle,,3,idle,,10,10,1.0,,redhood,,5,think,,7,idle,,9,idle,,13,idle,,,,,,,,
d_ex_redash_03_5_19,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_19,True,,1,idle,,3,idle,,70,70,1.0,,liliweiss,,5,idle,,7,idle,,9,idle,,13,no,,,,,,,,
d_ex_redash_03_5_20,80800,d_ex_redash_03_5,Speech,commander,Locale_SuddenStory:d_ex_redash_03_5_20,True,,1,idle,,3,idle,,L_130,L_130,1.0,,commander,,5,idle,,7,idle,,9,idle,,13,no,,,,,,,,
d_ex_redash_03_5_21,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_21,True,,1,idle,,3,idle,,70,70,1.0,,liliweiss,,5,idle,,7,idle,,9,idle,,13,no,commander,hongryeon_o,15,rage,,,,
d_ex_redash_03_5_22,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_22,True,,1,idle,,3,idle,,150,150,1.0,none,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_23,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_23,True,,1,idle,,3,idle,,150,15,1.0,event_bgm_redash_ashsmoke,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,angry,,,,
d_ex_redash_03_5_24,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_24,True,,1,think,,3,idle,,15,2,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,15,angry,,,,
d_ex_redash_03_5_25,80800,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_25,True,,1,think,,3,surprise,,2,2,1.0,,rapunzel_o,,5,idle,,7,idle,,9,idle,,,,,,15,angry,,,,
d_ex_redash_03_5_26,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_26,True,,1,idle,,3,surprise,,15,150,0.3,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,sad,,,,
d_ex_redash_03_5_27,80800,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_27,True,,1,idle,,3,surprise,,3,L_30,0.7,,rapunzel_o,,5,idle,,7,idle,,9,idle,,,,,,15,sad,Low_2,,,
d_ex_redash_03_5_28,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_28,True,,1,idle,,3,surprise,,7,7,1.0,,liliweiss,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_29,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_29,True,,1,idle,,3,idle,,150,150,1.0,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,surprise,,,,
d_ex_redash_03_5_30,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_30,True,,1,idle,,3,idle,,150,15,1.0,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,sad,,,,
d_ex_redash_03_5_31,80800,d_ex_redash_03_5,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_5_31,True,,1,idle,,3,idle,,S_90,S_90,1.0,,snowwhite_o,,5,think,,7,idle,,9,surprise,,,,,,15,sad,,,,
d_ex_redash_03_5_32,80800,d_ex_redash_03_5,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_5_32,True,,1,idle,,3,idle,,50,50,1.0,,dorothy,,5,think,,7,idle,,9,surprise,,,,,,15,sad,,,,
d_ex_redash_03_5_33,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_33,False,,1,idle,,3,idle,,15,150,1.0,,hongryeon_o,,5,think,,7,idle,,9,idle,,,,,,15,sad,,,,
d_ex_redash_03_5_34,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_34,True,,1,idle,,3,idle,,150,150,1.0,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_35,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_35,True,,1,surprise,,3,idle,,150,150,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_36,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_36,True,,1,surprise,,3,idle,,150,150,1.0,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,angry,,,,
d_ex_redash_03_5_37,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_37,False,,1,go,,3,idle,,150,1,0.7,,redhood,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_38,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_38,True,,1,go,,3,idle,,1,12,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_39,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_39,True,,13,go,,3,idle,,12,12,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,15,rage,Low_2,,,
d_ex_redash_03_5_40,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_40,False,,1,go,,3,idle,,12,12,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,15,rage,Low_2,,,
d_ex_redash_03_5_41,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_41,False,,13,surprise,,3,idle,,12,12,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_42,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_42,True,,1,surprise,,3,idle,,12,1,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_43,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_43,True,,1,surprise,,3,idle,,1,1,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,15,rage,,,,
d_ex_redash_03_5_44,80800,d_ex_redash_03_5,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_5_44,True,,1,surprise,,3,idle,,S_90,S_900,0.7,,snowwhite_o,,5,worry,,7,idle,,9,sad,,,,,,15,rage,,,,
d_ex_redash_03_5_45,80800,d_ex_redash_03_5,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_5_45,True,,1,surprise,,3,idle,,50,500,0.7,,dorothy,,5,worry,,7,idle,,9,sad,,,,,,15,rage,,,,
d_ex_redash_03_5_46,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_46,False,,1,surprise,,3,idle,,15,15,1.0,,hongryeon_o,,5,worry,,7,idle,,9,idle,,,,,,15,angry,,,,
d_ex_redash_03_5_47,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_47,False,,1,go,,3,idle,,15,12,0.3,,,,5,idle,,7,idle,,9,idle,,,,,,12,angry,,sfx_scn_wind,,
d_ex_redash_03_5_48,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_48,False,,1,go,,3,idle,,12,12,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,12,angry,,sfx_scn_swordswing,,
d_ex_redash_03_5_49,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_49,False,,1,go,,3,idle,,12,12,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,14,angry,Low_2,sfx_scn_metalcrack,,
d_ex_redash_03_5_50,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_50,False,,1,go,,3,idle,,12,12,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,14,angry,,,,
d_ex_redash_03_5_51,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_51,False,,1,go,,3,idle,,12,12,1.0,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,14,surprise,Low_2,,,
d_ex_redash_03_5_52,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_52,True,,13,angry,,3,idle,,12,13,0.5,,redhood,,5,idle,,7,idle,,9,idle,,,,,,14,surprise,Low_2,,,
d_ex_redash_03_5_53,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_53,True,,13,angry,,3,idle,,13,13,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,14,angry,Low_2,,,
d_ex_redash_03_5_54,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_54,False,,13,angry,,3,idle,,13,13,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,14,angry,Low_2,sfx_scn_heavytrip,,
d_ex_redash_03_5_55,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_55,False,,12,go,,3,idle,,13,13,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,13,angry,,sfx_scn_beatup,,
d_ex_redash_03_5_56,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_56,True,,12,go,,3,idle,,13,13,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,13,angry,,,,
d_ex_redash_03_5_57,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_57,True,,12,go,,3,idle,,13,13,1.0,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,13,angry,,,,
d_ex_redash_03_5_58,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_58,True,,12,angry,,3,idle,,13,13,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,13,angry,Low_2,,,
d_ex_redash_03_5_59,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_59,False,,12,angry,,3,idle,,13,13,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,13,angry,,,,
d_ex_redash_03_5_60,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_60,False,,14,go,,3,idle,,13,15,0.5,,,,5,idle,,7,idle,,9,idle,,,,,,15,angry,,sfx_scn_hit,,
d_ex_redash_03_5_61,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_61,True,,14,go,,3,idle,,15,15,1.0,,hongryeon_o,,5,idle,,7,idle,,9,idle,,,,,,15,sad,Low_2,,,
d_ex_redash_03_5_62,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_62,False,,14,go,,3,idle,,15,15,1.0,,,,5,idle,,7,idle,,9,idle,,,,,,15,sad,,,,
d_ex_redash_03_5_63,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_63,False,,1,angry,,3,idle,,15,1,0.5,,,,5,idle,,7,idle,,9,idle,,,,,,12,angry,,sfx_scn_hit,,
d_ex_redash_03_5_64,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_64,True,,1,angry,,3,idle,,1,1,1.0,,redhood,,5,idle,,7,idle,,9,idle,,,,,,12,angry,Low_2,,,
d_ex_redash_03_5_65,80800,d_ex_redash_03_5,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_03_5_65,True,,1,go,,3,idle,,S_90,S_90,1.0,,snowwhite_o,,5,idle,,7,idle,,9,angry,,,,,,12,angry,,,,
d_ex_redash_03_5_66,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_66,True,,1,go,,3,idle,,70,70,1.0,,liliweiss,,5,idle,,7,idle,,9,angry,,,,,,12,angry,,,,
d_ex_redash_03_5_67,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_67,False,,1,go,,3,idle,,70,13,0.3,,,,5,idle,,13,idle,,9,angry,,,,,,15,angry,,sfx_scn_hit,snowwhite_o,
d_ex_redash_03_5_68,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_68,True,,1,go,,3,idle,,150,150,1.0,,hongryeon_o,,5,idle,,13,idle,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_69,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_69,True,,1,angry,,3,idle,,10,100,0.5,,redhood,,5,idle,,13,idle,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_70,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_70,True,,1,angry,,3,idle,,14,14,1.0,,liliweiss,,5,idle,,13,idle,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_71,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_71,True,,1,think,,3,idle,,1,10,0.7,,redhood,,5,idle,,13,idle,,,,,,,,,15,idle,,,,
d_ex_redash_03_5_72,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_72,True,,1,think,,3,idle,,10,13,1.0,,liliweiss,,5,idle,,13,no,,,,,,,,,15,idle,,,,
d_ex_redash_03_5_73,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_73,True,,1,think,,3,idle,,14,14,1.0,,hongryeon_o,,5,idle,,13,no,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_74,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_74,True,,1,think,,3,idle,,14,14,1.0,,liliweiss,,5,idle,,13,idle,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_75,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_75,True,,1,think,,3,idle,,14,150,1.0,,hongryeon_o,,5,idle,,13,idle,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_76,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_76,True,,1,surprise,,3,idle,,1,10,0.5,,redhood,,5,idle,,13,idle,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_77,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_77,True,,1,surprise,,3,idle,,14,14,1.0,,liliweiss,,5,idle,,13,idle,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_78,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_78,True,,1,surprise,,3,idle,,14,14,1.0,,liliweiss,,5,idle,,13,delight,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_79,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_79,True,,1,angry,,3,idle,,10,10,1.0,,redhood,,5,idle,,13,delight,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_80,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_80,True,,1,surprise,,3,idle,,14,14,1.0,,hongryeon_o,,5,idle,,13,delight,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_81,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_81,True,,1,surprise,,3,idle,,14,14,1.0,,liliweiss,,5,idle,,13,idle,,,,,,,,,15,surprise,,,,
d_ex_redash_03_5_82,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_82,True,,1,surprise,,3,idle,,14,14,1.0,,hongryeon_o,,5,idle,,13,idle,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_83,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_83,True,,1,surprise,,3,idle,,14,14,1.0,,liliweiss,,5,idle,,13,delight,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_84,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_84,True,,1,angry,,3,idle,,14,12,1.0,,redhood,,5,idle,,13,delight,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_85,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_85,True,,1,angry,,3,idle,,12,12,1.0,,liliweiss,,5,idle,,13,idle,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_86,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_86,False,,1,angry,,3,idle,,12,12,1.0,,redhood,,5,idle,,13,idle,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_87,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_87,True,,1,go,,3,idle,,12,14,1.0,,liliweiss,,5,idle,,13,delight,,,,,,,,,15,sad,,,,
d_ex_redash_03_5_88,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_88,True,,1,go,,3,idle,,14,14,1.0,,hongryeon_o,,5,idle,,13,delight,,,,,,,,,15,idle,,,,
d_ex_redash_03_5_89,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_89,True,,1,go,,3,idle,,14,14,1.0,,liliweiss,,5,idle,,13,idle,,,,,,,,,15,idle,,,,
d_ex_redash_03_5_90,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_90,True,,1,go,,3,idle,,14,14,1.0,,hongryeon_o,,5,idle,,13,idle,,,,,,,,,15,rage,,,,
d_ex_redash_03_5_91,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_91,True,,1,go,,3,idle,,14,14,1.0,,hongryeon_o,,5,idle,,13,idle,,,,,,,,,15,rage,,,,
d_ex_redash_03_5_92,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_92,False,,1,go,,3,idle,,14,1400,0.3,none,,,5,idle,,14,think,,,,,,,,,15,sad,Low_2,sfx_scn_hit,,
d_ex_redash_03_5_93,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_93,False,,1,go,,3,idle,,1400,14,0.7,bgm_story_herecomestrouble,,,5,idle,,14,think,,,,,,,,,15,sad,,,,hongryeon_o
d_ex_redash_03_5_94,80800,d_ex_redash_03_5,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_03_5_94,False,,1,go,,3,think,,14,14,1.0,,hongryeon_o,,5,idle,,13,think,,,,commander,7,idle,,,,,,,,
d_ex_redash_03_5_95,80800,d_ex_redash_03_5,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_5_95,True,,1,go,,3,think,,L_30,L_30,1.0,,rapunzel_o,,5,idle,,13,think,,,,,7,idle,,,,,,,,
d_ex_redash_03_5_96,80800,d_ex_redash_03_5,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_5_96,True,,1,go,,3,think,,12,12,1.0,,liliweiss,,5,idle,,13,delight,,,,,7,idle,,,,,,,,
d_ex_redash_03_5_97,80800,d_ex_redash_03_5,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_5_97,True,,1,no,,3,think,,12,12,1.0,,redhood,,5,idle,,13,delight,,,,,7,idle,,,,,,,,
d_ex_redash_03_5_98,80800,d_ex_redash_03_5,Speech,commander,Locale_SuddenStory:d_ex_redash_03_5_98,True,,1,think,,3,think,,L_70,L_70,1.0,,commander,,5,idle,,13,delight,,,,,7,surprise,,,,,,,,
d_ex_redash_03_5_99,80800,d_ex_redash_03_5,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_5_99,False,,1,think,,3,think,,black,black,1.0,,,,5,idle,,13,delight,,,,,7,surprise,,,,,,sfx_scn_windowclack,,
