id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,speaker,set_camera_shake,fade
event_killthelord_01_s_22,40043,event_killthelord_01_s,Monologue,Locale_SubScenario:event_killthelord_01_s_22,False,,12,12,1.0,,,d,,1,idle,,13,idle,,,
event_killthelord_01_s_23,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_23,True,,12,12,1.0,bgm_story_fairytalesend_if,,d,,1,idle,,13,idle,d,,
event_killthelord_01_s_24,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_24,True,,12,12,1.0,,,k,,1,idle,,13,idle,k,,
event_killthelord_01_s_25,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_25,True,,12,12,1.0,,,k,,1,idle,,13,idle,k,,
event_killthelord_01_s_26,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_26,True,,12,12,1.0,,,k,,1,idle,,13,idle,k,,
event_killthelord_01_s_27,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_27,True,,12,12,1.0,,,d,,1,idle,,13,idle,d,,
event_killthelord_01_s_28,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_28,True,,12,12,1.0,,,k,,1,idle,,13,surprise,k,,
event_killthelord_01_s_29,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_29,True,,12,S_130,1.0,,,k,,1,idle,,13,surprise,k,,
event_killthelord_01_s_30,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_30,True,,S_130,S_130,1.0,,,k,,1,idle,,13,think,k,,
event_killthelord_01_s_31,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_31,True,,S_130,S_130,1.0,,,k,,1,idle,,13,think,k,,
event_killthelord_01_s_32,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_32,True,,S_130,S_130,1.0,,,k,,1,idle,,13,think,k,,
event_killthelord_01_s_33,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_33,True,,S_130,S_130,1.0,,,k,,1,idle,,13,think,k,,
event_killthelord_01_s_34,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_34,True,,S_130,12,1.0,,,d,,1,angry,,13,think,d,,
event_killthelord_01_s_35,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_35,True,,12,12,1.0,,,k,,1,angry,,13,angry,k,,
event_killthelord_01_s_36,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_36,False,,12,12,1.0,,,d,,1,idle,,13,angry,d,,
event_killthelord_01_s_37,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_37,True,,12,100,1.0,,,d,,1,idle,,13,idle,d,,
event_killthelord_01_s_38,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_38,True,,100,100,1.0,,,d,,1,idle,,13,idle,d,,
event_killthelord_01_s_39,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_39,True,,100,100,1.0,,,d,,1,idle,,13,idle,d,,
event_killthelord_01_s_40,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_40,True,,100,100,1.0,,,d,,1,idle,,13,idle,d,,
event_killthelord_01_s_41,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_41,True,,100,12,1.0,,,k,,1,idle,,13,idle,k,,
event_killthelord_01_s_42,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_42,True,,12,12,1.0,,,k,,1,idle,,13,idle,k,,
event_killthelord_01_s_43,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_43,True,,12,12,1.0,,,d,,1,idle,,13,idle,d,,
event_killthelord_01_s_44,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_44,True,,12,12,1.0,,,k,,1,idle,,13,idle,k,,
event_killthelord_01_s_45,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_45,True,,12,12,1.0,,,k,,1,idle,,13,think,k,,
event_killthelord_01_s_46,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_46,True,,12,12,1.0,,,k,,1,idle,,13,think,k,,
event_killthelord_01_s_47,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_47,True,,12,12,1.0,,,k,,1,idle,,13,think,k,,
event_killthelord_01_s_48,40043,event_killthelord_01_s,Self,Locale_SubScenario:event_killthelord_01_s_48,False,,12,12,1.0,,,k,,1,idle,,13,think,,,
event_killthelord_01_s_49,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_49,True,,12,S_130,1.0,,,k,,1,idle,,13,delight,k,,
event_killthelord_01_s_50,40043,event_killthelord_01_s,Speech,Locale_SubScenario:event_killthelord_01_s_50,True,,S_130,S_130,1.0,,,k,,1,idle,,13,delight,k,,
