id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_neverland1_04_s_48,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_48,True,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_49,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_49,True,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_50,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_50,True,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_51,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_51,True,,30,30,1.0,,,,,,,3,smile,,,,,,,,
event_neverland1_04_s_52,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_52,False,,30,30,1.0,,,,,,,3,smile,,,,,,,,
event_neverland1_04_s_53,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_53,True,,30,30,1.0,,,,,,,3,delight,,,,,,,,
event_neverland1_04_s_54,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_54,True,,30,30,1.0,,,,,,,3,smile,,,,,,,,
event_neverland1_04_s_55,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_55,True,,30,3,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_56,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_56,True,,3,3,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_57,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_57,True,,3,3,1.0,,,,,,,3,smile,,,,,,,,
event_neverland1_04_s_58,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_58,False,Trail_d,black,black,1.0,,,,black,,,3,smile,,,,,,,,
event_neverland1_04_s_59,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_59,True,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_60,40034,event_neverland1_04_s,Choice,,,Locale_MainScenario:event_neverland1_04_s_60,False,,30,30,1.0,,,,,event_neverland1_04_s_64,,3,idle,,,,,,,,
event_neverland1_04_s_61,40034,event_neverland1_04_s,Choice,,,Locale_MainScenario:event_neverland1_04_s_61,False,,30,30,1.0,,,,,event_neverland1_04_s_62,,3,idle,,,,,,,,
event_neverland1_04_s_62,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_62,True,,30,30,1.0,,,,,,,3,think,,,,,,,,
event_neverland1_04_s_63,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_63,False,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_64,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_64,True,,30,3,1.0,none,,,,,,3,smile,,,,,,,,
event_neverland1_04_s_65,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_65,True,,3,3,1.0,,,,,,,3,surprise,,,,,,,,
event_neverland1_04_s_66,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_66,False,,3,3,1.0,,,,,,,3,surprise,,,,,,,,
event_neverland1_04_s_67,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_67,False,,black,black,1.0,,,,,,,3,surprise,mica_w,17,cry,,,,,
event_neverland1_04_s_68,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_68,True,HotSpringInnOut_d,3,17,1.0,,,,,,,3,surprise,,17,cry,,,,,
event_neverland1_04_s_69,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_69,False,,17,17,1.0,,,,,,,3,surprise,,17,cry,,,,,
event_neverland1_04_s_70,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_70,True,,17,S_170,1.0,event_bgm_neverland_hugme_night,Low_2,,,,,3,surprise,,17,cry,,,,,
event_neverland1_04_s_71,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_71,True,,S_170,S_170,1.0,,Low_2,,,,,3,idle,,17,cry,,,,,
event_neverland1_04_s_72,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_72,True,,S_170,S_170,1.0,,,,,,,3,idle,,17,cry,,,,,
event_neverland1_04_s_73,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_73,False,,S_170,S_170,1.0,,,,,,,3,idle,,17,sad,,,,,
event_neverland1_04_s_74,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_74,True,,S_170,17,1.0,,,,,,,3,idle,,17,sad,,,,,
event_neverland1_04_s_75,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_75,True,,17,17,1.0,,,,,,,3,idle,,17,sad,,,,,
event_neverland1_04_s_76,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_76,True,,17,17,1.0,,,,,,,3,idle,,17,sad,,,,,
event_neverland1_04_s_77,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_77,True,,17,17,1.0,,,,,,,3,idle,,17,cry,,,,,
event_neverland1_04_s_78,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_78,False,,17,17,1.0,,,,,,,3,idle,,17,cry,,,,,
event_neverland1_04_s_79,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_79,False,,17,17,1.0,,,,,,,3,idle,,17,cry,,belorta,13,idle,
event_neverland1_04_s_80,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_80,True,,17,13,1.0,,,,,,,3,idle,,17,cry,,,13,idle,
event_neverland1_04_s_81,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_81,False,,13,13,1.0,,,,,,,3,idle,,17,cry,,,13,idle,
event_neverland1_04_s_82,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_82,False,,13,13,1.0,,,,,,,3,idle,,17,cry,,,13,idle,
event_neverland1_04_s_83,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_83,True,,13,13,1.0,,,,,,,3,idle,,17,cry,,,13,idle,
event_neverland1_04_s_84,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_84,False,,13,13,1.0,,,,,,,3,idle,,17,cry,,,13,idle,
event_neverland1_04_s_85,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_85,True,,13,13,1.0,,,,,,,3,idle,,17,cry,,,13,idle,
event_neverland1_04_s_86,40034,event_neverland1_04_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_04_s_86,True,,17,17,1.0,,,,,,,3,idle,,17,cry,,,13,idle,
event_neverland1_04_s_87,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_87,False,,17,17,1.0,,,,,,,3,idle,,17,cry,,,1,idle,
event_neverland1_04_s_88,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_88,False,,1,1,1.0,,,,,,,3,idle,,17,cry,mica_w,,1,idle,
event_neverland1_04_s_89,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_89,True,,1,XS_10,1.0,,,,,,,3,idle,,,,,,1,delight,
event_neverland1_04_s_90,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_90,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,delight,
event_neverland1_04_s_91,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_91,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,delight,
event_neverland1_04_s_92,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_92,True,,XS_10,2,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_93,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_93,True,,2,2,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_94,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_94,True,,2,2,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_95,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_95,True,,2,1,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_96,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_96,True,,1,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_97,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_97,False,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_98,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_98,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_99,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_99,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_100,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_100,False,,3,30,0.3,,Low_2,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_101,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_101,False,,30,30,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_102,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_102,True,,30,2,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_103,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_103,True,,2,2,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_104,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_104,True,,2,2,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_105,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_105,True,,2,2,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_106,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_106,False,,2,2,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_107,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_107,False,,2,2,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_108,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_108,True,,2,1,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_109,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_109,True,,1,1,1.0,,,,,,,3,sad,,,,,,1,idle,
event_neverland1_04_s_110,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_110,True,,1,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_111,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_111,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_112,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_112,False,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_113,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_113,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_114,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_114,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_115,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_115,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,delight,
event_neverland1_04_s_116,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_116,True,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_117,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_117,False,,XS_10,XS_10,1.0,,,,,,,3,idle,,,,,,1,idle,
event_neverland1_04_s_118,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_118,True,,XS_10,2,1.0,,,,,,,3,think,,,,,,1,idle,
event_neverland1_04_s_119,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_119,True,,2,2,1.0,,,,,,,3,think,,,,,,1,delight,
event_neverland1_04_s_120,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_120,True,,2,2,1.0,,,,,,,3,think,,,,,,1,delight,
event_neverland1_04_s_121,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_121,True,,2,2,1.0,,,,,,,3,think,,,,,,1,idle,
event_neverland1_04_s_122,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_122,False,,2,2,1.0,,,,,,,3,think,,,,,,1,idle,
event_neverland1_04_s_123,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_123,True,,2,2,1.0,,,,,,,3,think,,,,,,1,idle,
event_neverland1_04_s_124,40034,event_neverland1_04_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_04_s_124,True,,2,2,1.0,,,,,,,3,think,,,,,,1,delight,
event_neverland1_04_s_125,40034,event_neverland1_04_s,Monologue,,,Locale_MainScenario:event_neverland1_04_s_125,False,,2,2,1.0,,,,,,,3,sad,,,,,,1,delight,belorta
event_neverland1_04_s_126,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_126,False,,2,3,1.0,,,,,,,3,sad,,,,,,,,
event_neverland1_04_s_127,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_127,True,,3,3,1.0,,,,,,,3,think,,,,,,,,
event_neverland1_04_s_128,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_128,False,,3,3,1.0,,,,,,,3,think,,,,,,,,
event_neverland1_04_s_129,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_129,True,,3,30,1.0,,,,,,,3,sad,,,,,,,,
event_neverland1_04_s_130,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_130,True,,30,30,1.0,,,,,,,3,think,,,,,,,,
event_neverland1_04_s_131,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_131,True,,30,30,1.0,,,,,,,3,think,,,,,,,,
event_neverland1_04_s_132,40034,event_neverland1_04_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_04_s_132,True,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_neverland1_04_s_133,40034,event_neverland1_04_s,Self,,,Locale_MainScenario:event_neverland1_04_s_133,False,,30,30,1.0,,,,,,,3,idle,,,,,,,,
