id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade,play_sound
event_lastkingdom1_02_e_16,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_16,True,,1,idle,,13,delight,,3,idle,,15,void,,1500,XXS_1300,1.0,,,,,,,,,
event_lastkingdom1_02_e_17,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_17,True,,1,idle,,13,delight,,3,idle,,15,idle,,XXS_1300,XXS_1300,1.0,,,,,,,,,
event_lastkingdom1_02_e_18,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_18,True,,1,idle,,13,delight,,3,idle,,15,idle,,XXS_1300,XXS_1300,1.0,,,,,,,,,
event_lastkingdom1_02_e_19,40045,event_lastkingdom1_02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_02_e_19,True,,1,idle,,13,delight,,3,idle,,15,idle,,1500,1500,1.0,,,,,,,,,
event_lastkingdom1_02_e_20,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_20,True,,1,idle,,13,delight,,3,idle,,15,idle,,XXS_1300,XXS_1300,1.0,,,,,,,,,
event_lastkingdom1_02_e_21,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_21,True,,1,idle,,13,delight,,3,idle,,15,idle,,XXS_1300,S_100,1.0,,,,,,,,,
event_lastkingdom1_02_e_22,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_22,True,,1,idle,,13,delight,,3,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,
event_lastkingdom1_02_e_23,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_23,True,,1,idle,,13,delight,,3,idle,,15,idle,,S_100,113,1.0,,,,,,,,,
event_lastkingdom1_02_e_24,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_24,True,,1,idle,,13,delight,,3,idle,,15,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_02_e_25,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_25,True,,1,idle,,13,delight,,3,idle,,15,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_02_e_26,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_26,True,,1,idle,,13,delight,,3,idle,,15,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_02_e_27,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_27,True,,1,delight,,13,delight,,3,idle,,15,idle,,113,S_10,1.0,,,,,,,,,
event_lastkingdom1_02_e_28,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_28,True,,1,delight,,13,delight,,3,idle,,15,idle,,S_10,S_100,1.0,,,,,,,,,
event_lastkingdom1_02_e_29,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_29,True,,1,delight,,13,void,,3,idle,,15,idle,,S_100,XXS_1300,1.0,,,,,,,,,
event_lastkingdom1_02_e_30,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_30,True,,1,surprise,,13,void,,3,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,
event_lastkingdom1_02_e_31,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_31,True,,1,surprise,,13,void,,3,idle,,15,idle,,XXS_1300,XXS_130,1.0,,,,,,,,,
event_lastkingdom1_02_e_32,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_32,True,,1,idle,,13,void,,3,idle,,15,idle,,XXS_130,113,1.0,,,,,,,,,
event_lastkingdom1_02_e_33,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_33,True,,1,idle,,13,void,,3,idle,,15,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_02_e_34,40045,event_lastkingdom1_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_02_e_34,False,,1,idle,,13,void,,3,idle,,15,idle,,113,31,1.0,,,,,,,,,
event_lastkingdom1_02_e_35,40045,event_lastkingdom1_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_02_e_35,True,,1,idle,,13,void,,3,idle,,15,idle,,31,31,1.0,,,,,,,,,
event_lastkingdom1_02_e_36,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_36,False,,1,idle,,13,void,,3,idle,,15,idle,Crowncastlebedroom_n,S_100,S_100,1.0,none,talos,3,idle,chime,crown,marian_q,black,
event_lastkingdom1_02_e_37,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_37,True,,1,idle,,,,,,,,,,,S_100,S_10,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_38,40045,event_lastkingdom1_02_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_02_e_38,False,,1,idle,,,,,,,,,,,S_10,S_150,2.0,,,3,idle,,,,,
event_lastkingdom1_02_e_39,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_39,True,,1,idle,,,,,,,,,,,S_150,S_150,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_40,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_40,True,,1,idle,,,,,,,,,,,S_150,S_150,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_41,40045,event_lastkingdom1_02_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_02_e_41,True,,1,idle,,,,,,,,,,,S_150,15,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_42,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_42,False,,1,idle,,,,,,,,,,,15,1,2.0,,,3,idle,,,,,
event_lastkingdom1_02_e_43,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_43,True,,1,idle,,,,,,,,,,,1,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_44,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_44,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,sfx_scn_mechawakeup
event_lastkingdom1_02_e_45,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_45,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_46,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_46,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_47,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_47,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_48,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_48,True,,1,idle,,,,,,,,,,,31,3,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_49,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_49,True,,1,idle,,,,,,,,,,,3,30,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_50,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_50,True,,1,idle,,,,,,,,,,,30,30,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_51,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_51,True,,1,idle,,,,,,,,,,,30,30,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_52,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_52,True,,1,idle,,,,,,,,,,,30,30,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_53,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_53,True,,1,idle,,,,,,,,,,,30,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_54,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_54,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_55,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_55,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_56,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_56,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_57,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_57,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_58,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_58,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_59,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_59,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_60,40045,event_lastkingdom1_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_02_e_60,True,,1,idle,,,,,,,,,,,31,31,1.0,,,3,idle,,,,,sfx_scn_mechasleepmode
event_lastkingdom1_02_e_61,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_61,True,,1,idle,,,,,,,,,,,31,1,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_62,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_62,False,,1,idle,,,,,,,,,,,1,1,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_63,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_63,True,,1,idle,,,,,,,,,,,1,S_10,1.0,,,3,idle,,,,,
event_lastkingdom1_02_e_64,40045,event_lastkingdom1_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_02_e_64,True,,1,idle,,,,,,,,,,,S_10,S_100,1.0,,,3,idle,,,,,
