id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_ambient,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_ce003_1_01_s_20,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_20,True,,L_100,L_100,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_21,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_21,True,,L_100,L_100,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_22,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_22,True,,L_100,L_100,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_23,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_23,True,,L_100,L_100,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_24,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_24,True,,L_100,L_100,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_25,40041,event_ce003_1_01_s,Self,andersen,,Locale_SubScenario:event_ce003_1_01_s_25,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_26,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_26,True,,L_100,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_27,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_27,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_28,40041,event_ce003_1_01_s,Self,andersen,,Locale_SubScenario:event_ce003_1_01_s_28,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_29,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_29,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_30,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_30,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_31,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_31,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_32,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_32,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_33,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_33,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_34,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_34,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_35,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_35,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_36,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_36,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_37,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_37,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_38,40041,event_ce003_1_01_s,Self,andersen,,Locale_SubScenario:event_ce003_1_01_s_38,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_39,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_39,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_40,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_40,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_41,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_41,True,,L_10,L_10,1.0,,,,,,,,1,think,,,,,,,,,,,,,,,,
event_ce003_1_01_s_42,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_42,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_43,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_43,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_44,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_44,True,,L_10,L_10,1.0,,event_ce003_1_01_s_45,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_45,40041,event_ce003_1_01_s,Self,andersen,,Locale_SubScenario:event_ce003_1_01_s_45,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_46,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_46,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_47,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_47,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_48,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_48,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_49,40041,event_ce003_1_01_s,Self,andersen,,Locale_SubScenario:event_ce003_1_01_s_49,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_50,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_50,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_51,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_51,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_52,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_52,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_53,40041,event_ce003_1_01_s,Self,andersen,,Locale_SubScenario:event_ce003_1_01_s_53,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_54,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_54,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_55,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_55,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_56,40041,event_ce003_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_01_s_56,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,,,,,,,,,,,,
event_ce003_1_01_s_57,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_57,True,Desert_05,10,12,2.0,bgm_recognition_underworld,,black,,,,rapi,1,idle,andersen,anis,13,void,neon,15,idle,,,,,,,,,
event_ce003_1_01_s_58,40041,event_ce003_1_01_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_01_s_58,False,,12,12,1.0,,,,amb_scn_dustwind,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_59,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_59,True,,12,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_60,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_60,True,,12,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_61,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_61,True,,12,S_150,2.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_62,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_62,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,no,,,,,,,,,
event_ce003_1_01_s_63,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_63,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,no,,,,,,,,,
event_ce003_1_01_s_64,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_64,False,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,no,,15,no,,,,,,,,,
event_ce003_1_01_s_65,40041,event_ce003_1_01_s,Self,anis,,Locale_SubScenario:event_ce003_1_01_s_65,False,,S_150,S_150,1.0,,,,,sfx_scn_walkiesignal,,,1,idle,,,13,no,,15,no,,,,,,,,,
event_ce003_1_01_s_66,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_66,True,,10,10,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_67,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_67,True,,10,10,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_68,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_68,True,,10,10,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_69,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_69,True,,10,10,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_70,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_70,True,,10,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_71,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_71,True,,12,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_72,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_72,True,,12,14,1.0,,,,,,,,1,idle,,,13,void,,15,delight,,,,,,,,,
event_ce003_1_01_s_73,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_73,True,,14,14,1.0,,,,,,,,1,idle,,,13,void,,15,delight,,,,,,,,,
event_ce003_1_01_s_74,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_74,True,,14,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_75,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_75,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_76,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_76,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,no,,,,,,,,,
event_ce003_1_01_s_77,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_77,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,no,,,,,,,,,
event_ce003_1_01_s_78,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_78,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,no,,,,,,,,,
event_ce003_1_01_s_79,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_79,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,angry,,15,no,,,,,,,,,
event_ce003_1_01_s_80,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_80,True,,S_150,S_1500,1.0,,,,,,,,1,idle,,,13,angry,,15,delight,,,,,,,,,
event_ce003_1_01_s_81,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_81,True,,S_1500,1300,1.0,,,,,,,,1,idle,,,13,sad,,15,delight,,,,,,,,,
event_ce003_1_01_s_82,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_82,True,,1300,100,1.0,,,,none,,,,1,idle,,,13,sad,,15,idle,,,,,,,,,
event_ce003_1_01_s_83,40041,event_ce003_1_01_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_01_s_83,False,,100,1,2.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_84,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_84,True,,1,1,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_85,40041,event_ce003_1_01_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_01_s_85,False,,1,4,2.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_86,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_86,True,,S_150,S_150,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,,,,,,,,
event_ce003_1_01_s_87,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_87,True,,10,10,1.0,,,,,,,,1,idle,,,13,angry,,15,idle,,,,,,,,,
event_ce003_1_01_s_88,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_88,True,,10,10,1.0,,,,,,,,1,idle,,,13,angry,,15,idle,,,,,,,,,
event_ce003_1_01_s_89,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_89,True,,10,10,1.0,,,,,,,,1,idle,,,13,angry,,15,idle,,,,,,,,,
event_ce003_1_01_s_90,40041,event_ce003_1_01_s,Narration,rapi,,Locale_SubScenario:event_ce003_1_01_s_90,False,,10,100,1.0,,,,,sfx_scn_aim,,,1,idle,,,13,angry,,15,idle,,,,,,,,,
event_ce003_1_01_s_91,40041,event_ce003_1_01_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_01_s_91,False,,100,100,1.0,,,,,,,,1,idle,,,13,angry,,15,idle,,,,,,,,,
event_ce003_1_01_s_92,40041,event_ce003_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce003_1_01_s_92,True,,100,100,1.0,,,,,,,,1,idle,,,13,angry,,15,surprise,,,,,,,,,
event_ce003_1_01_s_93,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_93,True,,100,100,1.0,,,,,,,,1,idle,,,13,angry,,15,idle,,,,,,,,,
event_ce003_1_01_s_94,40041,event_ce003_1_01_s,Monologue,rapi,,Locale_SubScenario:event_ce003_1_01_s_94,False,,black,black,1.0,,,,,,,,1,idle,,,13,angry,,15,idle,ce_003_01,3,angry,ce_003_02,5,surprise,ce_003_03,7,angry
event_ce003_1_01_s_95,40041,event_ce003_1_01_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_01_s_95,True,,50,6,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,surprise,,7,angry
event_ce003_1_01_s_96,40041,event_ce003_1_01_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_01_s_96,True,,6,6,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,surprise,,7,angry
event_ce003_1_01_s_97,40041,event_ce003_1_01_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_01_s_97,True,,6,6,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_98,40041,event_ce003_1_01_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_01_s_98,True,,6,4,2.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_99,40041,event_ce003_1_01_s,Monologue,ce_003_01,,Locale_SubScenario:event_ce003_1_01_s_99,False,,4,4,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_100,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_100,True,,4,12,2.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_101,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_101,True,,12,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_102,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_102,True,,12,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_103,40041,event_ce003_1_01_s,Self,anis,,Locale_SubScenario:event_ce003_1_01_s_103,False,,12,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_104,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_104,True,,12,12,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_105,40041,event_ce003_1_01_s,Monologue,anis,,Locale_SubScenario:event_ce003_1_01_s_105,False,,12,10,1.0,none,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_106,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_106,True,,10,10,1.0,,,,,,,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_107,40041,event_ce003_1_01_s,Narration,rapi,,Locale_SubScenario:event_ce003_1_01_s_107,False,,10,10,1.0,bgm_emergency,,,,sfx_scn_2rapturestep,Low_2,,1,idle,,,13,void,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_108,40041,event_ce003_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce003_1_01_s_108,True,,10,130,1.0,,,,,,,,1,idle,,,13,delight,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_109,40041,event_ce003_1_01_s,Narration,anis,,Locale_SubScenario:event_ce003_1_01_s_109,False,,130,130,1.0,,,,,sfx_scn_4rapturestep,Low_2,,1,idle,,,13,delight,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_110,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_110,True,,130,12,1.0,,,,,,,,1,idle,,,13,idle,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_111,40041,event_ce003_1_01_s,Self,rapi,,Locale_SubScenario:event_ce003_1_01_s_111,False,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_112,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_112,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,15,idle,,3,angry,,5,worry,,7,angry
event_ce003_1_01_s_113,40041,event_ce003_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce003_1_01_s_113,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,15,idle,,3,angry,,5,worry,,7,angry
