id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_neverland2_05_e_32,40035,event_neverland2_05_e,Self,Locale_MainScenario:event_neverland2_05_e_32,False,,S_100,S_100,1.0,,,,,,,3,think,,1,special,,5,think,,7,idle
event_neverland2_05_e_33,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_33,True,,S_100,S_10,1.0,bgm_inark,,mica_w,mica_w,,,3,think,,1,idle,,5,think,,7,idle
event_neverland2_05_e_34,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_34,True,,S_10,S_10,1.0,,,mica_w,mica_w,,,3,think,,1,idle,,5,think,,7,idle
event_neverland2_05_e_35,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_35,True,,S_10,S_10,1.0,,,mica_w,mica_w,,,3,think,,1,idle,,5,think,,7,idle
event_neverland2_05_e_36,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_36,True,,S_10,S_100,1.0,,,mica_w,mica_w,,,3,think,,1,idle,,5,think,,7,idle
event_neverland2_05_e_37,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_37,True,,S_100,S_100,1.0,,,mica_w,mica_w,,,3,think,,1,idle,,5,think,,7,idle
event_neverland2_05_e_38,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_38,True,,S_100,S_100,1.0,,,mica_w,mica_w,,,3,think,,1,idle,,5,think,,7,idle
event_neverland2_05_e_39,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_39,True,,S_100,S_100,1.0,,,mica_w,mica_w,,,3,think,,1,idle,,5,think,,7,idle
event_neverland2_05_e_40,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_40,True,,S_100,S_10,1.0,,,mica_w,mica_w,,,3,think,,1,special,,5,think,,7,idle
event_neverland2_05_e_41,40035,event_neverland2_05_e,Self,Locale_MainScenario:event_neverland2_05_e_41,False,,S_10,S_10,1.0,,,,,,,3,think,,1,special,,5,think,,7,idle
event_neverland2_05_e_42,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_42,True,,S_10,30,1.0,,,ludmilla_w,ludmilla_w,,,3,idle,,1,special,,5,think,,7,idle
event_neverland2_05_e_43,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_43,True,,30,30,1.0,,,ludmilla_w,ludmilla_w,,,3,idle,,1,idle,,5,think,,7,idle
event_neverland2_05_e_44,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_44,True,,30,30,1.0,,,ludmilla_w,ludmilla_w,,,3,idle,,1,idle,,5,think,,7,idle
event_neverland2_05_e_45,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_45,True,,30,30,1.0,,,ludmilla_w,ludmilla_w,,,3,idle,,1,idle,,5,think,,7,idle
event_neverland2_05_e_46,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_46,True,,30,31,1.0,,,mica_w,mica_w,,,3,idle,,1,idle,,5,think,,7,idle
event_neverland2_05_e_47,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_47,True,,31,31,1.0,,,mica_w,mica_w,,,3,idle,,1,idle,,5,think,,7,idle
event_neverland2_05_e_48,40035,event_neverland2_05_e,Narration,Locale_MainScenario:event_neverland2_05_e_48,False,,black,black,1.0,,sfx_scn_emptywind,,,,,3,idle,,1,idle,,5,think,,7,idle
event_neverland2_05_e_49,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_49,False,,S_10,S_100,1.0,,,mica_w,mica_w,,,3,idle,,1,no,,5,think,,7,idle
event_neverland2_05_e_50,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_50,True,,S_100,S_100,1.0,,,mica_w,mica_w,,,3,idle,,1,no,,5,think,,7,idle
event_neverland2_05_e_51,40035,event_neverland2_05_e,Self,Locale_MainScenario:event_neverland2_05_e_51,False,,S_100,S_100,1.0,,,,,,,3,idle,,1,no,,5,think,,7,idle
event_neverland2_05_e_52,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_52,True,,L_500,L_500,1.0,,,blanc_c,blanc_c,,,3,idle,,1,no,,5,think,,7,surprise
event_neverland2_05_e_53,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_53,True,,L_700,L_700,1.0,,,noir_c,noir_c,,,3,idle,,1,no,,5,think,,7,surprise
event_neverland2_05_e_54,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_54,True,,300,300,1.0,,,ludmilla_w,ludmilla_w,,,3,idle,,1,no,,5,think,,7,surprise
event_neverland2_05_e_55,40035,event_neverland2_05_e,Narration,Locale_MainScenario:event_neverland2_05_e_55,False,,300,3,2.0,none,sfx_scn_emptywind,,,,,3,idle,,1,no,,5,think,,7,surprise
event_neverland2_05_e_56,40035,event_neverland2_05_e,Monologue,Locale_MainScenario:event_neverland2_05_e_56,False,,3,3,1.0,,,,,,,3,idle,,1,no,,5,think,,7,surprise
event_neverland2_05_e_57,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_57,False,,3,31,1.0,,,ludmilla_w,ludmilla_w,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_58,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_58,False,,31,31,1.0,,,mica_w,mica_w,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_59,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_59,True,,31,31,1.0,bgm_enemyclose,,mica_w,mica_w,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_60,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_60,True,,31,31,1.0,,,ludmilla_w,ludmilla_w,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_61,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_61,True,,31,31,1.0,,,mica_w,mica_w,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_62,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_62,True,,31,31,1.0,,,mica_w,mica_w,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_63,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_63,True,,31,15,1.0,,,unknown,unknown,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_64,40035,event_neverland2_05_e,Self,Locale_MainScenario:event_neverland2_05_e_64,False,,15,15,1.0,,,,,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_65,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_65,False,,L_500,L_500,1.0,,,blanc_c,blanc_c,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_66,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_66,True,,L_700,L_700,1.0,,,noir_c,noir_c,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_67,40035,event_neverland2_05_e,Speech,Locale_MainScenario:event_neverland2_05_e_67,True,,L_500,L_500,1.0,,,blanc_c,blanc_c,,,3,angry,,1,no,,5,think,,7,surprise
event_neverland2_05_e_68,40035,event_neverland2_05_e,Self,Locale_MainScenario:event_neverland2_05_e_68,False,,L_500,L_500,1.0,,,,,,,3,angry,,1,no,,5,think,,7,surprise
