id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_redash_04_1_17,80800,d_ex_redash_04_1,Speech,commander,Locale_SuddenStory:d_ex_redash_04_1_17,True,,2,2,1.0,,commander,,,,,1,idle,,3,no,,,,
d_ex_redash_04_1_18,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_18,True,,2,2,1.0,,redhood,,,,,1,surprise,,3,no,,,,
d_ex_redash_04_1_19,80800,d_ex_redash_04_1,Speech,commander,Locale_SuddenStory:d_ex_redash_04_1_19,True,,L_30,L_30,1.0,,commander,,,,,1,surprise,,3,surprise,,snowwhite_o,7,idle
d_ex_redash_04_1_20,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_20,True,ArkRuinIndoor,S_70,S_70,1.0,,snowwhite_o,sfx_scn_metalpartsassemble2,black,,,1,idle,,3,surprise,commander,,7,idle
d_ex_redash_04_1_21,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_21,True,,S_70,7,1.0,,snowwhite_o,,,,,1,idle,,,,,,7,sad
d_ex_redash_04_1_22,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_22,True,,7,6,1.0,,redhood,,,,,5,idle,,,,,,7,sad
d_ex_redash_04_1_23,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_23,True,,6,6,1.0,none,snowwhite_o,,,Low_2,,5,idle,,,,,,7,surprise
d_ex_redash_04_1_24,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_24,True,,6,6,1.0,bgm_story_languor,redhood,,,,,5,idle,,,,,,7,surprise
d_ex_redash_04_1_25,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_25,True,,6,6,1.0,,redhood,,,,,5,smile,,,,,,7,surprise
d_ex_redash_04_1_26,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_26,False,,6,6,1.0,,snowwhite_o,,,,,5,smile,,,,,,7,no
d_ex_redash_04_1_27,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_27,True,,6,6,1.0,,redhood,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_28,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_28,True,,6,6,1.0,,redhood,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_29,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_29,True,,6,6,1.0,,redhood,,,,,5,smile,,,,,,7,no
d_ex_redash_04_1_30,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_30,True,,6,6,1.0,,redhood,,,,,5,smile,,,,,,7,no
d_ex_redash_04_1_31,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_31,False,,6,6,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_32,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_32,True,,6,6,1.0,,redhood,,,,,5,smile,,,,,,7,no
d_ex_redash_04_1_33,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_33,False,,6,S_70,1.0,,snowwhite_o,,,,,5,smile,,,,,,7,no
d_ex_redash_04_1_34,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_34,False,,S_70,S_70,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_35,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_35,False,,S_70,S_70,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_36,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_36,False,,S_70,S_70,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_37,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_37,False,,S_70,S_70,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_38,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_38,False,,S_70,6,0.7,,snowwhite_o,,,,,5,idle,,,,,,7,surprise
d_ex_redash_04_1_39,80800,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_39,False,,6,6,1.0,,,,,,,5,smile,,,,,,7,surprise
d_ex_redash_04_1_40,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_40,True,,7,S_70,0.7,,snowwhite_o,,,Low_2,,5,smile,,,,,,7,angry
d_ex_redash_04_1_41,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_41,True,,5,50,0.7,,redhood,,,Low_2,,5,surprise,,,,,,7,angry
d_ex_redash_04_1_42,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_42,True,,50,50,1.0,,redhood,,,,,5,surprise,,,,,,7,angry
d_ex_redash_04_1_43,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_43,False,,S_70,S_70,1.0,,snowwhite_o,,,Low_2,,5,idle,,,,,,7,no
d_ex_redash_04_1_44,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_44,True,,50,50,1.0,,redhood,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_45,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_45,False,,S_70,S_70,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_46,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_46,False,,S_70,S_70,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_47,80800,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_47,False,,S_70,6,1.0,,,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_48,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_48,True,,6,6,1.0,,redhood,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_49,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_49,True,,6,6,1.0,,redhood,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_50,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_50,False,,6,6,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_51,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_51,True,,6,50,1.0,,redhood,,,,,5,smile,,,,,,7,no
d_ex_redash_04_1_52,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_52,True,,50,50,1.0,,redhood,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_53,80800,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_53,False,,17,170,0.3,,,sfx_scn_metalpartsassemble2,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_54,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_54,True,,S_70,S_700,0.5,,snowwhite_o,,,,,5,idle,,,,,,7,sad
d_ex_redash_04_1_55,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_55,True,,S_700,S_700,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,sad
d_ex_redash_04_1_56,80800,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_56,False,,17,170,0.3,,,sfx_scn_metalcrack,,Low_2,,5,idle,,,,,,7,surprise
d_ex_redash_04_1_57,80800,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_57,False,,170,170,1.0,,,,,Low_2,,5,idle,,,,,,7,surprise
d_ex_redash_04_1_58,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_58,False,,170,6,0.5,,redhood,,,,,5,shy_02,,,,,,7,no
d_ex_redash_04_1_59,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_59,False,,6,6,1.0,,snowwhite_o,,,,,5,shy_02,,,,,,7,no
d_ex_redash_04_1_60,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_60,True,,50,500,0.7,,redhood,,,,,5,panic,,,,,,7,no
d_ex_redash_04_1_61,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_61,True,,500,500,1.0,,redhood,,,,,5,panic,,,,,,7,no
d_ex_redash_04_1_62,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_62,True,,S_70,S_70,1.0,,snowwhite_o,,,,,5,panic,,,,,,7,angry
d_ex_redash_04_1_63,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_63,True,,S_70,S_70,1.0,,snowwhite_o,,,Low_2,,5,panic,,,,,,7,angry
d_ex_redash_04_1_64,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_64,True,,500,50,1.0,,redhood,,,,,5,panic,,,,,,7,angry
d_ex_redash_04_1_65,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_65,True,,50,50,1.0,,redhood,,,,,5,panic,,,,,,7,angry
d_ex_redash_04_1_66,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_66,True,,50,50,1.0,,redhood,,,,,5,panic,,,,,,7,angry
d_ex_redash_04_1_67,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_67,True,,50,50,1.0,,redhood,,,,,5,panic,,,,,,7,angry
d_ex_redash_04_1_68,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_68,True,,50,6,1.0,,snowwhite_o,,,,,5,panic,,,,,,7,shy
d_ex_redash_04_1_69,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_69,True,,6,6,1.0,,redhood,,,,,5,idle,,,,,,7,shy
d_ex_redash_04_1_70,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_70,False,,6,6,1.0,,snowwhite_o,,,,,5,idle,,,,,,7,no
d_ex_redash_04_1_71,80800,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_71,True,,5,50,0.7,,redhood,,,Low_2,,5,smile,,,,,,7,no
d_ex_redash_04_1_72,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_72,True,,7,S_70,0.3,,snowwhite_o,,,Low_2,,5,smile,,,,,,7,surprise
d_ex_redash_04_1_73,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_73,True,,S_70,S_70,1.0,,snowwhite_o,,,,,5,smile,,,,,,7,delight
d_ex_redash_04_1_74,80800,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_74,True,,S_70,S_700,0.5,,snowwhite_o,,,,,5,smile,,,,,,7,delight
d_ex_redash_04_1_75,80800,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_75,False,,black,black,1.0,,,sfx_scn_windowclack,,,,5,smile,,,,,,7,delight
