id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_bluewaterisland1_03_e_25,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_25,True,,1,1,1.0,,,,,,,1,think,,,,,,,,,
event_bluewaterisland1_03_e_26,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_26,True,,1,1,1.0,,,,,,,1,think,,,,,,,,,
event_bluewaterisland1_03_e_27,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_27,False,,1,1,1.0,,,,,,,1,think,,,,,,,,,
event_bluewaterisland1_03_e_28,40020,event_bluewaterisland1_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_03_e_28,True,,1,15,1.0,,none,,,,,1,idle,,pepper_s,14,angry,,neon_s,16,idle,
event_bluewaterisland1_03_e_29,40020,event_bluewaterisland1_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_03_e_29,True,,15,15,1.0,,,,,,,1,idle,,,14,angry,,,16,idle,
event_bluewaterisland1_03_e_30,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_30,False,,15,15,1.0,,,,,,,1,idle,,,14,angry,,,16,idle,
event_bluewaterisland1_03_e_31,40020,event_bluewaterisland1_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_03_e_31,True,,15,XS_140,1.0,,bgm_story_herecomestrouble,,,,,1,idle,,,14,angry,,,16,idle,
event_bluewaterisland1_03_e_32,40020,event_bluewaterisland1_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_03_e_32,True,,XS_140,XS_140,1.0,,,,,,,1,idle,,,14,angry,,,16,idle,
event_bluewaterisland1_03_e_33,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_33,False,,XS_140,XS_140,1.0,,,,,,,1,idle,,,14,angry,,,16,idle,
event_bluewaterisland1_03_e_34,40020,event_bluewaterisland1_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_03_e_34,False,,XS_140,1,1.0,sfx_scn_wavebreak,,,,Low_2,,1,idle,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_35,40020,event_bluewaterisland1_03_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_03_e_35,False,,1,1,1.0,,,,,,,1,idle,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_36,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_36,True,,1,1,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_37,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_37,False,,1,1,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_38,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_38,True,,1,10,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_39,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_39,True,,10,10,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_40,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_40,True,,10,10,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_41,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_41,True,,10,10,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_42,40020,event_bluewaterisland1_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_03_e_42,False,,10,1,1.0,sfx_scn_bigwavebreak,,,,Low_2,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_43,40020,event_bluewaterisland1_03_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_03_e_43,False,,1,1,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_44,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_44,False,,1,1,1.0,,,,,,,1,sad,,,14,idle,,,16,idle,
event_bluewaterisland1_03_e_45,40020,event_bluewaterisland1_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_03_e_45,True,,16,XS_160,1.0,,,,,,,1,idle,,,14,idle,,,16,delight,
event_bluewaterisland1_03_e_46,40020,event_bluewaterisland1_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_03_e_46,True,,XS_160,XS_160,1.0,,,,,,,1,idle,,,14,idle,,,16,delight,
event_bluewaterisland1_03_e_47,40020,event_bluewaterisland1_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_03_e_47,False,,black,black,1.0,,,,,,,1,idle,,,14,idle,,,16,delight,
event_bluewaterisland1_03_e_48,40020,event_bluewaterisland1_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_03_e_48,True,,XS_160,XS_1600,1.0,,,,,,,1,idle,,,14,idle,,,16,no,
event_bluewaterisland1_03_e_49,40020,event_bluewaterisland1_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_03_e_49,True,,XS_1600,XS_160,1.0,,,,,Low_2,,1,idle,,,14,idle,,,18,worry,
event_bluewaterisland1_03_e_50,40020,event_bluewaterisland1_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_03_e_50,False,,XS_160,XS_160,1.0,sfx_scn_bigwavebreak,,,,,,1,idle,,,14,idle,,,18,worry,neon_s
event_bluewaterisland1_03_e_51,40020,event_bluewaterisland1_03_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_03_e_51,False,,XS_160,XS_160,1.0,,,,,,,1,idle,,,14,idle,,,,,
event_bluewaterisland1_03_e_52,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_52,False,,XS_160,XS_160,1.0,,,,,,,1,idle,,,14,idle,,,,,
event_bluewaterisland1_03_e_53,40020,event_bluewaterisland1_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_03_e_53,True,,XS_160,XS_140,1.0,,,,,,,1,idle,,,14,surprise,,,,,
event_bluewaterisland1_03_e_54,40020,event_bluewaterisland1_03_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_03_e_54,True,,XS_140,XS_140,1.0,,,,,Low_2,,1,idle,,,14,surprise,,,,,
event_bluewaterisland1_03_e_55,40020,event_bluewaterisland1_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_03_e_55,True,,XS_140,14,1.0,,,,,Low_2,,1,idle,,,16,surprise,pepper_s,,,,
event_bluewaterisland1_03_e_56,40020,event_bluewaterisland1_03_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_03_e_56,False,,14,14,1.0,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland1_03_e_57,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_57,False,,14,1,1.0,,,,,,,1,sad,,,,,,,,,
event_bluewaterisland1_03_e_58,40020,event_bluewaterisland1_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_03_e_58,True,,1,1,1.0,,,,,,,1,sad,,,,,,,,,
event_bluewaterisland1_03_e_59,40020,event_bluewaterisland1_03_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_03_e_59,False,,1,1,1.0,,,,,,,1,sad,,,,,,,,,
event_bluewaterisland1_03_e_60,40020,event_bluewaterisland1_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_03_e_60,False,Sunset,black,black,1.0,,none,,,,,1,sad,mary_s,,,,,,,,
event_bluewaterisland1_03_e_61,40020,event_bluewaterisland1_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_03_e_61,False,,black,black,1.0,sfx_scn_bikeengine,bgm_story_tuffguys,,,,anis,2,idle,,sugar,12,idle,,,,,
event_bluewaterisland1_03_e_62,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_62,False,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,,,
event_bluewaterisland1_03_e_63,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_63,True,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,,,
event_bluewaterisland1_03_e_64,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_64,True,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,,,
event_bluewaterisland1_03_e_65,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_65,True,,20,1,1.0,,,,,,,2,idle,,,12,delight,,,,,
event_bluewaterisland1_03_e_66,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_66,True,,1,1,1.0,,,,,,,2,worry,,,12,idle,,,,,
event_bluewaterisland1_03_e_67,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_67,True,,1,1,1.0,,,,,,,2,worry,,,12,idle,,,,,
event_bluewaterisland1_03_e_68,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_68,True,,1,1,1.0,,,,,,,2,worry,,,12,idle,,,,,
event_bluewaterisland1_03_e_69,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_69,True,,1,1,1.0,,,,,,,2,worry,,,12,idle,,,,,
event_bluewaterisland1_03_e_70,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_70,True,,1,1,1.0,,,,,,,2,void,,,12,idle,,,,,
event_bluewaterisland1_03_e_71,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_71,True,,1,1,1.0,,,,,,,2,void,,,12,idle,,,,,
event_bluewaterisland1_03_e_72,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_72,True,,1,S_120,1.0,,,,,,,2,void,,,12,idle,,,,,
event_bluewaterisland1_03_e_73,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_73,True,,S_120,S_120,1.0,,,,,,,2,void,,,12,idle,,,,,
event_bluewaterisland1_03_e_74,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_74,False,,S_120,S_120,1.0,,,,,,,2,no,,,12,idle,,,,,
event_bluewaterisland1_03_e_75,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_75,True,,S_120,S_120,1.0,,,,,,,2,no,,,12,idle,,,,,
event_bluewaterisland1_03_e_76,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_76,True,,S_120,S_120,1.0,,,,,,,2,sad,,,12,idle,,,,,
event_bluewaterisland1_03_e_77,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_77,True,,S_120,S_120,1.0,,,,,,,2,sad,,,12,idle,,,,,
event_bluewaterisland1_03_e_78,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_78,True,,S_120,S_1200,1.0,,,,,,,2,void,,,12,delight,,,,,
event_bluewaterisland1_03_e_79,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_79,True,,S_1200,S_1200,1.0,,,,,,,2,void,,,12,delight,,,,,
event_bluewaterisland1_03_e_80,40020,event_bluewaterisland1_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_03_e_80,False,,S_1200,1,1.0,,,,,,,2,void,,,12,delight,,,,,
event_bluewaterisland1_03_e_81,40020,event_bluewaterisland1_03_e,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_03_e_81,True,,1,1,1.0,sfx_scn_bikeengine,,,,,,2,void,,,19,angry,sugar,,,,
event_bluewaterisland1_03_e_82,40020,event_bluewaterisland1_03_e,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_03_e_82,True,,1,20,1.0,,,,,,,2,angry,,,,,,,,,
