id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_filter_01,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_romanticvalentine_02_e_34,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_34,True,,70,700,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_35,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_35,True,,12,12,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_36,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_36,True,,12,12,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_37,40069,event_romanticvalentine_02_e,Choice,mast_m,,Locale_SubScenario:event_romanticvalentine_02_e_37,False,,12,12,1.0,,event_romanticvalentine_02_e_39,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_38,40069,event_romanticvalentine_02_e,Choice,mast_m,,Locale_SubScenario:event_romanticvalentine_02_e_38,False,,12,12,1.0,,event_romanticvalentine_02_e_39,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_39,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_39,True,,70,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_40,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_40,True,,70,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_41,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_41,False,,70,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_42,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_42,True,,70,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_43,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_43,True,,70,700,0.5,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_44,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_44,True,,700,700,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_45,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_45,False,,700,700,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_46,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_46,True,,700,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_47,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_47,True,,150,150,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_48,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_48,True,,150,150,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_49,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_49,True,,70,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_50,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_50,True,,70,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_51,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_51,False,,70,70,1.0,,,,,,,7,idle,,,3,surprise2,,,1,surprise,,,13,idle,,,15,delight,
event_romanticvalentine_02_e_52,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_52,True,,70,700,1.5,none,,,,,,7,idle,,,3,surprise2,trony_m,,1,surprise,mast_m,,13,idle,anchor_m,,15,delight,sin_m
event_romanticvalentine_02_e_53,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_53,False,,70,70,1.0,,,black,,,,7,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_e_54,40069,event_romanticvalentine_02_e,Monologue,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_54,False,,70,70,1.0,bgm_inark,,,,,,7,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_e_55,40069,event_romanticvalentine_02_e,Monologue,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_55,False,,70,70,1.0,,,,,,,7,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_e_56,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_56,True,,70,70,1.0,,,,,,,7,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_e_57,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_57,True,Storage,16,16,1.0,,,black,Grey,,,7,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_e_58,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_58,True,,16,16,1.0,,,,Grey,,,7,idle,,hesitantnikke,15,idle,,cheerfulnikke,17,idle,,,,,,,,,
event_romanticvalentine_02_e_59,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_59,False,,16,16,1.0,,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_60,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_60,True,,16,16,1.0,,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_61,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_61,True,,16,16,1.0,,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_62,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_62,True,,16,16,1.0,,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_63,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_63,True,,16,16,1.0,,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_64,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_64,False,,16,16,1.0,,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_65,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_65,False,,16,16,1.0,,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_66,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_66,True,,16,16,1.0,none,,,Grey,,,7,idle,,,15,idle,,,17,idle,,,,,,,,,
event_romanticvalentine_02_e_67,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_67,True,MaidCafe,70,70,1.0,bgm_story_weare,,black,,,,7,idle,,,15,idle,hesitantnikke,,17,idle,cheerfulnikke,,,,,,,,
event_romanticvalentine_02_e_68,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_68,True,,70,70,1.0,,,,,,,7,idle,,,,,,,,,,,,,,,,,
event_romanticvalentine_02_e_69,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_69,True,,70,70,1.0,,,,,,,7,idle,,,,,,mast_m,1,surprise,,anchor_m,13,idle,,sin_m,15,idle,
event_romanticvalentine_02_e_70,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_70,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,surprise,,,13,idle,,,15,idle,
event_romanticvalentine_02_e_71,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_71,False,,70,70,1.0,,,,,,,7,idle,,,,,,,1,surprise,,,13,idle,,,15,idle,
event_romanticvalentine_02_e_72,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_72,True,,12,12,1.0,,,,,,,7,idle,,,,,,,1,surprise,,,13,idle,,,15,idle,
event_romanticvalentine_02_e_73,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_73,True,,12,12,1.0,,,,,,,7,idle,,,,,,,1,surprise,,,13,idle,,,15,idle,
event_romanticvalentine_02_e_74,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_74,True,,12,12,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_75,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_75,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_76,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_76,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_77,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_77,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_78,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_78,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_79,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_79,True,,150,150,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_80,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_80,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_81,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_81,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_82,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_82,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_83,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_83,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_84,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_84,True,,70,70,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_85,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_85,True,,12,12,1.0,,,,,,,7,idle,,,,,,,1,idle2,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_86,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_86,True,,12,12,1.0,,,,,,,7,idle,,,,,,,1,angry,,,13,delight,,,15,idle,
event_romanticvalentine_02_e_87,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_87,True,,150,150,1.0,,,,,,,7,idle,,,,,,,1,angry,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_88,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_88,True,,S_10,S_10,1.0,,,,,,,7,idle,,,,,,,1,surprise,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_89,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_89,True,,S_10,30,1.0,,,,,,,7,idle,,trony_m,3,idle,,,1,surprise,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_90,40069,event_romanticvalentine_02_e,Monologue,trony_m,,Locale_SubScenario:event_romanticvalentine_02_e_90,False,,30,30,1.0,none,,,,sfx_scn_lightbutton,,7,idle,,,3,idle,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_91,40069,event_romanticvalentine_02_e,Self,trony_m,,Locale_SubScenario:event_romanticvalentine_02_e_91,False,,30,30,1.0,,,,,,,7,idle,,,3,idle,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_92,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_92,True,,30,30,1.0,,,,,,,7,idle,,,3,sad,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_93,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_93,True,,30,30,1.0,bgm_inark,,,,,,7,idle,,,3,idle,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_94,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_94,True,,30,4,0.5,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_95,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_95,True,,4,4,1.0,,,,,,,5,idle,,,3,surprise,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_96,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_96,True,,4,4,1.0,,,,,,,5,idle,,,3,surprise,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_97,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_97,True,,4,4,1.0,,,,,,,5,idle,,,3,surprise,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_98,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_98,False,,4,4,1.0,,,,,,,5,idle,,,3,surprise,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_99,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_99,True,,4,30,1.0,,,,,,,5,idle,,,3,sad,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_100,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_100,True,,30,30,1.0,,,,,,,5,idle,,,3,sad,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_101,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_101,True,,30,30,1.0,,,,,,,5,idle,,,3,sad,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_102,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_102,True,,30,30,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,delight,,,15,delight,
event_romanticvalentine_02_e_103,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_103,True,,30,30,1.0,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,delight,,,15,delight,
