id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_1yearalready_06_24,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_24,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_25,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_25,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_26,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_26,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_27,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_27,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_28,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_28,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_29,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_29,False,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_30,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_30,True,,XS_10,2,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_31,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_31,True,,2,2,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_32,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_32,True,,2,2,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_33,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_33,True,,2,2,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_34,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_34,True,,2,2,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_35,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_35,True,,13,S_130,0.6,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_36,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_36,True,,S_130,13,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_37,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_37,True,,13,13,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_38,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_38,True,,3,3,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_39,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_39,True,,3,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_40,130003,event_1yearalready_06,Choice,,,Locale_SubScenario:event_1yearalready_06_40,False,,XS_30,XS_30,1.0,,event_1yearalready_06_42,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_41,130003,event_1yearalready_06,Choice,,,Locale_SubScenario:event_1yearalready_06_41,False,,XS_30,XS_30,1.0,,event_1yearalready_06_55,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_42,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_42,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_43,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_43,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_44,130003,event_1yearalready_06,Monologue,,,Locale_SubScenario:event_1yearalready_06_44,False,,XS_30,XS_300,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_45,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_45,True,,XS_300,XS_300,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_46,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_46,True,,XS_300,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_47,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_47,True,,XS_30,XS_10,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_48,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_48,True,,XS_10,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_49,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_49,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_50,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_50,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_51,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_51,False,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_52,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_52,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_53,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_53,False,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_54,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_54,True,,S_130,13,1.0,,event_1yearalready_06_70,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_55,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_55,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_56,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_56,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_57,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_57,False,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_58,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_58,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_59,130003,event_1yearalready_06,Monologue,,,Locale_SubScenario:event_1yearalready_06_59,False,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_60,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_60,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_61,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_61,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_62,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_62,True,,XS_30,XS_10,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_63,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_63,True,,XS_10,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_64,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_64,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_65,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_65,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_66,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_66,False,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,,
event_1yearalready_06_67,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_67,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_68,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_68,False,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_69,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_69,True,,S_130,13,1.0,,event_1yearalready_06_70,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_70,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_70,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_71,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_71,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_72,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_72,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_73,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_73,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_74,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_74,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_75,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_75,False,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_76,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_76,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_77,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_77,True,,XS_30,3,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_78,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_78,True,,3,3,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_79,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_79,False,,3,3,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_80,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_80,True,,3,3,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,,
event_1yearalready_06_81,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_81,False,,black,black,1.0,,,,3,idle,,1,idle,,13,idle,noise,5,idle,,,,
event_1yearalready_06_82,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_82,True,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,,,,
event_1yearalready_06_83,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_83,True,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,,,,
event_1yearalready_06_84,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_84,True,,4,50,0.6,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_85,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_85,True,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_86,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_86,False,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_87,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_87,False,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_88,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_88,True,,50,5,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_89,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_89,True,,5,5,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,,,,
event_1yearalready_06_90,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_90,True,,5,5,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,,,,
event_1yearalready_06_91,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_91,True,,5,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,,,,
event_1yearalready_06_92,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_92,True,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_93,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_93,True,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_94,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_94,False,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_95,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_95,True,,4,50,0.6,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_96,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_96,True,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,sad,,,,
event_1yearalready_06_97,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_97,False,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,think,,,,
event_1yearalready_06_98,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_98,True,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_99,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_99,True,,50,2,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_100,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_100,True,,2,2,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_101,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_101,True,,2,13,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_102,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_102,False,,13,S_130,1.0,,,,3,idle,,1,idle,,13,idle,,5,shy,,,,
event_1yearalready_06_103,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_103,True,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,angry,,,,
event_1yearalready_06_104,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_104,True,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,angry,,,,
event_1yearalready_06_105,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_105,False,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,angry,,,,
event_1yearalready_06_106,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_106,True,,50,50,1.0,,,,3,idle,,1,idle,,13,idle,,5,angry,,,,
event_1yearalready_06_107,130003,event_1yearalready_06,Monologue,,,Locale_SubScenario:event_1yearalready_06_107,False,,black,black,1.0,,,,3,idle,,1,idle,,13,idle,,5,angry,,,,
event_1yearalready_06_108,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_108,True,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,angry,,,,
event_1yearalready_06_109,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_109,False,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,angry,,,,
event_1yearalready_06_110,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_110,True,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,,,,
event_1yearalready_06_111,130003,event_1yearalready_06,Speech,noise,noise,Locale_SubScenario:event_1yearalready_06_111,True,,4,4,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,,,,
event_1yearalready_06_112,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_112,False,,black,black,1.0,,,,3,idle,,1,idle,,13,idle,,5,idle,noise,exia,15,idle
event_1yearalready_06_113,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_113,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_114,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_114,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_115,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_115,True,,S_150,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_116,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_116,True,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_117,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_117,True,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_118,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_118,True,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_119,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_119,False,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_120,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_120,False,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_121,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_121,True,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_122,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_122,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_123,130003,event_1yearalready_06,Speech,mary,mary,Locale_SubScenario:event_1yearalready_06_123,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_124,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_124,True,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_125,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_125,True,,14,14,1.0,,,,3,idle,,1,idle,,13,idle,,,,,,15,idle
event_1yearalready_06_126,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_126,True,,14,14,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_127,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_127,True,,14,14,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,good
event_1yearalready_06_128,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_128,True,,14,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_129,130003,event_1yearalready_06,Self,,,Locale_SubScenario:event_1yearalready_06_129,False,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_130,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_130,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_131,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_131,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_132,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_132,True,,S_150,S_150,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_133,130003,event_1yearalready_06,Speech,exia,exia,Locale_SubScenario:event_1yearalready_06_133,True,,S_150,15,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_134,130003,event_1yearalready_06,Speech,pepper,pepper,Locale_SubScenario:event_1yearalready_06_134,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_135,130003,event_1yearalready_06,Speech,maiden_c,maiden_c,Locale_SubScenario:event_1yearalready_06_135,True,,XS_10,S_130,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
event_1yearalready_06_136,130003,event_1yearalready_06,Narration,,,Locale_SubScenario:event_1yearalready_06_136,False,,S_130,14,1.0,,,,3,idle,,1,idle,,13,shy,,,,,,15,idle
