id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
event_claymore_03_e_86,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_86,True,,5,special,,3,idle,,50,50,1.0,,clay
event_claymore_03_e_87,40050,event_claymore_03_e,Self,clay,Locale_SubScenario:event_claymore_03_e_87,False,,5,special,,3,idle,,50,50,1.0,,
event_claymore_03_e_88,40050,event_claymore_03_e,Monologue,clay,Locale_SubScenario:event_claymore_03_e_88,False,,5,sad,,3,idle,,50,50,1.0,,
event_claymore_03_e_89,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_89,True,,5,sad,,3,idle,,50,50,1.0,,clay
event_claymore_03_e_90,40050,event_claymore_03_e,Self,clay,Locale_SubScenario:event_claymore_03_e_90,False,,5,sad,,3,idle,,50,S_30,1.0,,
event_claymore_03_e_91,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_91,True,,5,sad,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_92,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_92,True,,5,sad,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_93,40050,event_claymore_03_e,Self,milk_n,Locale_SubScenario:event_claymore_03_e_93,False,,5,idle,,3,good,,S_30,S_30,1.0,,
event_claymore_03_e_94,40050,event_claymore_03_e,Self,milk_n,Locale_SubScenario:event_claymore_03_e_94,False,,5,idle,,3,good,,S_30,S_30,1.0,,
event_claymore_03_e_95,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_95,True,,5,idle,,3,good,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_96,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_96,True,,5,idle,,3,idle,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_97,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_97,True,,5,idle,,3,idle,,50,50,1.0,,clay
event_claymore_03_e_98,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_98,True,,5,idle,,3,idle,,50,50,1.0,,clay
event_claymore_03_e_99,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_99,True,,5,idle,,3,idle,,50,50,1.0,,clay
event_claymore_03_e_100,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_100,True,,5,idle,,3,idle,,50,4,1.0,,clay
event_claymore_03_e_101,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_101,True,,5,idle,,3,idle,,4,4,1.0,,milk_n
event_claymore_03_e_102,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_102,True,,5,no,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_103,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_103,True,,5,no,,3,idle,,4,4,1.0,,clay
event_claymore_03_e_104,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_104,True,,5,no,,3,idle,,4,4,1.0,,milk_n
event_claymore_03_e_105,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_105,True,,5,no,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_106,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_106,True,,5,no,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_107,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_107,True,,5,sad,,3,good,,4,4,1.0,,clay
event_claymore_03_e_108,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_108,True,,5,sad,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_109,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_109,True,,5,sad,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_110,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_110,True,,5,sad,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_111,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_111,True,,5,sad,,3,good,,4,4,1.0,,milk_n
event_claymore_03_e_112,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_112,False,,5,shy,,3,good,,4,4,1.0,,clay
event_claymore_03_e_113,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_113,True,,5,shy,,3,surprise,,4,S_30,1.0,,milk_n
event_claymore_03_e_114,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_114,True,,5,shy,,3,surprise,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_115,40050,event_claymore_03_e,Monologue,milk_n,Locale_SubScenario:event_claymore_03_e_115,False,,5,shy,,3,surprise,,black,black,1.0,,
event_claymore_03_e_116,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_116,True,,5,shy,,3,surprise,,50,50,1.0,,clay
event_claymore_03_e_117,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_117,True,,5,shy,,3,surprise,,50,500,0.7,,clay
event_claymore_03_e_118,40050,event_claymore_03_e,Speech,clay,Locale_SubScenario:event_claymore_03_e_118,True,,5,shy,,3,surprise,,500,500,1.0,,clay
event_claymore_03_e_119,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_119,True,,5,shy,,3,surprise,,S_30,S_30,1.0,,milk_n
event_claymore_03_e_120,40050,event_claymore_03_e,Speech,milk_n,Locale_SubScenario:event_claymore_03_e_120,True,,5,shy,,3,good,,S_30,S_30,1.0,,milk_n
