id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,is_exit_scenario,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
snowfall_episode_noirblanc_03_31,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_31,True,,1,surprise,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,idle
snowfall_episode_noirblanc_03_32,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_32,True,,1,surprise,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,idle
snowfall_episode_noirblanc_03_33,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_33,True,,1,surprise,,3,think,,12,12,1.0,,,,blanc_c,blanc_c,,15,idle
snowfall_episode_noirblanc_03_34,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_34,True,,1,idle,,3,think,,12,12,1.0,,,,noir_c,noir_c,,15,idle
snowfall_episode_noirblanc_03_35,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_35,True,,1,idle,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,idle
snowfall_episode_noirblanc_03_36,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_36,True,,1,idle,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,idle
snowfall_episode_noirblanc_03_37,80903,snowfall_episode_noirblanc_03,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_03_37,False,,1,idle,,3,think,,150,150,1.0,,,,,,,15,idle
snowfall_episode_noirblanc_03_38,80903,snowfall_episode_noirblanc_03,Self,Locale_SubScenario:snowfall_episode_noirblanc_03_38,False,,1,idle,,3,think,,150,150,1.0,,,,,,,15,idle
snowfall_episode_noirblanc_03_39,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_39,True,,1,idle,,3,think,,150,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_40,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_40,True,,1,idle,,3,idle,,15,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_41,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_41,True,,1,idle,,3,idle,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_42,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_42,True,,1,idle,,3,idle,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_43,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_43,True,,1,surprise,,3,idle,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_44,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_44,True,,1,surprise,,3,idle,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_45,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_45,True,,1,surprise,,3,idle,,12,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_46,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_46,True,,1,surprise,,3,idle,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_47,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_47,True,,1,surprise,,3,idle,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_48,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_48,True,,1,surprise,,3,idle,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_49,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_49,True,,1,surprise,,3,idle,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_50,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_50,True,,1,surprise,,3,idle,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_51,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_51,True,,1,surprise,,3,idle,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_52,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_52,True,,1,surprise,,3,no,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_53,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_53,True,,1,surprise,,3,no,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_54,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_54,True,,1,surprise,,3,no,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_55,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_55,True,,1,surprise,,3,no,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,sad
snowfall_episode_noirblanc_03_56,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_56,True,,1,surprise,,3,no,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,sad
snowfall_episode_noirblanc_03_57,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_57,True,,1,surprise,,3,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,15,sad
snowfall_episode_noirblanc_03_58,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_58,True,,1,surprise,,3,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,15,sad
snowfall_episode_noirblanc_03_59,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_59,True,,1,surprise,,3,think,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,15,sad
snowfall_episode_noirblanc_03_60,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_60,True,,1,idle,,3,think,,L_10,L_10,1.0,,,,noir_c,noir_c,,15,sad
snowfall_episode_noirblanc_03_61,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_61,False,,1,idle,,3,think,,L_10,1,1.0,,,,noir_c,noir_c,,15,sad
snowfall_episode_noirblanc_03_62,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_62,True,,1,idle,,3,think,,1,1,1.0,,,,noir_c,noir_c,,15,sad
snowfall_episode_noirblanc_03_63,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_63,True,,1,idle,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_64,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_64,True,,1,idle,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_65,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_65,True,,1,idle,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_66,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_66,True,,1,idle,,3,think,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_67,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_67,True,,1,idle,,3,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_68,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_68,True,,1,idle,,3,idle,,L_10,L_10,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_69,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_69,True,,1,idle,,3,idle,,150,150,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_70,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_70,True,,1,idle,,3,idle,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_71,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_71,True,,1,idle,,3,idle,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_72,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_72,True,,1,idle,,3,idle,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_73,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_73,True,,1,idle,,3,idle,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_74,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_74,True,,1,idle,,3,idle,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_75,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_75,True,,1,idle,,3,idle,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_76,80903,snowfall_episode_noirblanc_03,Self,Locale_SubScenario:snowfall_episode_noirblanc_03_76,False,,1,idle,,3,idle,,12,12,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_77,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_77,True,,1,idle,,3,no,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_78,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_78,True,,1,idle,,3,no,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_79,80903,snowfall_episode_noirblanc_03,Self,Locale_SubScenario:snowfall_episode_noirblanc_03_79,False,,1,idle,,3,no,,12,12,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_80,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_80,True,,1,surprise,,3,no,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_81,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_81,True,,1,surprise,,3,no,,12,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_82,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_82,True,,1,surprise,,3,no,,15,15,1.0,,,,ludmilla_w,ludmilla_w,,15,think
snowfall_episode_noirblanc_03_83,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_83,False,,1,surprise,,3,no,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_84,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_84,False,,1,surprise,,3,no,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_85,80903,snowfall_episode_noirblanc_03,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_03_85,False,,1,surprise,,3,no,,12,12,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_86,80903,snowfall_episode_noirblanc_03,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_03_86,False,,1,surprise,,3,no,,12,12,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_87,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_87,True,,1,shy,,3,think,,12,12,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_88,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_88,True,,1,shy,,3,think,,12,12,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_89,80903,snowfall_episode_noirblanc_03,Self,Locale_SubScenario:snowfall_episode_noirblanc_03_89,False,,1,shy,,3,think,,12,12,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_90,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_90,True,,1,idle,,3,idle,,12,L_130,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_91,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_91,True,,1,idle,,3,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_92,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_92,True,,1,idle,,3,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_93,80903,snowfall_episode_noirblanc_03,Self,Locale_SubScenario:snowfall_episode_noirblanc_03_93,False,,1,idle,,3,idle,,L_130,L_130,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_94,80903,snowfall_episode_noirblanc_03,Self,Locale_SubScenario:snowfall_episode_noirblanc_03_94,False,,1,idle,,3,idle,,L_130,L_130,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_95,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_95,True,,1,idle,,3,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,15,think
snowfall_episode_noirblanc_03_96,80903,snowfall_episode_noirblanc_03,Speech,Locale_SubScenario:snowfall_episode_noirblanc_03_96,True,,1,idle,,3,idle,,L_130,L_10,1.0,,,,noir_c,noir_c,,15,think
snowfall_episode_noirblanc_03_97,80903,snowfall_episode_noirblanc_03,Self,Locale_SubScenario:snowfall_episode_noirblanc_03_97,False,,1,idle,,3,idle,,L_10,L_10,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_98,80903,snowfall_episode_noirblanc_03,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_03_98,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,15,think
snowfall_episode_noirblanc_03_99,80903,snowfall_episode_noirblanc_03,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_03_99,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,15,think
