id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_overthehorizon_01_e_16,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_16,True,,30,30,1.0,,cielo,cielo,,,3,delight_02,,1,idle,,13,idle,,15,idle,,17,delight,,5,think
event_overthehorizon_01_e_17,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_17,True,,30,31,1.0,,sora,sora,,,3,delight_02,,1,idle,,13,idle,,15,idle,,17,delight,,5,think
event_overthehorizon_01_e_18,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_18,False,,31,31,1.0,,cielo,cielo,,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_19,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_19,True,,31,31,1.0,,cielo,cielo,,,3,no_2,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_20,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_20,True,,31,3,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_21,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_21,True,,3,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_22,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_22,True,,30,300,0.5,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_23,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_23,False,,300,300,1.0,,cielo,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_24,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_24,True,,300,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_25,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_25,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_26,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_26,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_27,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_27,True,,130,130,1.0,,rapi,rapi,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_28,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_28,True,,130,150,1.0,,anis,anis,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_29,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_29,True,,150,S_170,1.0,,neon,neon,,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,5,think
event_overthehorizon_01_e_30,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_30,True,,30,30,1.0,,cielo,cielo,,,3,delight,,1,idle,,13,idle,,15,idle,,17,delight,,5,think
event_overthehorizon_01_e_31,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_31,True,,30,30,1.0,,cielo,cielo,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_32,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_32,True,,30,30,1.0,,cielo,cielo,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_33,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_33,True,,S_170,S_170,1.0,,neon,neon,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_34,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_34,True,,S_170,S_170,1.0,,neon,neon,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_35,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_35,True,,30,30,1.0,,cielo,cielo,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_36,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_36,True,,30,XS_50,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_37,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_37,True,,XS_50,XS_50,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_38,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_38,True,,XS_50,XS_50,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_39,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_39,True,,XS_50,XS_50,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_40,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_40,True,,XS_50,XS_500,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_41,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_41,True,,XS_500,XS_500,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_42,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_42,True,,XS_500,XS_500,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_43,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_43,True,,XS_500,XS_500,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_44,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_44,True,,XS_500,XS_500,1.0,,sky,sky,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_45,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_45,False,,XS_500,XS_500,1.0,,sky,,,,3,sad,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_46,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_46,True,,XS_500,300,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_47,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_47,True,,300,300,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_48,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_48,True,,300,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_49,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_49,True,,S_170,S_170,1.0,,neon,neon,,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,5,think
event_overthehorizon_01_e_50,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_50,False,,30,300,0.5,,cielo,cielo,,,3,delight_02,,1,idle,,13,idle,,15,idle,,17,delight,,5,think
event_overthehorizon_01_e_51,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_51,True,,300,300,1.0,,cielo,cielo,,,3,delight_02,,1,idle,,13,idle,,15,idle,,17,delight,,5,think
event_overthehorizon_01_e_52,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_52,True,,300,300,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_53,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_53,True,,300,300,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_54,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_54,True,,300,300,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_55,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_55,False,,300,300,1.0,,cielo,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_56,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_56,True,,300,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_57,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_57,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_58,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_58,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_59,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_59,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_60,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_60,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_61,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_61,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_62,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_62,True,,S_170,S_170,1.0,,neon,neon,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_63,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_63,True,,S_170,S_170,1.0,,neon,neon,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_64,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_64,True,,130,130,1.0,,rapi,rapi,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_65,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_65,False,,130,30,1.5,,rapi,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_66,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_66,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_67,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_67,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_68,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_68,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_69,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_69,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_70,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_70,True,,30,30,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,think
event_overthehorizon_01_e_71,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_71,True,,30,53,1.0,,sky,sky,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_72,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_72,True,,53,53,1.0,,sky,sky,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_73,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_73,True,,53,53,1.0,,cielo,cielo,,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_74,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_74,True,,53,53,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_75,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_75,True,,53,53,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_76,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_76,True,,53,53,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_77,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_77,True,,53,53,1.0,,sky,sky,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_78,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_78,True,,53,53,1.0,,sky,sky,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_79,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_79,True,,53,53,1.0,,sky,sky,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_80,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_80,False,,53,53,1.0,,sky,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_81,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_81,True,,30,300,0.7,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_82,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_82,True,,300,300,1.0,,cielo,cielo,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,idle
event_overthehorizon_01_e_83,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_83,False,,black,black,1.0,none,cielo,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_84,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_84,False,,30,300,1.5,,cielo,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_85,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_85,False,,300,300,1.0,bgm_story_tepidappleade,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_86,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_86,False,,300,100,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_87,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_87,False,,100,100,1.0,,sora,sora,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_88,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_88,False,,100,10,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_89,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_89,False,,10,10,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_90,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_90,False,,10,10,1.0,,sora,,,,5,idle,,1,delight,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_91,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_91,False,,10,10,1.0,,sora,,,,5,idle,,1,delight,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_92,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_92,False,,10,30,1.0,,sora,,,,5,idle,,1,delight,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_93,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_93,False,,30,30,1.0,,sora,,,,5,idle,,1,delight,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_94,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_94,False,,30,300,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_95,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_95,False,,300,100,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_96,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_96,False,,100,100,1.0,,sora,sora,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_97,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_97,False,,100,100,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_98,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_98,False,,100,100,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_99,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_99,False,,100,100,1.0,,sora,,,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_100,40081,event_overthehorizon_01_e,Narration,Locale_SubScenario:event_overthehorizon_01_e_100,False,,100,10,0.5,,sora,,sfx_scn_kiss,,5,idle,,1,shy,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_101,40081,event_overthehorizon_01_e,Self,Locale_SubScenario:event_overthehorizon_01_e_101,False,,10,10,1.0,,sora,,,,5,idle,,1,shy,,13,idle,,15,idle,,17,idle,,7,idle
event_overthehorizon_01_e_102,40081,event_overthehorizon_01_e,Monologue,Locale_SubScenario:event_overthehorizon_01_e_102,False,,black,black,1.0,,sora,,,,3,idle,,1,shy,,15,idle,,13,idle,,17,idle,,5,idle
event_overthehorizon_01_e_103,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_103,True,,100,100,1.0,,sora,sora,,,3,idle,,1,idle,,15,idle,,13,idle,,17,idle,,5,idle
event_overthehorizon_01_e_104,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_104,True,,1300,130,1.0,,anis,anis,,,3,idle,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_105,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_105,True,,130,113,1.0,,sora,sora,,,3,idle,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_106,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_106,True,,113,113,1.0,,sora,sora,,,3,idle,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_107,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_107,True,,113,113,1.0,,anis,anis,,,3,idle,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_108,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_108,True,,113,113,1.0,,sora,sora,,,3,idle,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_109,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_109,True,,113,113,1.0,,anis,anis,,,3,idle,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_110,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_110,True,,113,3,1.5,,cielo,cielo,,,3,sad,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_111,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_111,True,,3,53,1.0,,sky,sky,,,3,sad,,1,idle,,15,idle,,13,angry,,17,idle,,5,no
event_overthehorizon_01_e_112,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_112,True,,53,53,1.0,,sky,sky,,,3,sad,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_113,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_113,True,,53,53,1.0,,cielo,cielo,,,3,surprise,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_114,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_114,True,,53,53,1.0,,sky,sky,,,3,surprise,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
event_overthehorizon_01_e_115,40081,event_overthehorizon_01_e,Speech,Locale_SubScenario:event_overthehorizon_01_e_115,True,,53,31,1.5,,sora,sora,,,3,surprise,,1,idle,,15,idle,,13,angry,,17,idle,,5,idle
