id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id
event_overthehorizon_05_s_20,40081,event_overthehorizon_05_s,Speech,Locale_SubScenario:event_overthehorizon_05_s_20,True,,10,100,1.0,,,1,idle,sora,sora,
event_overthehorizon_05_s_21,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_21,False,,100,100,1.0,,,1,idle,sora,,
event_overthehorizon_05_s_22,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_22,False,,100,100,1.0,,,1,idle,sora,,
event_overthehorizon_05_s_23,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_23,False,,100,100,1.0,,,1,idle,sora,,
event_overthehorizon_05_s_24,40081,event_overthehorizon_05_s,Self,Locale_SubScenario:event_overthehorizon_05_s_24,False,,100,100,1.0,,,1,idle,sora,,
event_overthehorizon_05_s_25,40081,event_overthehorizon_05_s,Speech,Locale_SubScenario:event_overthehorizon_05_s_25,True,,100,10,1.0,,,1,idle,sora,sora,
event_overthehorizon_05_s_26,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_26,False,,10,10,1.0,,,1,idle,sora,,sora
event_overthehorizon_05_s_27,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_27,False,,10,10,1.0,,,,,sora,,
event_overthehorizon_05_s_28,40081,event_overthehorizon_05_s,Self,Locale_SubScenario:event_overthehorizon_05_s_28,False,,10,10,1.0,,,,,sora,,
event_overthehorizon_05_s_29,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_29,False,,10,10,1.0,,,,,sora,,
event_overthehorizon_05_s_30,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_30,False,,10,10,1.0,,,,,sora,,
event_overthehorizon_05_s_31,40081,event_overthehorizon_05_s,Self,Locale_SubScenario:event_overthehorizon_05_s_31,False,,10,10,1.0,,,,,sora,,
event_overthehorizon_05_s_32,40081,event_overthehorizon_05_s,Speech,Locale_SubScenario:event_overthehorizon_05_s_32,True,,black,black,1.0,none,,,,sora,sora,
event_overthehorizon_05_s_33,40081,event_overthehorizon_05_s,Self,Locale_SubScenario:event_overthehorizon_05_s_33,False,,10,100,1.0,,,,,sora,,
event_overthehorizon_05_s_34,40081,event_overthehorizon_05_s,Monologue,Locale_SubScenario:event_overthehorizon_05_s_34,False,,100,100,1.0,,,,,sora,,
event_overthehorizon_05_s_35,40081,event_overthehorizon_05_s,Speech,Locale_SubScenario:event_overthehorizon_05_s_35,True,,black,black,1.0,,,,,sora,sora,
