id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_exnii2_05_s_13,40071,event_exnii2_05_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_05_s_13,True,,1,idle,,13,idle,,3,idle,,,,,6,6,1.0,,,7,sorrow,,5,idle,,,,,,,,,,,
event_exnii2_05_s_14,40071,event_exnii2_05_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_05_s_14,True,,1,idle,,13,idle,,3,idle,,,,,6,3,1.0,,,7,sorrow,,5,idle,,,,,,,,,,,
event_exnii2_05_s_15,40071,event_exnii2_05_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_05_s_15,True,,1,idle,,13,idle,,3,idle,,,,,3,3,1.0,,,7,idle,,5,idle,,,,,,,,,,,
event_exnii2_05_s_16,40071,event_exnii2_05_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_05_s_16,True,,1,idle,,13,idle,,3,idle,,,,,3,3,1.0,,,7,idle,,5,idle,,,,,,,,,,,
event_exnii2_05_s_17,40071,event_exnii2_05_s,Self,helm,,Locale_SubScenario:event_exnii2_05_s_17,False,,1,idle,,13,idle,,3,no,,,,,3,3,1.0,,,7,idle,,5,idle,,,,,,,,,,,
event_exnii2_05_s_18,40071,event_exnii2_05_s,Self,helm,,Locale_SubScenario:event_exnii2_05_s_18,False,,1,idle,,13,idle,,3,no,,,,,3,3,1.0,,,7,idle,,5,idle,,,,,,,,,,,
event_exnii2_05_s_19,40071,event_exnii2_05_s,Narration,ce005_01,,Locale_SubScenario:event_exnii2_05_s_19,False,,1,idle,,13,idle,ce005_02,5,no,,,,NikkeCorridor,black,black,1.0,,,7,idle,ce005_01,3,idle,,rapi,anis,helm,liter,centi,sfx_scn_knock,black,,,
event_exnii2_05_s_20,40071,event_exnii2_05_s,Narration,ce005_01,,Locale_SubScenario:event_exnii2_05_s_20,False,,,,,,,,5,no,,,,,3,3,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_21,40071,event_exnii2_05_s,Narration,ce005_01,,Locale_SubScenario:event_exnii2_05_s_21,False,,,,,,,,5,no,,,,,3,3,1.0,,,,,,3,surprise,,,,,,,,,,,
event_exnii2_05_s_22,40071,event_exnii2_05_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_05_s_22,True,,,,,,,,5,no,,,,,3,event_exnii_talk_12,1.0,,,,,,3,surprise,,,,,,,,,,,
event_exnii2_05_s_23,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_23,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_24,40071,event_exnii2_05_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_05_s_24,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_25,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_25,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_26,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_26,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_27,40071,event_exnii2_05_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_05_s_27,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_28,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_28,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_29,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_29,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_30,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_30,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_31,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_31,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_32,40071,event_exnii2_05_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_05_s_32,True,,,,,,,,5,no,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,no,,,,,,,,,,,
event_exnii2_05_s_33,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_33,True,,,,,,,,5,think,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,no,,,,,,,,,,,
event_exnii2_05_s_34,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_34,False,,,,,,,,5,think,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,no,,,,,,,,,,,
event_exnii2_05_s_35,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_35,True,,,,,,,,5,shy,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_36,40071,event_exnii2_05_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_05_s_36,True,,,,,,,,5,shy,,,,,event_exnii_talk_12,event_exnii_talk_12,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_37,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_37,True,,,,,,,,5,shy,,,,,event_exnii_talk_12,5,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_38,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_38,True,,,,,,,,5,shy,,,,,5,5,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_39,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_39,True,,,,,,,,5,shy,,,,,5,5,1.0,,,,,,3,idle,,,,,,,,,,,
event_exnii2_05_s_40,40071,event_exnii2_05_s,Self,ce005_02,,Locale_SubScenario:event_exnii2_05_s_40,False,rapi,1,idle,anis,13,idle,,3,think,,,,BriefingRoom,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,3,idle,,,,,,ce005_01,,black,,,
event_exnii2_05_s_41,40071,event_exnii2_05_s,Self,ce005_02,,Locale_SubScenario:event_exnii2_05_s_41,False,,1,idle,,13,idle,,3,think,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,,,,,,,,
event_exnii2_05_s_42,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_42,,,1,idle,,13,idle,,3,think,,,,,event_exnii_talk_06,3,1.0,,,,,,,,,,,,,,,,,,
event_exnii2_05_s_43,40071,event_exnii2_05_s,Self,ce005_02,,Locale_SubScenario:event_exnii2_05_s_43,False,,1,idle,,13,idle,,3,think,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,
event_exnii2_05_s_44,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_44,True,,1,idle,,13,idle,,3,think,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,
event_exnii2_05_s_45,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_45,True,,1,idle,,13,idle,,3,think,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,
event_exnii2_05_s_46,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_46,True,,1,idle,,13,idle,,3,think,,,,,3,3,1.0,,,,,,,,,,,,,,,,,,
event_exnii2_05_s_47,40071,event_exnii2_05_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_05_s_47,False,,1,think,,13,idle,,3,think,,,,,3,event_exnii_talk_06,1.0,,,,,,,,,,,,,,,,neon,15,idle
event_exnii2_05_s_48,40071,event_exnii2_05_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_05_s_48,True,,1,idle,,13,idle,,3,think,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,,,,,,,15,idle
event_exnii2_05_s_49,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_49,True,,1,idle,,13,idle,,3,surprise,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,,,,,,,15,idle
event_exnii2_05_s_50,40071,event_exnii2_05_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_05_s_50,True,,1,idle,,13,idle,,3,surprise,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,,,,,,,15,delight
event_exnii2_05_s_51,40071,event_exnii2_05_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_05_s_51,True,,1,idle,,13,idle,,3,no,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,,,,,,,15,delight
event_exnii2_05_s_52,40071,event_exnii2_05_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_05_s_52,True,,1,delight,,13,delight,,3,no,,,,,event_exnii_talk_06,10,1.0,,,,,,,,,,,,,,,,,15,delight
event_exnii2_05_s_53,40071,event_exnii2_05_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_05_s_53,True,,1,delight,,13,delight,,3,no,,,,,10,event_exnii_talk_13,1.0,,,,,,,,,,,,,,,,,15,delight
event_exnii2_05_s_54,40071,event_exnii2_05_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_05_s_54,True,,1,delight,,13,delight,,3,no,,,,,event_exnii_talk_13,event_exnii_talk_13,1.0,,,,,,,,,,,,,,,,,15,no
event_exnii2_05_s_55,40071,event_exnii2_05_s,Self,neon,,Locale_SubScenario:event_exnii2_05_s_55,False,,1,delight,,13,delight,,3,idle,,,,,event_exnii_talk_13,event_exnii_talk_13,1.0,,,,,,,,,,,,,,,,,15,no
event_exnii2_05_s_56,40071,event_exnii2_05_s,Self,rapi,,Locale_SubScenario:event_exnii2_05_s_56,False,,1,idle,,13,delight,,3,idle,,,,,event_exnii_talk_13,1,1.0,,,,,,,,,,,,,,,,,15,no
event_exnii2_05_s_57,40071,event_exnii2_05_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_05_s_57,True,,1,idle,,13,delight,,3,idle,,,,,1,10,1.0,,,,,,,,,,,,,,,,,15,surprise
event_exnii2_05_s_58,40071,event_exnii2_05_s,Self,rapi,,Locale_SubScenario:event_exnii2_05_s_58,False,,1,idle,,13,delight,,3,idle,,,,,10,10,1.0,,,,,,,,,,,,,,,,,15,surprise
