id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade,play_sound
event_ce003_1_04_s_11,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_11,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,2,30,1.0,,,,,,,,,
event_ce003_1_04_s_12,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_12,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,
event_ce003_1_04_s_13,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_13,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,
event_ce003_1_04_s_14,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_14,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,
event_ce003_1_04_s_15,40041,event_ce003_1_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_s_15,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,,,,,,,
event_ce003_1_04_s_16,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_16,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,none,,,,,,,,
event_ce003_1_04_s_17,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_17,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,
event_ce003_1_04_s_18,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_18,True,,7,idle,,5,idle,,3,idle,ce003_event,1,idle,,13,idle,,15,idle,none,ce003_1_01,ce003_1_02,1.0,event_bgm_ce003_main,soda,cocoa,ade,ce_003_02,ce_003_01,ce_003_03,black,
event_ce003_1_04_s_19,40041,event_ce003_1_04_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_s_19,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_02,ce003_1_02,1.0,,,,,,,,,
event_ce003_1_04_s_20,40041,event_ce003_1_04_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_s_20,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_02,ce003_1_02,1.0,,,,,,,,,
event_ce003_1_04_s_21,40041,event_ce003_1_04_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_s_21,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_02,ce003_1_02,1.0,,,,,,,,,
event_ce003_1_04_s_22,40041,event_ce003_1_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_s_22,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_02,ce003_1_02,1.0,,,,,,,,,
event_ce003_1_04_s_23,40041,event_ce003_1_04_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_s_23,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_02,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_24,40041,event_ce003_1_04_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_s_24,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_25,40041,event_ce003_1_04_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_s_25,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_26,40041,event_ce003_1_04_s,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_s_26,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_27,40041,event_ce003_1_04_s,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_s_27,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_28,40041,event_ce003_1_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_s_28,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_29,40041,event_ce003_1_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_s_29,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_30,40041,event_ce003_1_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_s_30,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_31,40041,event_ce003_1_04_s,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_s_31,True,,,,,,,,,,,1,idle,,,,,,,,ce003_1_03,ce003_1_03,1.0,,,,,,,,,
event_ce003_1_04_s_32,40041,event_ce003_1_04_s,Narration,,,Locale_SubScenario:event_ce003_1_04_s_32,False,soda,7,idle,cocoa,5,idle,ade,3,idle,ce_003_02,1,idle,ce_003_01,13,idle,ce_003_03,15,idle,ShoppingMall,14,2,2.0,,,,,ce003_event,,,black,
event_ce003_1_04_s_33,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_33,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,2,30,1.0,,,,,,,,,
event_ce003_1_04_s_34,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_34,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,
event_ce003_1_04_s_35,40041,event_ce003_1_04_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_s_35,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,XS_50,1.0,,,,,,,,,
event_ce003_1_04_s_36,40041,event_ce003_1_04_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_s_36,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,,,,,,,,
event_ce003_1_04_s_37,40041,event_ce003_1_04_s,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_1_04_s_37,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,,,,,,,,
event_ce003_1_04_s_38,40041,event_ce003_1_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_s_38,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,surprise,,150,150,1.0,,,,,,,,,
event_ce003_1_04_s_39,40041,event_ce003_1_04_s,Monologue,ce_003_03,,Locale_SubScenario:event_ce003_1_04_s_39,False,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,surprise,,150,S_130,1.0,,,cocoa,,,,ce_003_03,,sfx_scn_autodooropen
event_ce003_1_04_s_40,40041,event_ce003_1_04_s,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_04_s_40,False,,7,idle,,,,,3,idle,,1,idle,,13,idle,,,,,S_130,S_130,1.0,,,,,,,,,
event_ce003_1_04_s_41,40041,event_ce003_1_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_s_41,True,,7,idle,,,,,3,idle,,1,idle,,13,idle,,,,,S_130,S_130,1.0,,,,,,,,,
event_ce003_1_04_s_42,40041,event_ce003_1_04_s,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_s_42,True,,7,think,,,,,3,idle,,1,idle,,13,idle,,,,,S_70,S_70,1.0,,,,,,,,,
event_ce003_1_04_s_43,40041,event_ce003_1_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_s_43,True,,7,idle,,,,,3,idle,,1,idle,,13,idle,,,,,S_130,S_130,1.0,,,,,,,,,
event_ce003_1_04_s_44,40041,event_ce003_1_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_s_44,True,,7,idle,,,,,3,idle,,1,idle,,13,idle,,,,,S_130,S_130,1.0,,,,,,,,,
event_ce003_1_04_s_45,40041,event_ce003_1_04_s,Speech,soda,soda,Locale_SubScenario:event_ce003_1_04_s_45,True,,7,shy,,,,,3,idle,,1,idle,,13,idle,,,,,S_70,S_70,1.0,,,,,,,,,
event_ce003_1_04_s_46,40041,event_ce003_1_04_s,Monologue,soda,,Locale_SubScenario:event_ce003_1_04_s_46,False,,7,shy,,,,,3,idle,,1,idle,,13,idle,,,,,S_70,7,1.0,,soda,,,,ce_003_01,,,sfx_scn_autodooropen
event_ce003_1_04_s_47,40041,event_ce003_1_04_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_s_47,True,,,,,,,,3,idle,,1,delight,,,,,,,,10,10,1.0,,,,,,,,,
event_ce003_1_04_s_48,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_48,True,,,,,,,,3,idle,,1,idle,,,,,,,,10,2,1.0,,,,,,,,,
event_ce003_1_04_s_49,40041,event_ce003_1_04_s,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_s_49,True,,,,,,,,3,idle,,1,idle,,,,,,,,2,2,1.0,,,,,,,,,
event_ce003_1_04_s_50,40041,event_ce003_1_04_s,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_s_50,True,,,,,,,,3,idle,,1,idle,,,,,,,,2,2,1.0,,,,,,,,,
