id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,speaker,characters/0/hide_char_id,set_filter_01,set_filter_02,set_camera_shake
event_beautyfullshot2_02_s_22,40052,event_beautyfullshot2_02_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_22,False,,,,,sandcastle_02,sandcastle_02,1.0,,,,,,,,
event_beautyfullshot2_02_s_23,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_23,True,,,,,sandcastle_02,sandcastle_03,2.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_24,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_24,True,,,,,sandcastle_03,sandcastle_03,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_25,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_25,True,,,,,sandcastle_03,sandcastle_03,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_26,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_26,False,sakura_s,1,smile,BeachCave_n,black,black,1.0,,,,,,,,
event_beautyfullshot2_02_s_27,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_27,True,,1,shy,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_28,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_28,True,,1,shy,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_29,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_29,True,,1,shy,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_30,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_30,False,,1,shy,,10,10,1.0,,,,,,,,
event_beautyfullshot2_02_s_31,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_31,False,,1,shy,,10,100,1.0,,,,,,,,
event_beautyfullshot2_02_s_32,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_32,False,,1,shy,,100,100,1.0,,,,,,,,
event_beautyfullshot2_02_s_33,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_33,True,,1,shy,,100,100,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_34,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_34,True,,1,shy,,100,100,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_35,40052,event_beautyfullshot2_02_s,Narration,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_35,False,,1,shy,,100,100,1.0,,,sfx_scn_sanddig,,,,,
event_beautyfullshot2_02_s_36,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_36,True,,1,shy,,100,100,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_37,40052,event_beautyfullshot2_02_s,Narration,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_37,False,,1,shy,,100,100,1.0,,,sfx_scn_sanddig,,,,,
event_beautyfullshot2_02_s_38,40052,event_beautyfullshot2_02_s,Narration,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_38,False,,1,shy,,100,100,1.0,,,sfx_scn_sanddig,,,,,
event_beautyfullshot2_02_s_39,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_39,False,,1,shy,,100,100,1.0,,,,,,,,
event_beautyfullshot2_02_s_40,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_40,False,,1,shy,,100,100,1.0,,,,,,,,
event_beautyfullshot2_02_s_41,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_41,False,,1,shy,,100,100,1.0,,,,,,,,
event_beautyfullshot2_02_s_42,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_42,False,,1,shy,,100,100,1.0,,,,,,,,
event_beautyfullshot2_02_s_43,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_43,True,,1,surprise,,100,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_44,40052,event_beautyfullshot2_02_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_44,False,,1,surprise,,10,10,1.0,,,,,,,,
event_beautyfullshot2_02_s_45,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_45,True,,1,shy,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_46,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_46,True,,1,shy,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_47,40052,event_beautyfullshot2_02_s,Narration,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_47,False,,1,shy,,10,10,1.0,,,sfx_scn_sanddig,,,,,
event_beautyfullshot2_02_s_48,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_48,False,,1,shy,,10,10,1.0,,,,,,,,
event_beautyfullshot2_02_s_49,40052,event_beautyfullshot2_02_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_49,False,,1,shy,,10,10,1.0,,,,,,,,
event_beautyfullshot2_02_s_50,40052,event_beautyfullshot2_02_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_50,False,,1,shy,,10,10,1.0,,,,,,,,
event_beautyfullshot2_02_s_51,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_51,True,,1,shy,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_52,40052,event_beautyfullshot2_02_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_52,False,,1,shy,,10,10,1.0,,,,,,,,
event_beautyfullshot2_02_s_53,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_53,True,,1,idle,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_54,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_54,True,,1,idle,,10,10,1.0,none,none,,sakura_s,,,,
event_beautyfullshot2_02_s_55,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_55,True,,1,idle,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_56,40052,event_beautyfullshot2_02_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_56,False,,1,idle,,10,10,1.0,,,,,,,,
event_beautyfullshot2_02_s_57,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_57,True,,1,idle,TatamiRoom,black,black,1.0,,bgm_story_weare,,sakura_s,sakura_s,Grey,Vignetting,
event_beautyfullshot2_02_s_58,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_58,True,,,,,1,1,1.0,,,,sakura_s,,Grey,Vignetting,
event_beautyfullshot2_02_s_59,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_59,True,,,,,1,1,1.0,,,,sakura_s,,Grey,Vignetting,
event_beautyfullshot2_02_s_60,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_60,True,,,,,1,1,1.0,,,,sakura_s,,Grey,Vignetting,
event_beautyfullshot2_02_s_61,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_61,True,,,,,1,10,1.0,,,,sakura_s,,Grey,Vignetting,
event_beautyfullshot2_02_s_62,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_62,True,,,,,10,10,1.0,,,,sakura_s,,Red,Vignetting,Low_2
event_beautyfullshot2_02_s_63,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_63,True,,,,,10,10,1.0,,,,sakura_s,,Red,Vignetting,
event_beautyfullshot2_02_s_64,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_64,True,,,,,10,10,1.0,,,,sakura_s,,Red,Vignetting,
event_beautyfullshot2_02_s_65,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_65,True,,,,,10,10,1.0,,,,sakura_s,,Red,Vignetting,
event_beautyfullshot2_02_s_66,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_66,True,,,,,10,10,1.0,,,,sakura_s,,Red,Vignetting,
event_beautyfullshot2_02_s_67,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_67,True,,,,,10,10,1.0,,,,sakura_s,,Red,Vignetting,
event_beautyfullshot2_02_s_68,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_68,True,sakura_s,1,idle,BeachCave_n,black,black,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_69,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_69,True,,1,idle,,100,100,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_70,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_70,True,,1,idle,,100,100,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_71,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_71,True,,1,idle,,100,100,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_72,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_72,True,,1,idle,,100,100,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_73,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_73,True,,1,idle,,100,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_74,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_74,True,,1,idle,,10,10,1.0,,,,sakura_s,,,,
event_beautyfullshot2_02_s_75,40052,event_beautyfullshot2_02_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_02_s_75,True,,1,idle,,black,black,1.0,,,,sakura_s,,,,
