id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_beautyfullshot1_06_s_11,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_11,True,,100,100,1.0,,,,1,smile,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_12,40051,event_beautyfullshot1_06_s,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_06_s_12,False,,100,100,1.0,,,,1,smile,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_13,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_13,True,,S_1500,S_1500,1.0,,,,1,smile,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_14,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_14,True,,S_1500,S_150,1.0,,,,1,smile,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_15,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_15,True,,S_150,S_150,1.0,,,,1,smile,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_16,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_16,True,,S_150,S_150,1.0,,,,1,smile,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_17,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_17,False,,10,10,1.0,none,,,1,idle,,13,void,,15,good,,,,
event_beautyfullshot1_06_s_18,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_18,False,,S_150,S_150,1.0,,,,1,idle,,13,void,,15,good,,,,
event_beautyfullshot1_06_s_19,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_19,False,,130,130,1.0,,,,1,idle,,13,void,,15,good,,,,
event_beautyfullshot1_06_s_20,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_20,True,,S_150,S_150,1.0,bgm_story_summermood,,,1,idle,,13,void,,15,idle,,,,
event_beautyfullshot1_06_s_21,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_21,True,,S_150,S_150,1.0,,,,1,idle,,13,void,,15,idle,,,,
event_beautyfullshot1_06_s_22,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_22,True,,S_150,S_150,1.0,,,,1,idle,,13,void,,15,idle,,,,
event_beautyfullshot1_06_s_23,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_23,True,,S_150,S_1500,1.0,,,,1,idle,,13,void,,15,idle,,,,
event_beautyfullshot1_06_s_24,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_24,True,,100,10,1.0,,,,1,idle,,13,void,,15,idle,,,,
event_beautyfullshot1_06_s_25,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_25,False,,10,130,1.0,,,,1,idle,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_26,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_26,True,,130,1315,1.0,,,,1,idle,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_27,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_27,True,,1315,1315,1.0,,,,1,idle,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_28,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_28,True,,1315,1315,1.0,,,,1,idle,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_29,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_29,True,,1315,1315,1.0,,,,1,idle,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_30,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_30,True,,1315,1315,1.0,,,,1,idle,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_31,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_31,True,,1315,1315,1.0,,,,1,idle,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_32,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_32,True,,1315,1,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_33,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_33,True,,1,10,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_34,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_34,True,,10,10,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_35,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_35,True,,10,113,1.0,,,,1,angry,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_36,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_36,True,,113,113,1.0,,,,1,angry,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_37,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_37,True,,113,113,1.0,,,,1,angry,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_38,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_38,True,,S_150,S_150,1.0,,,,1,angry,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_39,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_39,True,,10,10,1.0,,,,1,angry,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_40,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_40,False,,S_150,S_150,1.0,,,,1,angry,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_41,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_41,True,,S_150,S_150,1.0,,,,1,angry,,13,idle,,15,idle,,,,
event_beautyfullshot1_06_s_42,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_42,True,,S_150,S_150,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_43,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_43,True,,S_150,S_150,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_44,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_44,True,,10,10,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_45,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_45,True,,S_150,S_150,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_46,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_46,True,,10,10,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_47,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_47,True,,10,10,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_48,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_48,True,,10,10,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_49,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_49,True,,10,10,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_50,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_50,False,,S_150,S_150,1.0,,,,1,angry,,13,idle,,15,good,,,,
event_beautyfullshot1_06_s_51,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_51,True,,S_150,130,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_52,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_52,True,,130,130,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_53,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_53,True,,130,1300,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_54,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_54,True,,1300,1300,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_55,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_55,True,,1300,100,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_56,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_56,True,,100,100,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_57,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_57,False,,1315,1315,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_58,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_58,False,,1315,1315,1.0,,,,1,angry,,13,rage,,15,good,,,,
event_beautyfullshot1_06_s_59,40051,event_beautyfullshot1_06_s,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot1_06_s_59,True,,50,50,1.0,,,,1,angry,,13,rage,,15,good,guilty_s,5,idle,
event_beautyfullshot1_06_s_60,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_60,False,,10,10,1.0,,,,1,angry,,13,rage,,15,good,,5,idle,
event_beautyfullshot1_06_s_61,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_61,True,,130,130,1.0,,,,1,angry,,13,angry,,15,good,,5,idle,
event_beautyfullshot1_06_s_62,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_62,True,,S_150,S_150,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_63,40051,event_beautyfullshot1_06_s,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot1_06_s_63,True,,50,50,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_64,40051,event_beautyfullshot1_06_s,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot1_06_s_64,True,,50,50,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_65,40051,event_beautyfullshot1_06_s,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot1_06_s_65,True,,50,500,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_66,40051,event_beautyfullshot1_06_s,Monologue,guilty_s,,Locale_MainScenario:event_beautyfullshot1_06_s_66,False,,500,500,1.0,,sfx_scn_hugestonelift,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_67,40051,event_beautyfullshot1_06_s,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot1_06_s_67,True,,500,500,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_68,40051,event_beautyfullshot1_06_s,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot1_06_s_68,True,,500,50,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_69,40051,event_beautyfullshot1_06_s,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot1_06_s_69,True,,50,50,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,
event_beautyfullshot1_06_s_70,40051,event_beautyfullshot1_06_s,Monologue,guilty_s,,Locale_MainScenario:event_beautyfullshot1_06_s_70,False,,50,50,1.0,,,,1,angry,,13,angry,,15,angry,,5,idle,guilty_s
event_beautyfullshot1_06_s_71,40051,event_beautyfullshot1_06_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_06_s_71,False,,130,130,1.0,,,,1,idle,,13,void,,15,angry,,,,
event_beautyfullshot1_06_s_72,40051,event_beautyfullshot1_06_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_06_s_72,False,,S_150,S_150,1.0,,,,1,idle,,13,void,,15,angry,,,,
event_beautyfullshot1_06_s_73,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_73,False,,10,10,1.0,,,,1,idle,,13,void,,15,angry,,,,
event_beautyfullshot1_06_s_74,40051,event_beautyfullshot1_06_s,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_06_s_74,False,,10,10,1.0,,,,1,idle,,13,void,,15,angry,,,,
event_beautyfullshot1_06_s_75,40051,event_beautyfullshot1_06_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_06_s_75,True,,10,1,1.0,,,,1,idle,,13,void,,15,angry,,,,
event_beautyfullshot1_06_s_76,40051,event_beautyfullshot1_06_s,Monologue,sakura_s,,Locale_MainScenario:event_beautyfullshot1_06_s_76,False,,1,1,1.0,,,,1,idle,,13,void,,15,angry,,,,
