id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_phantomthiefvsdetective_05_s_27,40059,event_phantomthiefvsdetective_05_s,Self,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_27,False,,S_200,S_200,1.0,,,,,,,2,angry,,,,,,,,,,
event_phantomthiefvsdetective_05_s_28,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_28,True,,S_200,S_200,1.0,,quiry,,,,,2,delight,,,,,,,,,,
event_phantomthiefvsdetective_05_s_29,40059,event_phantomthiefvsdetective_05_s,Self,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_29,False,,S_200,S_200,1.0,,,,,,,2,delight,,,,,,,,,,
event_phantomthiefvsdetective_05_s_30,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_30,True,,S_200,S_20,1.0,,quiry,,,,,2,delight,,,,,,,,,,
event_phantomthiefvsdetective_05_s_31,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_31,True,,S_20,S_20,1.0,,quiry,,,,,2,delight,,,,,,,,,,
event_phantomthiefvsdetective_05_s_32,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_32,True,,S_20,S_20,1.0,,quiry,,,,,2,delight,,,,,,,,,,
event_phantomthiefvsdetective_05_s_33,40059,event_phantomthiefvsdetective_05_s,Self,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_33,False,,S_20,S_20,1.0,,,,,,,2,delight,,,,,,,,,,
event_phantomthiefvsdetective_05_s_34,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_34,True,,S_20,S_20,1.0,,quiry,,,,,2,idle,,,,,,,,,,
event_phantomthiefvsdetective_05_s_35,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_35,True,,S_20,S_20,1.0,,quiry,,,,,2,idle,,,,,,,,,,
event_phantomthiefvsdetective_05_s_36,40059,event_phantomthiefvsdetective_05_s,Self,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_36,False,,S_20,S_20,1.0,,,,,,,2,idle,,,,,,,,,,
event_phantomthiefvsdetective_05_s_37,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_37,True,,S_20,S_20,1.0,,quiry,,,,,2,idle,,,,,,,,,,
event_phantomthiefvsdetective_05_s_38,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_38,True,,S_20,S_20,1.0,,quiry,,,,,2,idle,,,,,,,,,,
event_phantomthiefvsdetective_05_s_39,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_39,True,,S_20,S_20,1.0,,quiry,,,,,2,idle,,,,,,,,,,
event_phantomthiefvsdetective_05_s_40,40059,event_phantomthiefvsdetective_05_s,Self,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_40,False,,S_20,S_20,1.0,,,,,,,2,idle,,,,,,,,,,
event_phantomthiefvsdetective_05_s_41,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_41,True,,S_20,2,1.0,,quiry,,,,,2,delight,,,,,,,,,,
event_phantomthiefvsdetective_05_s_42,40059,event_phantomthiefvsdetective_05_s,Narration,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_42,False,,2,2,1.0,,,sfx_scn_doorcloselight,,,,2,delight,quiry,,,,,,,,,
event_phantomthiefvsdetective_05_s_43,40059,event_phantomthiefvsdetective_05_s,Self,,Locale_SubScenario:event_phantomthiefvsdetective_05_s_43,False,,2,2,1.0,,,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_05_s_44,40059,event_phantomthiefvsdetective_05_s,Self,,Locale_SubScenario:event_phantomthiefvsdetective_05_s_44,False,,2,200,1.0,,,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_05_s_45,40059,event_phantomthiefvsdetective_05_s,Monologue,,Locale_SubScenario:event_phantomthiefvsdetective_05_s_45,False,,200,200,1.0,,,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_05_s_46,40059,event_phantomthiefvsdetective_05_s,Monologue,,Locale_SubScenario:event_phantomthiefvsdetective_05_s_46,False,,200,200,1.0,,,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_05_s_47,40059,event_phantomthiefvsdetective_05_s,Monologue,,Locale_SubScenario:event_phantomthiefvsdetective_05_s_47,False,,200,200,1.0,,,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_05_s_48,40059,event_phantomthiefvsdetective_05_s,Narration,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_48,False,Corridor,black,black,1.0,none,,,,,,,,,phantom,12,idle,miranda_c,14,idle,,,
event_phantomthiefvsdetective_05_s_49,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_49,True,,S_140,13,1.0,bgm_mystery,miranda_c,,,,,,,,,12,idle,,14,idle,,,
event_phantomthiefvsdetective_05_s_50,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_50,True,,13,13,1.0,,phantom,,,,,,,,,12,idle,,14,idle,,,
event_phantomthiefvsdetective_05_s_51,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_51,True,,13,13,1.0,,phantom,,,,,,,,,12,idle,,14,idle,,,
event_phantomthiefvsdetective_05_s_52,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_52,True,,13,13,1.0,,phantom,,,,,,,,,12,idle,,14,idle,,,
event_phantomthiefvsdetective_05_s_53,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_53,True,,13,S_140,1.0,,miranda_c,,,,,,,,,12,idle,,14,idle,,,
event_phantomthiefvsdetective_05_s_54,40059,event_phantomthiefvsdetective_05_s,Narration,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_54,False,,black,black,1.0,,,sfx_scn_runaway,,black,quiry,4,idle,,,12,idle,,14,idle,,,
event_phantomthiefvsdetective_05_s_55,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_55,True,,L_120,13,1.0,,phantom,,,,,4,idle,,,12,surprise,,14,idle,,,
event_phantomthiefvsdetective_05_s_56,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_56,True,,13,13,1.0,,phantom,,,,,4,idle,,,12,surprise,,14,idle,,,
event_phantomthiefvsdetective_05_s_57,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_57,True,,13,13,1.0,,miranda_c,,,,,4,idle,,,12,surprise,,14,idle,,,
event_phantomthiefvsdetective_05_s_58,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_58,True,,13,4,1.0,,phantom,,,,,4,idle,,,12,no,,14,idle,,,
event_phantomthiefvsdetective_05_s_59,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_59,True,,4,13,1.0,,miranda_c,,,,,4,idle,,,12,no,,14,idle,,,
event_phantomthiefvsdetective_05_s_60,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_60,True,,13,L_120,1.0,,phantom,,,,,4,idle,,,12,no,,14,idle,,,
event_phantomthiefvsdetective_05_s_61,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_61,True,,L_120,L_120,1.0,,phantom,,,,,4,idle,,,12,no,,14,idle,,,
event_phantomthiefvsdetective_05_s_62,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_62,True,,L_120,L_1200,1.0,none,phantom,,,,,4,idle,,,12,no,,14,idle,,,
event_phantomthiefvsdetective_05_s_63,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_63,True,,L_1200,S_1400,0.5,bgm_story_herecomestrouble,miranda_c,,,,,4,idle,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_64,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_64,False,,S_1400,L_1200,0.5,,phantom,,,,,4,idle,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_65,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_65,True,,L_1200,4,1.0,,quiry,,,,,4,special,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_66,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_66,True,,4,4,1.0,,quiry,,,,,4,special,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_67,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_67,True,,4,S_140,1.0,,miranda_c,,,,,4,idle,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_68,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_68,True,,S_40,S_40,1.0,,quiry,,,,,4,idle,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_69,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_69,True,,S_40,S_20,1.0,,quiry,,,,,2,special,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_70,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_70,True,,S_20,S_200,1.0,,quiry,,,,,2,special,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_71,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_71,True,,S_200,S_200,1.0,,quiry,,,,,2,special,,,12,special,,14,delight,,,
event_phantomthiefvsdetective_05_s_72,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_72,True,,S_200,L_1200,1.0,,phantom,,,,,2,special,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_73,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_73,True,,L_1200,1,0.5,,quiry,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_74,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_74,True,,1,1,1.0,,quiry,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_75,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_75,True,,1,1,1.0,,quiry,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_76,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_76,True,,1,1,1.0,,quiry,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_77,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_77,False,,1,L_120,1.0,,phantom,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_78,40059,event_phantomthiefvsdetective_05_s,Narration,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_78,False,,L_120,L_120,1.0,,,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_79,40059,event_phantomthiefvsdetective_05_s,Narration,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_79,False,,L_120,S_200,1.0,,,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_80,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_80,False,,S_200,S_20,0.5,,quiry,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_81,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_81,True,,S_20,S_20,1.0,,quiry,,,,,2,surprise,,,12,no,,14,delight,,,
event_phantomthiefvsdetective_05_s_82,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_82,True,,S_20,L_120,1.0,,phantom,,,,,2,surprise,,,12,sad,,14,delight,,,
event_phantomthiefvsdetective_05_s_83,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_83,True,,L_120,L_120,1.0,,phantom,,,,,2,surprise,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_84,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_84,True,,L_120,1,1.0,,quiry,,,,,2,surprise,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_85,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_85,True,,1,1,1.0,,quiry,,,,,2,delight,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_86,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_86,True,,1,1,1.0,,quiry,,,,,2,delight,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_87,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_87,True,,1,S_140,1.0,,miranda_c,,,,,2,delight,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_88,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_88,True,,S_140,S_140,1.0,,miranda_c,,,,,2,delight,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_89,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_89,True,,S_20,S_20,1.0,,quiry,,,,,2,delight,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_90,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_90,True,,S_20,S_20,1.0,,quiry,,,,,2,idle,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_91,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_91,True,,S_20,S_20,1.0,,quiry,,,,,2,idle,,,12,shy,,14,delight,,,
event_phantomthiefvsdetective_05_s_92,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_92,True,,S_140,S_140,1.0,,miranda_c,,,,,2,idle,,,12,shy,,14,idle,,,
event_phantomthiefvsdetective_05_s_93,40059,event_phantomthiefvsdetective_05_s,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_s_93,True,,S_140,S_140,1.0,,miranda_c,,,,,2,idle,,,12,shy,,14,idle,,,
event_phantomthiefvsdetective_05_s_94,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_94,True,,S_20,S_20,1.0,none,quiry,,,,,2,special,,,12,shy,,14,idle,,,
event_phantomthiefvsdetective_05_s_95,40059,event_phantomthiefvsdetective_05_s,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_s_95,True,,S_20,S_20,1.0,,quiry,,,,,2,special,,,12,shy,,14,idle,,,
event_phantomthiefvsdetective_05_s_96,40059,event_phantomthiefvsdetective_05_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_s_96,True,,16,S_160,0.5,,novel,,Low_2,,,2,surprise,,,12,shy,,14,idle,novel,16,idle
event_phantomthiefvsdetective_05_s_97,40059,event_phantomthiefvsdetective_05_s,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_s_97,False,,L_120,L_120,1.0,bgm_story_armageddon,phantom,,,,,2,surprise,,,12,angry,,14,idle,,16,think
event_phantomthiefvsdetective_05_s_98,40059,event_phantomthiefvsdetective_05_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_s_98,True,,S_160,S_160,1.0,,novel,,,,,2,surprise,,,12,angry,,14,idle,,16,think
event_phantomthiefvsdetective_05_s_99,40059,event_phantomthiefvsdetective_05_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_s_99,True,,S_160,S_160,1.0,,novel,,,,,2,surprise,,,12,angry,,14,idle,,16,think
event_phantomthiefvsdetective_05_s_100,40059,event_phantomthiefvsdetective_05_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_s_100,True,,S_160,S_160,1.0,,novel,,,,,2,surprise,,,12,angry,,14,idle,,16,think
event_phantomthiefvsdetective_05_s_101,40059,event_phantomthiefvsdetective_05_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_s_101,True,,S_160,S_160,1.0,,novel,,,,,2,surprise,,,12,angry,,14,idle,,16,think
event_phantomthiefvsdetective_05_s_102,40059,event_phantomthiefvsdetective_05_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_s_102,True,,S_160,S_160,1.0,,novel,,,,,2,surprise,,,12,angry,,14,idle,,16,think
event_phantomthiefvsdetective_05_s_103,40059,event_phantomthiefvsdetective_05_s,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_s_103,True,,S_160,S_1600,1.0,,novel,,,,,2,surprise,,,12,angry,,14,idle,,16,think
