id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/7/hide_char_id,fade
event_beautyfullshot2_06_s_29,40052,event_beautyfullshot2_06_s,Speech,mary_s,Locale_MainScenario:event_beautyfullshot2_06_s_29,True,,75,75,1.0,,,,7,idle,mary_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_30,40052,event_beautyfullshot2_06_s,Speech,rapi_s,Locale_MainScenario:event_beautyfullshot2_06_s_30,True,,75,75,1.0,,,,7,idle,rapi_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_31,40052,event_beautyfullshot2_06_s,Speech,anis_s,Locale_MainScenario:event_beautyfullshot2_06_s_31,True,,75,31,1.0,,,,7,idle,anis_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_32,40052,event_beautyfullshot2_06_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot2_06_s_32,True,,31,31,1.0,,,,7,idle,neon_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_33,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_33,True,,170,170,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_34,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_34,True,,170,170,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_35,40052,event_beautyfullshot2_06_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_06_s_35,True,,190,190,1.0,,,,7,idle,sakura_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_36,40052,event_beautyfullshot2_06_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_06_s_36,False,,190,190,1.0,,,,7,idle,,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_37,40052,event_beautyfullshot2_06_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_06_s_37,False,,190,190,1.0,,,,7,idle,,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_38,40052,event_beautyfullshot2_06_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_06_s_38,False,,190,190,1.0,,,,7,idle,,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_39,40052,event_beautyfullshot2_06_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_06_s_39,True,,190,190,1.0,,,,7,idle,sakura_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,smile,,,,,,,
event_beautyfullshot2_06_s_40,40052,event_beautyfullshot2_06_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_06_s_40,True,,190,190,1.0,,,,7,idle,sakura_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,smile,,,,,,,
event_beautyfullshot2_06_s_41,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_41,True,,190,170,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,smile,,,,,,,
event_beautyfullshot2_06_s_42,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_42,True,,170,170,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_43,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_43,True,,170,170,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,sad,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_44,40052,event_beautyfullshot2_06_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot2_06_s_44,True,,170,1517,1.0,,,,7,idle,viper_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,
event_beautyfullshot2_06_s_45,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_45,True,,1517,1517,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,idle,,,,,,,
event_beautyfullshot2_06_s_46,40052,event_beautyfullshot2_06_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot2_06_s_46,True,,1517,1517,1.0,,,,7,idle,viper_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,idle,,,,,,,
event_beautyfullshot2_06_s_47,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_47,True,,1517,1517,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,idle,,,,,,,
event_beautyfullshot2_06_s_48,40052,event_beautyfullshot2_06_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot2_06_s_48,True,,1517,1517,1.0,,,,7,idle,viper_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,idle,,,,,,,
event_beautyfullshot2_06_s_49,40052,event_beautyfullshot2_06_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot2_06_s_49,True,,1517,1517,1.0,,,,7,idle,viper_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,delight,,17,angry,,19,idle,,,,,,,
event_beautyfullshot2_06_s_50,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_50,False,,1517,1517,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,delight,,17,void,,19,idle,,,,,,,
event_beautyfullshot2_06_s_51,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_51,True,,1517,1517,1.0,,,,7,idle,rosanna_s,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,delight,,17,void,,19,idle,,,,,,,
event_beautyfullshot2_06_s_52,40052,event_beautyfullshot2_06_s,Narration,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_52,False,Voyage_d,black,black,1.0,sfx_scn_boatrun,,,7,idle,,,,5,surprise,,3,idle,,1,idle,,13,idle,,15,delight,,5,void,,19,idle,anis_s,neon_s,mary_s,jackal,viper_s,sakura_s,black
event_beautyfullshot2_06_s_53,40052,event_beautyfullshot2_06_s,Self,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_53,False,,75,75,1.0,,,,7,idle,,,,,,,,,,,,,,,,,,,5,angry,,,,,,,,,,
event_beautyfullshot2_06_s_54,40052,event_beautyfullshot2_06_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot2_06_s_54,True,,75,75,1.0,,,,7,idle,rosanna_s,,,,,,,,,,,,,,,,,,5,angry,,,,,,,,,,
event_beautyfullshot2_06_s_55,40052,event_beautyfullshot2_06_s,Speech,rapi_s,Locale_MainScenario:event_beautyfullshot2_06_s_55,True,,75,75,1.0,,,,7,idle,rapi_s,,,,,,,,,,,,,,,,,,5,angry,,,,,,,,,,
event_beautyfullshot2_06_s_56,40052,event_beautyfullshot2_06_s,Self,rapi_s,Locale_MainScenario:event_beautyfullshot2_06_s_56,False,,75,75,1.0,,,,7,idle,,,,,,,,,,,,,,,,,,,5,angry,,,,,,,,,,
