id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_bowwowparadise_intermission_01_17,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_17,True,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_18,40010,event_bowwowparadise_intermission_01,Choice,,,Locale_SubScenario:event_bowwowparadise_intermission_01_18,False,,12,12,1.0,,,event_bowwowparadise_intermission_01_20,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_19,40010,event_bowwowparadise_intermission_01,Choice,,,Locale_SubScenario:event_bowwowparadise_intermission_01_19,False,,12,12,1.0,,,event_bowwowparadise_intermission_01_22,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_20,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_20,True,,12,12,1.0,,,,,,,,,1,idle,,13,no
event_bowwowparadise_intermission_01_21,40010,event_bowwowparadise_intermission_01,Self,,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_21,False,,12,12,1.0,,,,,,,,,1,idle,,13,no
event_bowwowparadise_intermission_01_22,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_22,True,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_23,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_23,False,,12,XS_130,2.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_24,40010,event_bowwowparadise_intermission_01,Self,,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_24,False,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_25,40010,event_bowwowparadise_intermission_01,Self,,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_25,False,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_26,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_26,True,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,sorrow
event_bowwowparadise_intermission_01_27,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_27,True,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,sorrow
event_bowwowparadise_intermission_01_28,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_28,True,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,no
event_bowwowparadise_intermission_01_29,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_29,True,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,no
event_bowwowparadise_intermission_01_30,40010,event_bowwowparadise_intermission_01,Self,,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_30,False,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,no
event_bowwowparadise_intermission_01_31,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_31,True,,XS_130,XS_130,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_32,40010,event_bowwowparadise_intermission_01,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_intermission_01_32,False,,XS_130,12,0.3,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_33,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_33,False,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_34,40010,event_bowwowparadise_intermission_01,Self,,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_34,False,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_35,40010,event_bowwowparadise_intermission_01,Self,,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_35,False,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_36,40010,event_bowwowparadise_intermission_01,Speech,volt,volt,Locale_SubScenario:event_bowwowparadise_intermission_01_36,True,,12,12,1.0,,sfx_scn_dogbark,,,,,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_37,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_37,True,,12,12,1.0,,sfx_scn_bowwow,,,,,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_38,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_38,False,,12,12,1.0,,,,,,,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_39,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_39,True,,12,12,1.0,,,,,,,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_40,40010,event_bowwowparadise_intermission_01,Self,,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_40,False,,12,12,1.0,,,,,,,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_41,40010,event_bowwowparadise_intermission_01,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_intermission_01_41,False,,12,3,0.3,,,,,,,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_42,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_42,False,,3,3,1.0,,,,,,,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_43,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_43,False,,3,XS_30,0.3,,,,biscuit,3,angry,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_44,40010,event_bowwowparadise_intermission_01,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_intermission_01_44,False,,black,black,1.0,,,,,3,angry,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_45,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_45,True,,2,2,1.0,,,,,3,angry,,,1,surprise,,13,idle
event_bowwowparadise_intermission_01_46,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_46,False,,2,12,1.0,,,,,3,angry,,,1,surprise,,13,idle
event_bowwowparadise_intermission_01_47,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_47,True,,12,12,1.0,,,,,3,angry,,,1,surprise,,13,surprise
event_bowwowparadise_intermission_01_48,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_48,True,,12,12,1.0,,,,,3,delight,,,1,surprise,,13,surprise
event_bowwowparadise_intermission_01_49,40010,event_bowwowparadise_intermission_01,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_intermission_01_49,False,,12,2,1.0,,,,,3,idle,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_50,40010,event_bowwowparadise_intermission_01,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_intermission_01_50,False,,2,2,1.0,,,,,3,idle,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_51,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_51,False,,2,2,1.0,,,,,3,idle,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_52,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_52,True,,2,max_10,2.0,,,,,3,idle,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_53,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_53,True,,max_10,max_10,1.0,,,,,3,idle,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_54,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_54,True,,max_10,max_10,1.0,,,,,3,idle,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_55,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_55,True,,max_10,max_10,1.0,,,,,3,idle,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_56,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_56,True,,max_10,max_10,1.0,,,,,3,sad,,,1,sad,,13,idle
event_bowwowparadise_intermission_01_57,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_57,False,,max_10,max_10,2.0,,,,,3,sad,,,1,surprise,,13,idle
event_bowwowparadise_intermission_01_58,40010,event_bowwowparadise_intermission_01,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_intermission_01_58,False,,max_10,2,1.0,,,,,3,idle,,,1,surprise,,13,idle
event_bowwowparadise_intermission_01_59,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_59,False,,2,2,1.0,,,,,3,idle,,,1,surprise,,13,idle
event_bowwowparadise_intermission_01_60,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_60,True,,2,2,2.0,,,,,3,idle,,,1,surprise,,13,idle
event_bowwowparadise_intermission_01_61,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_61,False,,2,2,1.0,,,,,3,idle,,,1,special,,13,idle
event_bowwowparadise_intermission_01_62,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_62,True,,2,2,1.0,,,,,3,delight,,,1,special,,13,idle
event_bowwowparadise_intermission_01_63,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_63,True,,2,2,1.0,,,,,3,shy,,,1,special,,13,idle
event_bowwowparadise_intermission_01_64,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_64,True,,2,2,1.0,,sfx_scn_bowwow,,,3,shy,,,1,special,,13,idle
event_bowwowparadise_intermission_01_65,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_65,True,,2,2,1.0,,,,,3,idle,,,1,special,,13,idle
event_bowwowparadise_intermission_01_66,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_66,True,,2,2,1.0,,sfx_scn_bowwow,,,3,idle,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_67,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_67,True,,2,2,1.0,,sfx_scn_bowwow,,,3,idle,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_68,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_68,True,,2,2,1.0,,,,,3,sad,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_69,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_69,True,,2,2,1.0,,,,,3,sad,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_70,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_70,True,,2,max_10,0.5,,sfx_scn_bowwow,,,3,sad,,,1,angry,,13,idle
event_bowwowparadise_intermission_01_71,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_71,True,,XS_30,XS_30,1.0,,,,,3,sad,,,1,angry,,13,idle
event_bowwowparadise_intermission_01_72,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_72,True,,XS_30,XS_30,1.0,,,,,3,sad,,,1,angry,,13,idle
event_bowwowparadise_intermission_01_73,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_73,True,,XS_30,max_10,0.3,,sfx_scn_bowwow,,,3,sad,,,1,angry,,13,idle
event_bowwowparadise_intermission_01_74,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_74,True,,max_10,XS_30,1.0,,,,,3,sad,,,1,angry,,13,idle
event_bowwowparadise_intermission_01_75,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_75,True,,XS_30,XS_30,1.0,,,,,3,sad,,,1,angry,,13,idle
event_bowwowparadise_intermission_01_76,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_76,False,,XS_30,XS_30,1.0,,,,,3,sad,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_77,40010,event_bowwowparadise_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_intermission_01_77,False,,XS_30,XS_30,1.0,,,,,3,sad,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_78,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_78,True,,XS_30,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_79,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_79,True,,2,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_80,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_80,True,,2,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_81,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_81,True,,2,2,1.0,,,,,3,angry,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_82,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_82,False,,2,2,1.0,,,,,3,angry,,,1,idle,,13,idle
event_bowwowparadise_intermission_01_83,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_83,True,,2,2,1.0,,sfx_scn_bowwow,,,3,angry,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_84,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_84,True,,2,2,1.0,,,,,3,shy,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_85,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_85,True,,2,2,1.0,,,,,3,shy,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_86,40010,event_bowwowparadise_intermission_01,Self,biscuit,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_86,False,,2,2,1.0,,,,,3,shy,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_87,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_87,True,,2,XS_30,0.5,,,,,3,delight,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_88,40010,event_bowwowparadise_intermission_01,Self,biscuit,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_88,False,,XS_30,XS_30,1.0,,,,,3,delight,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_89,40010,event_bowwowparadise_intermission_01,Self,biscuit,Self,Locale_SubScenario:event_bowwowparadise_intermission_01_89,False,,XS_30,XS_30,1.0,,,,,3,delight,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_90,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_90,True,,XS_30,XS_30,1.0,,,,,3,idle,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_91,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_91,True,,XS_30,XS_30,1.0,,,,,3,idle,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_92,40010,event_bowwowparadise_intermission_01,Choice,biscuit,,Locale_SubScenario:event_bowwowparadise_intermission_01_92,False,,XS_30,XS_30,1.0,,,event_bowwowparadise_intermission_01_94,,3,idle,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_93,40010,event_bowwowparadise_intermission_01,Choice,biscuit,,Locale_SubScenario:event_bowwowparadise_intermission_01_93,False,,XS_30,XS_30,1.0,,,event_bowwowparadise_intermission_01_94,,3,idle,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_94,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_94,True,,XS_30,XS_30,1.0,,,,,3,shy,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_95,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_95,True,,XS_130,XS_130,1.0,,,,,3,idle,,,1,delight,,13,idle
event_bowwowparadise_intermission_01_96,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_96,True,,XS_130,XS_130,1.0,,,,,3,idle,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_97,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_97,True,,XS_130,XS_130,1.0,,,,,3,idle,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_98,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_98,True,,XS_130,XS_130,1.0,,,,,3,idle,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_99,40010,event_bowwowparadise_intermission_01,Speech,max,max,Locale_SubScenario:event_bowwowparadise_intermission_01_99,True,,XS_130,12,1.0,,sfx_scn_bowwow,,,3,idle,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_100,40010,event_bowwowparadise_intermission_01,Speech,volt,volt,Locale_SubScenario:event_bowwowparadise_intermission_01_100,True,,12,12,1.0,,sfx_scn_dogbark,,,3,idle,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_101,40010,event_bowwowparadise_intermission_01,Speech,liter,liter,Locale_SubScenario:event_bowwowparadise_intermission_01_101,True,,12,12,1.0,,,,,3,idle,,,1,delight,,13,delight
event_bowwowparadise_intermission_01_102,40010,event_bowwowparadise_intermission_01,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_intermission_01_102,True,,12,3,2.0,,,,,3,shy,,,1,delight,,13,delight
