id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound
event_goldencoinrush1_06_e_11,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_11,True,,,,,1,worry,,1,XS_10,1.0,,,
event_goldencoinrush1_06_e_12,40048,event_goldencoinrush1_06_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_12,False,,,,,1,idle,Corridor,black,black,1.0,,,
event_goldencoinrush1_06_e_13,40048,event_goldencoinrush1_06_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_13,False,,,,,1,idle,,black,black,1.0,,,
event_goldencoinrush1_06_e_14,40048,event_goldencoinrush1_06_e,Self,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_14,False,,,,,1,idle,,5,1,1.0,,,
event_goldencoinrush1_06_e_15,40048,event_goldencoinrush1_06_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_15,False,,,,,1,idle,,1,1,1.0,,,
event_goldencoinrush1_06_e_16,40048,event_goldencoinrush1_06_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_16,False,,,,,1,idle,,1,1,1.0,,,
event_goldencoinrush1_06_e_17,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_17,True,,,,,1,idle,,1,XS_10,1.0,,,
event_goldencoinrush1_06_e_18,40048,event_goldencoinrush1_06_e,Self,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_18,False,,,,,1,idle,,XS_10,XS_10,1.0,,,
event_goldencoinrush1_06_e_19,40048,event_goldencoinrush1_06_e,Narration,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_19,False,,,,,1,idle,Hotel_n,XS_10,6,1.0,none,,sfx_scn_doorlock
event_goldencoinrush1_06_e_20,40048,event_goldencoinrush1_06_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_20,False,,,,,1,idle,,6,6,1.0,,,
event_goldencoinrush1_06_e_21,40048,event_goldencoinrush1_06_e,Self,alice_b,,Locale_MainScenario:event_goldencoinrush1_06_e_21,False,,,,,1,idle,,6,1,1.0,,,
event_goldencoinrush1_06_e_22,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_22,True,,,,,1,idle,,1,1,1.0,,,
event_goldencoinrush1_06_e_23,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_23,True,soda_b,3,delight,,1,idle,,1,3,1.0,bgm_story_backtonormal,,
event_goldencoinrush1_06_e_24,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_24,True,,3,delight,,1,idle,,3,3,1.0,,,
event_goldencoinrush1_06_e_25,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_25,True,,3,delight,,1,idle,,3,3,1.0,,,
event_goldencoinrush1_06_e_26,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_26,True,,3,delight,,1,idle,,3,3,1.0,,,
event_goldencoinrush1_06_e_27,40048,event_goldencoinrush1_06_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_27,False,,3,delight,,1,idle,,3,3,1.0,,,
event_goldencoinrush1_06_e_28,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_28,False,,3,delight,,1,idle,,3,S_30,1.0,,,
event_goldencoinrush1_06_e_29,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_29,False,,3,delight,,1,idle,,S_30,S_30,1.0,,,
event_goldencoinrush1_06_e_30,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_30,True,,3,delight,,1,delight,,S_30,2,1.0,,,
event_goldencoinrush1_06_e_31,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_31,True,,3,delight,,1,delight,,2,2,1.0,,,
event_goldencoinrush1_06_e_32,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_32,True,,3,delight,,1,delight,,2,2,1.0,,,
event_goldencoinrush1_06_e_33,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_33,True,,3,delight,,1,delight,,2,2,1.0,,,
event_goldencoinrush1_06_e_34,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_34,True,,3,delight,,1,delight,,2,2,1.0,,,
event_goldencoinrush1_06_e_35,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_35,True,,3,delight,,1,idle,,2,2,1.0,,,
event_goldencoinrush1_06_e_36,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_36,True,,3,delight,,1,worry,,2,2,1.0,,,
event_goldencoinrush1_06_e_37,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_37,True,,3,delight,,1,idle,,2,2,1.0,,,
event_goldencoinrush1_06_e_38,40048,event_goldencoinrush1_06_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_e_38,True,,3,delight,,1,idle,,2,2,1.0,,,
event_goldencoinrush1_06_e_39,40048,event_goldencoinrush1_06_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_39,False,,3,delight,,1,idle,,2,2,1.0,,,
event_goldencoinrush1_06_e_40,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_40,False,,3,delight,,1,idle,,2,2,1.0,,,
event_goldencoinrush1_06_e_41,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_41,False,,3,delight,,1,idle,,2,XS_10,1.5,,,
event_goldencoinrush1_06_e_42,40048,event_goldencoinrush1_06_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_42,False,,3,delight,,1,idle,,XS_10,XS_10,1.0,,,
event_goldencoinrush1_06_e_43,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_43,True,,3,delight,,1,surprise,,XS_10,XS_10,1.0,,,
event_goldencoinrush1_06_e_44,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_44,True,,3,delight,,1,worry,,XS_10,XS_10,1.0,,,
event_goldencoinrush1_06_e_45,40048,event_goldencoinrush1_06_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_06_e_45,True,,3,delight,,1,worry,,XS_10,XS_10,1.0,,,
event_goldencoinrush1_06_e_46,40048,event_goldencoinrush1_06_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_46,False,,3,special,,1,worry,,XS_10,1,1.0,none,,
event_goldencoinrush1_06_e_47,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_47,False,,3,special,,1,worry,,1,3,1.0,bgm_story_trauma,,
event_goldencoinrush1_06_e_48,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_48,False,,3,special,,1,worry,,3,S_30,1.0,,,
event_goldencoinrush1_06_e_49,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_49,False,,3,special,,1,worry,,S_30,S_30,1.0,,,
event_goldencoinrush1_06_e_50,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_50,False,,3,special,,1,worry,,S_30,S_30,1.0,,,
event_goldencoinrush1_06_e_51,40048,event_goldencoinrush1_06_e,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_51,False,,3,special,,1,worry,,S_30,S_30,1.0,,,
event_goldencoinrush1_06_e_52,40048,event_goldencoinrush1_06_e,Narration,soda_b,,Locale_MainScenario:event_goldencoinrush1_06_e_52,False,,3,special,,1,worry,,black,black,1.0,,,
