id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,jump_target
event_BunnyX777_06_e_50,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_50,True,,1,idle,,3,idle,,,,,31,31,1.0,,,,,,
event_BunnyX777_06_e_51,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_51,True,,1,idle,,3,idle,,,,,31,31,1.0,,,,,,
event_BunnyX777_06_e_52,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_52,True,,1,idle,,3,idle,,,,,31,L_10,1.0,,,,,,
event_BunnyX777_06_e_53,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_53,True,,1,idle,,3,surprise,,,,,L_10,L_10,1.0,,,,,,
event_BunnyX777_06_e_54,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_54,True,,1,idle,,3,surprise,,,,,L_10,L_30,1.0,,,,,,
event_BunnyX777_06_e_55,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_55,True,,1,idle,,3,surprise,,,,,L_30,L_30,1.0,,,,,,
event_BunnyX777_06_e_56,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_56,True,,1,no,,3,surprise,,,,,L_30,L_10,1.0,,,,,,
event_BunnyX777_06_e_57,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_57,True,,1,no,,3,surprise,,,,,L_10,L_10,1.0,,,,,,
event_BunnyX777_06_e_58,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_58,False,,1,no,,3,surprise,,,,,L_10,31,1.0,,,,,,
event_BunnyX777_06_e_59,40014,event_BunnyX777_06_e,Self,,,Locale_SubScenario:event_BunnyX777_06_e_59,False,,1,no,,3,surprise,,,,,31,31,1.0,,,,,,
event_BunnyX777_06_e_60,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_60,True,,1,delight,,3,delight,,,,,31,31,1.0,,,,,,
event_BunnyX777_06_e_61,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_61,True,,1,delight,,3,delight,,,,,31,31,1.0,,,,,,
event_BunnyX777_06_e_62,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_62,False,,1,delight,,3,delight,,,,,black,black,1.0,,,,blanc,noir,
event_BunnyX777_06_e_63,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_63,False,bunnykiss,event,idle,,,,,,,,black,black,1.0,,,,,,
event_BunnyX777_06_e_64,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_64,True,,event,idle,,,,,,,,bunnykiss_01,bunnykiss_02,2.0,,,,,,
event_BunnyX777_06_e_65,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_65,True,,event,idle,,,,,,,,bunnykiss_02,bunnykiss_02,1.0,,,,,,
event_BunnyX777_06_e_66,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_66,True,,event,idle,,,,,,,,bunnykiss_02,bunnykiss_02,1.0,,,,,,
event_BunnyX777_06_e_67,40014,event_BunnyX777_06_e,Self,,,Locale_SubScenario:event_BunnyX777_06_e_67,False,,event,idle,,,,,,,,bunnykiss_02,bunnykiss_02,1.0,,,,,,
event_BunnyX777_06_e_68,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_68,True,,event,idle,,,,,,,,bunnykiss_02,bunnykiss_01,1.0,,,,,,
event_BunnyX777_06_e_69,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_69,True,,event,idle,,,,,,,,bunnykiss_01,bunnykiss_03,2.0,,,,,,
event_BunnyX777_06_e_70,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_70,True,,event,idle,,,,,,,,bunnykiss_03,bunnykiss_03,1.0,,,,,,
event_BunnyX777_06_e_71,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_71,True,,event,idle,,,,,,,,bunnykiss_03,bunnykiss_05,2.0,,,,,,
event_BunnyX777_06_e_72,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_72,True,,event,idle,,,,,,,,bunnykiss_05,bunnykiss_05,1.0,,,,,,
event_BunnyX777_06_e_73,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_73,True,,event,idle,,,,,,,,bunnykiss_05,bunnykiss_05,1.0,,,,,,
event_BunnyX777_06_e_74,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_74,True,,event,idle,,,,,,,,bunnykiss_05,bunnykiss_03,2.0,,,,,,
event_BunnyX777_06_e_75,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_75,True,,event,idle,,,,,,,,bunnykiss_03,bunnykiss_03,1.0,,,,,,
event_BunnyX777_06_e_76,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_76,True,,event,idle,,,,,,,,bunnykiss_03,bunnykiss_03,1.0,,,,,,
event_BunnyX777_06_e_77,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_77,True,,event,idle,,,,,,,,bunnykiss_03,bunnykiss_02,2.0,,,,,,
event_BunnyX777_06_e_78,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_78,True,,event,idle,,,,,,,,bunnykiss_02,bunnykiss_02,1.0,,,,,,
event_BunnyX777_06_e_79,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_79,False,,event,idle,,,,,,,,bunnykiss_02,bunnykiss_01,1.0,,,,,,
event_BunnyX777_06_e_80,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_80,False,,event,idle,,,,,,,,bunnykiss_01,bunnykiss_01,1.0,,,,,,
event_BunnyX777_06_e_81,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_81,False,,event,idle,,,,,,,,bunnykiss_01,bunnykiss_01,1.0,,,,,,
event_BunnyX777_06_e_82,40014,event_BunnyX777_06_e,Choice,,,Locale_SubScenario:event_BunnyX777_06_e_82,False,,event,idle,,,,,,,,bunnykiss_01,bunnykiss_01,1.0,,,,,,event_BunnyX777_06_e_84
event_BunnyX777_06_e_83,40014,event_BunnyX777_06_e,Choice,,,Locale_SubScenario:event_BunnyX777_06_e_83,False,,event,idle,,,,,,,,bunnykiss_01,bunnykiss_01,1.0,,,,,,event_BunnyX777_06_e_93
event_BunnyX777_06_e_84,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_84,False,,event,special_02,,,,,,,,bunnykiss_01,bunnykiss_03,2.0,,,,,,
event_BunnyX777_06_e_85,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_85,False,,event,special_02,,,,,,,,bunnykiss_03,bunnykiss_03,1.0,,,,,,
event_BunnyX777_06_e_86,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_86,False,,event,special_02,,,,,,,,bunnykiss_03,bunnykiss_03,1.0,,sfx_scn_kiss,,,,
event_BunnyX777_06_e_87,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_87,True,,event,special_02,,,,,,,,bunnykiss_03,bunnykiss_04,1.0,,,,,,
event_BunnyX777_06_e_88,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_88,False,,event,special_02,,,,,,,,bunnykiss_04,bunnykiss_04,1.0,,,,,,
event_BunnyX777_06_e_89,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_89,False,,event,special_02,,,,,,,,bunnykiss_04,bunnykiss_05,2.0,,,,,,
event_BunnyX777_06_e_90,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_90,False,,event,special_02,,,,,,,,bunnykiss_05,bunnykiss_05,1.0,,,,,,
event_BunnyX777_06_e_91,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_91,False,,event,special_02,,,,,,,,bunnykiss_05,bunnykiss_05,1.0,,,,,,
event_BunnyX777_06_e_92,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_92,True,,event,special_01,,,,,,,,bunnykiss_05,bunnykiss_06,2.0,,,,,,event_BunnyX777_06_e_102
event_BunnyX777_06_e_93,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_93,False,,event,special_01,,,,,,,,bunnykiss_01,bunnykiss_05,2.0,,,,,,
event_BunnyX777_06_e_94,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_94,False,,event,special_01,,,,,,,,bunnykiss_05,bunnykiss_05,1.0,,,,,,
event_BunnyX777_06_e_95,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_95,False,,event,special_01,,,,,,,,bunnykiss_05,bunnykiss_05,1.0,,sfx_scn_kiss,,,,
event_BunnyX777_06_e_96,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_96,True,,event,special_01,,,,,,,,bunnykiss_05,bunnykiss_06,1.0,,,,,,
event_BunnyX777_06_e_97,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_97,False,,event,special_01,,,,,,,,bunnykiss_06,bunnykiss_06,1.0,,,,,,
event_BunnyX777_06_e_98,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_98,False,,event,special_01,,,,,,,,bunnykiss_06,bunnykiss_03,2.0,,,,,,
event_BunnyX777_06_e_99,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_99,False,,event,special_01,,,,,,,,bunnykiss_03,bunnykiss_03,1.0,,,,,,
event_BunnyX777_06_e_100,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_100,False,,event,special_01,,,,,,,,bunnykiss_03,bunnykiss_04,2.0,,,,,,
event_BunnyX777_06_e_101,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_101,True,,event,special_02,,,,,,,,bunnykiss_04,bunnykiss_04,1.0,,,,,,event_BunnyX777_06_e_102
event_BunnyX777_06_e_102,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_102,False,,event,special_02,,,,,,,,black,black,1.0,,,,,,
event_BunnyX777_06_e_103,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_103,False,,event,idle,,,,,,,,black,black,1.0,none,,,bunnykiss,,
event_BunnyX777_06_e_104,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_104,False,blanc,1,shy,noir,3,shy,,,,,black,black,1.0,,,,,,
event_BunnyX777_06_e_105,40014,event_BunnyX777_06_e,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_e_105,True,,1,shy,,3,shy,,,,,31,31,1.0,bgm_story_impression,,,,,
event_BunnyX777_06_e_106,40014,event_BunnyX777_06_e,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_e_106,True,,1,shy,,3,shy,,,,,31,31,1.0,,,,,,
event_BunnyX777_06_e_107,40014,event_BunnyX777_06_e,Self,,,Locale_SubScenario:event_BunnyX777_06_e_107,False,,1,shy,,3,shy,,,,,31,31,1.0,,,,,,
event_BunnyX777_06_e_108,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_108,False,,1,shy,,3,shy,,,,,black,black,1.0,,,,,,
event_BunnyX777_06_e_109,40014,event_BunnyX777_06_e,Monologue,,,Locale_SubScenario:event_BunnyX777_06_e_109,False,,1,shy,,3,shy,,,,,black,black,1.0,,,,,,
