id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_lastkingdom1_05_s_20,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_20,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_21,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_21,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_22,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_22,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_23,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_23,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_24,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_24,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_25,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_25,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_26,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_26,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_27,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_27,True,,113,113,1.0,,,,,1,idle,,13,void,,,,,,,,,,,,,,
event_lastkingdom1_05_s_28,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_28,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_lastkingdom1_05_s_29,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_29,True,,113,113,1.0,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_lastkingdom1_05_s_30,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_30,True,,113,113,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_31,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_31,True,,113,113,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_32,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_32,True,,113,130,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_33,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_33,True,,130,130,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_34,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_34,True,,130,130,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_35,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_35,True,,130,10,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_36,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_36,True,,10,10,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_37,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_37,True,,10,100,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_38,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_38,False,,100,100,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_39,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_39,True,,100,100,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_40,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_40,True,,100,10,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_41,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_41,True,,10,10,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_42,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_42,True,,10,113,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_43,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_43,True,,113,113,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_44,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_44,True,,113,113,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_45,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_45,True,,113,1,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_46,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_46,False,,1,10,1.0,,,,,1,idle,,13,sad2,,,,,,,,,,,,,,
event_lastkingdom1_05_s_47,40045,event_lastkingdom1_05_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_05_s_47,False,,10,100,1.0,none,,,,1,idle,,13,sad2,,sfx_scn_spearthrow,,,,,,,,,,,,
event_lastkingdom1_05_s_48,40045,event_lastkingdom1_05_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_05_s_48,False,,100,100,1.0,event_bgm_lastkingdom_machines,,,,1,idle,,13,sad2,,sfx_scn_explosionnear,Low_2,,,,,,,,,,,
event_lastkingdom1_05_s_49,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_49,False,,130,1300,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_50,40045,event_lastkingdom1_05_s,Narration,marian_q,,Locale_MainScenario:event_lastkingdom1_05_s_50,False,,black,black,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_51,40045,event_lastkingdom1_05_s,Narration,marian_q,,Locale_MainScenario:event_lastkingdom1_05_s_51,False,,black,black,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_52,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_52,True,,113,113,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_53,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_53,True,,113,113,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_54,40045,event_lastkingdom1_05_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_05_s_54,True,,113,113,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_55,40045,event_lastkingdom1_05_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_05_s_55,True,,113,113,1.0,,,,,1,idle,,13,angry,,,,,,,,,,,,,,
event_lastkingdom1_05_s_56,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_56,True,land_d,black,black,1.0,,,,,1,idle,,13,angry,black,,,crown,marian_q,chime,3,angry_03,talkative,1,idle,indivilia,5,special
event_lastkingdom1_05_s_57,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_57,True,,XXS_300,XXS_300,1.0,,,,,,,,,,,,,,,,3,angry_03,,1,idle,,5,special
event_lastkingdom1_05_s_58,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_58,True,,XXS_300,XXS_30,1.0,,,,,,,,,,,,,,,,3,void,,1,idle,,5,special
event_lastkingdom1_05_s_59,40045,event_lastkingdom1_05_s,Narration,chime,,Locale_MainScenario:event_lastkingdom1_05_s_59,False,,XXS_30,XXS_30,1.0,,,,,,,,,,,,,,,,3,void,,1,idle,,5,special
event_lastkingdom1_05_s_60,40045,event_lastkingdom1_05_s,Narration,chime,,Locale_MainScenario:event_lastkingdom1_05_s_60,False,,XXS_30,XXS_30,1.0,,,,,,,,,,,,,,,,3,void,,1,idle,,5,special
event_lastkingdom1_05_s_61,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_61,False,,XXS_30,3,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_62,40045,event_lastkingdom1_05_s,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_05_s_62,True,,3,31,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_63,40045,event_lastkingdom1_05_s,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_05_s_63,True,,31,31,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_64,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_64,False,,31,31,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_65,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_65,False,,31,31,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_66,40045,event_lastkingdom1_05_s,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_05_s_66,True,,31,31,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_67,40045,event_lastkingdom1_05_s,Narration,talkative,,Locale_MainScenario:event_lastkingdom1_05_s_67,False,,31,31,1.0,,,,,,,,,,,sfx_scn_bodyhit,Low_2,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_68,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_68,True,,31,31,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_69,40045,event_lastkingdom1_05_s,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_05_s_69,True,,31,31,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_70,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_70,False,,31,3,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_71,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_71,True,,3,XXS_30,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_72,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_72,True,,XXS_30,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_73,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_73,True,,L_50,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_74,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_74,True,,L_50,53,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_75,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_75,True,,53,53,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_76,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_76,True,,53,53,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_77,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_77,True,,53,53,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_78,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_78,False,,53,53,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_79,40045,event_lastkingdom1_05_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom1_05_s_79,False,,53,53,1.0,,,,,,,,,,,sfx_scn_bodyhit,Low_2,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_80,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_80,False,,53,3,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_81,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_81,True,,3,XXS_300,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_82,40045,event_lastkingdom1_05_s,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_05_s_82,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_83,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_83,True,,L_500,L_500,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,delight
event_lastkingdom1_05_s_84,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_84,True,,L_500,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_85,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_85,True,,L_50,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_86,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_86,True,,L_50,L_500,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_87,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_87,True,,L_500,L_500,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_88,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_88,True,,L_500,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_89,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_89,True,,L_50,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_90,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_90,True,,L_50,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_91,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_91,True,,L_50,L_50,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,special
event_lastkingdom1_05_s_92,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_92,True,,L_50,L_500,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,delight
event_lastkingdom1_05_s_93,40045,event_lastkingdom1_05_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_05_s_93,True,,L_500,L_500,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,delight
event_lastkingdom1_05_s_94,40045,event_lastkingdom1_05_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_05_s_94,False,,XXS_30,XXS_300,1.0,,,,,,,,,,,,,,,,3,pain,,1,idle,,5,delight
