id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,set_filter_02,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
event_forrest_06_s_43,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_43,True,,12,12,1.0,,,trina,,13,think1,trina,,,1,sorrow,
event_forrest_06_s_44,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_44,True,,12,12,1.0,,,trina,,13,think1,trina,,,1,sorrow,
event_forrest_06_s_45,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_45,True,,12,12,1.0,,,trina,,13,think1,trina,,,1,sorrow,
event_forrest_06_s_46,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_46,True,,12,12,1.0,,,trina,,13,think1,trina,,,1,sorrow,
event_forrest_06_s_47,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_47,True,,12,12,1.0,,,liter_c,,13,think1,liter_c,,,1,no,
event_forrest_06_s_48,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_48,True,,12,12,1.0,,,trina,,13,think1,trina,,,1,no,
event_forrest_06_s_49,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_49,True,,12,12,1.0,,,liter_c,,13,think1,liter_c,,,1,no,
event_forrest_06_s_50,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_50,True,,12,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_51,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_51,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_52,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_52,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_53,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_53,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_54,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_54,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_55,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_55,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_56,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_56,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_57,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_57,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_58,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_58,True,,L_130,L_130,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_59,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_59,True,,L_130,12,1.0,,,liter_c,,13,sad,liter_c,,,1,no,
event_forrest_06_s_60,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_60,True,,12,12,1.0,,,liter_c,,13,sad,liter_c,,,1,no,
event_forrest_06_s_61,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_61,True,,12,12,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_62,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_62,True,,12,12,1.0,,,trina,,13,sad,trina,,,1,no,
event_forrest_06_s_63,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_63,True,,12,12,1.0,,,liter_c,,13,sad,liter_c,,,1,sorrow,
event_forrest_06_s_64,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_64,True,,12,12,1.0,,,liter_c,,13,sad,liter_c,,,1,idle,
event_forrest_06_s_65,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_65,True,,12,12,1.0,,,liter_c,,13,sad,liter_c,,,1,idle,
event_forrest_06_s_66,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_66,True,,12,12,1.0,,,liter_c,,13,sad,liter_c,,,1,idle,
event_forrest_06_s_67,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_67,True,,12,12,1.0,,,trina,,13,sad,trina,,,1,idle,
event_forrest_06_s_68,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_68,True,,12,XS_10,1.0,none,,liter_c,,13,sad,liter_c,,,1,idle,
event_forrest_06_s_69,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_69,True,,XS_10,XS_10,1.0,,,liter_c,,13,sad,liter_c,,,1,idle,
event_forrest_06_s_70,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_70,True,,XS_10,XS_10,1.0,,,liter_c,,13,sad,liter_c,,,1,no,
event_forrest_06_s_71,40072,event_forrest_06_s,Speech,Locale_SubScenario:event_forrest_06_s_71,True,,XS_10,XS_10,1.0,,,liter_c,,13,sad,liter_c,,,1,no,
