id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,play_sound
event_beautyfullshot1_05_e_11,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_11,False,,1,idle,,13,idle,,113,113,1.0,,mary_s,,,,,,,,,,,,
event_beautyfullshot1_05_e_12,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_12,True,,1,idle,,13,idle,,113,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_13,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_13,True,,1,idle,,13,idle,,130,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_14,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_14,True,,1,idle,,13,idle,,130,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_15,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_15,True,,1,idle,,13,shy,,130,1300,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_16,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_16,False,,1,idle,,13,shy,,1300,1300,1.0,,mary_s,,,,,,,,,,,,
event_beautyfullshot1_05_e_17,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_17,True,,1,idle,,13,shy,,1300,1300,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_18,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_18,False,,1,idle,,13,idle,,1300,1300,1.0,,mary_s,,,,,,,,,,,,
event_beautyfullshot1_05_e_19,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_19,True,,1,idle,,13,idle,,1300,1300,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_20,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_20,True,,1,idle,,13,idle,,1300,130,1.0,,mary_s,mary_s,jackal,17,crazy,,,,,,,,
event_beautyfullshot1_05_e_21,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_21,True,,1,idle,,13,idle,,130,S_170,1.5,,jackal,jackal,,17,crazy,,,,,,,,
event_beautyfullshot1_05_e_22,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_22,False,,1,idle,,13,idle,,S_170,S_170,1.0,,mary_s,,,17,crazy,,,,,,,,
event_beautyfullshot1_05_e_23,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_23,True,,1,idle,,13,idle,,S_170,130,1.0,,mary_s,mary_s,,17,crazy,,,,,,,,
event_beautyfullshot1_05_e_24,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_24,True,,1,idle,,13,idle,,130,130,1.0,,mary_s,mary_s,,17,crazy,jackal,,,,,,,
event_beautyfullshot1_05_e_25,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_25,True,,1,idle,,13,idle,,130,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_26,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_26,True,,1,idle,,13,idle,,130,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_27,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_27,True,,1,idle,,13,idle,,130,113,1.0,,sakura_s,sakura_s,,,,,,,,,,,
event_beautyfullshot1_05_e_28,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_28,True,,1,idle,,13,idle,,113,113,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_29,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_29,True,,1,idle,,13,idle,,113,113,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_30,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_30,False,,1,idle,,13,idle,,113,113,1.0,,mary_s,,,,,,,,,,,,
event_beautyfullshot1_05_e_31,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_31,True,,1,idle,,13,idle,,113,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_32,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_32,True,,1,idle,,13,idle,,130,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_33,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_33,True,,1,idle,,13,idle,,130,130,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_34,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_34,True,,1,idle,,13,idle,,130,113,1.0,,sakura_s,sakura_s,,,,,,,,,,,
event_beautyfullshot1_05_e_35,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_35,True,,1,idle,,13,idle,,113,113,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_36,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_36,False,,1,idle,,13,idle,,113,113,1.0,,mary_s,,,,,,,,,,,,
event_beautyfullshot1_05_e_37,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_37,True,,1,idle,,13,idle,,113,113,1.0,,mary_s,mary_s,,,,,,,,,,,
event_beautyfullshot1_05_e_38,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_38,False,,1,idle,,13,idle,UninhabitedIsland_d,black,black,1.0,,anis_s,,,,,,mary_s,black,,,,,
event_beautyfullshot1_05_e_39,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_39,True,,1,idle,,,,,13,130,1.0,,anis_s,anis_s,rapi_s,15,angry,,,,,,,,
event_beautyfullshot1_05_e_40,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_40,True,,1,idle,,,,,130,150,1.0,,rapi_s,rapi_s,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_41,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_41,True,,1,idle,,,,,150,150,1.0,,anis_s,anis_s,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_42,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_42,False,,1,idle,,,,,150,150,1.0,,rapi_s,,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_43,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_43,True,,1,idle,,,,,150,1500,1.0,,rapi_s,rapi_s,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_44,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_44,True,,1,idle,,,,,1500,1500,1.0,,rapi_s,rapi_s,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_45,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_45,True,,1,idle,,,,,1500,150,1.0,,rapi_s,rapi_s,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_46,40051,event_beautyfullshot1_05_e,Monologue,Locale_MainScenario:event_beautyfullshot1_05_e_46,False,,1,idle,,,,,black,black,1.0,,rapi_s,,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_47,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_47,False,,1,idle,,,,,150,150,1.0,,rapi_s,,,15,angry,,,,,,,,
event_beautyfullshot1_05_e_48,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_48,True,,1,idle,,,,,150,150,1.0,,rapi_s,rapi_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_49,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_49,True,,1,idle,,,,,150,1315,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_50,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_50,True,,1,idle,,,,,1315,1315,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_51,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_51,False,,1,idle,,,,,1315,1315,1.0,,rapi_s,,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_52,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_52,True,,1,idle,,,,,1315,150,1.0,,rapi_s,rapi_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_53,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_53,False,,1,idle,,,,,150,150,1.0,,rapi_s,,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_54,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_54,False,,1,idle,,,,,black,black,1.0,,rapi_s,,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_55,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_55,True,,1,idle,anis_s,13,worry,,XS_1300,XS_130,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_56,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_56,True,,1,idle,,13,worry,,XS_130,XS_130,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_57,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_57,True,,1,idle,,13,worry,,XS_130,XS_130,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_58,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_58,True,,1,idle,,13,worry,,XS_130,XS_130,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_59,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_59,True,,1,idle,,13,worry,,XS_130,113,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_60,40051,event_beautyfullshot1_05_e,Monologue,Locale_MainScenario:event_beautyfullshot1_05_e_60,False,,1,idle,,13,worry,,113,113,1.0,,sakura_s,,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_61,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_61,True,,1,idle,,13,worry,,113,113,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_62,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_62,True,,1,idle,,13,idle,,113,113,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_63,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_63,True,,1,idle,,13,idle,,113,113,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_64,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_64,True,,1,idle,,13,idle,,113,113,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_65,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_65,True,,1,sad,,13,idle,,113,113,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_66,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_66,True,,1,sad,,13,worry,,113,113,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_67,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_67,True,,1,sad,,13,worry,,113,113,1.0,,anis_s,anis_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_68,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_68,True,,1,sad,,13,worry,,113,1315,1.0,,rapi_s,rapi_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_69,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_69,True,,1,idle,,13,worry,,1315,17,1.0,,neon_s,neon_s,,15,idle,,,,neon_s,17,worry,,
event_beautyfullshot1_05_e_70,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_70,True,,1,idle,,13,worry,,17,S_170,1.0,,neon_s,neon_s,,15,idle,,,,,17,idle,,
event_beautyfullshot1_05_e_71,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_71,True,,1,idle,,13,no,,XS_130,XS_130,1.0,,anis_s,anis_s,,15,idle,,,,,17,idle,,
event_beautyfullshot1_05_e_72,40051,event_beautyfullshot1_05_e,Monologue,Locale_MainScenario:event_beautyfullshot1_05_e_72,False,,1,idle,,13,no,,XS_130,10,1.0,,sakura_s,,,15,idle,,,,,17,idle,,
event_beautyfullshot1_05_e_73,40051,event_beautyfullshot1_05_e,Monologue,Locale_MainScenario:event_beautyfullshot1_05_e_73,False,,1,idle,,13,no,,10,1,1.0,,sakura_s,,,15,idle,,,,,17,idle,,
event_beautyfullshot1_05_e_74,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_74,False,,1,idle,,13,no,,1,1,1.0,,sakura_s,,,15,idle,,,,,17,idle,,
event_beautyfullshot1_05_e_75,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_75,True,,1,idle,,13,worry,,1,1315,1.0,none,anis_s,anis_s,,15,idle,,,,,17,idle,,
event_beautyfullshot1_05_e_76,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_76,True,,1,idle,,13,worry,,1315,1315,1.0,,rapi_s,rapi_s,,15,idle,,,,,17,idle,,
event_beautyfullshot1_05_e_77,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_77,True,,1,smile,,13,worry,,1,10,1.0,bgm_story_milkyway,sakura_s,sakura_s,,15,idle,rapi_s,anis_s,black,,17,idle,neon_s,
event_beautyfullshot1_05_e_78,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_78,True,,1,smile,,,,,10,10,1.0,,sakura_s,sakura_s,,,,,,,,,,,
event_beautyfullshot1_05_e_79,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_79,False,,1,smile,,,,,10,10,1.0,,sakura_s,,,,,,,,,,,,sfx_scn_fishingrodwhoosh
event_beautyfullshot1_05_e_80,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_80,False,,1,smile,,,,,10,10,1.0,,sakura_s,,,,,,,,,,,,sfx_scn_waterstonefall
event_beautyfullshot1_05_e_81,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_81,True,,1,smile,,,,,10,10,1.0,,sakura_s,sakura_s,,,,,,,,,,,
event_beautyfullshot1_05_e_82,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_82,True,,1,smile,,,,,10,10,1.0,,sakura_s,sakura_s,,,,,,,,,,,
event_beautyfullshot1_05_e_83,40051,event_beautyfullshot1_05_e,Self,Locale_MainScenario:event_beautyfullshot1_05_e_83,False,,1,smile,,,,,10,10,1.0,,sakura_s,,,,,,,,,,,,
event_beautyfullshot1_05_e_84,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_84,True,,1,smile,,,,,10,10,1.0,,sakura_s,sakura_s,,,,,,,,,,,
event_beautyfullshot1_05_e_85,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_85,True,,1,smile,rosanna_s,13,idle,,10,113,1.0,,rosanna_s,rosanna_s,viper_s,15,idle,,,,,,,,
event_beautyfullshot1_05_e_86,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_86,True,,1,smile,,13,idle,,113,1315,1.0,,viper_s,viper_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_87,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_87,True,,1,idle,,13,idle,,10,10,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_88,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_88,True,,1,idle,,13,idle,,10,130,1.0,,rosanna_s,rosanna_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_89,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_89,True,,1,idle,,13,idle,,130,130,1.0,,rosanna_s,rosanna_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_90,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_90,True,,1,idle,,13,idle,,130,S_150,1.0,,viper_s,viper_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_91,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_91,True,,1,idle,,13,idle,,S_150,S_150,1.0,,viper_s,viper_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_92,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_92,True,,1,idle,,13,idle,,10,10,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_93,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_93,True,,1,idle,,13,idle,,10,10,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_94,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_94,True,,1,idle,,13,idle,,10,1315,1.0,,rosanna_s,rosanna_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_95,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_95,True,,1,idle,,13,idle,,1315,1315,1.0,,viper_s,viper_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_96,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_96,True,,1,idle,,13,idle,,10,10,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_97,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_97,False,,1,idle,,13,idle,,black,black,1.0,,sakura_s,,,15,idle,,,,,,,,sfx_scn_bigwatersplash
event_beautyfullshot1_05_e_98,40051,event_beautyfullshot1_05_e,Monologue,Locale_MainScenario:event_beautyfullshot1_05_e_98,False,,1,idle,,13,idle,,black,black,1.0,,sakura_s,,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_99,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_99,False,,1,idle,,13,idle,,5,5,1.0,,sakura_s,,,15,idle,,,,,,,,sfx_scn_bigwind
event_beautyfullshot1_05_e_100,40051,event_beautyfullshot1_05_e,Monologue,Locale_MainScenario:event_beautyfullshot1_05_e_100,False,,1,idle,,13,idle,,5,5,1.0,,sakura_s,,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_101,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_101,False,,1,idle,,13,idle,,5,50,1.0,,sakura_s,,,15,idle,,,,,,,,sfx_scn_dolphin
event_beautyfullshot1_05_e_102,40051,event_beautyfullshot1_05_e,Narration,Locale_MainScenario:event_beautyfullshot1_05_e_102,False,,1,idle,,13,idle,,50,50,1.0,,sakura_s,,,15,idle,,,,,,,,sfx_scn_bigwavebreak
event_beautyfullshot1_05_e_103,40051,event_beautyfullshot1_05_e,Monologue,Locale_MainScenario:event_beautyfullshot1_05_e_103,False,,1,idle,,13,idle,,50,50,1.0,,sakura_s,,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_104,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_104,False,,1,surprise,,13,idle,,1,1,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
event_beautyfullshot1_05_e_105,40051,event_beautyfullshot1_05_e,Speech,Locale_MainScenario:event_beautyfullshot1_05_e_105,True,,1,surprise,,13,idle,,1,100,1.0,,sakura_s,sakura_s,,15,idle,,,,,,,,
