id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_ce004_1_03_e_20,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_20,True,,12,12,1.0,,,3,idle,,1,idle,,13,surprise,,15,idle,,17,idle
event_ce004_1_03_e_21,40055,event_ce004_1_03_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_03_e_21,True,,12,12,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_22,40055,event_ce004_1_03_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_03_e_22,True,,12,12,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_23,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_23,True,,12,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_24,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_24,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_25,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_25,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_26,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_26,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_27,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_27,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_28,40055,event_ce004_1_03_e,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_03_e_28,False,,150,150,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_29,40055,event_ce004_1_03_e,Monologue,ce004_02,,Locale_SubScenario:event_ce004_1_03_e_29,False,,150,150,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_30,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_30,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce004_1_03_e_31,40055,event_ce004_1_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_03_e_31,True,,170,170,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,go
event_ce004_1_03_e_32,40055,event_ce004_1_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_03_e_32,True,,170,170,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,go
event_ce004_1_03_e_33,40055,event_ce004_1_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_03_e_33,True,,170,170,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,go
event_ce004_1_03_e_34,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_34,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,go
event_ce004_1_03_e_35,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_35,True,,10,2,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,go
event_ce004_1_03_e_36,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_36,True,,2,2,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,go
