id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01,set_filter_02,fade
event_boomtheghost2_06_s_89,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_89,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_90,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_90,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_91,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_91,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_92,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_92,True,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_93,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_93,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_94,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_94,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_95,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_95,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_96,40085,event_boomtheghost2_06_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_06_s_96,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_97,40085,event_boomtheghost2_06_s,Narration,dorothy_s,,Locale_MainScenario:event_boomtheghost2_06_s_97,False,,black,black,1.0,,sfx_scn_tyrantcry,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_98,40085,event_boomtheghost2_06_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_06_s_98,False,,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_s_99,40085,event_boomtheghost2_06_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_06_s_99,False,CruiseShipPool_n,black,black,1.0,,,dorothy_s,1,think,elegg_s,13,surprise,,,,rapi_ss,3,think,alfred,15,idle,,,,,,,,
event_boomtheghost2_06_s_100,40085,event_boomtheghost2_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_06_s_100,False,,30,30,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,idle,,,,,,,,
event_boomtheghost2_06_s_101,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_101,False,,S_130,S_130,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,idle,,,,,,,,
event_boomtheghost2_06_s_102,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_102,True,CruiseShipPool_n,S_130,S_150,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,idle,,,,,,,,
event_boomtheghost2_06_s_103,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_103,True,,S_150,S_150,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,idle,,,,,,,,
event_boomtheghost2_06_s_104,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_104,True,,S_150,S_150,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,idle,,,,,,,,
event_boomtheghost2_06_s_105,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_105,True,,S_150,S_150,1.0,event_bgm_stormfield,,,1,think,,13,surprise,,,,,3,think,,15,idle,,,,,,,,
event_boomtheghost2_06_s_106,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_106,True,,S_150,S_1500,0.7,,,,1,think,,13,surprise,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_107,40085,event_boomtheghost2_06_s,Self,alfred,,Locale_MainScenario:event_boomtheghost2_06_s_107,False,,S_1500,S_1500,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_108,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_108,True,,S_1500,S_1500,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_109,40085,event_boomtheghost2_06_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_06_s_109,True,,S_1500,S_1500,1.0,,,,1,think,,13,surprise,,,,,3,think,,15,angry,,,,,,,,
event_boomtheghost2_06_s_110,40085,event_boomtheghost2_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_06_s_110,True,,S_1500,S_1300,1.0,,,,1,think,,13,angry,,,,,3,think,,15,angry,,,,,,,,
