id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id
event_queensorder_06_s_64,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_64,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_65,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_65,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_66,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_66,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_67,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_67,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_68,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_68,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_69,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_69,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_70,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_70,True,,100,100,1.0,,redthicketboss,redthicketboss,,1,delight,,,,,,
event_queensorder_06_s_71,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_71,True,,100,100,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_72,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_72,True,,100,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_73,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_73,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_74,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_74,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_75,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_75,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_76,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_76,True,,10,10,1.0,,rosanna,rosanna,,1,angry,,,,,,
event_queensorder_06_s_77,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_77,True,,10,10,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_78,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_78,True,,10,10,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_79,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_79,True,,10,10,1.0,,rosanna,rosanna,,1,delight,,,,,,
event_queensorder_06_s_80,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_80,True,none,black,black,1.0,,rosanna,rosanna,,1,delight,,,rosannablood,1,idle,rosanna
event_queensorder_06_s_81,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_81,True,,rosannablood_01,rosannablood_01,1.0,,rosanna,rosanna,,,,,,,1,idle,
event_queensorder_06_s_82,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_82,True,,rosannablood_01,rosannablood_01,1.0,,rosanna,rosanna,,,,,,,1,idle,
event_queensorder_06_s_83,40015,event_queensorder_06_s,Narration,Locale_SubScenario:event_queensorder_06_s_83,False,,rosannablood_02,rosannablood_02,1.0,,,,,,,,sfx_scn_aims,,1,idle,
event_queensorder_06_s_84,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_84,False,,rosannablood_02,rosannablood_03,2.0,,,,,,,,,,1,idle,
event_queensorder_06_s_85,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_85,False,,rosannablood_03,rosannablood_03,1.0,,,,,,,,,,1,idle,
event_queensorder_06_s_86,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_86,True,,rosannablood_04,rosannablood_04,1.0,,rosanna,rosanna,,,,,,,1,idle,
event_queensorder_06_s_87,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_87,True,,rosannablood_04,rosannablood_04,1.0,,rosanna,rosanna,,,,,,,1,idle,
event_queensorder_06_s_88,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_88,True,,rosannablood_04,rosannablood_04,1.0,,rosanna,rosanna,,,,,,,1,idle,
event_queensorder_06_s_89,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_89,True,,rosannablood_04,rosannablood_01,1.0,,rosanna,rosanna,,,,,,,1,idle,
event_queensorder_06_s_90,40015,event_queensorder_06_s,Monologue,Locale_SubScenario:event_queensorder_06_s_90,False,,rosannablood_01,rosannablood_05,1.0,,,,,,,,,,1,idle,
event_queensorder_06_s_91,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_91,True,,rosannablood_05,rosannablood_05,1.0,,rosanna,rosanna,,,,,,,1,idle,
event_queensorder_06_s_92,40015,event_queensorder_06_s,Speech,Locale_SubScenario:event_queensorder_06_s_92,True,,rosannablood_05,rosannablood_05,1.0,,rosanna,rosanna,,,,,,,1,idle,
