id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade
event_neverland2_03_s_11,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_11,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,53,53,1.0,,blanc_c,blanc_c,,
event_neverland2_03_s_12,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_12,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,53,53,1.0,,blanc_c,blanc_c,,
event_neverland2_03_s_13,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_13,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,53,53,1.0,,noir_c,noir_c,,
event_neverland2_03_s_14,40035,event_neverland2_03_s,Monologue,Locale_MainScenario:event_neverland2_03_s_14,False,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,,,,,
event_neverland2_03_s_15,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_15,False,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,none,mica_w,mica_w,,
event_neverland2_03_s_16,40035,event_neverland2_03_s,Self,Locale_MainScenario:event_neverland2_03_s_16,False,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,,,,
event_neverland2_03_s_17,40035,event_neverland2_03_s,Monologue,Locale_MainScenario:event_neverland2_03_s_17,False,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_900,1.0,bgm_risk,,,,
event_neverland2_03_s_18,40035,event_neverland2_03_s,Self,Locale_MainScenario:event_neverland2_03_s_18,False,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,S_900,S_900,1.0,,,,,
event_neverland2_03_s_19,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_19,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,100,100,1.0,,emma,emma,,
event_neverland2_03_s_20,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_20,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,1700,1700,1.0,,eunhwa,eunhwa,,
event_neverland2_03_s_21,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_21,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,1700,1700,1.0,,eunhwa,eunhwa,,
event_neverland2_03_s_22,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_22,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,1700,1719,2.0,,vesti,vesti,,
event_neverland2_03_s_23,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_23,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,1719,1719,1.0,,vesti,vesti,,
event_neverland2_03_s_24,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_24,True,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,1719,1719,1.0,,eunhwa,eunhwa,,
event_neverland2_03_s_25,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_25,False,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_26,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_26,False,,7,think,,9,void,,5,think,,3,idle,,1,worry,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_27,40035,event_neverland2_03_s,Monologue,Locale_MainScenario:event_neverland2_03_s_27,False,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,,,
event_neverland2_03_s_28,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_28,True,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_29,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_29,False,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,mica_w,mica_w,,
event_neverland2_03_s_30,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_30,True,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_31,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_31,False,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,mica_w,mica_w,,
event_neverland2_03_s_32,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_32,True,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,7,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_33,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_33,True,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,7,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_34,40035,event_neverland2_03_s,Self,Locale_MainScenario:event_neverland2_03_s_34,False,,7,think,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,,,,
event_neverland2_03_s_35,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_35,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_36,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_36,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,700,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_37,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_37,False,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,2.0,,mica_w,mica_w,,
event_neverland2_03_s_38,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_38,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_39,40035,event_neverland2_03_s,Self,Locale_MainScenario:event_neverland2_03_s_39,False,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,1.0,,,,,
event_neverland2_03_s_40,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_40,False,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,97,2.0,,mica_w,mica_w,,
event_neverland2_03_s_41,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_41,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_42,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_42,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_43,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_43,False,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,mica_w,mica_w,,
event_neverland2_03_s_44,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_44,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_45,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_45,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_46,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_46,True,,7,angry,,9,void,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_47,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_47,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_48,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_48,False,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_49,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_49,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,9,1.0,,mica_w,mica_w,,
event_neverland2_03_s_50,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_50,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_51,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_51,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_52,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_52,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_53,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_53,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_54,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_54,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_55,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_55,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_56,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_56,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_57,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_57,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,700,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_58,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_58,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_59,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_59,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,1.0,none,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_60,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_60,True,,7,angry,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_61,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_61,True,,7,idle,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_62,40035,event_neverland2_03_s,Monologue,Locale_MainScenario:event_neverland2_03_s_62,False,,7,idle,,9,pain_02,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,97,2.0,bgm_story_impression,,,,
event_neverland2_03_s_63,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_63,False,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,mica_w,mica_w,,
event_neverland2_03_s_64,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_64,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,mica_w,mica_w,,
event_neverland2_03_s_65,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_65,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,mica_w,mica_w,,
event_neverland2_03_s_66,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_66,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_67,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_67,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_68,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_68,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_69,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_69,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_70,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_70,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_71,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_71,True,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_72,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_72,False,,7,idle,,9,cry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,9,1.0,,mica_w,mica_w,,
event_neverland2_03_s_73,40035,event_neverland2_03_s,Monologue,Locale_MainScenario:event_neverland2_03_s_73,False,,7,idle,,9,cry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,97,1.0,,,,sfx_scn_whoosh_hug,
event_neverland2_03_s_74,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_74,True,,7,idle,,9,cry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_75,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_75,True,,7,idle,,9,cry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_76,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_76,True,,7,idle,,9,cry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_77,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_77,True,,7,idle,,9,cry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,mica_w,mica_w,,
event_neverland2_03_s_78,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_78,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,S_90,1.0,,mica_w,mica_w,,black
event_neverland2_03_s_79,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_79,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_80,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_80,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_81,40035,event_neverland2_03_s,Narration,Locale_MainScenario:event_neverland2_03_s_81,False,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,,,sfx_scn_rustle_2,
event_neverland2_03_s_82,40035,event_neverland2_03_s,Monologue,Locale_MainScenario:event_neverland2_03_s_82,False,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_900,1.0,,,,sfx_scn_flare_2,
event_neverland2_03_s_83,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_83,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_900,S_900,1.0,,mica_w,mica_w,,
event_neverland2_03_s_84,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_84,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_900,S_900,1.0,,mica_w,mica_w,,
event_neverland2_03_s_85,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_85,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_900,S_900,1.0,,mica_w,mica_w,,
event_neverland2_03_s_86,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_86,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_900,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_87,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_87,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_90,S_90,1.0,,mica_w,mica_w,,
event_neverland2_03_s_88,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_88,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,10,10,1.0,,emma,emma,,
event_neverland2_03_s_89,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_89,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,XS_190,XS_190,1.0,,vesti,vesti,,
event_neverland2_03_s_90,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_90,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_91,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_91,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_92,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_92,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,70,70,1.0,,ludmilla_w,ludmilla_w,,
event_neverland2_03_s_93,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_93,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,1315,1315,1.0,,delta,delta,,
event_neverland2_03_s_94,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_94,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,1315,1315,1.0,,signal,signal,,
event_neverland2_03_s_95,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_95,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,1315,17,1.0,,eunhwa,eunhwa,,
event_neverland2_03_s_96,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_96,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,53,53,1.0,,blanc_c,blanc_c,,
event_neverland2_03_s_97,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_97,False,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,53,9,1.0,,mica_w,mica_w,,
event_neverland2_03_s_98,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_98,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,S_900,1.0,,mica_w,mica_w,,
event_neverland2_03_s_99,40035,event_neverland2_03_s,Speech,Locale_MainScenario:event_neverland2_03_s_99,True,,7,idle,,9,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,700,700,1.0,,ludmilla_w,ludmilla_w,,
