id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_ex_redash_03_2_23,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_23,True,,L_700,L_70,1.0,,rapunzel_o,,,,7,angry,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_24,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_24,True,,L_10,L_10,0.7,,commander,,,,7,angry,,3,think,,1,surprise,,5,idle
d_ex_redash_03_2_25,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_25,True,,L_10,30,0.7,,liliweiss,,,,7,angry,,3,think,,1,surprise,,5,worry
d_ex_redash_03_2_26,80800,d_ex_redash_03_2,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_2_26,True,,30,50,0.7,,dorothy,,,,7,angry,,3,think,,1,surprise,,5,worry
d_ex_redash_03_2_27,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_27,True,,50,L_70,0.7,,rapunzel_o,,,,7,smile,,3,think,,1,surprise,,5,idle
d_ex_redash_03_2_28,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_28,True,,L_10,L_10,1.0,,commander,,,,7,smile,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_29,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_29,True,,L_10,L_10,1.0,,commander,,,,7,smile,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_30,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_30,True,,L_70,L_70,1.0,,rapunzel_o,,,,7,surprise,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_31,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_31,True,,L_70,L_70,1.0,,rapunzel_o,,,,7,smile,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_32,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_32,True,,L_70,L_70,1.0,,rapunzel_o,,,,7,smile,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_33,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_33,True,,L_70,L_700,1.0,,rapunzel_o,,,,7,shy,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_34,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_34,True,,L_10,L_10,1.0,,commander,,,,7,shy,,3,idle,,1,no,,5,idle
d_ex_redash_03_2_35,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_35,True,,L_10,L_10,1.0,,commander,,,,7,shy,,3,idle,,1,no,,5,idle
d_ex_redash_03_2_36,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_36,True,,L_70,7,0.7,,rapunzel_o,,,,7,pain_01,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_37,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_37,True,,7,7,1.0,,rapunzel_o,,,,7,idle,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_38,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_38,True,,2,2,1.0,,commander,,,,7,idle,,3,idle,,1,no,,5,idle
d_ex_redash_03_2_39,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_39,True,,2,2,1.0,,commander,,,,7,idle,,3,think,,1,no,,5,idle
d_ex_redash_03_2_40,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_40,True,,2,2,1.0,,liliweiss,,,,7,idle,,3,think,,1,no,,5,idle
d_ex_redash_03_2_41,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_41,True,,2,2,1.0,,commander,,,,7,idle,,3,think,,1,delight,,5,think
d_ex_redash_03_2_42,80800,d_ex_redash_03_2,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_2_42,True,,2,6,1.0,,dorothy,,,,7,idle,,3,idle,,1,delight,,5,think
d_ex_redash_03_2_43,80800,d_ex_redash_03_2,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_2_43,True,,6,6,1.0,,dorothy,,,,7,idle,,3,idle,,1,idle,,5,think
d_ex_redash_03_2_44,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_44,True,,6,6,1.0,,rapunzel_o,,,,7,think,,3,idle,,1,idle,,5,think
d_ex_redash_03_2_45,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_45,True,,6,6,1.0,,rapunzel_o,,,,7,no,,3,idle,,1,idle,,5,think
d_ex_redash_03_2_46,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_46,True,,6,6,1.0,,rapunzel_o,,,,7,idle,,3,idle,,1,idle,,5,think
d_ex_redash_03_2_47,80800,d_ex_redash_03_2,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_2_47,True,,6,6,1.0,,dorothy,,,,7,idle,,3,idle,,1,idle,,5,think
d_ex_redash_03_2_48,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_48,True,,6,L_70,1.0,,rapunzel_o,,,,7,surprise,,3,idle,,1,idle,,5,think
d_ex_redash_03_2_49,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_49,True,,L_70,L_70,1.0,,rapunzel_o,,,,7,idle,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_50,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_50,True,,L_70,L_70,1.0,,rapunzel_o,,,,7,smile,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_51,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_51,True,,L_10,L_10,0.7,,commander,,,,7,smile,,3,think,,1,surprise,,5,worry
d_ex_redash_03_2_52,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_52,True,,L_10,30,0.7,,liliweiss,,,,7,smile,,3,think,,1,surprise,,5,worry
d_ex_redash_03_2_53,80800,d_ex_redash_03_2,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_2_53,True,,30,50,0.7,,dorothy,,,,7,smile,,3,think,,1,surprise,,5,worry
d_ex_redash_03_2_54,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_54,True,,50,3,1.0,,liliweiss,,,,7,idle,,3,idle,,1,idle,,5,worry
d_ex_redash_03_2_55,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_55,True,,7,7,1.0,,rapunzel_o,,,,7,no,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_56,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_56,True,,7,7,1.0,,rapunzel_o,,,,7,idle,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_57,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_57,True,,7,7,1.0,,rapunzel_o,,,,7,think,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_58,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_58,True,,7,7,1.0,,rapunzel_o,,,,7,idle,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_59,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_59,True,,3,30,1.0,,liliweiss,,,,7,idle,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_60,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_60,True,,30,30,1.0,,rapunzel_o,,,,7,no,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_61,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_61,True,,30,3,1.0,,liliweiss,,,,7,idle,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_62,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_62,True,,3,3,1.0,,rapunzel_o,,,,7,surprise,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_63,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_63,True,,3,2,1.0,,liliweiss,,,,7,surprise,,3,delight,,1,surprise,,5,idle
d_ex_redash_03_2_64,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_64,False,,2,2,1.0,,commander,,,,7,idle,,3,delight,,1,surprise,,5,idle
d_ex_redash_03_2_65,80800,d_ex_redash_03_2,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_2_65,True,,2,2,1.0,,dorothy,,,,7,idle,,3,delight,,1,surprise,,5,think
d_ex_redash_03_2_66,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_66,True,,2,2,1.0,,commander,,,,7,idle,,3,idle,,1,no,,5,think
d_ex_redash_03_2_67,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_67,True,,2,30,1.0,,liliweiss,,,,7,idle,,3,idle,,1,no,,5,idle
d_ex_redash_03_2_68,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_68,True,,30,30,1.0,,liliweiss,,,,7,idle,,3,delight,,1,idle,,5,idle
d_ex_redash_03_2_69,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_69,True,,30,300,0.7,,liliweiss,,,,7,idle,,3,surprise,,1,idle,,5,idle
d_ex_redash_03_2_70,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_70,True,,7,7,1.0,none,rapunzel_o,,,,7,idle,,3,surprise,,1,idle,,5,idle
d_ex_redash_03_2_71,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_71,True,,7,L_70,0.7,bgm_story_herecomestrouble,rapunzel_o,Low_2,,,7,surprise,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_72,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_72,False,,L_70,L_70,1.0,,rapunzel_o,,,,7,pain_01,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_73,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_73,True,,L_70,L_70,1.0,,rapunzel_o,,,,7,sad,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_74,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_74,True,,L_70,L_700,0.5,,rapunzel_o,Low_2,,,7,surprise,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_75,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_75,True,,L_700,L_700,1.0,,rapunzel_o,,,,7,pain_01,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_76,80800,d_ex_redash_03_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_2_76,True,,L_700,L_700,1.0,,rapunzel_o,Low_2,,,7,sad,,3,idle,,1,idle,,5,idle
d_ex_redash_03_2_77,80800,d_ex_redash_03_2,Speech,commander,Locale_SuddenStory:d_ex_redash_03_2_77,True,,L_10,L_10,0.7,,commander,,,,7,sad,,3,surprise,,1,surprise,,5,think
d_ex_redash_03_2_78,80800,d_ex_redash_03_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_2_78,True,,L_10,30,0.7,,liliweiss,,,,7,sad,,3,surprise,,1,surprise,,5,think
d_ex_redash_03_2_79,80800,d_ex_redash_03_2,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_2_79,True,,30,50,0.7,,dorothy,,,,7,sad,,3,surprise,,1,surprise,,5,think
d_ex_redash_03_2_80,80800,d_ex_redash_03_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_2_80,False,,black,black,1.0,,,,sfx_scn_windowclack,,7,sad,,3,surprise,,1,surprise,,5,think
