id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_unbreakablesphere1_prologue_44,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_44,False,,aafiller_04,aafiller_04,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_45,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_45,False,,black,black,1.0,,sfx_scn_gluttonyclose,,,,,,,,,,,,
event_unbreakablesphere1_prologue_46,40075,event_unbreakablesphere1_prologue,Narration,,,Locale_MainScenario:event_unbreakablesphere1_prologue_46,False,BriefingRoom,black,black,1.0,,,,,,,mana,1,idle,,,,,
event_unbreakablesphere1_prologue_47,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_47,True,,100,100,1.0,,,,,,,,1,idle,,shifty_r,OP_rightup,angry,
event_unbreakablesphere1_prologue_48,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_48,True,,100,10,0.5,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_49,40075,event_unbreakablesphere1_prologue,Speech,shifty_r,shifty_r,Locale_MainScenario:event_unbreakablesphere1_prologue_49,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_50,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_50,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_51,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_51,True,,10,10,1.0,,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_52,40075,event_unbreakablesphere1_prologue,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere1_prologue_52,True,,10,100,0.5,none,,,,,,,1,idle,,,OP_rightup,angry,
event_unbreakablesphere1_prologue_53,40075,event_unbreakablesphere1_prologue,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_prologue_53,False,DeepWater_02,black,black,1.0,event_bgm_ubsphere_endlessblue,sfx_scn_bigwatersplash,,black,,,,1,idle,mana,,OP_rightup,angry,shifty_r
event_unbreakablesphere1_prologue_54,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_54,False,,black,black,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_55,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_55,False,,black,black,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_56,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_56,False,,black,black,1.0,,,,,,,,,,,,,,
event_unbreakablesphere1_prologue_57,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_57,False,,100,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_58,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_58,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_59,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_59,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_60,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_60,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_61,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_61,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_62,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_62,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_63,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_63,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_64,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_64,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_65,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_65,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_66,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_66,False,,1,100,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_67,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_67,False,,100,100,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_68,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_68,False,,100,100,1.0,,,Low_2,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_69,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_69,False,,100,100,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_70,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_70,False,,100,100,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_71,40075,event_unbreakablesphere1_prologue,Speech,littlemermaid,unknown,Locale_MainScenario:event_unbreakablesphere1_prologue_71,False,,black,black,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_72,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_72,False,,black,black,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_73,40075,event_unbreakablesphere1_prologue,Speech,littlemermaid,unknown,Locale_MainScenario:event_unbreakablesphere1_prologue_73,False,,100,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_74,40075,event_unbreakablesphere1_prologue,Speech,littlemermaid,unknown,Locale_MainScenario:event_unbreakablesphere1_prologue_74,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_75,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_75,False,,1,1,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_76,40075,event_unbreakablesphere1_prologue,Monologue,,,Locale_MainScenario:event_unbreakablesphere1_prologue_76,False,TreeOfWater,black,black,1.0,,,,,Blur_High,Vignetting,,,,,,,,
event_unbreakablesphere1_prologue_77,40075,event_unbreakablesphere1_prologue,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_prologue_77,False,,1,S_10,0.5,,,,black,,,mori,1,think,,,,,
event_unbreakablesphere1_prologue_78,40075,event_unbreakablesphere1_prologue,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_prologue_78,False,,S_10,S_10,1.0,,,,,,,,1,think,,,,,
event_unbreakablesphere1_prologue_79,40075,event_unbreakablesphere1_prologue,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_prologue_79,True,,S_10,S_10,1.0,,,,,,,,1,think,,,,,
event_unbreakablesphere1_prologue_80,40075,event_unbreakablesphere1_prologue,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_prologue_80,False,,S_10,S_50,1.5,,,,,,,,1,think,,,,,
event_unbreakablesphere1_prologue_81,40075,event_unbreakablesphere1_prologue,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_prologue_81,True,,S_50,S_50,1.0,,,,,,,,1,think,,,,,
event_unbreakablesphere1_prologue_82,40075,event_unbreakablesphere1_prologue,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_prologue_82,False,,S_50,S_500,1.0,,,,,,,,1,think,,,,,
event_unbreakablesphere1_prologue_83,40075,event_unbreakablesphere1_prologue,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_prologue_83,False,,S_500,S_500,1.0,,,,,,,,1,think,,,,,
event_unbreakablesphere1_prologue_84,40075,event_unbreakablesphere1_prologue,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_prologue_84,True,,S_500,S_100,1.5,,,,,,,,1,think,,littlemermaid,13,idle,
event_unbreakablesphere1_prologue_85,40075,event_unbreakablesphere1_prologue,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_prologue_85,True,,L_1300,L_1300,1.0,,,,,,,,1,think,,,13,idle,
event_unbreakablesphere1_prologue_86,40075,event_unbreakablesphere1_prologue,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_prologue_86,False,,S_100,S_10,0.7,,,,,,,,1,think,,,13,idle,
event_unbreakablesphere1_prologue_87,40075,event_unbreakablesphere1_prologue,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_prologue_87,False,,S_10,113,1.0,,,,,,,,1,think,,,13,idle,
event_unbreakablesphere1_prologue_88,40075,event_unbreakablesphere1_prologue,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_prologue_88,True,,113,113,1.0,,,,,,,,1,surprise,,,13,idle,
event_unbreakablesphere1_prologue_89,40075,event_unbreakablesphere1_prologue,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_prologue_89,True,,113,113,1.0,none,,,,,,,1,surprise,,,13,surprise,
