id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
event_icedragonsaga1_06_e_44,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_44,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_45,40064,event_icedragonsaga1_06_e,Narration,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_45,False,,1,surprise,,L_10,L_10,1.0,none,,sfx_scn_explosionfar,Low_2,,,,,,,,,,,
event_icedragonsaga1_06_e_46,40064,event_icedragonsaga1_06_e,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_46,False,,1,surprise,,L_10,L_10,1.0,,,,,,,,,,,,,,,
event_icedragonsaga1_06_e_47,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_47,True,,1,no,,L_10,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_48,40064,event_icedragonsaga1_06_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_e_48,True,,1,no,,1,1,1.0,,maiden_w,,,,,,,,,,,,,
event_icedragonsaga1_06_e_49,40064,event_icedragonsaga1_06_e,Narration,sakura,Locale_MainScenario:event_icedragonsaga1_06_e_49,False,moran,1,idle,SnowTown_n,30,30,1.0,event_bgm_icedragonsaga_castle,,sfx_scn_explosionhuge,Low_2,maiden_w,mustang,5,idle,sakura,3,idle,rosanna,13,idle,black
event_icedragonsaga1_06_e_50,40064,event_icedragonsaga1_06_e,Speech,sakura,Locale_MainScenario:event_icedragonsaga1_06_e_50,True,,1,idle,,30,30,1.0,,sakura,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_51,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_51,True,,1,idle,,30,L_50,1.0,,mustang,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_52,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_52,True,,1,idle,,L_50,L_50,1.0,,mustang,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_53,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_53,True,,1,idle,,L_50,L_50,0.7,,mustang,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_54,40064,event_icedragonsaga1_06_e,Speech,rosanna,Locale_MainScenario:event_icedragonsaga1_06_e_54,True,,1,idle,,130,130,1.0,,rosanna,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_55,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_55,True,,1,idle,,L_50,L_50,1.0,,mustang,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_56,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_56,True,,1,idle,,L_50,L_50,1.0,,mustang,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_57,40064,event_icedragonsaga1_06_e,Speech,rosanna,Locale_MainScenario:event_icedragonsaga1_06_e_57,True,,1,idle,,130,130,1.0,,rosanna,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_58,40064,event_icedragonsaga1_06_e,Speech,rosanna,Locale_MainScenario:event_icedragonsaga1_06_e_58,True,,1,idle,,130,13,1.0,,rosanna,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_59,40064,event_icedragonsaga1_06_e,Speech,moran,Locale_MainScenario:event_icedragonsaga1_06_e_59,True,,1,idle,,13,1,1.0,,moran,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_60,40064,event_icedragonsaga1_06_e,Speech,moran,Locale_MainScenario:event_icedragonsaga1_06_e_60,True,,1,idle,,1,1,1.0,,moran,,,,,5,idle,,3,idle,,13,idle,
event_icedragonsaga1_06_e_61,40064,event_icedragonsaga1_06_e,Speech,sakura,Locale_MainScenario:event_icedragonsaga1_06_e_61,True,,1,idle,,1,3,1.0,,sakura,,,,,5,idle,,3,angry,,13,idle,
event_icedragonsaga1_06_e_62,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_62,True,,1,idle,,3,5,1.0,,mustang,,,,,5,delight,,3,angry,,13,idle,
event_icedragonsaga1_06_e_63,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_63,True,,1,idle,,5,5,1.0,,mustang,,,,,5,delight,,3,angry,,13,idle,
event_icedragonsaga1_06_e_64,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_64,True,,1,idle,,5,L_50,1.0,,mustang,,,,,5,delight,,3,angry,,13,idle,
event_icedragonsaga1_06_e_65,40064,event_icedragonsaga1_06_e,Speech,mustang,Locale_MainScenario:event_icedragonsaga1_06_e_65,True,,1,idle,,L_50,L_500,1.0,,mustang,,,,,5,delight,,3,angry,,13,idle,
event_icedragonsaga1_06_e_66,40064,event_icedragonsaga1_06_e,Narration,,Locale_MainScenario:event_icedragonsaga1_06_e_66,False,,1,idle,,black,black,1.0,,,,,,,5,delight,,3,angry,,13,idle,
