id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake
event_phantomthiefvsdetective_02_e_13,40059,event_phantomthiefvsdetective_02_e,Narration,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_13,False,,2,idle,,12,idle,,14,idle,,L_20,L_20,1.0,,,,,,,,,,,
event_phantomthiefvsdetective_02_e_14,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_14,True,,2,idle,,12,idle,,14,idle,,L_20,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_15,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_15,True,,2,idle,,12,idle,,14,idle,,L_20,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_16,40059,event_phantomthiefvsdetective_02_e,Speech,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_16,True,,2,idle,,12,think,,14,idle,,L_20,1,1.0,,quency_e,,,,,,,,,
event_phantomthiefvsdetective_02_e_17,40059,event_phantomthiefvsdetective_02_e,Speech,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_17,True,,2,idle,,12,think,,14,idle,,1,1,1.0,,quency_e,,,,,,,,,
event_phantomthiefvsdetective_02_e_18,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_18,True,,2,shy,,12,think,,14,idle,,1,1,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_19,40059,event_phantomthiefvsdetective_02_e,Self,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_19,False,,2,shy,,12,think,,14,idle,,1,1,1.0,,,,,,,,,,,
event_phantomthiefvsdetective_02_e_20,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_20,True,,2,idle,,12,idle,,14,idle,,1,1,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_21,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_21,True,,2,idle,,12,idle,,14,idle,,1,1,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_22,40059,event_phantomthiefvsdetective_02_e,Monologue,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_22,False,,2,idle,,12,idle,,14,idle,,1,1,1.0,,,,,,,,,,,
event_phantomthiefvsdetective_02_e_23,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_23,True,,2,idle,,12,idle,,14,idle,,1,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_24,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_24,True,,2,idle,,12,idle,,14,idle,,L_20,L_200,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_25,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_25,True,,2,idle,,12,idle,,14,idle,,L_200,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_26,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_26,True,,2,angry,,12,idle,,14,idle,,L_20,L_200,0.5,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_27,40059,event_phantomthiefvsdetective_02_e,Monologue,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_27,False,,2,angry,,12,idle,,14,idle,,L_200,L_200,1.0,,,,,,,,,,,
event_phantomthiefvsdetective_02_e_28,40059,event_phantomthiefvsdetective_02_e,Monologue,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_28,False,,2,angry,,12,idle,,14,idle,,L_200,1,2.0,,,,sfx_scn_grabhands,,,,,,,
event_phantomthiefvsdetective_02_e_29,40059,event_phantomthiefvsdetective_02_e,Speech,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_29,False,,2,idle,,12,think,,14,idle,,1,1,1.0,,quency_e,,,,,,,,,
event_phantomthiefvsdetective_02_e_30,40059,event_phantomthiefvsdetective_02_e,Self,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_30,False,,2,idle,,12,think,,14,idle,,1,1,1.0,,,,,,,,,,,
event_phantomthiefvsdetective_02_e_31,40059,event_phantomthiefvsdetective_02_e,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_e_31,True,,2,idle,,12,think,,14,angry,,1,S_1400,1.0,,miranda_c,,,,,,,,,
event_phantomthiefvsdetective_02_e_32,40059,event_phantomthiefvsdetective_02_e,Narration,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_e_32,False,,2,idle,,12,think,,14,angry,,S_1400,S_140,0.5,,,,sfx_scn_grabhands,,,,,,,
event_phantomthiefvsdetective_02_e_33,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_33,True,,2,idle,,12,think,,14,angry,,L_20,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_34,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_34,True,,2,idle,,12,think,,14,angry,,L_20,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_35,40059,event_phantomthiefvsdetective_02_e,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_e_35,True,,2,idle,,12,think,,14,idle,,S_140,S_140,1.0,,miranda_c,,,,,,,,,
event_phantomthiefvsdetective_02_e_36,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_36,True,,2,surprise,,12,think,,14,idle,,1,1,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_37,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_37,True,,2,surprise,,12,think,,14,idle,,1,1,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_38,40059,event_phantomthiefvsdetective_02_e,Speech,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_38,True,,2,surprise,,12,delight,,14,idle,,1,1,1.0,,quency_e,,,,,,,,,
event_phantomthiefvsdetective_02_e_39,40059,event_phantomthiefvsdetective_02_e,Self,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_39,False,,2,surprise,,12,delight,,14,idle,,1,1,1.0,,,,,,,,,,,
event_phantomthiefvsdetective_02_e_40,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_40,True,,2,idle,,12,idle,,14,idle,,1,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_41,40059,event_phantomthiefvsdetective_02_e,Speech,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_e_41,True,,2,idle,,12,idle,,14,idle,,L_20,L_20,1.0,,phantom,,,,,,,,,
event_phantomthiefvsdetective_02_e_42,40059,event_phantomthiefvsdetective_02_e,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_e_42,True,,2,idle,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda_c,,,,,,,,,
event_phantomthiefvsdetective_02_e_43,40059,event_phantomthiefvsdetective_02_e,Speech,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_e_43,True,,2,idle,,12,idle,,14,delight,,S_140,S_140,1.0,,miranda_c,,,,,,,,,
event_phantomthiefvsdetective_02_e_44,40059,event_phantomthiefvsdetective_02_e,Speech,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_44,True,,2,idle,,12,think,,14,delight,,S_140,S_120,1.0,,quency_e,,,,,,,,,
event_phantomthiefvsdetective_02_e_45,40059,event_phantomthiefvsdetective_02_e,Speech,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_45,True,,2,idle,,12,think,,14,delight,,S_120,S_120,1.0,,quency_e,,,,,,,,,
event_phantomthiefvsdetective_02_e_46,40059,event_phantomthiefvsdetective_02_e,Self,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_e_46,False,,2,idle,,12,think,,14,delight,,S_120,S_120,1.0,,,,,,,,,,,
event_phantomthiefvsdetective_02_e_47,40059,event_phantomthiefvsdetective_02_e,Narration,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_47,False,quiry,2,idle,poli,12,think,,14,delight,Police,black,black,1.0,none,,black,sfx_scn_autodooropen,phantom,quency_e,miranda_c,novel,16,idle,
event_phantomthiefvsdetective_02_e_48,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_48,True,,2,idle,,12,idle,miranda,14,idle,,13,13,1.0,bgm_story_breakaway,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_49,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_49,True,,2,idle,,12,angry,,14,idle,,13,13,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_50,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_50,True,,2,idle,,12,idle,,14,shy,,13,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_51,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_51,True,,2,special_02,,12,idle,,14,idle,,S_20,S_20,1.0,,quiry,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_52,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_52,True,,2,special_02,,12,idle,,14,idle,,S_20,S_20,1.0,,quiry,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_53,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_53,True,,2,special_02,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_54,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_54,True,,2,special_02,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_55,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_55,True,,2,idle,,12,idle,,14,idle,,S_140,XS_120,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_56,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_56,True,,2,idle,,12,idle,,14,idle,,XS_120,XS_120,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_57,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_57,True,,2,idle,,12,idle,,14,idle,,XS_120,XS_120,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_58,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_58,True,,2,idle,,12,idle,,14,think,,XS_120,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_59,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_59,True,,2,idle,,12,idle,,14,shy,,S_140,13,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_60,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_60,True,,2,idle,,12,idle,,14,shy,,13,13,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_61,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_61,True,,2,idle,,12,sad,,14,shy,,13,13,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_62,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_62,True,,2,idle,,12,sad,,14,shy,,13,13,1.0,,poli,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_63,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_63,True,,2,idle,,12,sad,,14,shy,,13,13,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_64,40059,event_phantomthiefvsdetective_02_e,Narration,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_64,False,,2,idle,,12,sad,,14,idle,,13,S_160,0.5,,,,sfx_scn_solidtablehit,,,,,16,idle,Low_2
event_phantomthiefvsdetective_02_e_65,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_65,True,,2,idle,,12,idle,,14,idle,,S_160,S_160,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_66,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_66,True,,2,surprise,,12,idle,,14,idle,,S_20,S_20,1.0,,quiry,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_67,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_67,True,,2,surprise,,12,idle,,14,idle,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_68,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_68,True,,2,idle,,12,idle,,14,idle,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_69,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_69,True,,2,idle,,12,idle,,14,idle,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_70,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_70,True,,2,idle,,12,idle,,14,idle,,S_160,S_1600,0.5,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_71,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_71,True,,2,idle,,12,idle,,14,idle,,S_1600,S_1600,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_72,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_72,True,,2,idle,,12,idle,,14,idle,,S_1600,S_1600,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_73,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_73,True,,2,idle,,12,idle,,14,idle,,S_1600,S_160,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_74,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_74,True,,2,idle,,12,idle,,14,idle,,S_160,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_75,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_75,True,,2,idle,,12,idle,,14,idle,,S_140,S_140,1.0,,miranda,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_76,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_76,True,,2,idle,,12,idle,,14,idle,,S_140,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_77,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_77,True,,2,idle,,12,idle,,14,idle,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_78,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_78,True,,2,idle,,12,idle,,14,idle,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_79,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_79,False,,2,idle,,12,idle,,14,shy,,S_160,15,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_80,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_80,True,,2,idle,,12,idle,,14,shy,,15,15,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_81,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_81,True,,2,idle,,12,idle,,14,shy,,15,15,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_82,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_82,True,,2,idle,,12,idle,,14,shy,,15,15,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_83,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_83,True,,2,idle,,12,idle,,14,shy,,15,15,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_84,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_84,True,,2,idle,,12,idle,,14,shy,,15,15,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_85,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_85,True,,2,idle,,12,idle,,14,shy,,15,S_140,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_86,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_86,True,,2,idle,,12,idle,,14,shy,,S_140,S_1400,1.0,,miranda,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_87,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_87,True,,2,idle,,12,idle,,14,shy,,S_1400,XS_1200,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_88,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_88,True,,2,idle,,12,idle,,14,shy,,XS_1200,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_89,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_89,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_90,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_90,True,,2,idle,,12,idle,,14,shy,,XS_120,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_91,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_91,True,,2,idle,,12,idle,,14,shy,,XS_120,XS_120,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_92,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_92,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_93,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_93,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_94,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_94,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_95,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_95,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_96,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_96,True,,2,idle,,12,idle,,14,shy,,S_160,S_1600,1.0,,novel,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_97,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_97,True,,2,idle,,12,idle,,14,shy,,S_1600,S_1400,0.5,,miranda,,sfx_scn_handheldcute,,,,,16,idle,
event_phantomthiefvsdetective_02_e_98,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_98,True,,2,special_02,,12,idle,,14,shy,,S_200,S_200,1.0,,quiry,,,,,,,16,idle,
event_phantomthiefvsdetective_02_e_99,40059,event_phantomthiefvsdetective_02_e,Speech,miranda,Locale_SubScenario:event_phantomthiefvsdetective_02_e_99,True,,2,special_02,,12,idle,,14,shy,,S_1400,S_140,1.0,,miranda,,sfx_scn_handheldcute,,,,,16,idle,
event_phantomthiefvsdetective_02_e_100,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_100,True,,2,idle,,12,idle,,14,shy,,S_140,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_101,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_101,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_102,40059,event_phantomthiefvsdetective_02_e,Speech,novel,Locale_SubScenario:event_phantomthiefvsdetective_02_e_102,True,,2,idle,,12,idle,,14,shy,,S_160,S_160,1.0,,novel,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_103,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_103,True,,2,special,,12,idle,,14,shy,,S_20,S_20,1.0,,quiry,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_104,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_104,True,,2,special,,12,idle,,14,shy,,S_20,1,1.0,,quiry,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_105,40059,event_phantomthiefvsdetective_02_e,Speech,poli,Locale_SubScenario:event_phantomthiefvsdetective_02_e_105,True,,2,special,,12,idle,,14,shy,,1,1,1.0,,poli,,,,,,,16,think,
event_phantomthiefvsdetective_02_e_106,40059,event_phantomthiefvsdetective_02_e,Speech,quiry,Locale_SubScenario:event_phantomthiefvsdetective_02_e_106,True,,2,special,,12,idle,,14,shy,,1,S_200,1.0,,quiry,,,,,,,16,think,
